Fecha ,Hora,Potencia [kW],Insolaci¢n [W/mý],Temperatura de modulos [øC],Temperatura ambiente [øC]
03/11/2020,12:00:00 AM,x,1.01,12.37,12.40400417
03/11/2020,12:05:00 AM,x,1,12.27,12.4616
03/11/2020,12:10:00 AM,x,1.01,12.23,12.53229688
03/11/2020,12:15:00 AM,x,1,12.35,12.57617222
03/11/2020,12:20:00 AM,x,1.01,12.63,12.617305
03/11/2020,12:25:00 AM,x,1,12.77,12.66365682
03/11/2020,12:30:00 AM,x,1.01,12.84,12.74274773
03/11/2020,12:35:00 AM,x,1.01,13.06,12.85635455
03/11/2020,12:40:00 AM,x,1.01,12.96,13.00817273
03/11/2020,12:45:00 AM,x,1,13.02,13.15268864
03/11/2020,12:50:00 AM,x,1.01,13.16,13.23996136
03/11/2020,12:55:00 AM,x,1.01,13.24,13.286325
03/11/2020,01:00:00 AM,x,1.01,13.52,13.31999091
03/11/2020,01:05:00 AM,x,1.01,13.9,13.33456591
03/11/2020,01:10:00 AM,x,1.01,13.94,13.35277727
03/11/2020,01:15:00 AM,x,1.01,13.59,13.37005
03/11/2020,01:20:00 AM,x,1,13.28,13.40644318
03/11/2020,01:25:00 AM,x,1,13.21,13.42374545
03/11/2020,01:30:00 AM,x,1,13.22,13.38832045
03/11/2020,01:35:00 AM,x,1,13.16,13.30471364
03/11/2020,01:40:00 AM,x,1,13.21,13.20019773
03/11/2020,01:45:00 AM,x,1,13.56,13.08295455
03/11/2020,01:50:00 AM,x,1,13.43,12.9875
03/11/2020,01:55:00 AM,x,1,13.13,12.90934773
03/11/2020,02:00:00 AM,x,1,12.98,12.84843864
03/11/2020,02:05:00 AM,x,1,12.79,12.80934773
03/11/2020,02:10:00 AM,x,1,12.3,12.772075
03/11/2020,02:15:00 AM,x,1,12.23,12.71025682
03/11/2020,02:20:00 AM,x,0.99,12.35,12.68116591
03/11/2020,02:25:00 AM,x,1,12.55,12.69934773
03/11/2020,02:30:00 AM,x,1,12.73,12.75571136
03/11/2020,02:35:00 AM,x,1,12.8,12.82934773
03/11/2020,02:40:00 AM,x,1,12.88,12.93298409
03/11/2020,02:45:00 AM,x,1,13.11,13.04662045
03/11/2020,02:50:00 AM,x,1,13.33,13.15386364
03/11/2020,02:55:00 AM,x,1,13.6,13.25386364
03/11/2020,03:00:00 AM,x,1,13.6,13.3375
03/11/2020,03:05:00 AM,x,1,13.44,13.41022727
03/11/2020,03:10:00 AM,x,1,13.48,13.47477273
03/11/2020,03:15:00 AM,x,1,13.53,13.51204545
03/11/2020,03:20:00 AM,x,1,13.65,13.50386364
03/11/2020,03:25:00 AM,x,1,13.65,13.44931818
03/11/2020,03:30:00 AM,x,1,13.6,13.38477273
03/11/2020,03:35:00 AM,x,1,13.59,13.31934773
