Fecha,ora,Potencia [kW],Insolación [W/m²],Temperatura de modulos [°C],Temperatura ambiente [°C]
03/09/2020,09:10:00 PM,x,1.02,14.63,14.46957727
03/09/2020,09:15:00 PM,x,1.02,14.67,14.49685
03/09/2020,09:20:00 PM,x,1.02,14.9,14.50230455
03/09/2020,09:25:00 PM,x,1.02,14.86,14.51412273
03/09/2020,09:30:00 PM,x,1.02,14.85,14.50412273
03/09/2020,09:35:00 PM,x,1.02,14.51,14.46051591
03/09/2020,09:40:00 PM,x,1.02,14.35,14.40687955
03/09/2020,09:45:00 PM,x,1.02,14.31,14.35327273
03/09/2020,09:50:00 PM,x,1.02,14.24,14.27872727
03/09/2020,09:55:00 PM,x,1.02,14.1,14.22693864
03/09/2020,10:00:00 PM,x,1.01,14.01,14.17966591
03/09/2020,10:05:00 PM,x,1.02,14.04,14.16421136
03/09/2020,10:10:00 PM,x,1.01,14.08,14.14148409
03/09/2020,10:15:00 PM,x,1.02,14.08,14.08969545
03/09/2020,10:20:00 PM,x,1.01,14.29,14.05608864
03/09/2020,10:25:00 PM,x,1.02,14.33,14.06248182
03/09/2020,10:30:00 PM,x,1.02,14.34,14.08517955
03/09/2020,10:35:00 PM,x,1.02,14.1,14.11245227
03/09/2020,10:40:00 PM,x,1.01,13.74,14.13790682
03/09/2020,10:45:00 PM,x,1.01,13.87,14.16066364
03/09/2020,10:50:00 PM,x,1.01,14.17,14.15699773
03/09/2020,10:55:00 PM,x,1.02,14.26,14.15066364
03/09/2020,11:00:00 PM,x,1.02,14.34,14.14793636
03/09/2020,11:05:00 PM,x,1.01,14.36,14.16705682
03/09/2020,11:10:00 PM,x,1.01,14.33,14.21523864
03/09/2020,11:15:00 PM,x,1.02,14.25,14.23520909
03/09/2020,11:20:00 PM,x,1.01,14.26,14.20702727
03/09/2020,11:25:00 PM,x,1.02,14.31,14.15884545
03/09/2020,11:30:00 PM,x,1.01,14.31,14.09975455
03/09/2020,11:35:00 PM,x,1.01,14.27,14.04063409
03/09/2020,11:40:00 PM,x,1.02,14.09,13.99333182
03/09/2020,11:45:00 PM,x,1.01,13.86,13.97060455
03/09/2020,11:50:00 PM,x,1.02,13.73,13.96421136
03/09/2020,11:55:00 PM,x,1.02,13.69,13.96239318
03/10/2020,12:00:00 AM,x,1.02,13.71,13.956
03/10/2020,12:05:00 AM,x,1.02,13.81,13.95233409
03/10/2020,12:10:00 AM,x,1.02,14,13.96778864
03/10/2020,12:15:00 AM,x,1.02,14.19,14.00594091
03/10/2020,12:20:00 AM,x,1.02,14.29,14.05775909
03/10/2020,12:25:00 AM,x,1.02,14.24,14.11503182
03/10/2020,12:30:00 AM,x,1.02,14.23,14.17412273
03/10/2020,12:35:00 AM,x,1.02,14.26,14.22957727
03/10/2020,12:40:00 AM,x,1.02,14.28,14.26503182
03/10/2020,12:45:00 AM,x,1.02,14.3,14.27775909
03/10/2020,12:50:00 AM,x,1.02,14.32,14.27687955
03/10/2020,12:55:00 AM,x,1.02,14.36,14.27418182
03/10/2020,01:00:00 AM,x,1.02,14.42,14.26330227
03/10/2020,01:05:00 AM,x,1.02,14.39,14.23424091
03/10/2020,01:10:00 AM,x,1.02,14.33,14.18608864
03/10/2020,01:15:00 AM,x,1.01,14.28,14.12975455
03/10/2020,01:20:00 AM,x,1.01,14.21,14.07978409
03/10/2020,01:25:00 AM,x,1.01,14.11,14.02345
03/10/2020,01:30:00 AM,x,1.01,13.94,13.95166136
03/10/2020,01:35:00 AM,x,1.01,13.75,13.87532727
03/10/2020,01:40:00 AM,x,1.01,13.68,13.78899318
03/10/2020,01:45:00 AM,x,1.01,13.77,13.69081136
03/10/2020,01:50:00 AM,x,1.01,13.74,13.59081136
03/10/2020,01:55:00 AM,x,1.01,13.63,13.49081136
03/10/2020,02:00:00 AM,x,1.01,13.55,13.387175
03/10/2020,02:05:00 AM,x,1.01,13.38,13.28538636
03/10/2020,02:10:00 AM,x,1.01,13.2,13.186325
03/10/2020,02:15:00 AM,x,1.01,13.11,13.08268864
03/10/2020,02:20:00 AM,x,1.01,13.01,12.99271818
03/10/2020,02:25:00 AM,x,1.01,12.8,12.93817273
03/10/2020,02:30:00 AM,x,1,12.63,12.94635455
03/10/2020,02:35:00 AM,x,1,12.59,13.00362727
03/10/2020,02:40:00 AM,x,1.01,12.63,13.09544545
03/10/2020,02:45:00 AM,x,1,12.75,13.20453636
03/10/2020,02:50:00 AM,x,1.01,13.03,13.30544545
03/10/2020,02:55:00 AM,x,1.01,13.64,13.39908182
03/10/2020,03:00:00 AM,x,1.01,14.01,13.4709
03/10/2020,03:05:00 AM,x,1.01,14.21,13.51817273
03/10/2020,03:10:00 AM,x,1.01,14.31,13.54274773
03/10/2020,03:15:00 AM,x,1.01,14.12,13.565475
03/10/2020,03:20:00 AM,x,1.01,13.83,13.58186818
03/10/2020,03:25:00 AM,x,1,13.42,13.54735227
03/10/2020,03:30:00 AM,x,1,13.11,13.48829091
03/10/2020,03:35:00 AM,x,1,12.9,13.42286591
03/10/2020,03:40:00 AM,x,1,13,13.30832045
03/10/2020,03:45:00 AM,x,1,13.21,13.152925
03/10/2020,03:50:00 AM,x,1,13.26,12.98116591
03/10/2020,03:55:00 AM,x,1,13.36,12.82755909
03/10/2020,04:00:00 AM,x,1,13.49,12.70031591
03/10/2020,04:05:00 AM,x,1.01,13.05,12.61034545
03/10/2020,04:10:00 AM,x,0.99,12.41,12.51492045
03/10/2020,04:15:00 AM,x,0.99,11.94,12.38585909
03/10/2020,04:20:00 AM,x,0.99,11.73,12.25134318
03/10/2020,04:25:00 AM,x,0.99,11.71,12.109525
03/10/2020,04:30:00 AM,x,0.99,11.91,11.97770682
03/10/2020,04:35:00 AM,x,0.99,11.95,11.89228182
03/10/2020,04:40:00 AM,x,0.99,11.79,11.86407045
03/10/2020,04:45:00 AM,x,0.99,11.78,11.86949545
03/10/2020,04:50:00 AM,x,1,11.8,11.87582955
03/10/2020,04:55:00 AM,x,1,12.04,11.87761818
03/10/2020,05:00:00 AM,x,1,12.11,11.86031591
03/10/2020,05:05:00 AM,x,1,12.1,11.83846818
03/10/2020,05:10:00 AM,x,1,12,11.84025682
03/10/2020,05:15:00 AM,x,1,11.8,11.85113636
03/10/2020,05:20:00 AM,x,1,11.73,11.87928864
03/10/2020,05:25:00 AM,x,1,11.72,11.90653182
03/10/2020,05:30:00 AM,x,1,11.71,11.93914091
03/10/2020,05:35:00 AM,x,1,11.81,11.97315455
03/10/2020,05:40:00 AM,x,1,11.9,12.01912045
03/10/2020,05:45:00 AM,x,1.01,12.11,12.09358864
03/10/2020,05:50:00 AM,x,1.01,12.34,12.19282045
03/10/2020,05:55:00 AM,x,1.04,12.47,12.27686136
03/10/2020,06:00:00 AM,x,1.18,12.48,12.3443
03/10/2020,06:05:00 AM,0,1.75,12.53,12.3962
03/10/2020,06:10:00 AM,0,3.18,12.69,12.44330909
03/10/2020,06:15:00 AM,0.04,5.26,12.96,12.471175
03/10/2020,06:20:00 AM,0.16,7.94,12.87,12.47538182
03/10/2020,06:25:00 AM,0.34,10.79,12.77,12.46199091
03/10/2020,06:30:00 AM,0.5,13.28,12.78,12.45612045
03/10/2020,06:35:00 AM,0.72,16.44,12.92,12.45614545
03/10/2020,06:40:00 AM,1.09,22.04,13.1,12.43691818
03/10/2020,06:45:00 AM,1.6,29.74,13.32,12.40872955
03/10/2020,06:50:00 AM,2.12,37.88,13.52,12.39429773
03/10/2020,06:55:00 AM,2.8,48.09,13.94,12.40777273
03/10/2020,07:00:00 AM,3.54,59.28,14.4,12.44235909
03/10/2020,07:05:00 AM,4.44,73.38,14.76,12.53787273
03/10/2020,07:10:00 AM,5.15,85.57,15.26,12.62234091
03/10/2020,07:15:00 AM,5.63,93.44,15.49,12.50210909
03/10/2020,07:20:00 AM,6.01,99.46,15.8,12.20058636
03/10/2020,07:25:00 AM,6.05,99.42,15.96,12.3767
03/10/2020,07:30:00 AM,4.85,80.42,16.05,12.91685227
03/10/2020,07:35:00 AM,4.98,80.22,15.92,13.71502955
03/10/2020,07:40:00 AM,9.42,192.28,17.28,14.30987727
03/10/2020,07:45:00 AM,21.6,457.78,23.85,14.72898409
03/10/2020,07:50:00 AM,23.76,480.79,29.94,15.43987955
03/10/2020,07:55:00 AM,23.78,453.69,33.16,16.02339773
03/10/2020,08:00:00 AM,18.12,326.92,31.78,16.45151818
03/10/2020,08:05:00 AM,18.73,329.16,29.72,16.91099545
03/10/2020,08:10:00 AM,22.14,406.05,30.26,17.29155455
03/10/2020,08:15:00 AM,15.48,272.08,29.23,17.62419318
03/10/2020,08:20:00 AM,14.39,251.46,27.32,17.90957727
03/10/2020,08:25:00 AM,15.9,275.21,27.09,17.93583636
03/10/2020,08:30:00 AM,15.56,265.32,26.99,17.51775
03/10/2020,08:35:00 AM,21.1,370.86,27.27,17.58008636
03/10/2020,08:40:00 AM,31.33,545.81,30.37,17.791725
03/10/2020,08:45:00 AM,27,466.66,32.62,17.14149545
03/10/2020,08:50:00 AM,19.8,345.11,29.92,16.78079318
03/10/2020,08:55:00 AM,23.36,410.58,29.9,17.02729318
03/10/2020,09:00:00 AM,19.2,325.6,30.29,17.48849091
03/10/2020,09:05:00 AM,20.45,348.88,30.73,18.24950455
03/10/2020,09:10:00 AM,33.89,599.85,32.73,19.10880455
03/10/2020,09:15:00 AM,44.81,771.39,40.25,19.55120455
03/10/2020,09:20:00 AM,44.11,765.01,45.72,20.00535682
03/10/2020,09:25:00 AM,44.11,773.53,48.58,20.80015455
03/10/2020,09:30:00 AM,44.32,775.44,48.79,21.32506591
03/10/2020,09:35:00 AM,45.11,786.97,47.66,21.76831364
03/10/2020,09:40:00 AM,45.78,797.54,48.24,22.707625
03/10/2020,09:45:00 AM,46.14,800.32,49.71,23.63269318
03/10/2020,09:50:00 AM,46.67,807.11,51.53,23.85802273
03/10/2020,09:55:00 AM,47.14,815.63,51.99,23.86613864
03/10/2020,10:00:00 AM,48.26,830.55,51.26,23.93982727
03/10/2020,10:05:00 AM,48.8,839.16,50.84,23.96364545
03/10/2020,10:10:00 AM,48.06,826.29,52.21,24.02037273
03/10/2020,10:15:00 AM,53.74,913.36,53.02,24.020075
03/10/2020,10:20:00 AM,49.3,841.86,50.89,23.93653409
03/10/2020,10:25:00 AM,47.65,807.73,50.65,24.01336591
03/10/2020,10:30:00 AM,51.85,889.37,51.25,24.14165682
03/10/2020,10:35:00 AM,57.73,994.34,55.26,24.35915909
03/10/2020,10:40:00 AM,57.46,987.19,55.78,24.44800909
03/10/2020,10:45:00 AM,59.26,1022.77,57.62,24.66775909
03/10/2020,10:50:00 AM,60.07,1037.01,60.03,24.72951591
03/10/2020,10:55:00 AM,61.22,1061.59,60.18,25.02284318
03/10/2020,11:00:00 AM,61.56,1067.39,60.65,25.456675
03/10/2020,11:05:00 AM,63.58,1103.91,62.21,25.89689091
03/10/2020,11:10:00 AM,64.86,1126.06,62.35,26.20930227
03/10/2020,11:15:00 AM,65.12,1124.65,60.76,26.45423182
03/10/2020,11:20:00 AM,60.65,1032.45,61.18,26.5633
03/10/2020,11:25:00 AM,62.86,1079.15,62.19,26.91688864
03/10/2020,11:30:00 AM,62.82,1079.19,62.86,27.32274091
03/10/2020,11:35:00 AM,63.52,1088.22,62.5,28.90533182
03/10/2020,11:40:00 AM,65.75,1118.64,63.43,29.96939318
03/10/2020,11:45:00 AM,67.64,1168.71,65.51,30.65371364
03/10/2020,11:50:00 AM,63.77,1107.76,65.57,30.77026591
03/10/2020,11:55:00 AM,62.39,1046.64,64.44,30.73438864
03/10/2020,12:00:00 PM,28.01,430.11,57.72,30.6004
03/10/2020,12:05:00 PM,16.2,232.07,45,30.32939318
03/10/2020,12:10:00 PM,13.76,202.88,38.33,29.843425
03/10/2020,12:15:00 PM,11.78,170.54,34.45,29.64632727
03/10/2020,12:20:00 PM,12.64,174.37,32.39,29.360925
03/10/2020,12:25:00 PM,12.25,160.54,31.53,28.93161591
03/10/2020,12:30:00 PM,16.73,227.33,31.54,27.17364091
03/10/2020,12:35:00 PM,24.77,360.66,33.45,25.93179545
03/10/2020,12:40:00 PM,21.25,295.42,34.96,25.01563864
03/10/2020,12:45:00 PM,17.68,248.05,34.49,24.25249318
03/10/2020,12:50:00 PM,15.73,220.56,32.87,23.50116591
03/10/2020,12:55:00 PM,8.94,134.04,28.76,22.46670909
03/10/2020,01:00:00 PM,4.57,65.31,25.92,21.58783182
03/10/2020,01:05:00 PM,3.07,50.81,23.31,20.91198636
03/10/2020,01:10:00 PM,2.39,40.22,21.82,19.86883636
03/10/2020,01:15:00 PM,1.9,32.05,19.5,18.70062045
03/10/2020,01:20:00 PM,1.98,36.51,16.12,17.55384318
03/10/2020,01:25:00 PM,1.57,30.95,15.49,16.5264
03/10/2020,01:30:00 PM,1.8,37.1,15.5,15.57505227
03/10/2020,01:35:00 PM,2.51,50.64,15.53,14.77662727
03/10/2020,01:40:00 PM,3.2,61.6,15.58,14.01783182
03/10/2020,01:45:00 PM,4.07,72.7,15.45,13.35494318
03/10/2020,01:50:00 PM,4.26,73.79,15.5,12.81476136
03/10/2020,01:55:00 PM,4.62,75.92,15.8,12.34884318
03/10/2020,02:00:00 PM,4.75,75.2,15.32,12.04533409
03/10/2020,02:05:00 PM,5.5,84.12,14.9,11.76995682
03/10/2020,02:10:00 PM,7.79,124.72,15.22,11.74441591
03/10/2020,02:15:00 PM,13.22,210.11,15.82,12.03957045
03/10/2020,02:20:00 PM,16.57,252.03,17.55,12.38152045
03/10/2020,02:25:00 PM,15.22,229.98,18.43,12.58427727
03/10/2020,02:30:00 PM,23.35,316.46,21.14,12.87989773
03/10/2020,02:35:00 PM,42.38,310.86,23.4,13.20370227
03/10/2020,02:40:00 PM,41.03,242.34,24.21,13.70131136
03/10/2020,02:45:00 PM,32.36,205.13,23.53,14.42930682
03/10/2020,02:50:00 PM,28.72,203.91,22.19,14.98536818
03/10/2020,02:55:00 PM,20.94,200.99,22.66,15.55844773
03/10/2020,03:00:00 PM,20.2,227.14,23.11,16.25577727
03/10/2020,03:05:00 PM,15.62,214.76,23.62,16.72955909
03/10/2020,03:10:00 PM,14.56,213.25,23.93,16.86898409
03/10/2020,03:15:00 PM,15.1,236.44,23.16,16.95076818
03/10/2020,03:20:00 PM,11.06,176.63,23,17.17957045
03/10/2020,03:25:00 PM,7.15,119.21,22.4,17.33728864
03/10/2020,03:30:00 PM,6.31,109.58,22.07,17.51428636
03/10/2020,03:35:00 PM,7.13,123.15,21.87,17.58669545
03/10/2020,03:40:00 PM,7.96,134.68,22.14,17.59280455
03/10/2020,03:45:00 PM,7.62,127.7,22.23,17.71930682
03/10/2020,03:50:00 PM,6.02,102.07,21.18,17.69025682
03/10/2020,03:55:00 PM,4.4,78.31,20.22,17.63892727
03/10/2020,04:00:00 PM,4.49,74.56,19.86,17.61654318
03/10/2020,04:05:00 PM,6.32,95.49,20.17,17.58581136
03/10/2020,04:10:00 PM,7.76,119.47,20.75,17.56322727
03/10/2020,04:15:00 PM,9.2,142.77,21.58,17.52202273
03/10/2020,04:20:00 PM,7.54,115.66,21.72,17.50842955
03/10/2020,04:25:00 PM,4.63,71.31,20.58,17.48143182
03/10/2020,04:30:00 PM,3.91,63.09,19.58,17.34224091
03/10/2020,04:35:00 PM,3,52.17,19.21,16.92711136
03/10/2020,04:40:00 PM,2.08,39.8,18.92,16.37698409
03/10/2020,04:45:00 PM,1.15,25.44,18.54,15.81965227
03/10/2020,04:50:00 PM,0.79,19.14,18,15.22370909
03/10/2020,04:55:00 PM,0.61,16.44,16.44,14.59190227
03/10/2020,05:00:00 PM,0.34,11.38,12.87,14.03704773
03/10/2020,05:05:00 PM,0.25,10.59,11.16,13.47515227
03/10/2020,05:10:00 PM,0.22,10.79,11.16,12.85704773
03/10/2020,05:15:00 PM,0.25,11.21,11.77,12.17932955
03/10/2020,05:20:00 PM,0.17,9.46,11.62,11.54352727
03/10/2020,05:25:00 PM,0.1,7.81,11.68,11.12691591
03/10/2020,05:30:00 PM,0.05,6.35,11.54,11.04864318
03/10/2020,05:35:00 PM,0.02,5.62,11.01,11.14660227
03/10/2020,05:40:00 PM,0,4.36,10.4,11.26029545
03/10/2020,05:45:00 PM,0,2.95,10.48,11.30652955
03/10/2020,05:50:00 PM,0,2.37,11.4,11.36870909
03/10/2020,05:55:00 PM,0,2.18,11.71,11.41610227
03/10/2020,06:00:00 PM,0,2.05,11.96,11.48366818
03/10/2020,06:05:00 PM,0,1.54,12.11,11.58907727
03/10/2020,06:10:00 PM,0,1.1,11.95,11.74624773
03/10/2020,06:15:00 PM,0,1.03,12.03,11.92197955
03/10/2020,06:20:00 PM,0,1,11.98,12.03505909
03/10/2020,06:25:00 PM,0,1.02,12.11,12.11124318
03/10/2020,06:30:00 PM,x,1.02,12.02,12.17340682
03/10/2020,06:35:00 PM,x,1.01,12.02,12.243125
03/10/2020,06:40:00 PM,x,1.01,12.35,12.33427045
03/10/2020,06:45:00 PM,x,1.02,12.6,12.40702727
03/10/2020,06:50:00 PM,x,1.01,12.51,12.47333182
03/10/2020,06:55:00 PM,x,1.01,12.61,12.519725
03/10/2020,07:00:00 PM,x,1.02,12.86,12.54884545
03/10/2020,07:05:00 PM,x,1.02,12.95,12.55884545
03/10/2020,07:10:00 PM,x,1.02,12.83,12.54339091
03/10/2020,07:15:00 PM,x,1.02,12.71,12.49432955
03/10/2020,07:20:00 PM,x,1.01,12.62,12.46523864
03/10/2020,07:25:00 PM,x,1.01,12.34,12.45523864
03/10/2020,07:30:00 PM,x,1.01,12.13,12.46981364
03/10/2020,07:35:00 PM,x,1.01,12.18,12.49620682
03/10/2020,07:40:00 PM,x,1.01,12.06,12.50714545
03/10/2020,07:45:00 PM,x,1.01,12.19,12.50444773
03/10/2020,07:50:00 PM,x,1.01,12.5,12.50356818
03/10/2020,07:55:00 PM,x,1.01,13.02,12.53905227
03/10/2020,08:00:00 PM,x,1.01,13.24,12.60996136
03/10/2020,08:05:00 PM,x,1.01,12.95,12.67541591
03/10/2020,08:10:00 PM,x,1.01,12.68,12.73723409
03/10/2020,08:15:00 PM,x,1,12.61,12.81268864
03/10/2020,08:20:00 PM,x,1,12.73,12.85996136
03/10/2020,08:25:00 PM,x,1.01,12.91,12.82180909
03/10/2020,08:30:00 PM,x,1.01,12.9,12.74002045
03/10/2020,08:35:00 PM,x,1.01,12.74,12.68005
03/10/2020,08:40:00 PM,x,1.01,13.02,12.63826136
03/10/2020,08:45:00 PM,x,1.01,13.02,12.57735227
03/10/2020,08:50:00 PM,x,1,12.6,12.48735227
03/10/2020,08:55:00 PM,x,1,12.34,12.35829091
03/10/2020,09:00:00 PM,x,1,12.29,12.22286591
03/10/2020,09:05:00 PM,x,1,12.22,12.10016818
03/10/2020,09:10:00 PM,x,1,11.94,11.95019773
03/10/2020,09:15:00 PM,x,1,11.74,11.78931818
03/10/2020,09:20:00 PM,x,1,11.49,11.66568182
03/10/2020,09:25:00 PM,x,1,11.41,11.57568182
03/10/2020,09:30:00 PM,x,1,11.39,11.51840909
03/10/2020,09:35:00 PM,x,1,11.37,11.49110682
03/10/2020,09:40:00 PM,x,1,11.25,11.50380455
03/10/2020,09:45:00 PM,x,1,11.24,11.49925909
03/10/2020,09:50:00 PM,x,1,11.35,11.48380455
03/10/2020,09:55:00 PM,x,1,11.66,11.46289545
03/10/2020,10:00:00 PM,x,1.01,11.92,11.46016818
03/10/2020,10:05:00 PM,x,1.01,12.08,11.47380455
03/10/2020,10:10:00 PM,x,1,11.69,11.48562273
03/10/2020,10:15:00 PM,x,1,11.32,11.50198636
03/10/2020,10:20:00 PM,x,1,11.18,11.51744091
03/10/2020,10:25:00 PM,x,1,11.36,11.50835
03/10/2020,10:30:00 PM,x,1,11.52,11.46837955
03/10/2020,10:35:00 PM,x,1,11.38,11.40386364
03/10/2020,10:40:00 PM,x,1,11.42,11.39204545
03/10/2020,10:45:00 PM,x,1,11.52,11.44659091
03/10/2020,10:50:00 PM,x,1,11.56,11.52659091
03/10/2020,10:55:00 PM,x,1,11.48,11.60474318
03/10/2020,11:00:00 PM,x,1,11.37,11.67562273
03/10/2020,11:05:00 PM,x,1,11.56,11.753775
03/10/2020,11:10:00 PM,x,1,11.92,11.8292
03/10/2020,11:15:00 PM,x,1,12.06,11.90644318
03/10/2020,11:20:00 PM,x,1.01,12.22,11.97368636
03/10/2020,11:25:00 PM,x,1.01,12.3,12.04729318
03/10/2020,11:30:00 PM,x,1.01,12.24,12.14180909
03/10/2020,11:35:00 PM,x,1.01,12.25,12.20324
03/10/2020,11:40:00 PM,x,1.01,12.37,12.23832222
03/10/2020,11:45:00 PM,x,1.01,12.3,12.264675
03/10/2020,11:50:00 PM,x,1.01,12.29,12.27574643
03/10/2020,11:55:00 PM,x,1.01,12.41,12.277175
