Fecha,Hora,Potencia [kW],Insolaci¢n [W/mý],Temperatura de modulos [øC],Temperatura ambiente [øC]
08/12/2020,12:00:00 AM,x,1,12.76,12.76583333
08/12/2020,12:05:00 AM,x,1,13.1,12.64754643
08/12/2020,12:10:00 AM,x,1.01,13.22,12.55633125
08/12/2020,12:15:00 AM,x,1,13.12,12.47760833
08/12/2020,12:20:00 AM,x,1,12.53,12.42863
08/12/2020,12:25:00 AM,x,0.99,12.06,12.40673864
08/12/2020,12:30:00 AM,x,0.99,11.97,12.37131364
08/12/2020,12:35:00 AM,x,0.99,11.95,12.31316136
08/12/2020,12:40:00 AM,x,0.99,11.88,12.26322045
08/12/2020,12:45:00 AM,x,0.99,12.02,12.25322045
08/12/2020,12:50:00 AM,x,0.99,12.22,12.31503864
08/12/2020,12:55:00 AM,x,0.99,12.37,12.42137273
08/12/2020,01:00:00 AM,x,0.99,12.46,12.54497955
08/12/2020,01:05:00 AM,x,0.99,12.67,12.67404091
08/12/2020,01:10:00 AM,x,1,13.01,12.80582955
08/12/2020,01:15:00 AM,x,1,13.21,12.94489091
08/12/2020,01:20:00 AM,x,1,13.23,13.07940682
08/12/2020,01:25:00 AM,x,1,13.33,13.21301364
08/12/2020,01:30:00 AM,x,1,13.37,13.34571136
08/12/2020,01:35:00 AM,x,1,13.33,13.45568182
08/12/2020,01:40:00 AM,x,1,13.55,13.51295455
08/12/2020,01:45:00 AM,x,1,13.7,13.53931818
08/12/2020,01:50:00 AM,x,1,13.84,13.58386364
08/12/2020,01:55:00 AM,x,1,13.92,13.63840909
08/12/2020,02:00:00 AM,x,1,13.88,13.67931818
08/12/2020,02:05:00 AM,x,1,13.64,13.72386364
08/12/2020,02:10:00 AM,x,1,13.5,13.75204545
08/12/2020,02:15:00 AM,x,1,13.72,13.77116591
08/12/2020,02:20:00 AM,x,1,13.93,13.76752955
08/12/2020,02:25:00 AM,x,1,13.82,13.74937727
08/12/2020,02:30:00 AM,x,1,13.82,13.73486136
08/12/2020,02:35:00 AM,x,1,13.86,13.7358
08/12/2020,02:40:00 AM,x,0.99,13.91,13.73764773
08/12/2020,02:45:00 AM,x,1,13.8,13.70676818
08/12/2020,02:50:00 AM,x,0.99,13.72,13.66500909
08/12/2020,02:55:00 AM,x,0.99,13.72,13.63594773
08/12/2020,03:00:00 AM,x,0.99,13.65,13.59688636
08/12/2020,03:05:00 AM,x,0.99,13.52,13.55327955
08/12/2020,03:10:00 AM,x,0.99,13.38,13.49509773
08/12/2020,03:15:00 AM,x,0.98,13.47,13.43785455
08/12/2020,03:20:00 AM,x,0.99,13.5,13.38515682
08/12/2020,03:25:00 AM,x,0.99,13.39,13.31700455
08/12/2020,03:30:00 AM,x,0.99,13.38,13.23430682
08/12/2020,03:35:00 AM,x,0.99,13.27,13.12706364
08/12/2020,03:40:00 AM,x,0.99,13.17,12.99982045
08/12/2020,03:45:00 AM,x,0.98,13.14,12.84621364
08/12/2020,03:50:00 AM,x,0.98,12.97,12.68081818
08/12/2020,03:55:00 AM,x,0.98,12.74,12.51451364
08/12/2020,04:00:00 AM,x,0.98,12.34,12.35093636
08/12/2020,04:05:00 AM,x,0.98,11.98,12.19554091
08/12/2020,04:10:00 AM,x,0.97,11.78,12.04105455
08/12/2020,04:15:00 AM,x,0.97,11.68,11.87923636
08/12/2020,04:20:00 AM,x,0.97,11.56,11.73650909
08/12/2020,04:25:00 AM,x,0.97,11.58,11.61741818
08/12/2020,04:30:00 AM,x,0.97,11.56,11.52741818
08/12/2020,04:35:00 AM,x,0.97,11.47,11.46832727
08/12/2020,04:40:00 AM,x,0.98,11.36,11.42647955
08/12/2020,04:45:00 AM,x,0.98,11.4,11.38190455
08/12/2020,04:50:00 AM,x,0.98,11.43,11.331875
08/12/2020,04:55:00 AM,x,0.98,11.35,11.27275455
08/12/2020,05:00:00 AM,x,0.98,11.33,11.20727045
08/12/2020,05:05:00 AM,x,0.98,11.32,11.14724091
08/12/2020,05:10:00 AM,x,0.98,11.19,11.10360455
08/12/2020,05:15:00 AM,x,0.98,11.01,11.06172727
08/12/2020,05:20:00 AM,x,0.98,10.93,11.03326591
08/12/2020,05:25:00 AM,x,0.98,10.84,11.0248
08/12/2020,05:30:00 AM,x,0.98,10.81,11.02711818
08/12/2020,05:35:00 AM,x,0.98,10.88,11.02380682
08/12/2020,05:40:00 AM,x,1,10.94,11.01833636
08/12/2020,05:45:00 AM,0,1.69,11.14,11.02612045
08/12/2020,05:50:00 AM,0,3.23,11.33,11.03272045
08/12/2020,05:55:00 AM,0,3.58,11.44,11.03673409
08/12/2020,06:00:00 AM,0.02,4.87,11.41,11.02750455
08/12/2020,06:05:00 AM,0.14,8.37,11.37,10.99033864
08/12/2020,06:10:00 AM,0.44,13.73,11.51,10.93186591
08/12/2020,06:15:00 AM,0.82,20.9,11.65,10.855625
08/12/2020,06:20:00 AM,1.3,29.16,11.8,10.77991364
08/12/2020,06:25:00 AM,1.82,37.95,11.91,10.74243864
08/12/2020,06:30:00 AM,2.35,46.79,11.96,10.76464091
08/12/2020,06:35:00 AM,2.86,55.56,12.07,10.83473864
08/12/2020,06:40:00 AM,3.37,64.11,12.33,10.91875227
08/12/2020,06:45:00 AM,3.85,72.24,12.74,11.02644091
08/12/2020,06:50:00 AM,4.22,78.11,13.45,11.18692727
08/12/2020,06:55:00 AM,4.66,84.74,14.25,11.36590227
08/12/2020,07:00:00 AM,5.15,93.26,14.9,11.59199091
08/12/2020,07:05:00 AM,5.64,101.91,15.3,11.83035682
08/12/2020,07:10:00 AM,6.12,109.99,15.73,12.08770227
08/12/2020,07:15:00 AM,6.49,116.38,16.4,12.42723864
08/12/2020,07:20:00 AM,6.89,123.22,16.65,12.85224545
08/12/2020,07:25:00 AM,7.31,129.96,17.15,13.36243182
08/12/2020,07:30:00 AM,7.76,139.19,17.41,13.83300909
08/12/2020,07:35:00 AM,9.22,175.47,18.78,14.25533864
08/12/2020,07:40:00 AM,10.99,205.32,20.8,14.62583182
