Fecha,Hora,Potencia [kW],Insolaci¢n [W/mý],Temperatura de modulos [øC],Temperatura ambiente [øC]
06/10/2020,12:00:00 AM,x,0.99,12.5,12.7262125
06/10/2020,12:05:00 AM,x,0.99,12.62,12.69072857
06/10/2020,12:10:00 AM,x,0.99,12.7,12.64661563
06/10/2020,12:15:00 AM,x,0.99,12.91,12.61234167
06/10/2020,12:20:00 AM,x,0.99,12.99,12.57589
06/10/2020,12:25:00 AM,x,0.98,12.83,12.53242955
06/10/2020,12:30:00 AM,x,0.99,12.51,12.47700455
06/10/2020,12:35:00 AM,x,0.99,12.37,12.38336818
06/10/2020,12:40:00 AM,x,0.98,12.37,12.28336818
06/10/2020,12:45:00 AM,x,0.99,12.28,12.16973182
06/10/2020,12:50:00 AM,x,0.99,12.13,12.03155
06/10/2020,12:55:00 AM,x,0.98,11.89,11.90152045
06/10/2020,01:00:00 AM,x,0.99,11.59,11.78333864
06/10/2020,01:05:00 AM,x,0.99,11.6,11.67245909
06/10/2020,01:10:00 AM,x,0.99,11.66,11.56336818
06/10/2020,01:15:00 AM,x,0.99,11.47,11.47155
06/10/2020,01:20:00 AM,x,0.99,11.4,11.39976136
06/10/2020,01:25:00 AM,x,0.99,11.21,11.35339773
06/10/2020,01:30:00 AM,x,0.98,11.15,11.33979091
06/10/2020,01:35:00 AM,x,0.98,11.17,11.31160909
06/10/2020,01:40:00 AM,x,0.99,11.27,11.25800227
06/10/2020,01:45:00 AM,x,0.98,11.34,11.20803182
06/10/2020,01:50:00 AM,x,0.98,11.38,11.154425
06/10/2020,01:55:00 AM,x,0.98,11.44,11.10624318
06/10/2020,02:00:00 AM,x,0.99,11.29,11.08439545
06/10/2020,02:05:00 AM,x,0.98,11.07,11.08257727
06/10/2020,02:10:00 AM,x,0.98,10.92,11.07533409
06/10/2020,02:15:00 AM,x,0.98,10.81,11.07987955
06/10/2020,02:20:00 AM,x,0.99,10.68,11.10624318
06/10/2020,02:25:00 AM,x,0.99,10.91,11.14078864
06/10/2020,02:30:00 AM,x,0.98,11.15,11.18718182
06/10/2020,02:35:00 AM,x,0.98,11.19,11.24539318
06/10/2020,02:40:00 AM,x,0.98,11.39,11.32360455
06/10/2020,02:45:00 AM,x,0.98,11.67,11.41090682
06/10/2020,02:50:00 AM,x,0.98,11.82,11.51369318
06/10/2020,02:55:00 AM,x,0.98,11.8,11.60829773
06/10/2020,03:00:00 AM,x,0.97,11.71,11.68829773
06/10/2020,03:05:00 AM,x,0.97,11.78,11.78011591
06/10/2020,03:10:00 AM,x,0.97,11.77,11.85284318
06/10/2020,03:15:00 AM,x,0.97,11.81,11.90466136
06/10/2020,03:20:00 AM,x,0.97,11.95,11.94284318
