Fecha,Hora,Potencia [kW],Insolaci¢n [W/mý],Temperatura de modulos [øC],Temperatura ambiente [øC]
09/09/2020,12:00:00 AM,x,0.97,10.1,9.506808333
09/09/2020,12:05:00 AM,x,0.97,9.98,9.431332143
09/09/2020,12:10:00 AM,x,0.97,9.65,9.367225
09/09/2020,12:15:00 AM,x,0.97,9.28,9.324030556
09/09/2020,12:20:00 AM,x,0.97,9.16,9.2875075
09/09/2020,12:25:00 AM,x,0.97,9.06,9.267595455
09/09/2020,12:30:00 AM,x,0.97,9.01,9.176686364
09/09/2020,12:35:00 AM,x,0.97,8.95,9.08305
09/09/2020,12:40:00 AM,x,0.97,9.01,9.013079545
09/09/2020,12:45:00 AM,x,0.96,8.99,8.979443182
09/09/2020,12:50:00 AM,x,0.97,9.1,8.958534091
09/09/2020,12:55:00 AM,x,0.97,9.1,8.953988636
09/09/2020,01:00:00 AM,x,0.97,8.95,8.950352273
09/09/2020,01:05:00 AM,x,0.96,8.88,8.947654545
09/09/2020,01:10:00 AM,x,0.97,8.91,8.935865909
09/09/2020,01:15:00 AM,x,0.97,8.93,8.928593182
09/09/2020,01:20:00 AM,x,0.97,9.01,8.894986364
09/09/2020,01:25:00 AM,x,0.97,8.97,8.856834091
09/09/2020,01:30:00 AM,x,0.96,8.92,8.836863636
09/09/2020,01:35:00 AM,x,0.96,8.88,8.805954545
09/09/2020,01:40:00 AM,x,0.96,8.91,8.755075
09/09/2020,01:45:00 AM,x,0.96,8.73,8.696922727
09/09/2020,01:50:00 AM,x,0.96,8.68,8.622406818
09/09/2020,01:55:00 AM,x,0.96,8.73,8.547890909
09/09/2020,02:00:00 AM,x,0.96,8.54,8.472406818
09/09/2020,02:05:00 AM,x,0.96,8.35,8.397861364
09/09/2020,02:10:00 AM,x,0.96,8.29,8.308740909
09/09/2020,02:15:00 AM,x,0.96,8.19,8.233256818
09/09/2020,02:20:00 AM,x,0.96,8.15,8.168681818
09/09/2020,02:25:00 AM,x,0.97,8.09,8.109561364
09/09/2020,02:30:00 AM,x,0.96,8.06,8.064077273
09/09/2020,02:35:00 AM,x,0.97,7.93,8.035865909
09/09/2020,02:40:00 AM,x,0.97,7.9,8.012170455
09/09/2020,02:45:00 AM,x,0.97,7.97,7.978475
09/09/2020,02:50:00 AM,x,0.97,8.08,7.944779545
09/09/2020,02:55:00 AM,x,0.97,8.04,7.914779545
09/09/2020,03:00:00 AM,x,0.97,8.04,7.878386364
09/09/2020,03:05:00 AM,x,0.98,8.03,7.842022727
09/09/2020,03:10:00 AM,x,0.98,7.82,7.795659091
09/09/2020,03:15:00 AM,x,0.98,7.78,7.765659091
09/09/2020,03:20:00 AM,x,0.97,7.76,7.733811364
