,Fecha,Potencia [kW],Irradiacion [W/m2],Temperatura de modulos[C]
1484,19/11/2019,19.1425,226.84,27.9925
1485,19/11/2019,17.1675,195.22,26.1525
1486,19/11/2019,12.1625,132.975,22.9425
1487,19/11/2019,21.315,261.75,24.695
1488,19/11/2019,22.72,260.915,23.91
1489,19/11/2019,30.7075,350.32,26.9075
1490,19/11/2019,31.09,365.9400000000001,25.7625
1491,19/11/2019,28.145,326.1975,25.635
1492,19/11/2019,8.919999999999998,117.7875,17.6575
1493,19/11/2019,12.05,149.6175,15.8375
1494,19/11/2019,11.6725,142.6925,17.54
1495,19/11/2019,10.24,122.0225,18.29
1496,19/11/2019,16.0525,166.165,19.6
1497,19/11/2019,4.58,61.19750000000001,17.1825
1498,19/11/2019,3.125,44.4625,17.005
1499,19/11/2019,2.5825,37.7,16.6525
1500,20/11/2019,5.64,75.375,13.5075
1501,20/11/2019,8.28,105.7375,13.6825
1502,20/11/2019,10.785,132.0325,14.2475
1503,20/11/2019,13.185,160.825,14.4875
1504,20/11/2019,19.9025,253.21,17.2475
1505,20/11/2019,21.9075,268.485,21.3225
1506,20/11/2019,25.38,311.475,24.26
1507,20/11/2019,27.5175,342.6625,26.63
1508,20/11/2019,51.8225,703.23,36.595
1509,20/11/2019,52.3775,745.805,47.4925
1510,20/11/2019,39.7075,509.9925000000001,38.5325
1511,20/11/2019,40.33,539.2125,36.6975
1512,20/11/2019,37.7775,466.395,32.215
1513,20/11/2019,30.45,362.71,31.05
1514,20/11/2019,22.4025,256.9975,24.9675
1515,20/11/2019,30.0075,371.8425,26.385
1516,20/11/2019,32.64,409.47,32.08750000000001
1517,20/11/2019,53.285,722.4125,40.5875
1518,20/11/2019,43.345,268.445,33.555
1519,20/11/2019,27.295,223.68,25.345
1520,20/11/2019,43.56999999999999,256.515,29.7775
1521,20/11/2019,27.7275,255.845,30.5325
1522,20/11/2019,46.6425,255.1575,30.6175
1523,20/11/2019,17.0725,198.5275,29.5625
1524,20/11/2019,2.8975,37.655,22.51
1525,20/11/2019,2.9025,42.445,19.335
1526,20/11/2019,3.37,50.295,19.47
1527,20/11/2019,0.8125,17.225,17.0975
1528,20/11/2019,0.9375,18.895,14.085
1529,20/11/2019,0.8,16.38,14.125
1530,21/11/2019,13.175,275.0375,18.195
1531,21/11/2019,18.04,341.775,23.875
1532,21/11/2019,22.4575,396.47,28.64
1533,21/11/2019,26.1475,439.67,32.9975
1534,21/11/2019,32.3325,531.97,35.005
1535,21/11/2019,28.455,456.195,37.39749999999999
1536,21/11/2019,33.3075,492.9275,34.0975
1537,21/11/2019,38.04,582.99,42.8
1538,21/11/2019,32.315,471.58,33.9175
1539,21/11/2019,19.9425,278.2175,30.04
1540,21/11/2019,52.9175,778.3975,41.45
1541,21/11/2019,56.105,853.6600000000001,46.1375
1542,21/11/2019,63.355,990.5525,57.55499999999999
1543,21/11/2019,34.02249999999999,489.955,36.425
1544,21/11/2019,44.4925,644.3725,45.1725
1545,21/11/2019,14.23,192.135,30.8225
1546,21/11/2019,13.98,178.705,28.2275
1547,21/11/2019,4.2325,46.0575,23.2325
1548,21/11/2019,2.3875,29.6075,21.3825
1549,21/11/2019,1.925,24.8425,20.3875
1550,21/11/2019,2.745,34.945,19.53
1551,21/11/2019,3.6575,47.5275,14.2825
1552,21/11/2019,2.57,36.6925,13.3475
1553,21/11/2019,4.5625,58.80499999999999,13.8825
1554,21/11/2019,6.55,78.4875,15.3825
1555,21/11/2019,2.55,34.18750000000001,14.1675
1556,21/11/2019,1.225,23.99,11.895
1557,21/11/2019,1.4175,25.96,13.115
1558,21/11/2019,0.8,18.0575,12.1375
1559,21/11/2019,0.655,14.83,12.26
1560,22/11/2019,4.5575,60.655,14.3225
1561,22/11/2019,5.875,76.1775,15.88
1562,22/11/2019,7.027500000000001,89.1975,17.325
1563,22/11/2019,8.7575,108.875,17.8
1564,22/11/2019,19.48,248.6325,21.8075
1565,22/11/2019,32.0875,431.8775,30.015
1566,22/11/2019,29.2175,383.305,29.98
1567,22/11/2019,29.9375,373.8149999999999,28.7975
1568,22/11/2019,12.35,159.24,21.9825
1569,22/11/2019,1.7225,28.8275,16.87
1570,22/11/2019,0.6525,14.85,13.24
1571,22/11/2019,1.1375,21.2175,13.22
1572,22/11/2019,3.495,53.265,14.14
1573,22/11/2019,11.3025,141.5375,17.5775
1574,22/11/2019,10.7625,126.0975,18.84
1575,22/11/2019,3.75,43.2925,16.485
1576,22/11/2019,1.4825,23.43,13.9775
1577,22/11/2019,2.065,33.48,14.065
1578,22/11/2019,3.205,45.85250000000001,14.6975
1579,22/11/2019,6.6275,84.2125,15.6625
1580,22/11/2019,8.5525,100.675,16.7325
1581,22/11/2019,8.645,90.88250000000001,16.84
1582,22/11/2019,11.2175,124.6525,18.2725
1583,22/11/2019,5.0225,54.09,16.5925
1584,22/11/2019,3.6125,44.94,16.3925
1585,22/11/2019,2.475,34.675,16.52
1586,22/11/2019,0.6275000000000001,12.5525,15.605
1587,22/11/2019,0.03,3.76,14.4475
1588,22/11/2019,0.2125,6.515000000000001,13.1325
1589,22/11/2019,1.3925,23.09,13.485
1590,23/11/2019,10.865,154.545,15.6525
1591,23/11/2019,22.9475,423.5775,24.4975
1592,23/11/2019,13.61,206.7575,22.4175
1593,23/11/2019,16.155,199.7775,21.545
1594,23/11/2019,17.22,213.6925,23.1725
1595,23/11/2019,13.1625,161.8325,21.4025
1596,23/11/2019,21.3,265.32,23.9975
1597,23/11/2019,23.825,292.6125,27.605
1598,23/11/2019,24.5275,308.9475,29.7225
1599,23/11/2019,20.52,258.995,28.77
1600,23/11/2019,31.805,399.1950000000001,32.2125
1601,23/11/2019,44.505,595.4350000000001,35.59
1602,23/11/2019,66.4775,939.025,51.34249999999999
1603,23/11/2019,59.7375,923.925,54.315
1604,23/11/2019,12.7325,167.825,28.625
1605,23/11/2019,2.25,33.9475,21.55
1606,23/11/2019,2.135,26.8575,15.105
1607,23/11/2019,2.34,32.1825,12.6675
1608,23/11/2019,2.3475,34.345,11.675
1609,23/11/2019,2.57,37.9775,11.955
1610,23/11/2019,1.855,28.26,12.2875
1611,23/11/2019,0.9700000000000002,17.26,12.43
1612,23/11/2019,1.0325,18.3425,12.2075
1613,23/11/2019,2.825,38.84,12.5025
1614,23/11/2019,7.0075,86.3275,13.0175
1615,23/11/2019,4.6525,60.7425,13.8425
1616,23/11/2019,5.495,66.4025,14.72
1617,23/11/2019,4.545,59.9025,15.345
1618,23/11/2019,1.3725,21.485,15.0975
1619,23/11/2019,1.085,17.5075,14.485
1620,24/11/2019,5.8875,73.9675,16.23
1621,24/11/2019,5.1075,65.68,16.515
1622,24/11/2019,8.2425,102.7375,16.9575
1623,24/11/2019,16.1725,199.3175,21.5
1624,24/11/2019,15.69,189.0875,23.2725
1625,24/11/2019,23.255,287.7875,26.4025
1626,24/11/2019,25.04,312.025,29.0975
1627,24/11/2019,30.7075,397.9725,31.295
1628,24/11/2019,53.185,727.2625,40.2175
1629,24/11/2019,34.98,463.1025,35.6575
1630,24/11/2019,25.3975,316.3575,30.3725
1631,24/11/2019,56.9575,759.115,40.3775
1632,24/11/2019,41.5475,542.965,41.9425
1633,24/11/2019,28.9225,360.6025,32.07
1634,24/11/2019,47.6,632.04,43.5375
1635,24/11/2019,26.1825,317.0925,29.4875
1636,24/11/2019,25.8275,315.4775,30.105
1637,24/11/2019,21.5775,261.0525,27.9575
1638,24/11/2019,8.18,91.53,23.3075
1639,24/11/2019,8.895,87.1525,21.7875
1640,24/11/2019,6.1875,63.2425,20.8525
1641,24/11/2019,8.4425,84.615,20.9675
1642,24/11/2019,8.945,95.1725,22.16
1643,24/11/2019,4.845000000000001,52.2975,20.4475
1644,24/11/2019,11.155,137.1875,20.22
1645,24/11/2019,7.130000000000001,89.4475,20.395
1646,24/11/2019,1.25,18.805,18.565
1647,24/11/2019,3.02,33.2825,18.2175
1648,24/11/2019,1.83,27.3775,17.855
1649,24/11/2019,4.0275,53.3125,17.63
1650,25/11/2019,18.075,356.965,23.55
1651,25/11/2019,11.7375,205.1775,23.045
1652,25/11/2019,8.3325,131.48,18.0425
1653,25/11/2019,12.495,191.3025,18.785
1654,25/11/2019,44.69,688.7725,34.565
1655,25/11/2019,55.5775,839.0425,48.1825
1656,25/11/2019,61.55499999999999,908.8725000000001,52.50000000000001
1657,25/11/2019,20.185,295.7325,40.7875
1658,25/11/2019,8.5775,95.0275,23.635
1659,25/11/2019,9.177499999999998,107.3775,22.27
1660,25/11/2019,7.84,90.8175,21.3175
1661,25/11/2019,8.0825,99.425,21.45
1662,25/11/2019,13.4125,162.4625,22.52
1663,25/11/2019,26.155,316.715,29.2525
1664,25/11/2019,31.0625,384.6375,34.7525
1665,25/11/2019,52.185,697.4375,41.965
1666,25/11/2019,23.4675,298.3075,38.895
1667,25/11/2019,20.785,252.4675,30.4
1668,25/11/2019,23.83,237.4925,28.5975
1669,25/11/2019,13.5975,151.505,25.55
1670,25/11/2019,29.1575,152.1175,23.2625
1671,25/11/2019,24.7975,148.7525,24.065
1672,25/11/2019,32.665,157.1775,24.4475
1673,25/11/2019,37.0625,152.0875,23.935
1674,25/11/2019,10.555,100.535,23.135
1675,25/11/2019,11.0475,92.3325,21.845
1676,25/11/2019,9.9775,80.595,21.9825
1677,25/11/2019,11.34,88.07,21.865
1678,25/11/2019,8.6675,78.8025,20.8075
1679,25/11/2019,4.9175,47.735,19.5175
1680,26/11/2019,5.22,67.29499999999999,14.29
1681,26/11/2019,7.985,99.16749999999999,15.4075
1682,26/11/2019,12.255,149.6325,17.59
1683,26/11/2019,18.1425,253.74,21.8875
1684,26/11/2019,17.845,238.4675,23.2525
1685,26/11/2019,24.08,346.8875,26.5275
1686,26/11/2019,34.4625,540.5875,37.3425
1687,26/11/2019,36.15,542.32,39.75
1688,26/11/2019,26.395,359.6274999999999,33.7475
1689,26/11/2019,25.8125,346.83,27.83
1690,26/11/2019,21.39,281.32,28.2625
1691,26/11/2019,35.8625,483.2975,32.055
1692,26/11/2019,40.74,565.3375,38.74
1693,26/11/2019,28.965,408.7,36.0625
1694,26/11/2019,49.9575,740.8774999999999,39.8125
1695,26/11/2019,28.715,404.7925,33.04499999999999
1696,26/11/2019,65.665,957.2,44.525
1697,26/11/2019,43.34,615.9425,45.61
1698,26/11/2019,40.01,329.61,34.16
1699,26/11/2019,14.7,174.66,25.1775
1700,26/11/2019,25.6,170.9375,24.1125
1701,26/11/2019,9.3925,112.29,22.665
1702,26/11/2019,12.075,144.36,24.04
1703,26/11/2019,16.5375,133.895,23.1675
1704,26/11/2019,23.3875,178.565,23.8075
1705,26/11/2019,30.7875,119.0075,23.64
1706,26/11/2019,25.195,114.14,22.4975
1707,26/11/2019,15.7875,63.06,19.5525
1708,26/11/2019,9.6,72.2775,19.69
1709,26/11/2019,6.92,45.375,18.65
1710,27/11/2019,0.0,292.795,23.435
1711,27/11/2019,0.0,400.3225,27.315
1712,27/11/2019,0.0,503.8025,33.5525
1713,27/11/2019,0.0,605.835,38.5375
1714,27/11/2019,0.0,261.995,32.04
1715,27/11/2019,0.0,155.505,21.6975
1716,27/11/2019,0.0,773.655,37.5925
1717,27/11/2019,0.0,709.3325,47.5025
1718,27/11/2019,0.0,843.7925,43.375
1719,27/11/2019,0.0,516.815,33.2925
1720,27/11/2019,0.0,612.515,35.65000000000001
1721,27/11/2019,0.0,470.9299999999999,37.47
1722,27/11/2019,0.0,161.4225,26.9825
1723,27/11/2019,0.0,99.8925,24.38
1724,27/11/2019,0.0,324.58,25.6425
1725,27/11/2019,0.0,342.5,25.75
1726,27/11/2019,2.7925,74.16499999999999,21.7975
1727,27/11/2019,3.8225,51.5275,21.26
1728,27/11/2019,4.97,62.35,21.56
1729,27/11/2019,9.9825,121.6525,22.5325
1730,27/11/2019,13.6025,166.025,25.475
1731,27/11/2019,13.425,139.9775,24.3925
1732,27/11/2019,7.2875,83.8525,21.5825
1733,27/11/2019,2.035,28.08,15.86
1734,27/11/2019,1.0375,18.96,13.6725
1735,27/11/2019,1.115,19.9425,13.035
1736,27/11/2019,3.4525,48.43749999999999,13.0475
1737,27/11/2019,5.585,67.38999999999999,13.6875
1738,27/11/2019,10.81,84.04249999999999,13.7675
1739,27/11/2019,5.300000000000001,56.70500000000001,14.495
1740,28/11/2019,15.26,317.1275,27.3975
1741,28/11/2019,22.9425,441.575,29.525
1742,28/11/2019,22.1275,383.9325,30.6275
1743,28/11/2019,14.685,235.99,24.0375
1744,28/11/2019,7.365,97.1875,18.2475
1745,28/11/2019,11.5525,172.86,19.535
1746,28/11/2019,16.1925,236.1875,23.4925
1747,28/11/2019,24.625,372.425,30.335
1748,28/11/2019,18.95,244.685,24.76
1749,28/11/2019,23.9375,304.2675,25.0675
1750,28/11/2019,71.0925,1098.4475,49.84
1751,28/11/2019,45.8675,699.6375,48.0375
1752,28/11/2019,61.50750000000001,933.0624999999999,56.955
1753,28/11/2019,16.56,224.0275,35.3375
1754,28/11/2019,16.6075,206.4575,28.4325
1755,28/11/2019,14.7175,190.21,27.8325
1756,28/11/2019,11.3675,151.955,26.63
1757,28/11/2019,12.6925,159.31,24.4425
1758,28/11/2019,6.8425,79.54499999999999,22.53
1759,28/11/2019,1.685,24.0775,20.175
1760,28/11/2019,1.2575,22.1375,14.13
1761,28/11/2019,5.5525,82.0,12.7675
1762,28/11/2019,10.0025,130.2275,14.9425
1763,28/11/2019,18.9075,223.26,20.1
1764,28/11/2019,17.48,201.1925,18.5875
1765,28/11/2019,15.5525,181.775,21.085
1766,28/11/2019,24.8575,238.1325,23.9075
1767,28/11/2019,28.6325,261.61,21.1425
1768,28/11/2019,13.535,141.425,18.8725
1769,28/11/2019,2.09,30.09,16.4775
1770,29/11/2019,5.609999999999999,89.8675,14.4025
1771,29/11/2019,7.895,117.46,16.335
1772,29/11/2019,10.05,141.1375,18.545
1773,29/11/2019,10.1675,135.695,19.505
1774,29/11/2019,15.6125,206.435,21.765
1775,29/11/2019,20.0325,266.1125,25.73
1776,29/11/2019,25.255,338.435,28.8225
1777,29/11/2019,25.6075,343.98,31.3175
1778,29/11/2019,26.96,361.9625,32.5675
1779,29/11/2019,19.3325,257.1825,29.15
1780,29/11/2019,19.3375,257.21,27.395
1781,29/11/2019,25.9875,342.955,30.425
1782,29/11/2019,53.28749999999999,833.9375000000001,43.175
1783,29/11/2019,43.63,686.17,50.45500000000001
1784,29/11/2019,15.745,206.985,31.0625
1785,29/11/2019,24.1925,336.1125,27.815
1786,29/11/2019,41.03,576.9975000000001,40.8625
1787,29/11/2019,23.475,304.6775,34.3
1788,29/11/2019,10.205,111.1675,24.8225
1789,29/11/2019,6.609999999999999,73.60499999999999,20.475
1790,29/11/2019,11.5825,123.33,20.3375
1791,29/11/2019,6.225000000000001,75.0325,20.69
1792,29/11/2019,1.7925,26.2725,16.2625
1793,29/11/2019,0.915,16.21,12.5325
1794,29/11/2019,4.045,52.885,13.3
1795,29/11/2019,3.8075,50.03999999999999,14.4125
1796,29/11/2019,15.0925,155.1625,17.4525
1797,29/11/2019,18.0125,192.9775,21.27
1798,29/11/2019,5.2125,68.7725,17.2975
1799,29/11/2019,4.7625,57.86,17.3075
1800,30/11/2019,2.1325,35.61,13.04
1801,30/11/2019,9.3975,135.67,16.445
1802,30/11/2019,7.369999999999999,102.6475,17.33
1803,30/11/2019,5.8075,77.1575,16.32
1804,30/11/2019,5.77,79.755,16.1575
1805,30/11/2019,8.125,108.9575,16.7175
1806,30/11/2019,17.5375,230.1525,21.3575
1807,30/11/2019,9.2875,122.9025,19.7825
1808,30/11/2019,20.065,266.235,21.7375
1809,30/11/2019,21.0,270.0175,26.38
1810,30/11/2019,20.44,260.265,25.365
1811,30/11/2019,18.325,229.6225,25.605
1812,30/11/2019,21.31,272.5625,25.3175
1813,30/11/2019,31.71,419.78,28.34
1814,30/11/2019,59.0125,835.97,37.55
1815,30/11/2019,64.21249999999999,972.02,55.41
1816,30/11/2019,11.625,160.1,31.865
1817,30/11/2019,4.765000000000001,71.3025,16.275
1818,30/11/2019,8.3075,119.2975,14.7275
1819,30/11/2019,12.1175,162.4075,15.575
1820,30/11/2019,5.595000000000001,82.9525,16.2375
1821,30/11/2019,4.67,62.7575,14.305
1822,30/11/2019,11.925,160.23,16.095
1823,30/11/2019,9.595,129.805,16.915
1824,30/11/2019,3.4725,51.325,13.235
1825,30/11/2019,5.68,76.5025,13.4125
1826,30/11/2019,5.45,71.33250000000001,13.535
1827,30/11/2019,5.07,70.3075,14.26
1828,30/11/2019,4.337499999999999,52.47,14.7725
1829,30/11/2019,2.55,37.97499999999999,14.8575
1830,1/12/2019,5.4375,74.14500000000001,14.6375
1831,1/12/2019,8.545,114.395,15.6925
1832,1/12/2019,16.3675,229.0075,20.065
1833,1/12/2019,13.5525,198.7225,21.7375
1834,1/12/2019,15.0725,225.82,22.655
1835,1/12/2019,27.8275,426.3775000000001,30.88
1836,1/12/2019,32.6975,517.6025,36.2775
1837,1/12/2019,39.4575,595.63,34.01
1838,1/12/2019,20.03,282.225,29.59
1839,1/12/2019,14.505,194.7525,23.7275
1840,1/12/2019,11.1425,153.69,21.5125
1841,1/12/2019,5.6025,79.5325,20.225
1842,1/12/2019,5.0975,69.38499999999999,14.485
1843,1/12/2019,7.1875,96.4575,14.0975
1844,1/12/2019,7.885,111.64,12.925
1845,1/12/2019,15.3725,202.8025,15.075
1846,1/12/2019,10.18,140.645,16.8375
1847,1/12/2019,13.815,183.28,14.885
1848,1/12/2019,18.9875,234.81,17.17
1849,1/12/2019,30.615,345.845,22.14
1850,1/12/2019,24.435,229.1075,23.54
1851,1/12/2019,5.355,83.38500000000002,18.5
1852,1/12/2019,1.97,31.4075,15.1375
1853,1/12/2019,0.9075,17.7425,13.325
1854,1/12/2019,1.1725,20.205,12.8625
1855,1/12/2019,3.7325,41.39,13.8975
1856,1/12/2019,10.075,90.3425,15.7975
1857,1/12/2019,13.865,147.275,18.09
1858,1/12/2019,8.635000000000002,112.525,17.4175
1859,1/12/2019,8.547500000000001,106.405,18.3175
1860,2/12/2019,22.73,428.88,25.84
1861,2/12/2019,21.615,355.6325,24.84
1862,2/12/2019,13.055,199.36,20.805
1863,2/12/2019,22.2,375.175,24.165
1864,2/12/2019,37.4625,619.4775,37.25
1865,2/12/2019,46.82,760.1474999999999,42.9375
1866,2/12/2019,50.08,809.8175,46.2925
1867,2/12/2019,24.6325,388.57,33.44500000000001
1868,2/12/2019,57.08750000000001,890.26,46.695
1869,2/12/2019,60.6425,948.4075,52.95750000000001
1870,2/12/2019,64.2425,1001.18,50.6825
1871,2/12/2019,64.7675,1011.4975,56.3
1872,2/12/2019,60.125,926.9275,51.4475
1873,2/12/2019,48.9175,723.2975,45.8975
1874,2/12/2019,43.635,623.7974999999999,42.11749999999999
1875,2/12/2019,37.5675,536.67,38.19
1876,2/12/2019,63.56,939.1225,47.25
1877,2/12/2019,25.7125,348.47,38.16249999999999
1878,2/12/2019,11.2125,121.725,26.655
1879,2/12/2019,10.9075,117.2425,24.8375
1880,2/12/2019,40.9875,296.0975,28.7575
1881,2/12/2019,20.6925,216.4325,27.545
1882,2/12/2019,36.1425,286.9975,29.615
1883,2/12/2019,17.1525,201.37,27.1975
1884,2/12/2019,19.53,215.19,27.0
1885,2/12/2019,18.07,199.44,25.6675
1886,2/12/2019,16.365,176.23,25.665
1887,2/12/2019,7.387499999999999,90.19999999999999,22.485
1888,2/12/2019,4.205,54.6475,19.79
1889,2/12/2019,2.4275,33.545,18.1475
1890,3/12/2019,2.9875,44.7325,14.0475
1891,3/12/2019,5.5725,77.5,15.665
1892,3/12/2019,10.9275,147.8875,18.555
1893,3/12/2019,13.03,178.7875,22.79
1894,3/12/2019,34.52249999999999,534.8175,30.495
1895,3/12/2019,53.03,848.185,44.995
1896,3/12/2019,30.655,453.86,29.645
1897,3/12/2019,24.7825,349.29,25.48
1898,3/12/2019,58.3175,882.875,37.1475
1899,3/12/2019,40.57749999999999,591.175,34.265
1900,3/12/2019,36.11,502.4425,28.62
1901,3/12/2019,41.715,569.39,28.915
1902,3/12/2019,47.065,688.1075,32.915
1903,3/12/2019,29.3575,399.6825,29.7
1904,3/12/2019,28.56,381.17,27.44
1905,3/12/2019,31.1625,399.9625,25.8125
1906,3/12/2019,38.055,472.1125000000001,30.5375
1907,3/12/2019,42.11000000000001,529.155,32.3275
1908,3/12/2019,37.2925,426.3125,29.845
1909,3/12/2019,23.495,296.89,28.0675
1910,3/12/2019,21.195,259.515,27.4825
1911,3/12/2019,14.09,196.4075,25.16
1912,3/12/2019,5.2475,79.33,20.925
1913,3/12/2019,3.8325,58.535,19.405
1914,3/12/2019,3.845,59.2675,19.34
1915,3/12/2019,6.085,88.0775,19.4325
1916,3/12/2019,3.1325,51.4325,19.635
1917,3/12/2019,1.605,25.9625,18.935
1918,3/12/2019,1.52,23.4575,17.8525
1919,3/12/2019,0.6125,13.2625,17.545
1920,4/12/2019,12.78,254.9325,17.425
1921,4/12/2019,26.4325,490.0175,29.4375
1922,4/12/2019,31.97,565.8325,34.985
1923,4/12/2019,35.665,611.885,38.1575
1924,4/12/2019,43.0,720.345,43.7
1925,4/12/2019,48.315,800.7075,48.2525
1926,4/12/2019,53.4075,844.0600000000001,50.7175
1927,4/12/2019,61.08,976.9100000000001,49.705
1928,4/12/2019,61.5675,968.8825,51.4575
1929,4/12/2019,52.9725,788.1500000000001,40.32
1930,4/12/2019,44.7625,638.385,34.815
1931,4/12/2019,47.6375,679.4025,35.2125
1932,4/12/2019,58.94,906.0175,45.6325
1933,4/12/2019,42.1775,604.9925,43.0625
1934,4/12/2019,37.315,533.525,35.6825
1935,4/12/2019,24.0825,321.0925,28.0225
1936,4/12/2019,29.0075,366.66,30.0875
1937,4/12/2019,42.2975,575.0525,38.88
1938,4/12/2019,28.3725,292.2875,33.95
1939,4/12/2019,13.69,174.8575,26.715
1940,4/12/2019,16.51,214.88,25.75
1941,4/12/2019,13.3925,182.3725,25.4275
1942,4/12/2019,14.74,185.3375,25.355
1943,4/12/2019,11.8675,150.415,23.6675
1944,4/12/2019,11.1025,137.4525,23.0125
1945,4/12/2019,5.760000000000001,69.35000000000001,23.2975
1946,4/12/2019,5.6325,73.3525,19.6225
1947,4/12/2019,5.3875,76.96,19.95
1948,4/12/2019,3.6625,52.4625,19.525
1949,4/12/2019,1.7975,28.2475,17.9175
1950,5/12/2019,5.5375,77.7875,14.5625
1951,5/12/2019,6.1575,83.16499999999999,15.1475
1952,5/12/2019,9.645,127.99,16.9125
1953,5/12/2019,6.035,80.8775,17.5
1954,5/12/2019,7.2875,98.2425,14.9
1955,5/12/2019,17.34,229.0525,20.1275
1956,5/12/2019,15.5275,203.0625,21.3625
1957,5/12/2019,16.5775,217.0575,16.515
1958,5/12/2019,31.025,414.5175,24.9475
1959,5/12/2019,19.9675,268.77,19.5675
1960,5/12/2019,26.0675,347.355,25.435
1961,5/12/2019,41.51,598.9749999999999,32.6425
1962,5/12/2019,26.7675,356.19,29.6975
1963,5/12/2019,13.6975,179.1975,20.7525
1964,5/12/2019,12.215,161.4525,16.9625
1965,5/12/2019,37.27,492.85,23.955
1966,5/12/2019,31.875,413.1575,33.09500000000001
1967,5/12/2019,34.9725,447.5175,31.585
1968,5/12/2019,41.135,492.85,33.93
1969,5/12/2019,26.32,330.39,31.125
1970,5/12/2019,25.9475,298.96,26.395
1971,5/12/2019,19.8275,226.245,20.9775
1972,5/12/2019,17.7775,215.4125,24.8525
1973,5/12/2019,24.0175,220.815,25.2375
1974,5/12/2019,12.1125,150.33,24.26
1975,5/12/2019,8.1225,102.475,20.4075
1976,5/12/2019,4.67,61.245,17.8575
1977,5/12/2019,11.54,89.3225,18.68
1978,5/12/2019,4.890000000000001,47.8425,17.93
1979,5/12/2019,5.789999999999999,37.875,17.2275
1980,6/12/2019,7.8475,104.9275,14.6725
1981,6/12/2019,6.9125,92.02000000000001,16.65
1982,6/12/2019,10.5225,142.4425,16.3675
1983,6/12/2019,15.205,208.4375,19.445
1984,6/12/2019,16.275,220.725,23.18
1985,6/12/2019,13.5,174.92,23.405
1986,6/12/2019,15.1475,188.2625,18.44
1987,6/12/2019,12.3225,160.1325,19.925
1988,6/12/2019,9.5375,127.6,19.2125
1989,6/12/2019,18.955,239.35,23.3725
1990,6/12/2019,29.875,404.98,27.82
1991,6/12/2019,29.9625,405.3075,33.15
1992,6/12/2019,40.8925,568.7950000000001,37.6475
1993,6/12/2019,25.0725,331.5975,32.2
1994,6/12/2019,41.0475,584.1075,35.83
1995,6/12/2019,34.8325,477.545,38.285
1996,6/12/2019,39.255,550.05,34.78
1997,6/12/2019,53.2925,765.335,46.5625
1998,6/12/2019,39.5775,455.225,36.25
1999,6/12/2019,22.9725,283.58,28.9525
2000,6/12/2019,17.13,210.2,26.2075
2001,6/12/2019,20.1175,198.3525,25.285
2002,6/12/2019,18.9925,200.165,25.4
2003,6/12/2019,9.807500000000001,124.6275,23.735
2004,6/12/2019,13.055,105.245,21.2225
2005,6/12/2019,21.1275,139.3375,22.495
2006,6/12/2019,6.905,86.42,21.4275
2007,6/12/2019,7.7125,85.6025,20.07
2008,6/12/2019,7.045,74.03750000000001,19.61
2009,6/12/2019,4.9425,56.775,18.64
2010,7/12/2019,8.1525,131.0875,18.3025
2011,7/12/2019,11.4425,180.705,20.8975
2012,7/12/2019,14.69,216.8775,22.7825
2013,7/12/2019,24.47,385.05,28.0
2014,7/12/2019,39.73999999999999,633.6225000000001,37.28
2015,7/12/2019,34.12,540.635,41.96
2016,7/12/2019,33.505,501.63,33.97499999999999
2017,7/12/2019,41.77,645.8100000000001,40.5925
2018,7/12/2019,25.7175,351.0025,31.4675
2019,7/12/2019,23.5825,315.425,32.535
2020,7/12/2019,25.4475,344.975,32.98999999999999
2021,7/12/2019,17.175,224.36,26.7975
2022,7/12/2019,36.155,515.82,31.68
2023,7/12/2019,27.65,375.5575,32.3525
2024,7/12/2019,15.355,200.055,26.515
2025,7/12/2019,21.68,292.3875,25.84
2026,7/12/2019,31.5925,404.745,31.6275
2027,7/12/2019,29.015,380.2725,30.5825
2028,7/12/2019,18.3475,232.22,25.2375
2029,7/12/2019,27.88,291.4475,27.0825
2030,7/12/2019,22.63,266.24,26.605
2031,7/12/2019,17.98,225.86,26.46
2032,7/12/2019,10.015,128.8,23.3775
2033,7/12/2019,27.7525,187.955,23.1175
2034,7/12/2019,25.1575,167.1925,23.445
2035,7/12/2019,18.1675,130.6175,22.3875
2036,7/12/2019,11.43,107.74,21.15
2037,7/12/2019,9.9,109.555,19.9775
2038,7/12/2019,9.875,86.5025,19.9975
2039,7/12/2019,6.805,57.5625,18.735
2040,8/12/2019,11.625,218.475,17.7225
2041,8/12/2019,17.58,319.8025,22.32
2042,8/12/2019,21.84,368.7775,23.7425
2043,8/12/2019,26.99,437.4875,28.745
2044,8/12/2019,34.795,562.5775,36.92
2045,8/12/2019,41.7075,670.3275,42.7975
2046,8/12/2019,43.65000000000001,694.9825000000001,45.81
2047,8/12/2019,44.2475,690.995,45.235
2048,8/12/2019,45.535,702.1175000000001,46.3775
2049,8/12/2019,45.82749999999999,688.5550000000001,41.365
2050,8/12/2019,55.08,832.5725,43.09
2051,8/12/2019,61.355,921.5174999999999,51.34999999999999
2052,8/12/2019,43.5625,643.6175000000001,46.8725
2053,8/12/2019,35.095,493.585,32.49249999999999
2054,8/12/2019,20.2,270.665,33.2625
2055,8/12/2019,10.345,127.6475,27.6975
2056,8/12/2019,7.9275,96.32,24.9875
2057,8/12/2019,8.8125,109.445,25.3475
2058,8/12/2019,6.702500000000001,86.43,21.195
2059,8/12/2019,6.36,79.2825,14.9275
2060,8/12/2019,7.025,86.69,14.3075
