Time,Potencia [kW],Irradiacion [W/m2],Temperatura de modulos[C],
2019-11-20 08:20:00,15.32840909,206.435,21.765,
2019-11-20 08:40:00,16.89636364,266.1125,25.73,
2019-11-20 09:00:00,18.74886364,338.435,28.8225,
2019-11-20 09:20:00,22.87545455,343.98,31.3175,
2019-11-20 09:40:00,25.92818182,361.9625,32.5675,
2019-11-20 10:00:00,26.43522727,257.1825,29.15,
2019-11-20 10:20:00,27.21522727,257.21,27.395,
2019-11-20 10:40:00,29.12409091,342.955,30.425,
2019-11-20 11:00:00,28.96227273,833.9375,43.175,
2019-11-20 11:20:00,27.56204545,686.17,50.455,
2019-11-20 11:40:00,25.71204545,206.985,31.0625,
2019-11-20 12:00:00,25.0075,336.1125,27.815,
2019-11-20 12:20:00,23.81545455,576.9975,40.8625,
2019-11-20 12:40:00,21.61590909,304.6775,34.3,
2019-11-20 13:00:00,16.85477273,111.1675,24.8225,
2019-11-20 13:20:00,13.25613636,73.605,20.475,
2019-11-20 13:40:00,12.17090909,123.33,20.3375,
2019-11-20 14:00:00,11.34363636,75.0325,20.69,
2019-11-20 14:20:00,9.251136364,26.2725,16.2625,
2019-11-20 14:40:00,7.590909091,16.21,12.5325,
2019-11-20 15:00:00,7.096136364,52.885,13.3,
2019-11-20 15:20:00,6.689090909,50.04,14.4125,
2019-11-20 15:40:00,6.490454545,155.1625,17.4525,
2019-11-20 16:00:00,6.594545455,192.9775,21.27,
2019-11-20 16:20:00,6.959545455,68.7725,17.2975,
2019-11-20 16:40:00,7.400909091,57.86,17.3075,
2019-11-21 07:00:00,7.771818182,35.61,13.04,
2019-11-21 07:20:00,9.02,135.67,16.445,
2019-11-21 07:40:00,8.492272727,102.6475,17.33,
2019-11-21 08:00:00,8.678863636,77.1575,16.32,
2019-11-21 08:20:00,10.11409091,79.755,16.1575,
2019-11-21 08:40:00,11.53931818,108.9575,16.7175,
2019-11-21 09:00:00,13.01136364,230.1525,21.3575,
2019-11-21 09:20:00,14.09431818,122.9025,19.7825,
2019-11-21 09:40:00,16.30704545,266.235,21.7375,
2019-11-21 10:00:00,21.14386364,270.0175,26.38,
2019-11-21 10:20:00,26.45681818,260.265,25.365,
2019-11-21 10:40:00,26.775,229.6225,25.605,
2019-11-21 11:00:00,25.61386364,272.5625,25.3175,
2019-11-21 11:20:00,25.52477273,419.78,28.34,
2019-11-21 11:40:00,24.80227273,835.97,37.55,
2019-11-21 12:00:00,23.40181818,972.02,55.41,
2019-11-21 12:20:00,21.96818182,160.1,31.865,
2019-11-21 12:40:00,21.38636364,71.3025,16.275,
2019-11-21 13:00:00,20.32136364,119.2975,14.7275,
2019-11-21 13:20:00,17.75431818,162.4075,15.575,
2019-11-21 13:40:00,12.90590909,82.9525,16.2375,
2019-11-21 14:00:00,7.563863636,62.7575,14.305,
2019-11-21 14:20:00,6.967954545,160.23,16.095,
2019-11-21 14:40:00,6.929090909,129.805,16.915,
2019-11-21 15:00:00,6.405681818,51.325,13.235,
2019-11-21 15:20:00,5.798409091,76.5025,13.4125,
2019-11-21 15:40:00,6.066590909,71.3325,13.535,
2019-11-21 16:00:00,7.13,70.3075,14.26,
2019-11-21 16:20:00,7.277954545,52.47,14.7725,
2019-11-21 16:40:00,7.775909091,37.975,14.8575,
2019-11-22 07:00:00,9.99,74.145,14.6375,
2019-11-22 07:20:00,12.44613636,114.395,15.6925,
2019-11-22 07:40:00,15.53772727,229.0075,20.065,
2019-11-22 08:00:00,16.89772727,198.7225,21.7375,
2019-11-22 08:20:00,17.82204545,225.82,22.655,
2019-11-22 08:40:00,18.60318182,426.3775,30.88,
2019-11-22 09:00:00,18.61818182,517.6025,36.2775,
2019-11-22 09:20:00,18.30477273,595.63,34.01,
2019-11-22 09:40:00,17.47022727,282.225,29.59,
2019-11-22 10:00:00,16.955,194.7525,23.7275,
2019-11-22 10:20:00,16.98227273,153.69,21.5125,
2019-11-22 10:40:00,15.37795455,79.5325,20.225,
2019-11-22 11:00:00,13.66136364,69.385,14.485,
2019-11-22 11:20:00,11.80045455,96.4575,14.0975,
2019-11-22 11:40:00,12.76272727,111.64,12.925,
2019-11-22 12:00:00,13.66545455,202.8025,15.075,
2019-11-22 12:20:00,13.13931818,140.645,16.8375,
2019-11-22 12:40:00,12.80909091,183.28,14.885,
2019-11-22 13:00:00,12.42818182,234.81,17.17,
2019-11-22 13:20:00,11.88136364,345.845,22.14,
2019-11-22 13:40:00,11.50386364,229.1075,23.54,
2019-11-22 14:00:00,11.02227273,83.385,18.5,
2019-11-22 14:20:00,11.35727273,31.4075,15.1375,
2019-11-22 14:40:00,10.88636364,17.7425,13.325,
2019-11-22 15:00:00,9.937272727,20.205,12.8625,
2019-11-22 15:20:00,9.220454545,41.39,13.8975,
2019-11-22 15:40:00,8.964090909,90.3425,15.7975,
2019-11-22 16:00:00,9.664090909,147.275,18.09,
2019-11-22 16:20:00,11.50318182,112.525,17.4175,
2019-11-22 16:40:00,14.82636364,106.405,18.3175,
2019-11-23 07:00:00,18.97613636,428.88,25.84,
2019-11-23 07:20:00,23.18954545,355.6325,24.84,
2019-11-23 07:40:00,24.51295455,199.36,20.805,
2019-11-23 08:00:00,28.44227273,375.175,24.165,
2019-11-23 08:20:00,33.17022727,619.4775,37.25,
2019-11-23 08:40:00,38.23340909,760.1475,42.9375,
2019-11-23 09:00:00,42.055,809.8175,46.2925,
2019-11-23 09:20:00,45.55590909,388.57,33.445,
2019-11-23 09:40:00,48.81613636,890.26,46.695,
2019-11-23 10:00:00,50.76477273,948.4075,52.9575,
2019-11-23 10:20:00,50.77431818,1001.18,50.6825,
2019-11-23 10:40:00,52.29613636,1011.4975,56.3,
2019-11-23 11:00:00,50.08090909,926.9275,51.4475,
2019-11-23 11:20:00,48.86090909,723.2975,45.8975,
2019-11-23 11:40:00,44.66272727,623.7975,42.1175,
2019-11-23 12:00:00,42.87590909,536.67,38.19,
2019-11-23 12:20:00,38.91681818,939.1225,47.25,
2019-11-23 12:40:00,36.31454545,348.47,38.1625,
2019-11-23 13:00:00,32.40795455,121.725,26.655,
2019-11-23 13:20:00,29.73636364,117.2425,24.8375,
2019-11-23 13:40:00,27.41227273,296.0975,28.7575,
2019-11-23 14:00:00,25.48477273,216.4325,27.545,
2019-11-23 14:20:00,20.37818182,286.9975,29.615,
2019-11-23 14:40:00,18.42295455,201.37,27.1975,
2019-11-23 15:00:00,17.62431818,215.19,27,
2019-11-23 15:20:00,16.90431818,199.44,25.6675,
2019-11-23 15:40:00,13.68477273,176.23,25.665,
2019-11-23 16:00:00,12.79704545,90.2,22.485,
2019-11-23 16:20:00,10.69590909,54.6475,19.79,
2019-11-23 16:40:00,12.275,33.545,18.1475,
2019-11-24 07:00:00,15.32045455,44.7325,14.0475,
2019-11-24 07:20:00,16.46454545,77.5,15.665,
2019-11-24 07:40:00,17.22977273,147.8875,18.555,
2019-11-24 08:00:00,21.85977273,178.7875,22.79,
2019-11-24 08:20:00,25.16636364,534.8175,30.495,
2019-11-24 08:40:00,28.22840909,848.185,44.995,
2019-11-24 09:00:00,31.74909091,453.86,29.645,
2019-11-24 09:20:00,35.52113636,349.29,25.48,
2019-11-24 09:40:00,37.19659091,882.875,37.1475,
2019-11-24 10:00:00,38.60840909,591.175,34.265,
2019-11-24 10:20:00,38.30295455,502.4425,28.62,
2019-11-24 10:40:00,36.94159091,569.39,28.915,
2019-11-24 11:00:00,37.98295455,688.1075,32.915,
2019-11-24 11:20:00,39.12022727,399.6825,29.7,
2019-11-24 11:40:00,35.95454545,381.17,27.44,
2019-11-24 12:00:00,34.1925,399.9625,25.8125,
2019-11-24 12:20:00,32.19068182,472.1125,30.5375,
2019-11-24 12:40:00,28.87545455,529.155,32.3275,
2019-11-24 13:00:00,24.94522727,426.3125,29.845,
2019-11-24 13:20:00,22.62590909,296.89,28.0675,
2019-11-24 13:40:00,20.58272727,259.515,27.4825,
2019-11-24 14:00:00,18.03454545,196.4075,25.16,
2019-11-24 14:20:00,14.72090909,79.33,20.925,
2019-11-24 14:40:00,11.03090909,58.535,19.405,
2019-11-24 15:00:00,7.696363636,59.2675,19.34,
2019-11-24 15:20:00,6.722272727,88.0775,19.4325,
2019-11-24 15:40:00,7.198409091,51.4325,19.635,
2019-11-24 16:00:00,8.823863636,25.9625,18.935,
2019-11-24 16:20:00,11.58909091,23.4575,17.8525,
2019-11-24 16:40:00,15.14977273,13.2625,17.545,
2019-11-25 07:00:00,19.1925,254.9325,17.425,
2019-11-25 07:20:00,23.49454545,490.0175,29.4375,
2019-11-25 07:40:00,28.7625,565.8325,34.985,
2019-11-25 08:00:00,34.21363636,611.885,38.1575,
2019-11-25 08:20:00,38.89113636,720.345,43.7,
2019-11-25 08:40:00,42.90477273,800.7075,48.2525,
2019-11-25 09:00:00,46.07363636,844.06,50.7175,
2019-11-25 09:20:00,49.02886364,976.91,49.705,
2019-11-25 09:40:00,49.95681818,968.8825,51.4575,
2019-11-25 10:00:00,50.10681818,788.15,40.32,
2019-11-25 10:20:00,48.38704545,638.385,34.815,
2019-11-25 10:40:00,46.63181818,679.4025,35.2125,
2019-11-25 11:00:00,45.62181818,906.0175,45.6325,
2019-11-25 11:20:00,42.64840909,604.9925,43.0625,
2019-11-25 11:40:00,38.29590909,533.525,35.6825,
2019-11-25 12:00:00,34.98113636,321.0925,28.0225,
2019-11-25 12:20:00,32.12931818,366.66,30.0875,
2019-11-25 12:40:00,29.13863636,575.0525,38.88,
2019-11-25 13:00:00,24.85931818,292.2875,33.95,
2019-11-25 13:20:00,22.03431818,174.8575,26.715,
2019-11-25 13:40:00,19.16568182,214.88,25.75,
2019-11-25 14:00:00,17.48840909,182.3725,25.4275,
2019-11-25 14:20:00,15.34113636,185.3375,25.355,
2019-11-25 14:40:00,11.82886364,150.415,23.6675,
2019-11-25 15:00:00,9.412954545,137.4525,23.0125,
2019-11-25 15:20:00,8.671818182,69.35,23.2975,
2019-11-25 15:40:00,7.730681818,73.3525,19.6225,
2019-11-25 16:00:00,7.39,76.96,19.95,
2019-11-25 16:20:00,6.598636364,52.4625,19.525,
2019-11-25 16:40:00,6.182272727,28.2475,17.9175,
2019-11-26 07:00:00,6.749318182,77.7875,14.5625,
2019-11-26 07:20:00,7.637272727,83.165,15.1475,
2019-11-26 07:40:00,8.632272727,127.99,16.9125,
2019-11-26 08:00:00,10.96295455,80.8775,17.5,
2019-11-26 08:20:00,12.44522727,98.2425,14.9,
2019-11-26 08:40:00,14.65159091,229.0525,20.1275,
2019-11-26 09:00:00,17.92181818,203.0625,21.3625,
2019-11-26 09:20:00,19.79545455,217.0575,16.515,
2019-11-26 09:40:00,20.16386364,414.5175,24.9475,
2019-11-26 10:00:00,20.72568182,268.77,19.5675,
2019-11-26 10:20:00,23.45136364,347.355,25.435,
2019-11-26 10:40:00,24.77272727,598.975,32.6425,
2019-11-26 11:00:00,26.54045455,356.19,29.6975,
2019-11-26 11:20:00,28.77295455,179.1975,20.7525,
2019-11-26 11:40:00,28.34522727,161.4525,16.9625,
2019-11-26 12:00:00,28.88886364,492.85,23.955,
2019-11-26 12:20:00,28.32159091,413.1575,33.095,
2019-11-26 12:40:00,26.16409091,447.5175,31.585,
2019-11-26 13:00:00,25.91409091,492.85,33.93,
2019-11-26 13:20:00,25.77,330.39,31.125,
2019-11-26 13:40:00,25.39795455,298.96,26.395,
2019-11-26 14:00:00,22.43431818,226.245,20.9775,
2019-11-26 14:20:00,20.58568182,215.4125,24.8525,
2019-11-26 14:40:00,17.85090909,220.815,25.2375,
2019-11-26 15:00:00,14.63772727,150.33,24.26,
2019-11-26 15:20:00,12.95840909,102.475,20.4075,
2019-11-26 15:40:00,11.22795455,61.245,17.8575,
2019-11-26 16:00:00,10.38204545,89.3225,18.68,
2019-11-26 16:20:00,10.14818182,47.8425,17.93,
2019-11-26 16:40:00,9.444318182,37.875,17.2275,
2019-11-27 07:00:00,9.570454545,104.9275,14.6725,
2019-11-27 07:20:00,10.20909091,92.02,16.65,
2019-11-27 07:40:00,10.90477273,142.4425,16.3675,
2019-11-27 08:00:00,10.72272727,208.4375,19.445,
2019-11-27 08:20:00,12.00136364,220.725,23.18,
2019-11-27 08:40:00,14.19090909,174.92,23.405,
2019-11-27 09:00:00,16.20136364,188.2625,18.44,
2019-11-27 09:20:00,19.29045455,160.1325,19.925,
2019-11-27 09:40:00,20.61318182,127.6,19.2125,
2019-11-27 10:00:00,22.9625,239.35,23.3725,
2019-11-27 10:20:00,24.64954545,404.98,27.82,
2019-11-27 10:40:00,26.99090909,405.3075,33.15,
2019-11-27 11:00:00,30.45863636,568.795,37.6475,
2019-11-27 11:20:00,32.93636364,331.5975,32.2,
2019-11-27 11:40:00,34.15772727,584.1075,35.83,
2019-11-27 12:00:00,33.99181818,477.545,38.285,
2019-11-27 12:20:00,33.10477273,550.05,34.78,
2019-11-27 12:40:00,32.1075,765.335,46.5625,
2019-11-27 13:00:00,29.28159091,455.225,36.25,
2019-11-27 13:20:00,28.18909091,283.58,28.9525,
2019-11-27 13:40:00,26.37818182,210.2,26.2075,
2019-11-27 14:00:00,23.83931818,198.3525,25.285,
2019-11-27 14:20:00,20.97181818,200.165,25.4,
2019-11-27 14:40:00,16.7675,124.6275,23.735,
2019-11-27 15:00:00,13.61886364,105.245,21.2225,
2019-11-27 15:20:00,12.27159091,139.3375,22.495,
2019-11-27 15:40:00,11.75454545,86.42,21.4275,
2019-11-27 16:00:00,11.26113636,85.6025,20.07,
2019-11-27 16:20:00,11.75909091,74.0375,19.61,
2019-11-27 16:40:00,14.48022727,56.775,18.64,
2019-11-28 07:00:00,16.39522727,131.0875,18.3025,
2019-11-28 07:20:00,17.52045455,180.705,20.8975,
2019-11-28 07:40:00,20.69,216.8775,22.7825,
2019-11-28 08:00:00,22.32681818,385.05,28,
2019-11-28 08:20:00,23.83022727,633.6225,37.28,
2019-11-28 08:40:00,25.69431818,540.635,41.96,
2019-11-28 09:00:00,26.51454545,501.63,33.975,
2019-11-28 09:20:00,28.76113636,645.81,40.5925,
2019-11-28 09:40:00,29.93931818,351.0025,31.4675,
2019-11-28 10:00:00,29.11068182,315.425,32.535,
2019-11-28 10:20:00,27.46886364,344.975,32.99,
2019-11-28 10:40:00,27.23909091,224.36,26.7975,
2019-11-28 11:00:00,26.83090909,515.82,31.68,
2019-11-28 11:20:00,24.70159091,375.5575,32.3525,
2019-11-28 11:40:00,24.89818182,200.055,26.515,
2019-11-28 12:00:00,24.81159091,292.3875,25.84,
2019-11-28 12:20:00,24.13272727,404.745,31.6275,
2019-11-28 12:40:00,23.48181818,380.2725,30.5825,
2019-11-28 13:00:00,22.71795455,232.22,25.2375,
2019-11-28 13:20:00,22.49136364,291.4475,27.0825,
2019-11-28 13:40:00,22.74704545,266.24,26.605,
2019-11-28 14:00:00,21.81522727,225.86,26.46,
2019-11-28 14:20:00,19.84318182,128.8,23.3775,
2019-11-28 14:40:00,18.10318182,187.955,23.1175,
2019-11-28 15:00:00,17.05386364,167.1925,23.445,
2019-11-28 15:20:00,15.57613636,130.6175,22.3875,
2019-11-28 15:40:00,15.11704545,107.74,21.15,
2019-11-28 16:00:00,15.46795455,109.555,19.9775,
2019-11-28 16:20:00,17.01113636,86.5025,19.9975,
2019-11-28 16:40:00,17.65136364,57.5625,18.735,
2019-11-29 07:00:00,19.15590909,218.475,17.7225,
2019-11-29 07:20:00,21.4725,319.8025,22.32,
2019-11-29 07:40:00,24.45590909,368.7775,23.7425,
2019-11-29 08:00:00,27.69545455,437.4875,28.745,
2019-11-29 08:20:00,30.96386364,562.5775,36.92,
2019-11-29 08:40:00,35.3525,670.3275,42.7975,
2019-11-29 09:00:00,39.87340909,694.9825,45.81,
2019-11-29 09:20:00,42.23545455,690.995,45.235,
2019-11-29 09:40:00,43.44045455,702.1175,46.3775,
2019-11-29 10:00:00,42.82318182,688.555,41.365,
2019-11-29 10:20:00,40.60045455,832.5725,43.09,
2019-11-29 10:40:00,37.52954545,921.5175,51.35,
2019-11-29 11:00:00,34.3625,643.6175,46.8725,
2019-11-29 11:20:00,30.94931818,493.585,32.4925,
2019-11-29 11:40:00,27.38795455,270.665,33.2625,
2019-11-29 12:00:00,23.86045455,127.6475,27.6975,
2019-11-29 12:20:00,19.75045455,96.32,24.9875,
2019-11-29 12:40:00,14.85,109.445,25.3475,
2019-11-29 13:00:00,11.61568182,86.43,21.195,
2019-11-29 13:20:00,9.101363636,79.2825,14.9275,
2019-11-29 13:40:00,7.834772727,86.69,14.3075,
2019-11-29 14:00:00,7.439545455,123.5975,15.2225,
2019-11-29 14:20:00,6.931590909,86.95,14.8225,
2019-11-29 14:40:00,6.419318182,106.2325,15.2725,
2019-11-29 15:00:00,5.988409091,103.035,15.4725,
2019-11-29 15:20:00,6.135681818,81.2325,16.995,
2019-11-29 15:40:00,7.180227273,82.6875,17.82,
2019-11-29 16:00:00,8.302045455,34.88,15.51,
2019-11-29 16:20:00,10.23659091,38.7025,15.5475,
2019-11-29 16:40:00,12.95727273,23.4175,16.24,
2019-11-30 07:00:00,16.18795455,117.55,16.675,
2019-11-30 07:20:00,19.40590909,335.6175,24.8125,
2019-11-30 07:40:00,22.70954545,393.4475,30.6975,
2019-11-30 08:00:00,25.73568182,484.4225,33.945,
2019-11-30 08:20:00,28.09340909,629.02,39.0875,
2019-11-30 08:40:00,32.57818182,701.3,44.9925,
2019-11-30 09:00:00,37.55818182,675.2425,45.735,
2019-11-30 09:20:00,41.66886364,694.2275,45.245,
2019-11-30 09:40:00,44.87159091,533.5775,38.3975,
2019-11-30 10:00:00,44.92659091,418.4075,32.9075,
2019-11-30 10:20:00,43.93681818,764.4675,40.2875,
2019-11-30 10:40:00,42.83340909,975.675,54.555,
2019-11-30 11:00:00,41.38022727,1002.18,58.2725,
2019-11-30 11:20:00,38.49931818,874.2825,53.71,
2019-11-30 11:40:00,35.53181818,400.6,35.1025,
2019-11-30 12:00:00,33.08113636,386.2225,36.535,
2019-11-30 12:20:00,28.70931818,414.5525,32.75,
2019-11-30 12:40:00,23.43068182,320.2625,33.6575,
2019-11-30 13:00:00,17.93090909,123.6725,26.4675,
2019-11-30 13:20:00,13.26863636,40.4475,21.935,
2019-11-30 13:40:00,10.82204545,31.5425,20.365,
2019-11-30 14:00:00,8.65,45.24,20.185,
2019-11-30 14:20:00,5.936590909,62.2475,20.83,
2019-11-30 14:40:00,3.654772727,42.9875,20.1475,
2019-11-30 15:00:00,2.780454545,66.5825,20.77,
2019-11-30 15:20:00,3.540909091,32.005,20.09,
2019-11-30 15:40:00,4.344545455,43.0875,19.42,
2019-11-30 16:00:00,4.881136364,17.8375,18.7125,
2019-11-30 16:20:00,6.081590909,12.17,17.6125,
2019-11-30 16:40:00,9.173863636,18.9725,16.9775,
2019-12-10 07:00:00,10.1325,167.905,18.8325,
2019-12-10 07:20:00,11.84022727,153.54,21.6275,
2019-12-10 07:40:00,13.84477273,116.2925,19.6975,
2019-12-10 08:00:00,15.50045455,246.615,22.32,
2019-12-10 08:20:00,18.33227273,539.9075,34.0775,
2019-12-10 08:40:00,20.69704545,227.6425,29.1,
2019-12-10 09:00:00,22.32931818,270.625,25.28,
2019-12-10 09:20:00,23.27954545,315.44,26.9075,
2019-12-10 09:40:00,25.00295455,238.3275,27.9825,
2019-12-10 10:00:00,25.44590909,409.79,30.3425,
2019-12-10 10:20:00,24.08863636,336.3875,29.9,
2019-12-10 10:40:00,24.15386364,376.3575,30.87,
2019-12-10 11:00:00,24.6225,257.6625,26.7625,
2019-12-10 11:20:00,25.79431818,340.6025,28.7725,
2019-12-10 11:40:00,26.52272727,267.7075,31.6225,
2019-12-10 12:00:00,26.88704545,264.355,24.9175,
2019-12-10 12:20:00,28.63431818,193.82,22.995,
2019-12-10 12:40:00,29.91954545,296.455,23.5675,
2019-12-10 13:00:00,30.72477273,430.58,26.345,
2019-12-10 13:20:00,29.74340909,307.5575,22.465,
2019-12-10 13:40:00,28.45840909,283.1925,21.925,
2019-12-10 14:00:00,27.06227273,330.8,24.81,
2019-12-10 14:20:00,26.06204545,315.2175,23.68,
2019-12-10 14:40:00,24.17409091,254.535,22.5775,
2019-12-10 15:00:00,21.12704545,146.0975,20.36,
2019-12-10 15:20:00,19.69068182,81.8275,17.4,
2019-12-10 15:40:00,17.65090909,74.455,16.9075,
2019-12-10 16:00:00,14.15636364,63.715,16.5925,
2019-12-10 16:20:00,10.77863636,55.3725,15.3975,
2019-12-10 16:40:00,8.975,52.2775,15.5075,
2019-12-11 07:00:00,9.631136364,143.1925,17.045,
2019-12-11 07:20:00,11.27136364,163.535,18.8925,
2019-12-11 07:40:00,13.06568182,97.555,18.6925,
2019-12-11 08:00:00,16.68727273,81.35,17.3025,
2019-12-11 08:20:00,19.88727273,131.1125,18.385,
2019-12-11 08:40:00,22.22272727,298.45,20.245,
2019-12-11 09:00:00,24.04136364,322.365,26.79,
2019-12-11 09:20:00,24.44068182,324.2425,28.1125,
2019-12-11 09:40:00,26.17,604.3825,34.18,
2019-12-11 10:00:00,28.84090909,521.53,30.9925,
2019-12-11 10:20:00,30.54,373.9675,27.1175,
2019-12-11 10:40:00,31.19636364,371.2775,31.5075,
2019-12-11 11:00:00,30.93113636,196.105,27.385,
2019-12-11 11:20:00,30.03454545,294.55,26.7175,
2019-12-11 11:40:00,27.57772727,409.2825,29.54,
2019-12-11 12:00:00,25.33045455,341.1525,26.9925,
2019-12-11 12:20:00,24.31113636,387.1325,26.7425,
2019-12-11 12:40:00,25.03886364,293.2175,24.8475,
2019-12-11 13:00:00,25.00386364,210.8775,23.69,
2019-12-11 13:20:00,23.34363636,241.8025,25.7325,
2019-12-11 13:40:00,20.57659091,191.8375,26.46,
2019-12-11 14:00:00,18.31022727,209.54,26.26,
2019-12-11 14:20:00,15.90272727,265.07,28.4625,
2019-12-11 14:40:00,13.98772727,164.885,26.275,
2019-12-11 15:00:00,12.47863636,91.31,22.9625,
2019-12-11 15:20:00,11.08454545,49.6025,20.265,
2019-12-11 15:40:00,10.61863636,51.7375,18.9825,
2019-12-11 16:00:00,11.32727273,69.5375,19.3625,
2019-12-11 16:20:00,10.49181818,38.2225,18.565,
2019-12-11 16:40:00,12.57181818,7.8125,16.7725,
2019-12-12 07:00:00,15.63590909,58.2175,12.6125,
2019-12-12 07:20:00,17.56613636,157.64,14.915,
2019-12-12 07:40:00,19.58681818,477.755,23.495,
2019-12-12 08:00:00,22.76340909,521.1825,30.9225,
2019-12-12 08:20:00,25.075,665.35,39.6175,
2019-12-12 08:40:00,28.55136364,675.87,42.1575,
2019-12-12 09:00:00,30.43022727,412.0175,32.8825,
2019-12-12 09:20:00,33.54909091,364.765,25.4825,
2019-12-12 09:40:00,34.97613636,601.6375,36.38,
2019-12-12 10:00:00,36.08022727,413.2025,35.2975,
2019-12-12 10:20:00,34.65636364,549.4,36.2725,
2019-12-12 10:40:00,31.94681818,350.235,31.53,
2019-12-12 11:00:00,32.44113636,644.575,34.7275,
2019-12-12 11:20:00,36.02,630.035,45.975,
2019-12-12 11:40:00,33.47204545,600.31,38.2375,
2019-12-12 12:00:00,32.18227273,354.9075,34.7775,
2019-12-12 12:20:00,30.22272727,172.2375,24.2275,
2019-12-12 12:40:00,31.37522727,423.9075,29.2975,
2019-12-12 13:00:00,31.13863636,947.735,49.685,
2019-12-12 13:20:00,30.8,139.78,33.7325,
2019-12-12 13:40:00,29.35522727,159.065,24.22,
2019-12-12 14:00:00,28.14113636,177.8375,23.6725,
2019-12-12 14:20:00,27.82545455,265.245,27.3025,
2019-12-12 14:40:00,26.15340909,230.745,27.32,
2019-12-12 15:00:00,20.83068182,226.9625,27.205,
2019-12-12 15:20:00,20.39022727,196.0275,26.18,
2019-12-12 15:40:00,20.58181818,119.6,24.55,
2019-12-12 16:00:00,20.92681818,76.9,21.255,
2019-12-12 16:20:00,20.01045455,108.2475,22.03,
2019-12-12 16:40:00,18.35931818,83.685,21.3325,
2019-12-13 07:00:00,17.61068182,113.11,16.7075,
2019-12-13 07:20:00,19.11363636,322.2775,23.5175,
2019-12-13 07:40:00,21.19795455,392.35,29.0225,
2019-12-13 08:00:00,23.03227273,472.5275,33.425,
2019-12-13 08:20:00,23.81,388.59,33.0975,
2019-12-13 08:40:00,24.00818182,482.445,34.255,
2019-12-13 09:00:00,24.34886364,697.98,43.175,
2019-12-13 09:20:00,24.00840909,544.235,43.095,
2019-12-13 09:40:00,24.17159091,447.5225,37.19,
2019-12-13 10:00:00,23.21159091,316.5325,29.44,
2019-12-13 10:20:00,23.59181818,122.1425,23.1325,
2019-12-13 10:40:00,23.51659091,138.87,23.2425,
2019-12-13 11:00:00,21.08045455,164.6075,24.4025,
2019-12-13 11:20:00,19.42931818,304.345,28.8225,
2019-12-13 11:40:00,18.07386364,226.1775,27.725,
2019-12-13 12:00:00,18.28386364,400.68,33.1475,
2019-12-13 12:20:00,19.13022727,418.55,35.9525,
2019-12-13 12:40:00,20.52704545,196.6425,29.33,
2019-12-13 13:00:00,22.52522727,188.7375,25.11,
2019-12-13 13:20:00,22.88113636,147.36,23.7575,
2019-12-13 13:40:00,22.92022727,222.0775,26.0275,
2019-12-13 14:00:00,21.66977273,188.4875,27.165,
2019-12-13 14:20:00,19.96954545,216.1625,25.365,
2019-12-13 14:40:00,19.22363636,256.6775,28.52,
2019-12-13 15:00:00,18.44431818,206.63,27.555,
2019-12-13 15:20:00,17.55681818,155.0575,24.925,
2019-12-13 15:40:00,16.45363636,133.055,23.1025,
2019-12-13 16:00:00,16.10022727,109.35,21.8725,
2019-12-13 16:20:00,15.08681818,89.1325,21.235,
2019-12-13 16:40:00,13.98727273,79.8125,20.0375,
2019-12-14 07:00:00,13.2,73.3825,14.685,
2019-12-14 07:20:00,13.48477273,183.3475,18.7225,
2019-12-14 07:40:00,14.01090909,243.685,21.6075,
2019-12-14 08:00:00,14.91590909,222.205,24.6525,
2019-12-14 08:20:00,16.5375,302.7675,27.575,
2019-12-14 08:40:00,16.99386364,233.805,26.8175,
2019-12-14 09:00:00,17.15227273,264.835,26.1475,
2019-12-14 09:20:00,16.71340909,272.8475,26.25,
2019-12-14 09:40:00,15.45045455,281.3825,26.9675,
2019-12-14 10:00:00,14.19272727,361.62,28.97,
2019-12-14 10:20:00,12.33409091,165.805,24.5375,
2019-12-14 10:40:00,10.84795455,78.8975,18.915,
2019-12-14 11:00:00,9.288636364,98.2375,19.1275,
2019-12-14 11:20:00,7.725681818,19.5225,16.3775,
2019-12-14 11:40:00,6.874772727,29.3075,13.2275,
2019-12-14 12:00:00,7.203409091,33.5625,12.9075,
2019-12-14 12:20:00,7.702272727,27.15,12.9025,
2019-12-14 12:40:00,7.594772727,47.7775,13.42,
2019-12-14 13:00:00,7.412045455,51.0475,14.0225,
2019-12-14 13:20:00,8.156136364,146.555,15.3125,
2019-12-14 13:40:00,9.803863636,348.13,19.9825,
2019-12-14 14:00:00,11.33318182,231.6475,20.8175,
2019-12-14 14:20:00,12.68113636,66.0775,16.5,
2019-12-14 14:40:00,12.77977273,68.4175,15.7325,
2019-12-14 15:00:00,12.59181818,119.4,15.6975,
2019-12-14 15:20:00,11.92431818,195.28,17.7,
2019-12-14 15:40:00,10.0525,180.2075,19.0625,
2019-12-14 16:00:00,9.530227273,149.965,19.8325,
2019-12-14 16:20:00,9.930454545,56.895,18.3375,
2019-12-14 16:40:00,10.04477273,24.7225,16.2575,
2019-12-15 07:00:00,10.05772727,62.02,14.635,
2019-12-15 07:20:00,9.767954545,126.4425,17.7475,
2019-12-15 07:40:00,9.15,171.715,20.705,
2019-12-15 08:00:00,8.755909091,135.3625,20.74,
2019-12-15 08:20:00,10.42409091,91.09,19.0775,
2019-12-15 08:40:00,12.99409091,119.8075,19.755,
2019-12-15 09:00:00,15.96340909,212.955,22.1475,
