,Fecha,Hora,Potencia [kW],Insolacion [W/m2],Temperatura de modulos [C],Temperatura Ambiente [C],Insolacion media [W/m2]
144,1/01/2020,12:00,59.47,903.07,56.42,19.2892295475,834.4836364
145,1/01/2020,12:05,56.77,853.68,48.74,19.586959087500002,840.3127273
146,1/01/2020,12:10,57.34,862.42,50.55,20.8896920475,764.1581818
147,1/01/2020,12:15,65.18,990.1,47.3,19.98876648,764.17
148,1/01/2020,12:20,64.06,996.91,56.17,19.732561365000002,760.6581818
149,1/01/2020,12:25,28.66,429.46,52.18,19.6406454525,758.3709091
150,1/01/2020,12:30,18.55,266.97,41.31,19.774242615000002,757.5463636
151,1/01/2020,12:35,11.92,157.73,33.08,20.3096659125,733.3054545
152,1/01/2020,12:40,46.58,658.75,31.51,20.680776135000002,704.6345455000001
153,1/01/2020,12:45,75.5,1103.78,45.86,21.5763306825,633.1145455
154,1/01/2020,12:50,74.47,1119.21,54.35,21.645951135,558.5654545
155,1/01/2020,12:55,55.3,894.0,58.13,20.708181817499998,533.4545455
156,1/01/2020,13:00,39.44,587.03,49.26,20.046613635,523.0181818
157,1/01/2020,13:05,36.1,547.04,47.32,19.597828980000003,526.3972727
158,1/01/2020,13:10,15.88,203.38,38.8,20.1804784125,489.0236364
159,1/01/2020,13:15,13.96,176.87,34.64,20.7761181825,403.1854545
160,1/01/2020,13:20,11.86,153.24,30.83,20.7629778375,314.56636360000005
161,1/01/2020,13:25,11.4,152.17,28.45,20.0764534125,243.88545449999998
162,1/01/2020,13:30,14.82,194.9,27.52,19.4024369325,199.97
163,1/01/2020,13:35,27.14,247.64,28.75,18.78631875,157.14818180000003
164,1/01/2020,13:40,33.79,159.56,28.63,18.07210227,143.9090909
165,1/01/2020,13:45,19.75,144.4,27.35,17.546957385,132.5772727
166,1/01/2020,13:50,11.18,116.51,26.68,17.198094885,124.0372727
167,1/01/2020,13:55,9.24,103.96,26.09,16.98313977,116.70727269999999
168,1/01/2020,14:00,6.92,76.0,25.33,16.9182068175,105.2109091
169,1/01/2020,14:05,4.78,57.75,24.32,16.839828412499998,89.90363636
170,1/01/2020,14:10,4.42,52.22,23.51,16.5909596625,84.15181818
171,1/01/2020,14:15,5.03,59.3,23.13,16.4518431825,77.57454545
172,1/01/2020,14:20,6.23,71.54,23.08,16.298911365000002,72.95636364
173,1/01/2020,14:25,5.86,68.44,23.09,16.1419431825,68.6
174,1/01/2020,14:30,6.96,79.26,22.97,15.871851135,66.52181818
175,1/01/2020,14:35,10.74,96.29,23.24,15.406757384999999,66.52636364
176,1/01/2020,14:40,7.54,72.05,23.32,14.755827270000001,67.24363636
177,1/01/2020,14:45,7.09,65.71,23.04,14.019717615,70.73545455
178,1/01/2020,14:50,6.4,56.04,22.47,15.045643296999998,74.45181818
179,1/01/2020,14:55,5.24,53.14,20.74,14.1762710235,78.58636364
180,1/01/2020,15:00,5.45,57.8,17.5,14.194789776,82.70454545
181,1/01/2020,15:05,5.28,60.11,14.18,13.426320681,83.37363636
182,1/01/2020,15:10,8.05,97.71,13.39,13.97145455,86.32727273
183,1/01/2020,15:15,9.53,112.42,13.29,12.90732045,97.71727273
184,1/01/2020,15:20,11.15,113.92,13.09,11.86227727,111.65272730000001
185,1/01/2020,15:25,11.57,124.56,14.25,11.02663409,126.7009091
186,1/01/2020,15:30,9.31,103.65,14.05,10.71504091,141.9654545
187,1/01/2020,15:35,11.44,104.54,13.8,10.81291364,160.4890909
188,1/01/2020,15:40,31.15,191.0,14.78,11.24298409,177.3790909
189,1/01/2020,15:45,20.26,209.33,15.19,11.85512955,190.5572727
190,1/01/2020,15:50,23.04,218.67,16.1,12.50829773,206.87181819999998
191,1/01/2020,15:55,27.43,225.71,18.69,13.24587273,217.50545449999998
192,1/01/2020,16:00,34.13,263.87,20.86,13.9624,230.8218182
193,1/01/2020,16:05,32.04,283.5,23.23,13.216992957,245.1536364
194,1/01/2020,16:10,32.93,257.38,24.01,13.938463638,257.1272727
195,1/01/2020,16:15,29.9,293.38,25.21,13.9770580705,265.5881818
196,1/01/2020,16:20,26.45,241.53,25.58,14.7547655705,272.3172727
197,1/01/2020,16:25,26.06,250.13,25.96,13.585153980000001,273.9209091
198,1/01/2020,16:30,23.96,262.19,26.09,14.1522306825,265.4345455
199,1/01/2020,16:35,29.87,322.71,27.22,14.593701135,248.1290909
200,1/01/2020,16:40,28.36,302.4,28.27,14.8699619325,229.9081818
201,1/01/2020,16:45,26.74,292.69,28.2,15.012734662499998,209.3990909
202,1/01/2020,16:50,23.98,243.35,27.48,14.973192614999999,193.5972727
203,1/01/2020,16:55,15.43,170.52,26.61,14.723505682499999,175.55454550000002
204,1/01/2020,17:00,9.28,93.14,24.47,14.2841045475,156.4290909
205,1/01/2020,17:05,5.22,56.95,22.55,13.8425130675,132.1536364
206,1/01/2020,17:10,7.15,67.78,21.1,14.950383406,111.81636359999999
207,1/01/2020,17:15,7.91,67.71,20.22,14.131955117499999,92.71363636
208,1/01/2020,17:20,5.75,51.66,16.84,14.094104319,75.23545455
209,1/01/2020,17:25,5.02,51.81,13.86,13.162682043,62.45545455
210,1/01/2020,17:30,4.32,55.68,13.4,13.64513409,54.75545455
211,1/01/2020,17:35,5.72,78.69,12.57,12.77654773,49.84454545
212,1/01/2020,17:40,6.0,82.56,11.83,12.06848636,43.82363636
213,1/01/2020,17:45,3.53,51.09,11.57,11.46697955,37.76272727
214,1/01/2020,17:50,1.87,29.94,11.36,11.15451364,33.15818182
215,1/01/2020,17:55,0.29,8.44,11.36,11.13057955,28.54090909
216,1/01/2020,18:00,0.0,2.93,11.51,11.17084091,23.57272727
360,2/01/2020,6:00,0.0,2.45,9.83,9.950079545,4.559090909
361,2/01/2020,6:05,0.01,3.93,9.89,9.892002273,5.844545455
362,2/01/2020,6:10,0.08,5.98,10.06,9.826163636,7.28
363,2/01/2020,6:15,0.19,8.19,10.18,9.769336363999999,8.883636364
364,2/01/2020,6:20,0.34,10.59,10.09,9.7117,10.84727273
365,2/01/2020,6:25,0.54,13.52,10.26,9.668186364,12.92545455
366,2/01/2020,6:30,0.67,15.13,10.11,9.612393182,15.61545455
367,2/01/2020,6:35,0.82,16.78,9.96,9.305925,35.05727273
368,2/01/2020,6:40,0.96,18.63,9.94,9.217731817999999,58.92545455
369,2/01/2020,6:45,1.21,22.64,9.94,9.269495455,84.54727273
370,2/01/2020,6:50,1.34,24.34,10.0,9.365702273,111.8918182
371,2/01/2020,6:55,2.14,32.04,10.03,9.420456818,141.00818180000002
372,2/01/2020,7:00,6.91,217.79,12.4,9.472415909,172.2427273
373,2/01/2020,7:05,9.65,268.53,16.31,9.573993182,205.3754545
374,2/01/2020,7:10,10.84,290.03,18.5,9.780018182000001,240.7927273
375,2/01/2020,7:15,12.38,311.38,19.42,10.06717273,278.1854545
376,2/01/2020,7:20,14.02,333.8,19.67,10.41644318,317.65
377,2/01/2020,7:25,15.88,358.71,20.13,10.85361136,358.54636360000006
378,2/01/2020,7:30,17.63,381.24,21.1,11.70841591,384.0245455
379,2/01/2020,7:35,19.73,408.22,22.92,12.52554773,406.2445455
380,2/01/2020,7:40,21.38,433.96,24.41,13.26182727,428.76
381,2/01/2020,7:45,23.34,458.45,25.78,12.608474318999999,450.8972727
382,2/01/2020,7:50,25.32,481.9,27.21,13.351211595,473.4827273
383,2/01/2020,7:55,26.74,498.05,29.51,14.146377957,495.9663636
384,2/01/2020,8:00,27.89,512.95,32.02,14.172525226500001,518.0854545
385,2/01/2020,8:05,29.8,537.7,33.41,14.9798880705,539.7772727000001
386,2/01/2020,8:10,31.16,554.89,34.34,13.885343182500002,560.92
387,2/01/2020,8:15,32.99,582.24,35.58,14.582026702500002,581.8190909
388,2/01/2020,8:20,34.73,606.03,36.65,15.3004670475,602.4236364
389,2/01/2020,8:25,36.32,624.55,38.3,15.9022909125,623.7236364
390,2/01/2020,8:30,37.7,646.83,39.93,16.314436365,645.6581818
391,2/01/2020,8:35,39.29,666.53,40.6,16.573355115,666.5590909
392,2/01/2020,8:40,40.69,688.34,42.32,16.8953846625,687.5736364
393,2/01/2020,8:45,41.81,708.55,43.98,17.1588119325,707.6609091
394,2/01/2020,8:50,43.44,732.35,44.78,17.3840625,726.5909091
395,2/01/2020,8:55,44.88,754.23,44.7,17.5220795475,744.8909091
396,2/01/2020,9:00,45.89,767.61,43.53,17.6225982975,762.9263636
397,2/01/2020,9:05,47.16,786.05,45.42,17.7601005675,781.1190909
398,2/01/2020,9:10,48.62,803.2,45.52,17.9174232975,798.45
399,2/01/2020,9:15,49.33,814.26,45.68,18.073936365,814.8945455
400,2/01/2020,9:20,50.39,825.85,45.86,18.2208443175,830.0527272999999
401,2/01/2020,9:25,51.76,845.22,46.86,18.494261932500002,844.73
402,2/01/2020,9:30,52.96,866.65,48.12,18.7837619325,859.7845455
403,2/01/2020,9:35,53.65,878.98,49.87,18.78444375,874.6936364000001
404,2/01/2020,9:40,54.53,889.44,51.25,18.78374148,889.5045455000001
405,2/01/2020,9:45,55.24,899.09,51.52,18.8565767025,903.2954545
406,2/01/2020,9:50,56.42,915.68,53.15,19.138944885,917.2081818
407,2/01/2020,9:55,57.76,933.21,52.33,19.4479857975,932.9681818
408,2/01/2020,10:00,59.06,950.05,49.94,20.0366318175,926.3781818
409,2/01/2020,10:05,60.14,966.12,49.99,19.8102170475,937.2236364
410,2/01/2020,10:10,60.2,965.96,50.92,19.757123865,950.0127273
411,2/01/2020,10:15,60.5,978.89,54.21,19.779446587499997,962.2527273000001
412,2/01/2020,10:20,63.04,1018.58,56.16,19.779402270000002,976.7672727
413,2/01/2020,10:25,53.41,794.16,54.76,19.9209869325,992.6463636
414,2/01/2020,10:30,65.1,998.28,49.83,20.443411365000003,1002.92
415,2/01/2020,10:35,64.55,1030.12,54.34,20.76445398,1015.6518179999999
416,2/01/2020,10:40,64.84,1033.73,55.55,20.633428979999998,1029.640909
417,2/01/2020,10:45,67.38,1075.34,57.54,20.300585797500002,1045.448182
418,2/01/2020,10:50,69.58,1107.88,59.21,20.152903979999998,1041.302727
419,2/01/2020,10:55,66.85,1063.06,60.71,19.7215875,1066.710909
420,2/01/2020,11:00,69.47,1106.17,58.55,19.911785797500002,1073.39
421,2/01/2020,11:05,70.91,1119.84,53.23,20.0545721625,1079.128182
422,2/01/2020,11:10,72.4,1152.77,54.11,20.2394130675,1084.546364
423,2/01/2020,11:15,59.57,972.98,52.74,20.421022162499998,1088.27
424,2/01/2020,11:20,68.4,1073.65,56.12,20.4667806825,1089.4563640000001
425,2/01/2020,11:25,68.56,1071.75,54.64,20.278494885,1090.6845449999998
426,2/01/2020,11:30,69.31,1093.24,58.17,20.23194375,1089.966364
427,2/01/2020,11:35,69.35,1093.33,59.9,20.3270028375,1091.340909
428,2/01/2020,11:40,70.43,1116.3,61.33,21.260275567500003,1031.413636
429,2/01/2020,11:45,70.93,1120.93,60.24,21.52204602,972.6390909
430,2/01/2020,11:50,69.06,1076.57,58.32,21.36485625,914.6736364
431,2/01/2020,11:55,70.27,1098.27,57.65,20.74296648,916.6936364000001
432,2/01/2020,12:00,72.92,1134.96,55.04,20.53791477,921.4454545
433,2/01/2020,12:05,31.79,493.57,49.67,20.2537994325,913.6009091
434,2/01/2020,12:10,29.57,326.46,38.8,20.2607642025,872.6681818
435,2/01/2020,12:15,32.15,436.03,36.28,20.558865337500002,786.6445455
436,2/01/2020,12:20,74.24,1093.97,46.13,20.32212273,721.0981818
437,2/01/2020,12:25,75.12,1145.51,56.6,20.147007952499997,640.0018182
438,2/01/2020,12:30,64.63,1007.04,53.36,19.723510230000002,575.5763636
439,2/01/2020,12:35,42.1,666.04,49.05,18.9964875,566.9581818
440,2/01/2020,12:40,13.07,174.67,38.59,18.24353523,596.7872727000001
441,2/01/2020,12:45,25.51,355.56,35.02,17.99764602,649.3372727000001
442,2/01/2020,12:50,15.56,206.21,30.55,19.13312898,600.2009091
443,2/01/2020,12:55,30.66,426.28,29.34,19.5223005675,525.4972726999999
444,2/01/2020,13:00,27.4,398.77,36.4,19.197772162499998,506.4881818
445,2/01/2020,13:05,47.47,654.58,36.78,19.334386365,484.3272727
446,2/01/2020,13:10,69.54,1014.08,48.57,19.208976135,483.2672727
447,2/01/2020,13:15,41.89,553.47,47.92,19.385849999999998,462.9890909
448,2/01/2020,13:20,29.62,323.77,39.71,19.4141607975,458.6081818
449,2/01/2020,13:25,59.78,797.94,42.85,19.863988635,435.14545449999997
450,2/01/2020,13:30,45.74,422.27,44.35,19.715669317499998,416.1218182
451,2/01/2020,13:35,13.97,163.01,36.43,19.994062500000002,375.6818182
452,2/01/2020,13:40,10.52,132.5,31.48,20.084901135000003,304.0709091
453,2/01/2020,13:45,12.37,158.02,29.64,19.449167047499998,274.7290909
454,2/01/2020,13:50,17.95,168.19,28.84,18.993230115,264.5045455
455,2/01/2020,13:55,46.85,189.51,28.47,19.214311365,210.5127273
456,2/01/2020,14:00,63.1,209.74,28.63,18.6138579525,189.9727273
457,2/01/2020,14:05,48.65,226.36,28.24,17.9890619325,199.4063636
458,2/01/2020,14:10,46.0,230.71,29.72,17.72963352,205.2409091
459,2/01/2020,14:15,27.29,211.3,29.93,17.5801704525,200.81818180000002
460,2/01/2020,14:20,23.42,204.03,29.76,17.387761365,195.8
461,2/01/2020,14:25,32.68,196.33,29.33,17.27060625,187.72818180000002
462,2/01/2020,14:30,51.48,266.78,30.12,17.10955398,181.95
463,2/01/2020,14:35,52.6,196.68,29.44,17.063386365,175.5272727
464,2/01/2020,14:40,28.03,109.37,26.11,16.945738634999998,166.0909091
465,2/01/2020,14:45,9.29,112.99,24.5,16.7710909125,156.1454545
466,2/01/2020,14:50,10.02,100.72,24.31,16.5522528375,149.63181819999997
467,2/01/2020,14:55,13.21,146.18,24.52,16.38925398,141.9645455
468,2/01/2020,15:00,19.74,155.71,25.62,16.28001477,126.43454550000001
469,2/01/2020,15:05,30.67,126.91,25.14,16.098211365,114.6872727
470,2/01/2020,15:10,24.37,101.9,24.36,15.918115912500001,112.4109091
471,2/01/2020,15:15,12.11,132.38,24.58,15.8262255675,111.2463636
472,2/01/2020,15:20,12.16,111.99,24.62,15.7356204525,110.9781818
473,2/01/2020,15:25,18.85,95.95,23.82,15.687294885,110.01545449999999
474,2/01/2020,15:30,15.52,67.46,23.22,15.55268352,110.42636359999999
475,2/01/2020,15:35,10.49,84.33,22.78,15.467480115,112.17727269999999
476,2/01/2020,15:40,10.01,100.18,22.8,15.43050852,114.8954545
477,2/01/2020,15:45,13.33,97.77,22.9,15.44623977,114.4963636
478,2/01/2020,15:50,28.07,135.59,23.52,15.411548865,113.43454550000001
479,2/01/2020,15:55,22.13,160.23,23.77,15.370217047499999,113.5872727
480,2/01/2020,16:00,12.91,146.17,24.42,13.797322157249999,113.9
481,2/01/2020,16:05,17.27,131.8,24.64,15.3219630675,112.78636359999999
482,2/01/2020,16:10,24.94,127.99,24.69,15.3447596625,110.3918182
483,2/01/2020,16:15,19.19,100.31,23.79,15.376588635000001,108.3527273
484,2/01/2020,16:20,18.8,97.63,23.26,15.420390337499999,103.41909090000001
485,2/01/2020,16:25,16.82,70.9,22.73,15.479901135,97.52545455
486,2/01/2020,16:30,15.82,72.08,22.32,15.434834662500002,95.47909091
487,2/01/2020,16:35,12.2,73.84,22.41,15.3870528375,94.12636364
488,2/01/2020,16:40,13.15,75.34,22.75,13.797322157249999,92.44545455
489,2/01/2020,16:45,12.72,81.32,22.67,15.2834454525,92.53818182
490,2/01/2020,16:50,12.55,95.4,22.86,15.23668125,92.88818182
491,2/01/2020,16:55,13.07,123.66,23.14,15.1656221625,94.35
492,2/01/2020,17:00,12.49,116.92,23.53,15.130271587500001,94.57636364
493,2/01/2020,17:05,11.62,109.5,23.35,15.0519392025,96.49
494,2/01/2020,17:10,10.31,101.33,23.13,14.97977727,98.20363636
495,2/01/2020,17:15,9.22,101.48,22.68,14.962194885,96.80818182
496,2/01/2020,17:20,7.46,86.98,22.13,14.9596875,91.04545455
497,2/01/2020,17:25,6.12,74.57,21.87,14.957682952499999,81.42363636
498,2/01/2020,17:30,7.44,94.89,21.84,14.877519885000002,71.82272727
499,2/01/2020,17:35,7.37,94.19,22.21,14.7528068175,62.2
500,2/01/2020,17:40,4.99,65.97,21.99,14.59862898,53.14636364
501,2/01/2020,17:45,2.33,32.01,21.08,14.4364431825,44.01818182
502,2/01/2020,17:50,1.06,17.82,20.2,14.256671587500001,36.20545455
503,2/01/2020,17:55,0.54,11.31,19.45,14.0631579525,29.52181818
504,2/01/2020,18:00,0.02,3.65,18.61,13.918634662499999,20.99181818
648,3/01/2020,6:00,0.0,1.91,9.38,9.325336364,4.665454545
649,3/01/2020,6:05,0.0,3.68,9.17,9.242586364,6.22
650,3/01/2020,6:10,0.07,5.72,9.11,9.128618182,8.116363636
651,3/01/2020,6:15,0.22,8.39,9.05,9.012315909,10.79181818
652,3/01/2020,6:20,0.4,11.57,9.02,8.909006818,14.15181818
653,3/01/2020,6:25,0.6,14.82,9.12,8.829118182,17.55272727
654,3/01/2020,6:30,0.82,18.1,9.18,8.764897727000001,21.90454545
655,3/01/2020,6:35,1.07,21.87,9.3,8.552097727,38.37
656,3/01/2020,6:40,1.6,30.44,9.49,8.494831818,59.03090909
657,3/01/2020,6:45,2.04,37.99,9.76,8.572947727,81.97545455
658,3/01/2020,6:50,2.06,38.59,9.85,8.738659091,106.9909091
659,3/01/2020,6:55,2.98,49.78,9.99,8.965052273,133.7336364
660,3/01/2020,7:00,6.31,184.8,11.81,9.214979545,161.8354545
661,3/01/2020,7:05,8.11,232.99,14.73,9.436472727,191.66545449999998
662,3/01/2020,7:10,9.76,260.78,16.85,9.731743182,223.2754545
663,3/01/2020,7:15,11.35,286.74,18.41,10.13818409,256.0990909
664,3/01/2020,7:20,13.0,308.99,19.7,10.64475909,291.1327273
665,3/01/2020,7:25,14.76,327.22,20.43,11.21201364,327.4309091
666,3/01/2020,7:30,16.49,350.0,20.76,12.03215,353.74
667,3/01/2020,7:35,18.32,378.15,22.3,12.90957045,377.2718182
668,3/01/2020,7:40,19.79,399.05,24.16,13.76201818,400.35636360000007
669,3/01/2020,7:45,21.72,423.96,26.02,13.108326137999999,423.0318182
670,3/01/2020,7:50,23.63,449.06,27.21,13.842443862,445.5027273
671,3/01/2020,7:55,25.45,474.2,28.79,13.781786023499999,468.19
672,3/01/2020,8:00,26.83,491.84,31.5,14.577872844,491.1245455
