,Fecha,Hora,Potencia [kW],Insolacion [W/m2],Temperatura de modulos [C],Temperatura ambiente [C],Insolacion media [W/m2],Temp Ambiente [C]
97,1/10/2019,14:05,28.44,336.08,45.48,19.472563635,484.3054545,19.472563635
98,1/10/2019,14:10,7.44,86.33,31.92,19.2281454525,451.8254545,19.2281454525
99,1/10/2019,14:15,11.45,107.25,26.29,19.1254755675,382.9190909,19.1254755675
100,1/10/2019,14:20,15.02,113.11,24.18,18.61868523,316.41636360000007,18.61868523
101,1/10/2019,14:25,24.05,162.41,24.8,18.0279119325,252.7954545,18.0279119325
102,1/10/2019,14:30,29.38,206.01,25.82,17.450611365,184.7527273,17.450611365
103,1/10/2019,14:35,47.88,251.87,28.48,16.3707,168.8145455,16.3707
104,1/10/2019,14:40,18.1,186.64,26.62,15.7797375,172.3763636,15.7797375
105,1/10/2019,14:45,25.46,216.55,25.63,15.573651135,169.7072727,15.573651135
106,1/10/2019,14:50,37.34,211.47,26.72,15.4721880675,165.1390909,15.4721880675
107,1/10/2019,14:55,25.24,154.56,25.89,15.431330114999998,156.47545449999996,15.431330114999998
108,1/10/2019,15:00,38.74,160.76,24.82,15.37517898,144.95,15.37517898
109,1/10/2019,15:05,24.8,125.51,24.33,15.1901744325,132.2009091,15.1901744325
110,1/10/2019,15:10,7.63,77.89,22.46,14.9819403375,128.6772727,14.9819403375
111,1/10/2019,15:15,6.37,62.86,21.31,14.88752898,122.0481818,14.88752898
112,1/10/2019,15:20,8.6,67.11,21.58,14.738788635,112.7309091,14.738788635
113,1/10/2019,15:25,11.44,79.23,21.51,14.55773523,106.4018182,14.55773523
114,1/10/2019,15:30,9.68,111.63,21.91,14.44036875,96.22454545,14.44036875
115,1/10/2019,15:35,13.45,147.88,22.5,14.2746920475,87.79454545,14.2746920475
116,1/10/2019,15:40,28.36,143.63,22.24,14.1370857975,82.46636364,14.1370857975
117,1/10/2019,15:45,21.24,108.98,21.72,14.067792614999998,78.22272727,14.067792614999998
118,1/10/2019,15:50,7.5,84.94,21.32,13.9658642025,73.51181818,13.9658642025
119,1/10/2019,15:55,4.18,48.81,20.02,13.85083125,67.71727273,13.85083125
120,1/10/2019,16:00,3.41,32.78,19.35,13.7443568175,59.09454545,13.7443568175
121,1/10/2019,16:05,1.44,19.28,18.83,13.6497494325,47.25181818,13.6497494325
122,1/10/2019,16:10,1.03,16.18,19.01,13.5593096625,35.86818182,13.5593096625
123,1/10/2019,16:15,0.92,15.29,18.66,15.241593406000002,27.72181818,15.241593406000002
124,1/10/2019,16:20,0.94,15.49,18.07,15.089737047,22.74727273,15.089737047
125,1/10/2019,16:25,1.06,16.78,17.74,14.964665344,21.48636364,14.964665344
126,1/10/2019,16:30,1.78,17.61,17.53,14.872069429499998,21.31545455,14.872069429499998
127,1/10/2019,16:35,1.36,18.41,17.47,14.818645000000002,21.68363636,14.818645000000002
128,1/10/2019,16:40,2.29,19.37,17.63,14.758024547,22.39272727,14.758024547
129,1/10/2019,16:45,5.36,30.22,17.85,14.7073510235,23.86636364,14.7073510235
130,1/10/2019,16:50,5.98,34.94,18.02,14.6794111325,25.62363636,14.6794111325
131,1/10/2019,16:55,4.98,30.9,18.1,14.662217952999999,26.26,14.662217952999999
132,1/10/2019,17:00,3.23,23.33,18.25,14.6211861325,26.29636364,14.6211861325
133,1/10/2019,17:05,2.72,23.98,18.44,14.556282844000002,25.86636364,14.556282844000002
134,1/10/2019,17:10,3.48,31.5,18.45,14.4650276175,25.01,14.4650276175
135,1/10/2019,17:15,3.13,34.82,18.24,14.384706476500002,22.82636364,14.384706476500002
136,1/10/2019,17:20,1.68,23.78,17.71,14.316325906,20.03272727,14.316325906
137,1/10/2019,17:25,1.15,18.01,17.01,14.241193632499998,17.46181818,14.241193632499998
138,1/10/2019,17:30,0.78,13.68,16.5,14.1557647735,15.46363636,14.1557647735
139,1/10/2019,17:35,0.42,9.95,16.19,14.0714969295,13.38272727,14.0714969295
140,1/10/2019,17:40,0.13,6.2,16.15,13.986230344,10.61727273,13.986230344
141,1/10/2019,17:45,0.05,4.21,16.29,13.920361132499998,7.550909091,13.920361132499998
142,1/10/2019,17:50,0.0,2.62,16.35,13.895941023499999,5.488181817999999,13.895941023499999
143,1/10/2019,17:55,0.0,1.35,16.54,13.931102046999998,3.950909091,13.931102046999998
145,2/10/2019,6:00,0.52,13.08,9.66,9.247493182000001,16.52090909,9.247493182000001
146,2/10/2019,6:05,0.86,18.34,9.78,9.214440909,20.89636364,9.214440909
147,2/10/2019,6:10,1.28,24.47,9.88,9.241031818,25.71454545,9.241031818
148,2/10/2019,6:15,1.55,28.29,10.21,9.337520455,30.80090909,9.337520455
149,2/10/2019,6:20,2.03,34.99,10.52,9.423404545,36.07454545,9.423404545
150,2/10/2019,6:25,2.56,42.78,10.43,9.521211364,41.90636364,9.521211364
151,2/10/2019,6:30,2.98,49.21,10.56,9.629695455,48.54,9.629695455
152,2/10/2019,6:35,3.36,54.44,11.0,9.792,55.2,9.792
153,2/10/2019,6:40,3.7,58.77,11.59,9.967090909,61.89090909,9.967090909
154,2/10/2019,6:45,4.03,63.27,11.67,10.13157955,68.86818182,10.13157955
155,2/10/2019,6:50,4.75,73.33,12.11,10.34160227,76.40454545,10.34160227
156,2/10/2019,6:55,5.63,86.05,12.86,10.47951136,92.15,10.47951136
157,2/10/2019,7:00,6.1,91.6,13.58,10.78671818,114.3672727,10.78671818
158,2/10/2019,7:05,6.64,98.07,13.83,11.22832727,140.16,11.22832727
159,2/10/2019,7:10,7.15,105.04,14.13,11.74245909,166.8527273,11.74245909
160,2/10/2019,7:15,8.28,117.89,15.11,12.37407045,196.0172727,12.37407045
161,2/10/2019,7:20,12.54,215.98,16.71,13.02766818,230.3327273,13.02766818
162,2/10/2019,7:25,17.41,293.6,20.66,13.77059545,265.5981818,13.77059545
163,2/10/2019,7:30,20.23,338.16,23.66,13.121414999999999,297.1145455,13.121414999999999
164,2/10/2019,7:35,21.79,352.39,25.32,13.6815075,336.3027273,13.6815075
165,2/10/2019,7:40,24.1,384.08,27.44,13.647712047,371.3472727,13.647712047
166,2/10/2019,7:45,28.51,450.8,29.68,14.5099848825,402.69,14.5099848825
167,2/10/2019,7:50,30.28,473.97,31.7,13.5390920475,423.0963636,13.5390920475
168,2/10/2019,7:55,28.63,438.28,32.01,14.1507221625,426.83,14.1507221625
169,2/10/2019,8:00,33.72,529.14,32.53,14.5344579525,439.3981818,14.5344579525
170,2/10/2019,8:05,30.12,490.53,34.13,15.09332727,426.1527273,15.09332727
171,2/10/2019,8:10,30.88,462.66,35.75,15.328655115,413.4536364,15.328655115
172,2/10/2019,8:15,29.18,440.45,33.68,15.0544193175,429.0309091,15.0544193175
173,2/10/2019,8:20,21.18,334.67,30.76,15.310663635,428.2763636,15.310663635
174,2/10/2019,8:25,31.56,476.41,33.09,15.392330115,408.5481818,15.392330115
175,2/10/2019,8:30,14.5,206.69,29.51,15.4114107975,383.2263636,15.4114107975
176,2/10/2019,8:35,17.69,244.39,27.05,15.2327130675,362.9318182,15.2327130675
177,2/10/2019,8:40,42.4,622.15,30.37,14.788425,358.6218182,14.788425
178,2/10/2019,8:45,32.1,465.67,35.23,14.325686932500002,371.2063636,14.325686932500002
179,2/10/2019,8:50,16.8,221.27,27.24,14.294011365,365.0727273,14.294011365
180,2/10/2019,8:55,18.72,250.6,25.15,14.149264770000002,358.1072727,14.149264770000002
181,2/10/2019,9:00,19.7,267.29,25.37,13.78649148,363.7954545,13.78649148
182,2/10/2019,9:05,30.14,415.25,27.93,14.886442156,409.4609091,14.886442156
183,2/10/2019,9:10,40.25,578.88,30.7,13.7239619325,405.1081818,13.7239619325
184,2/10/2019,9:15,20.04,267.2,28.44,13.818519885,395.8954545,13.818519885
185,2/10/2019,9:20,30.14,399.79,28.86,14.0197704525,400.7163636,14.0197704525
186,2/10/2019,9:25,19.52,269.26,25.91,14.3693642025,396.4936364,14.3693642025
187,2/10/2019,9:30,53.35,746.71,31.31,14.5331181825,390.6036364,14.5331181825
188,2/10/2019,9:35,42.25,574.27,37.69,14.6734329525,371.9327273,14.6734329525
189,2/10/2019,9:40,26.46,364.33,33.83,14.72465625,347.8954545,14.72465625
190,2/10/2019,9:45,20.58,274.3,31.65,14.538613635,345.3454545,14.538613635
191,2/10/2019,9:50,15.55,204.15,29.0,14.5808420475,330.7690909,14.5808420475
192,2/10/2019,9:55,15.97,202.5,25.99,14.28542727,355.8690909,14.28542727
193,2/10/2019,10:00,16.75,209.87,24.34,14.783469885,339.2918182,14.783469885
194,2/10/2019,10:05,23.84,314.47,24.18,14.708507385,330.5627273,14.708507385
195,2/10/2019,10:10,18.55,239.15,24.94,14.3963590875,341.79636360000006,14.3963590875
