,Fecha,Hora,Potencia [kW],Insolacion [W/m2],Temperatura de modulos [C],Temperatura ambiente [C],Insolacion media [W/m2],Temp Ambiente [C]
61,1/06/2020,11:05,24.65,405.04,33.43,16.785339202499998,385.1736364,16.785339202499998
62,1/06/2020,11:10,24.62,404.64,33.85,17.440150567499998,370.0863636,17.440150567499998
63,1/06/2020,11:15,23.81,387.07,34.03,17.942001134999995,343.9690909,17.942001134999995
64,1/06/2020,11:20,23.34,382.33,34.8,18.1447482975,315.7918182,18.1447482975
65,1/06/2020,11:25,23.68,384.08,35.24,18.0677318175,291.2945455,18.0677318175
66,1/06/2020,11:30,17.11,264.29,34.79,18.0649943175,267.7909091,18.0649943175
67,1/06/2020,11:35,9.61,149.07,31.82,18.0511806825,245.4854545,18.0511806825
68,1/06/2020,11:40,8.16,122.97,28.89,18.00124602,225.1627273,18.00124602
69,1/06/2020,11:45,9.11,133.15,27.0,17.8747056825,208.2236364,17.8747056825
70,1/06/2020,11:50,10.46,154.68,26.02,17.572523865,198.8418182,17.572523865
71,1/06/2020,11:55,10.88,158.38,26.09,17.196351135,200.4854545,17.196351135
72,1/06/2020,12:00,11.02,159.68,26.48,16.3997880675,243.0736364,16.3997880675
73,1/06/2020,12:05,11.71,181.09,26.97,16.4276607975,272.8627273,16.4276607975
74,1/06/2020,12:10,13.03,200.74,27.05,16.78232898,285.0881818,16.78232898
75,1/06/2020,12:15,18.0,279.13,27.53,16.9267619325,290.9118182,16.9267619325
76,1/06/2020,12:20,25.44,402.16,30.22,16.382094885,302.51,16.382094885
77,1/06/2020,12:25,44.66,732.76,35.99,16.0121931825,314.1636364,16.0121931825
78,1/06/2020,12:30,27.94,476.75,41.24,15.6889329525,324.8781818,15.6889329525
79,1/06/2020,12:35,16.62,257.45,37.79,15.38050398,339.2372727,15.38050398
80,1/06/2020,12:40,12.96,197.21,30.88,15.16240227,352.2581818,15.16240227
81,1/06/2020,12:45,18.07,282.26,21.54,15.199569885,351.1172727,15.199569885
