,Fecha,Hora,Energia [kWh],Irradiacion [Wh/m2],Irradiacion extraterrestre [Wh/m2]
394,9/11/2019,11:00,24.65083333,291.4908333,1245.9446169999999
395,9/11/2019,12:00,16.76083333,217.17833330000002,1291.085757
396,9/11/2019,13:00,11.37,140.4325,1245.9446169999999
397,9/11/2019,14:00,18.69666667,221.25666669999998,1113.597491
398,9/11/2019,15:00,11.70416667,139.01,903.0636159
399,9/11/2019,16:00,3.754166667,50.54666667,628.6905283
400,10/11/2019,7:00,24.185,431.5,308.31345
401,10/11/2019,8:00,33.43166667,503.22333330000004,627.4945042
402,10/11/2019,9:00,42.01333333,591.4175,901.5814892000001
403,10/11/2019,10:00,23.24583333,292.0466667,1111.8958300000002
404,10/11/2019,11:00,66.8625,960.6933332999998,1244.104951
405,10/11/2019,12:00,18.2875,236.3483333,1289.1990210000001
406,10/11/2019,13:00,9.2875,109.555,1244.104951
407,10/11/2019,14:00,2.929166667,37.77666667,1111.8958300000002
408,10/11/2019,15:00,0.786666667,14.83416667,901.5814892000001
409,10/11/2019,16:00,0.9675,16.13,627.4945042
410,11/11/2019,7:00,8.235,104.3816667,307.4614148
411,11/11/2019,8:00,18.33166667,227.50666669999998,626.3097616
412,11/11/2019,9:00,34.90666667,452.45583330000005,900.1110443
413,11/11/2019,10:00,44.13833333,598.3366667,1110.206158
414,11/11/2019,11:00,30.21,362.0341667,1242.277467
415,11/11/2019,12:00,38.64416667,501.24166669999994,1287.324532
416,11/11/2019,13:00,38.07,249.5466667,1242.277467
417,11/11/2019,14:00,30.48083333,236.51,1110.206158
418,11/11/2019,15:00,3.056666667,43.465,900.1110443
419,11/11/2019,16:00,0.85,17.5,626.3097616
420,12/11/2019,7:00,10.84583333,134.7608333,306.6208919
421,12/11/2019,8:00,13.74666667,170.3041667,625.1375208
422,12/11/2019,9:00,33.21083333,416.9966667,898.6539508
423,12/11/2019,10:00,34.15333333,422.25833330000006,1108.530489
424,12/11/2019,11:00,26.735,299.9791667,1240.464397
425,12/11/2019,12:00,28.20833333,340.5008333,1285.464596
426,12/11/2019,13:00,17.38,214.8391667,1240.464397
427,12/11/2019,14:00,25.255,213.165,1108.530489
428,12/11/2019,15:00,6.0125,64.21666667,898.6539508
429,12/11/2019,16:00,2.72,38.52416667,625.1375208
430,13/11/2019,7:00,5.82,75.34333333,305.7925708
431,13/11/2019,8:00,20.10833333,263.1283333,623.9789913
432,13/11/2019,9:00,23.835,305.4533333,897.211865
433,13/11/2019,10:00,1.170833333,21.63166667,1106.870823
434,13/11/2019,11:00,8.52,106.96666670000002,1238.667954
435,13/11/2019,12:00,2.4325,33.40083333,1283.621501
436,13/11/2019,13:00,6.128333333,76.91333333,1238.667954
437,13/11/2019,14:00,8.295,89.875,1106.870823
438,13/11/2019,15:00,2.238333333,30.7225,897.211865
439,13/11/2019,16:00,0.545,11.12166667,623.9789913
440,14/11/2019,7:00,15.8075,261.6266667,304.97713280000005
