Fecha,Hora,Potencia [kW],Insolaci½n [W/mì],Temperatura de modulos [C],Temperatura Ambiente [C]
12/05/2019,07:05:00 AM,13.12,319.17,20.51,10.45588182
12/05/2019,07:10:00 AM,15.3,345.65,22.57,11.02914091
12/05/2019,07:15:00 AM,17.16,371.45,24.25,12.19979545
12/05/2019,07:20:00 AM,18.8,394.13,24.97,12.65956136
12/05/2019,07:25:00 AM,20.39,417.5,27.27,13.28110909
12/05/2019,07:30:00 AM,22.18,439.5,28.97,14.00789318
12/05/2019,07:35:00 AM,24.54,470.02,30.54,14.83542955
12/05/2019,07:40:00 AM,17.41,322.21,29.12,15.58173636
12/05/2019,07:45:00 AM,30.06,548.99,31.06,16.28375
12/05/2019,07:50:00 AM,30.84,558.6,33.61,16.97999091
12/05/2019,07:55:00 AM,30.95,552.57,35.26,17.74185682
12/05/2019,08:00:00 AM,32.18,569.85,37.76,18.67886136
12/05/2019,08:05:00 AM,34.68,606.9,39.27,19.06604318
12/05/2019,08:10:00 AM,36.55,629.23,40.35,19.49484091
12/05/2019,08:15:00 AM,38.89,659.71,41.26,19.8761
12/05/2019,08:20:00 AM,38.48,647.33,43.12,20.29277727
12/05/2019,08:25:00 AM,34.51,570.36,43.53,20.611175
12/05/2019,08:30:00 AM,36.76,604.82,39.18,19.90487273
12/05/2019,08:35:00 AM,36.37,587.54,42.46,19.59600909
12/05/2019,08:40:00 AM,48.77,806.41,43.62,19.46149091
12/05/2019,08:45:00 AM,46.99,776.34,45.27,19.58470909
12/05/2019,08:50:00 AM,32.96,533.42,38.14,19.68574545
12/05/2019,08:55:00 AM,55.1,887.06,40.3,19.43217955
12/05/2019,09:00:00 AM,53.51,865.9,44.29,19.56927955
12/05/2019,09:05:00 AM,53.05,863.99,46.5,20.04164773
12/05/2019,09:10:00 AM,52.69,865.39,49.3,19.42857045
12/05/2019,09:15:00 AM,49.36,840.21,50.5,18.97013409
12/05/2019,09:20:00 AM,58.14,940.49,52.77,18.27115682
12/05/2019,09:25:00 AM,62.15,1007.34,53.77,18.28639545
12/05/2019,09:30:00 AM,40.61,625.2,48.88,17.96427273
12/05/2019,09:35:00 AM,67.81,1064.99,45.28,17.39511591
12/05/2019,09:40:00 AM,54.28,846.58,42.51,16.80765227
12/05/2019,09:45:00 AM,55.75,850.92,40.77,16.06359091
12/05/2019,09:50:00 AM,68.09,1066.21,46.29,15.14444091
12/05/2019,09:55:00 AM,61.46,913.08,42.28,14.63572727
12/05/2019,10:00:00 AM,61.67,920.32,42.07,13.83314773
12/05/2019,10:05:00 AM,54.46,834.07,41.82,14.59519318
12/05/2019,10:10:00 AM,57.14,910.2,44.59,15.03062273
12/05/2019,10:15:00 AM,66.1,1032.51,45.65,15.47138864
12/05/2019,10:20:00 AM,65.66,1035.52,49.09,15.37859773
12/05/2019,10:25:00 AM,65.58,1029.15,53.18,15.29448182
12/05/2019,10:30:00 AM,65.2,1035.99,52.72,15.26474545
12/05/2019,10:35:00 AM,66.96,1045.05,53.75,15.07547045
12/05/2019,10:40:00 AM,68.06,1053.43,52.2,15.33131136
12/05/2019,10:45:00 AM,69.44,1063.77,45.19,15.85147273
12/05/2019,10:50:00 AM,70.32,1081.55,46.83,16.356725
12/05/2019,10:55:00 AM,72.86,1123,48.33,16.70280682
12/05/2019,11:00:00 AM,76.85,1198.44,51.58,17.16488409
12/05/2019,11:05:00 AM,72.29,1179.3,56.15,17.50674091
12/05/2019,11:10:00 AM,70.27,1115.84,54.08,17.83391364
12/05/2019,11:15:00 AM,67.49,1070.05,55.77,20.18106591
12/05/2019,11:20:00 AM,61.38,952.63,54.5,20.97375455
12/05/2019,11:25:00 AM,52.2,856.21,51.96,22.48005682
12/05/2019,11:30:00 AM,57.76,977.96,55.33,23.33391136
12/05/2019,11:35:00 AM,61,1039.31,55.34,24.42366364
12/05/2019,11:40:00 AM,32.28,514.58,53.16,24.32586364
12/05/2019,11:45:00 AM,54.43,868.64,48.63,25.19313409
12/05/2019,11:50:00 AM,45.04,733.79,52.25,25.111875
12/05/2019,11:55:00 AM,61.3,972.52,53.63,25.60466136
12/05/2019,12:00:00 PM,43.08,621.23,50,24.646925
12/05/2019,12:05:00 PM,72.04,1170.48,54.78,25.2422
12/05/2019,12:10:00 PM,46.68,716.82,53.83,24.20051136
12/05/2019,12:15:00 PM,46.68,707.21,45.63,24.94925682
12/05/2019,12:20:00 PM,21.4,284.19,38.79,24.765875
12/05/2019,12:25:00 PM,52.56,835.04,40.15,25.00555
12/05/2019,12:30:00 PM,27.5,374.14,40.27,24.44959318
12/05/2019,12:35:00 PM,33.25,472.69,40.34,25.02160455
12/05/2019,12:40:00 PM,17.8,233.68,36.23,24.20794091
12/05/2019,12:45:00 PM,17.75,231.55,33.91,24.26532955
12/05/2019,12:50:00 PM,18.43,240.63,32.48,23.45880682
12/05/2019,12:55:00 PM,17.8,221.4,30.89,24.25113182
12/05/2019,01:00:00 PM,17.54,223.03,30.28,23.89906591
12/05/2019,01:05:00 PM,22.63,282.06,30.75,23.63373182
12/05/2019,01:10:00 PM,14.04,185.94,29.32,23.01345227
12/05/2019,01:15:00 PM,18.25,238.09,28.42,22.57291591
12/05/2019,01:20:00 PM,22.4,257.33,30.09,22.34786818
12/05/2019,01:25:00 PM,14.76,172.07,29.83,22.20892727
12/05/2019,01:30:00 PM,18.11,205.88,28.75,21.81970682
12/05/2019,01:35:00 PM,18.62,198.39,28.26,21.67940227
12/05/2019,01:40:00 PM,41.58,205.27,28.21,21.57923409
12/05/2019,01:45:00 PM,20.26,180.8,28.06,21.59871818
12/05/2019,01:50:00 PM,16.03,146.58,26.93,21.34647273
12/05/2019,01:55:00 PM,67.04,264.92,27.36,20.75820227
12/05/2019,02:00:00 PM,24.32,265.24,28.66,20.49425682
12/05/2019,02:05:00 PM,17.99,206.92,28.9,20.30143409
12/05/2019,02:10:00 PM,12.59,150.88,25.8,19.95552045
12/05/2019,02:15:00 PM,49.27,126.09,23.05,19.43689091
12/05/2019,02:20:00 PM,58.2,176.1,23.49,18.94752273
12/05/2019,02:25:00 PM,42.32,202.6,25.74,18.80543864
12/05/2019,02:30:00 PM,48.4,186.73,25.76,18.58025455
12/05/2019,02:35:00 PM,34.31,216.81,24.78,18.18931591
12/05/2019,02:40:00 PM,20.52,222.49,23.71,17.92735682
12/05/2019,02:45:00 PM,16.02,196.52,23.17,17.83548636
12/05/2019,02:50:00 PM,14.83,181.01,23.07,17.78065455
12/05/2019,02:55:00 PM,12.48,151.61,22.49,17.57171591
12/05/2019,03:00:00 PM,10.99,126.93,22,17.34004773
12/05/2019,03:05:00 PM,9.54,98.62,21.22,17.32294318
12/05/2019,03:10:00 PM,6.89,69.8,20.21,17.45034773
12/05/2019,03:15:00 PM,6.31,65.12,19.28,17.56030227
12/05/2019,03:20:00 PM,9.74,61.01,18.84,17.59965909
12/05/2019,03:25:00 PM,20.38,55.91,18.96,17.572775
12/05/2019,03:30:00 PM,29.09,51.83,19.23,17.49123636
12/05/2019,03:35:00 PM,23.57,49.83,19.5,17.414525
12/05/2019,03:40:00 PM,6.05,39.92,19.29,17.33915682
12/05/2019,03:45:00 PM,4.57,36.92,18.82,17.32939545
12/05/2019,03:50:00 PM,10.01,41.94,18.63,17.32375227
12/05/2019,03:55:00 PM,23.54,50.22,18.61,17.26179318
12/05/2019,04:00:00 PM,24.55,54.43,18.94,17.14855682
12/05/2019,04:05:00 PM,16.06,52.54,18.82,16.99144545
12/05/2019,04:10:00 PM,14.58,38.27,18.3,16.82515682
12/05/2019,04:15:00 PM,7.96,30.92,17.8,16.71433409
12/05/2019,04:20:00 PM,4.69,31.65,17.49,16.65899773
12/05/2019,04:25:00 PM,4.02,32.31,17.35,16.62213864
12/05/2019,04:30:00 PM,3.73,37.16,17.36,16.53970682
12/05/2019,04:35:00 PM,3.85,44.51,17.61,16.44643409
12/05/2019,04:40:00 PM,2.9,39.66,17.69,16.36753409
12/05/2019,04:45:00 PM,2.27,29.9,17.63,16.31699091
12/05/2019,04:50:00 PM,1.73,22.08,17.29,16.28930909
12/05/2019,04:55:00 PM,1.94,22.33,16.99,16.27196136
12/05/2019,05:00:00 PM,2.09,25.34,16.91,16.25965227
12/05/2019,05:05:00 PM,1.91,25.59,17.02,16.23134773
12/05/2019,05:10:00 PM,1.56,20.95,16.92,16.16406591
12/05/2019,05:15:00 PM,1.24,18.25,16.75,16.05116591
12/05/2019,05:20:00 PM,0.96,15.72,16.62,15.92863182
12/05/2019,05:25:00 PM,0.62,11.48,16.39,15.81987955
12/05/2019,05:30:00 PM,0.5,10.09,16.18,15.71143864
12/05/2019,05:35:00 PM,0.22,6.74,15.88,15.58582045
12/05/2019,05:40:00 PM,0.06,4.42,15.56,15.44643409
12/05/2019,05:45:00 PM,0,2.63,15.31,15.30725227
12/05/2019,05:50:00 PM,0,1.6,15.12,15.16786818
12/05/2019,05:55:00 PM,0,1.12,14.93,15.03050227
12/05/2019,06:00:00 PM,0,1.03,14.84,14.90721136
12/05/2019,06:05:00 PM,0,1.05,14.74,14.80584091
12/05/2019,06:10:00 PM,x,1.05,14.66,14.72216136
12/05/2019,06:15:00 PM,x,1.05,14.61,14.65228409
12/05/2019,06:20:00 PM,x,1.05,14.54,14.58390909
12/05/2019,06:25:00 PM,x,1.05,14.53,14.515025
12/05/2019,06:30:00 PM,x,1.05,14.58,14.44045
12/05/2019,06:35:00 PM,x,1.05,14.53,14.36411591
12/05/2019,06:40:00 PM,x,1.05,14.49,14.28596364
12/05/2019,06:45:00 PM,x,1.05,14.35,14.19781136
12/05/2019,06:50:00 PM,x,1.05,14.17,14.10420455
12/05/2019,06:55:00 PM,x,1.04,14.02,13.99971818
12/05/2019,07:00:00 PM,x,1.04,13.9,13.89159545
12/05/2019,07:05:00 PM,x,1.04,13.8,13.78438182
12/05/2019,07:10:00 PM,x,1.04,13.64,13.68532045
12/05/2019,07:15:00 PM,x,1.04,13.51,13.61444091
12/05/2019,07:20:00 PM,x,1.03,13.38,13.55265227
12/05/2019,07:25:00 PM,x,1.03,13.39,13.48810682
12/05/2019,07:30:00 PM,x,1.03,13.35,13.40631818
12/05/2019,07:35:00 PM,x,1.04,13.4,13.31543864
12/05/2019,07:40:00 PM,x,1.04,13.57,13.22819545
12/05/2019,07:45:00 PM,x,1.04,13.49,13.15731591
12/05/2019,07:50:00 PM,x,1.04,13.31,13.11913409
12/05/2019,07:55:00 PM,x,1.03,13,13.08458864
12/05/2019,08:00:00 PM,x,1.03,12.8,13.01825455
12/05/2019,08:05:00 PM,x,1.03,12.68,12.92649545
12/05/2019,08:10:00 PM,x,1.03,12.73,12.8311
12/05/2019,08:15:00 PM,x,1.03,12.96,12.72297727
12/05/2019,08:20:00 PM,x,1.03,13.01,12.59849091
12/05/2019,08:25:00 PM,x,1.02,12.62,12.483975
12/05/2019,08:30:00 PM,x,1.02,12.39,12.39673182
12/05/2019,08:35:00 PM,x,1.02,12.52,12.33039773
12/05/2019,08:40:00 PM,x,1.02,12.3,12.28133636
12/05/2019,08:45:00 PM,x,1.02,11.94,12.21500227
12/05/2019,08:50:00 PM,x,1.02,11.74,12.13775909
12/05/2019,08:55:00 PM,x,1.02,11.84,12.07321364
12/05/2019,09:00:00 PM,x,1.02,11.95,12.00412273
12/05/2019,09:05:00 PM,x,1.02,12.19,11.89866818
12/05/2019,09:10:00 PM,x,1.02,12.23,11.791425
12/05/2019,09:15:00 PM,x,1.02,12.16,11.70781818
12/05/2019,09:20:00 PM,x,1.02,11.91,11.64512045
12/05/2019,09:25:00 PM,x,1.02,11.63,11.57515
12/05/2019,09:30:00 PM,x,1.02,11.36,11.49696818
12/05/2019,09:35:00 PM,x,1.01,11.12,11.39424091
12/05/2019,09:40:00 PM,x,1.01,11.02,11.28517955
12/05/2019,09:45:00 PM,x,1.01,11.05,11.1743
12/05/2019,09:50:00 PM,x,1.01,11.07,11.07978409
12/05/2019,09:55:00 PM,x,1.02,11.09,10.99163182
12/05/2019,10:00:00 PM,x,1.02,11.06,10.91984318
12/05/2019,10:05:00 PM,x,1.01,11.03,10.86166136
12/05/2019,10:10:00 PM,x,1.01,10.94,10.80529773
12/05/2019,10:15:00 PM,x,1.01,10.87,10.75257045
12/05/2019,10:20:00 PM,x,1.01,10.66,10.70257045
12/05/2019,10:25:00 PM,x,1.01,10.57,10.63896364
12/05/2019,10:30:00 PM,x,1.01,10.48,10.57353864
12/05/2019,10:35:00 PM,x,1.01,10.4,10.51353864
12/05/2019,10:40:00 PM,x,1.01,10.47,10.46169091
12/05/2019,10:45:00 PM,x,1.01,10.52,10.40805455
12/05/2019,10:50:00 PM,x,1.01,10.39,10.38896364
12/05/2019,10:55:00 PM,x,1.01,10.34,10.36805455
12/05/2019,11:00:00 PM,x,1.01,10.37,10.34438864
12/05/2019,11:05:00 PM,x,1.02,10.37,10.32620682
12/05/2019,11:10:00 PM,x,1.01,10.28,10.29166136
12/05/2019,11:15:00 PM,x,1.01,10.45,10.238025
12/05/2019,11:20:00 PM,x,1.01,10.34,10.18711591
12/05/2019,11:25:00 PM,x,1.02,10.22,10.13714545
12/05/2019,11:30:00 PM,x,1.01,10.2,10.08078182
12/05/2019,11:35:00 PM,x,1.01,10.09,10.01993182
12/05/2019,11:40:00 PM,x,1.01,9.93,9.968113636
12/05/2019,11:45:00 PM,x,1.01,9.83,9.897204545
12/05/2019,11:50:00 PM,x,1,9.79,9.829931818
12/05/2019,11:55:00 PM,x,1.01,9.75,9.780870455
12/06/2019,12:00:00 AM,x,1,9.7,9.739081818
12/06/2019,12:05:00 AM,x,1.01,9.71,9.697263636
12/06/2019,12:10:00 AM,x,1.01,9.67,9.671809091
12/06/2019,12:15:00 AM,x,1.01,9.6,9.672718182
12/06/2019,12:20:00 AM,x,1.01,9.68,9.672688636
12/06/2019,12:25:00 AM,x,1,9.74,9.673627273
12/06/2019,12:30:00 AM,x,1.01,9.63,9.679081818
12/06/2019,12:35:00 AM,x,1.01,9.65,9.676384091
12/06/2019,12:40:00 AM,x,1.01,9.84,9.674595455
12/06/2019,12:45:00 AM,x,1.01,9.79,9.682806818
12/06/2019,12:50:00 AM,x,1,9.76,9.688290909
12/06/2019,12:55:00 AM,x,1,9.76,9.687381818
12/06/2019,01:00:00 AM,x,1,9.68,9.682865909
12/06/2019,01:05:00 AM,x,1,9.65,9.666531818
12/06/2019,01:10:00 AM,x,1,9.69,9.623834091
12/06/2019,01:15:00 AM,x,1,9.74,9.588409091
12/06/2019,01:20:00 AM,x,1,9.73,9.554772727
12/06/2019,01:25:00 AM,x,1,9.58,9.538409091
12/06/2019,01:30:00 AM,x,1,9.47,9.539318182
12/06/2019,01:35:00 AM,x,1,9.37,9.523893182
12/06/2019,01:40:00 AM,x,1,9.4,9.484802273
12/06/2019,01:45:00 AM,x,1,9.39,9.452075
12/06/2019,01:50:00 AM,x,1,9.58,9.416620455
12/06/2019,01:55:00 AM,x,1,9.69,9.396620455
12/06/2019,02:00:00 AM,x,0.99,9.48,9.378468182
12/06/2019,02:05:00 AM,x,1,9.26,9.395770455
12/06/2019,02:10:00 AM,x,1,9.38,9.448497727
12/06/2019,02:15:00 AM,x,1,9.34,9.520315909
12/06/2019,02:20:00 AM,x,1,9.36,9.583952273
12/06/2019,02:25:00 AM,x,0.99,9.27,9.605770455
12/06/2019,02:30:00 AM,x,0.99,9.56,9.643922727
12/06/2019,02:35:00 AM,x,1,9.98,9.675740909
12/06/2019,02:40:00 AM,x,1,10.18,9.680286364
12/06/2019,02:45:00 AM,x,1,10.28,9.697588636
12/06/2019,02:50:00 AM,x,1,9.93,9.7058
12/06/2019,02:55:00 AM,x,1,9.9,9.713981818
12/06/2019,03:00:00 AM,x,1,9.61,9.714890909
12/06/2019,03:05:00 AM,x,1,9.43,9.680375
12/06/2019,03:10:00 AM,x,0.99,9.53,9.626768182
12/06/2019,03:15:00 AM,x,0.99,9.45,9.574070455
12/06/2019,03:20:00 AM,x,0.99,9.36,9.543190909
12/06/2019,03:25:00 AM,x,0.99,9.57,9.523220455
12/06/2019,03:30:00 AM,x,0.99,9.6,9.518704545
12/06/2019,03:35:00 AM,x,0.99,9.59,9.534188636
12/06/2019,03:40:00 AM,x,0.99,9.7,9.546915909
12/06/2019,03:45:00 AM,x,0.99,9.59,9.563279545
12/06/2019,03:50:00 AM,x,0.99,9.68,9.576006818
12/06/2019,03:55:00 AM,x,0.99,9.56,9.558734091
12/06/2019,04:00:00 AM,x,0.99,9.6,9.556006818
12/06/2019,04:05:00 AM,x,0.99,9.67,9.522370455
12/06/2019,04:10:00 AM,x,0.99,9.63,9.440581818
12/06/2019,04:15:00 AM,x,0.99,9.5,9.341520455
12/06/2019,04:20:00 AM,x,0.99,9.38,9.220640909
12/06/2019,04:25:00 AM,x,0.99,9.57,9.113397727
12/06/2019,04:30:00 AM,x,0.99,9.22,9.019790909
12/06/2019,04:35:00 AM,x,0.98,8.8,8.921638636
12/06/2019,04:40:00 AM,x,0.98,8.5,8.821668182
12/06/2019,04:45:00 AM,x,0.98,8.35,8.723515909
12/06/2019,04:50:00 AM,x,0.98,8.38,8.628970455
12/06/2019,04:55:00 AM,x,0.98,8.57,8.517152273
12/06/2019,05:00:00 AM,x,0.98,8.59,8.466243182
12/06/2019,05:05:00 AM,x,0.98,8.53,8.477093182
12/06/2019,05:10:00 AM,x,0.98,8.42,8.501579545
12/06/2019,05:15:00 AM,x,0.99,8.34,8.538675
12/06/2019,05:20:00 AM,x,0.99,8.34,8.567693182
12/06/2019,05:25:00 AM,x,0.99,8.66,8.601968182
12/06/2019,05:30:00 AM,x,1,8.92,8.646852273
12/06/2019,05:35:00 AM,x,1,8.77,8.696568182
12/06/2019,05:40:00 AM,x,1.04,8.76,8.750643182
12/06/2019,05:45:00 AM,0,1.62,8.72,8.770895455
12/06/2019,05:50:00 AM,0,2.61,9,8.766127273
12/06/2019,05:55:00 AM,0.01,4.25,9.19,8.721770455
12/06/2019,06:00:00 AM,0.13,7.23,9.28,8.662961364
12/06/2019,06:05:00 AM,0.28,10.37,9.32,8.627120455
12/06/2019,06:10:00 AM,0.49,13.52,8.97,8.579990909
12/06/2019,06:15:00 AM,0.67,16.45,8.79,8.524984091
12/06/2019,06:20:00 AM,0.84,19.08,8.76,8.183568182
12/06/2019,06:25:00 AM,1.01,21.52,8.94,7.989611364
12/06/2019,06:30:00 AM,1.15,23.9,9.12,7.995911364
12/06/2019,06:35:00 AM,1.31,26.53,9.07,8.149356818
12/06/2019,06:40:00 AM,1.73,31.93,9.1,8.245486364
12/06/2019,06:45:00 AM,5.53,184.32,11.15,8.344093182
12/06/2019,06:50:00 AM,7.51,242.82,14.81,8.445509091
12/06/2019,06:55:00 AM,8.66,240.79,16.94,8.613306818
12/06/2019,07:00:00 AM,7.84,203.05,17.27,8.909081818
12/06/2019,07:05:00 AM,10.54,254.83,17.87,9.270718182
12/06/2019,07:10:00 AM,12.38,278.46,18.39,9.671443182
12/06/2019,07:15:00 AM,14.18,305.37,19.18,10.46355
12/06/2019,07:20:00 AM,16.18,337.65,21.06,11.15600455
12/06/2019,07:25:00 AM,18.12,369.33,23.6,11.69349773
12/06/2019,07:30:00 AM,19.42,392.13,24.93,12.18455682
12/06/2019,07:35:00 AM,21.56,416.3,26,12.85541136
12/06/2019,07:40:00 AM,22.94,428.53,27.8,13.61663409
12/06/2019,07:45:00 AM,24.49,451.22,29.2,14.43769773
12/06/2019,07:50:00 AM,26.5,480.1,30.63,15.19139545
12/06/2019,07:55:00 AM,27.78,500.23,32.33,15.85629091
12/06/2019,08:00:00 AM,29.2,521.31,33.91,16.50045682
12/06/2019,08:05:00 AM,31.1,548.2,35.53,17.18418409
12/06/2019,08:10:00 AM,32.83,569.01,36.78,17.76620455
12/06/2019,08:15:00 AM,34.01,586.86,37.45,18.28225
12/06/2019,08:20:00 AM,35.81,610.75,38.76,18.70205455
12/06/2019,08:25:00 AM,36.31,618.72,39.38,18.99269318
12/06/2019,08:30:00 AM,36.79,625.5,40.32,19.16562727
12/06/2019,08:35:00 AM,38.32,650,41.4,19.39178864
12/06/2019,08:40:00 AM,39.83,667.02,41.89,19.54402955
12/06/2019,08:45:00 AM,41.14,682.32,41.82,19.66173636
12/06/2019,08:50:00 AM,41.48,689.86,41.69,19.63010455
12/06/2019,08:55:00 AM,42.38,697.24,41.53,19.51735682
12/06/2019,09:00:00 AM,41.87,686.73,42.52,19.49909318
12/06/2019,09:05:00 AM,43.54,709.79,43.03,19.467275
12/06/2019,09:10:00 AM,45.1,729.79,43.39,19.55455227
12/06/2019,09:15:00 AM,44.89,723.61,42.08,19.44466591
12/06/2019,09:20:00 AM,46.18,743.65,42.2,19.33731136
12/06/2019,09:25:00 AM,47.04,757.22,44.4,19.33171364
12/06/2019,09:30:00 AM,49.21,790,45.6,19.18397045
12/06/2019,09:35:00 AM,48.5,773.48,46.31,18.93057955
12/06/2019,09:40:00 AM,51.14,815.82,44.95,19.00166364
12/06/2019,09:45:00 AM,51.77,821.58,44.79,18.89888864
12/06/2019,09:50:00 AM,52.82,835.75,45.97,18.83035909
12/06/2019,09:55:00 AM,53.12,836.12,45.75,18.62725909
12/06/2019,10:00:00 AM,55.27,870.63,45.47,18.62050227
12/06/2019,10:05:00 AM,56.23,888.5,49.33,18.55235682
12/06/2019,10:10:00 AM,58.09,909.78,47,18.66627727
12/06/2019,10:15:00 AM,58.64,923.46,47.29,18.75453636
12/06/2019,10:20:00 AM,60.37,947.5,48.35,18.34681136
12/06/2019,10:25:00 AM,63.5,1013.21,52.78,18.50412045
12/06/2019,10:30:00 AM,53.77,853.16,48.15,20.04048182
12/06/2019,10:35:00 AM,46.73,753.57,44.18,20.15461364
12/06/2019,10:40:00 AM,44.18,687.4,41.4,20.22731136
12/06/2019,10:45:00 AM,67.19,1030.98,47.83,20.51211364
12/06/2019,10:50:00 AM,64.88,1015.8,53.32,21.41266136
12/06/2019,10:55:00 AM,41.72,653.4,55.31,21.66804773
12/06/2019,11:00:00 AM,58.03,864.64,49.81,22.86058182
12/06/2019,11:05:00 AM,60.84,957.79,49.36,23.31478636
12/06/2019,11:10:00 AM,65.4,1026.45,53.77,23.70998409
12/06/2019,11:15:00 AM,54.06,839.93,54.76,23.54460909
12/06/2019,11:20:00 AM,55.91,856.31,50.49,23.40095227
12/06/2019,11:25:00 AM,38.06,592.61,52.8,22.58311818
12/06/2019,11:30:00 AM,40.48,613.07,44.61,22.68446818
12/06/2019,11:35:00 AM,44.44,624.41,43.7,22.22963864
12/06/2019,11:40:00 AM,73.04,1102.03,48.32,22.85142955
12/06/2019,11:45:00 AM,71.98,1092.73,54.24,22.57309318
12/06/2019,11:50:00 AM,52.86,797.59,51,21.95351591
12/06/2019,11:55:00 AM,42.1,643.26,43.73,21.44196818
12/06/2019,12:00:00 PM,61.44,884.04,41.96,21.55633182
12/06/2019,12:05:00 PM,33.61,479.69,42.84,21.24096818
12/06/2019,12:10:00 PM,36.16,556.29,42.48,22.21740227
12/06/2019,12:15:00 PM,50.14,689.09,38.24,21.75216591
12/06/2019,12:20:00 PM,27.53,358.98,39.58,20.13062727
12/06/2019,12:25:00 PM,20.54,258.67,34.35,19.01123636
12/06/2019,12:30:00 PM,26.02,353.61,31.43,19.15168864
12/06/2019,12:35:00 PM,18.84,216.16,30.27,18.07453864
12/06/2019,12:40:00 PM,37.67,510.81,30.21,17.34660682
12/06/2019,12:45:00 PM,68.64,980.88,39.12,17.47665909
12/06/2019,12:50:00 PM,74.57,1092.9,46.03,17.24255
12/06/2019,12:55:00 PM,71.62,1036.81,48.47,16.79201364
12/06/2019,01:00:00 PM,69.12,1018.11,48.49,16.89771591
12/06/2019,01:05:00 PM,60.29,847.59,43.94,16.81676818
12/06/2019,01:10:00 PM,53.33,693.38,39.81,17.61449773
12/06/2019,01:15:00 PM,32.64,319.14,35.71,19.00654091
12/06/2019,01:20:00 PM,38.63,320.39,31.4,20.18721364
12/06/2019,01:25:00 PM,59.2,299.68,30.84,20.80649091
12/06/2019,01:30:00 PM,60.9,287.25,31.69,21.35627727
12/06/2019,01:35:00 PM,48.58,286.04,31.68,21.82310455
12/06/2019,01:40:00 PM,57.74,246.65,30.57,22.14050682
12/06/2019,01:45:00 PM,18.08,180.98,29.38,21.73493409
12/06/2019,01:50:00 PM,12.01,149.67,26.45,21.76663409
12/06/2019,01:55:00 PM,17.93,118.49,25.3,21.79570682
12/06/2019,02:00:00 PM,6.49,82.51,24.21,21.65717045
12/06/2019,02:05:00 PM,5.99,79.49,23.35,21.50223182
12/06/2019,02:10:00 PM,5.89,79.18,23.45,21.23530682
12/06/2019,02:15:00 PM,5.26,72.43,23.69,20.91464318
12/06/2019,02:20:00 PM,5.33,73.84,23.82,20.89986591
12/06/2019,02:25:00 PM,9.34,91.37,23.8,20.79156364
12/06/2019,02:30:00 PM,11.1,121.25,24.62,20.63564091
12/06/2019,02:35:00 PM,17.68,166.84,25.04,20.53181591
12/06/2019,02:40:00 PM,48.43,173.82,25.62,20.48719545
12/06/2019,02:45:00 PM,18.5,100.21,24.68,20.35831136
12/06/2019,02:50:00 PM,9.25,117.3,24.07,20.17853636
12/06/2019,02:55:00 PM,11.26,133.13,24.14,20.02623409
12/06/2019,03:00:00 PM,13.73,117.4,23.44,19.90007273
12/06/2019,03:05:00 PM,22.28,98.59,23.59,19.90882955
12/06/2019,03:10:00 PM,12.74,84.36,22.66,19.83331591
12/06/2019,03:15:00 PM,8.29,87.61,22.29,19.75478409
12/06/2019,03:20:00 PM,7.54,101.38,22.45,19.77145909
12/06/2019,03:25:00 PM,7.58,98.72,22.5,19.76955227
12/06/2019,03:30:00 PM,8.32,102.03,23.03,19.74995682
12/06/2019,03:35:00 PM,10.93,133.84,23.49,19.59112045
12/06/2019,03:40:00 PM,6.46,74.79,22.99,19.43539773
12/06/2019,03:45:00 PM,2.8,29.81,21.41,19.29221818
12/06/2019,03:50:00 PM,1.54,21.16,20.48,19.11647955
12/06/2019,03:55:00 PM,0.72,12.34,19.81,18.92022273
12/06/2019,04:00:00 PM,0.7,12.35,19.04,18.72463636
12/06/2019,04:05:00 PM,0.56,11.22,18.57,18.61994318
12/06/2019,04:10:00 PM,0.77,14.84,18.35,18.41583409
12/06/2019,04:15:00 PM,1.06,19.63,17.86,18.23445227
12/06/2019,04:20:00 PM,0.83,16.53,17.67,18.11166136
12/06/2019,04:25:00 PM,0.7,14.69,18.04,18.00647045
12/06/2019,04:30:00 PM,0.36,9.89,18.31,17.97185227
12/06/2019,04:35:00 PM,0.17,6.95,18.54,17.97447955
12/06/2019,04:40:00 PM,0.11,5.97,18.64,18.001525
12/06/2019,04:45:00 PM,0.16,6.72,18.66,18.08099545
12/06/2019,04:50:00 PM,0.17,7.02,18.48,18.14521591
12/06/2019,04:55:00 PM,0.07,4.99,18.42,18.21673409
12/06/2019,05:00:00 PM,0.12,5.1,18.4,18.2678
12/06/2019,05:05:00 PM,0.37,7.84,18.42,18.267675
12/06/2019,05:10:00 PM,0.79,13.04,18.52,18.24837727
12/06/2019,05:15:00 PM,1.94,24.64,18.64,18.22415455
12/06/2019,05:20:00 PM,1.22,16.33,18.88,18.20519318
12/06/2019,05:25:00 PM,0.29,6.76,18.77,18.17129091
12/06/2019,05:30:00 PM,0.02,3.3,18.42,18.13143864
12/06/2019,05:35:00 PM,0,2.04,18.3,18.08695455
12/06/2019,05:40:00 PM,0,1.38,18.22,18.00232045
12/06/2019,05:45:00 PM,0,1.13,18.08,17.89195909
12/06/2019,05:50:00 PM,0,1.08,17.92,17.72162045
12/06/2019,05:55:00 PM,0,1.05,17.83,17.53300682
12/06/2019,06:00:00 PM,0,1.05,17.71,17.369625
12/06/2019,06:05:00 PM,x,1.07,17.2,17.227975
