Fecha,Hora,Potencia [kW],Insolaci¢n [W/mý],Temperatura de modulos [øC],Temperatura ambiente [øC]
12/25/2019,12:00:00 AM,x,1.01,13.72,13.69034583
12/25/2019,12:05:00 AM,x,1.02,13.71,13.69703571
12/25/2019,12:10:00 AM,x,1.02,13.71,13.7107625
12/25/2019,12:15:00 AM,x,1.02,13.72,13.73032778
12/25/2019,12:20:00 AM,x,1.01,13.75,13.74598
12/25/2019,12:25:00 AM,x,1.01,13.73,13.76696818
12/25/2019,12:30:00 AM,x,1.01,13.77,13.78784773
12/25/2019,12:35:00 AM,x,1.02,13.84,13.75512045
12/25/2019,12:40:00 AM,x,1.02,13.92,13.68512045
12/25/2019,12:45:00 AM,x,1.02,13.92,13.58787727
12/25/2019,12:50:00 AM,x,1.02,14.01,13.47787727
12/25/2019,12:55:00 AM,x,1.02,13.95,13.36515
12/25/2019,01:00:00 AM,x,1.02,13.35,13.24060455
12/25/2019,01:05:00 AM,x,1.02,12.94,13.10608864
12/25/2019,01:10:00 AM,x,1.01,12.65,12.96339091
12/25/2019,01:15:00 AM,x,1.01,12.54,12.82160227
12/25/2019,01:20:00 AM,x,1.01,12.49,12.66799545
12/25/2019,01:25:00 AM,x,1.01,12.4,12.51345
12/25/2019,01:30:00 AM,x,1.01,12.36,12.40711591
12/25/2019,01:35:00 AM,x,1.01,12.35,12.33078182
12/25/2019,01:40:00 AM,x,1.01,12.36,12.27623636
12/25/2019,01:45:00 AM,x,1.01,12.32,12.23441818
12/25/2019,01:50:00 AM,x,1.02,12.25,12.21169091
12/25/2019,01:55:00 AM,x,1.01,12.18,12.20169091
12/25/2019,02:00:00 AM,x,1.01,12.1,12.21078182
12/25/2019,02:05:00 AM,x,1.01,12.05,12.22805455
12/25/2019,02:10:00 AM,x,1.01,12.08,12.24896364
12/25/2019,02:15:00 AM,x,1.01,12.24,12.27532727
12/25/2019,02:20:00 AM,x,1.01,12.29,12.34262955
12/25/2019,02:25:00 AM,x,1.01,12.46,12.44714545
12/25/2019,02:30:00 AM,x,1.01,12.54,12.55438864
12/25/2019,02:35:00 AM,x,1.01,12.59,12.67163182
12/25/2019,02:40:00 AM,x,1.01,12.61,12.80614773
12/25/2019,02:45:00 AM,x,1.01,12.99,12.94884545
12/25/2019,02:50:00 AM,x,1.02,13.33,13.11063409
12/25/2019,02:55:00 AM,x,1.02,13.28,13.25421136
12/25/2019,03:00:00 AM,x,1.02,13.34,13.35963636
12/25/2019,03:05:00 AM,x,1.02,13.56,13.43687955
12/25/2019,03:10:00 AM,x,1.02,13.81,13.49778864
12/25/2019,03:15:00 AM,x,1.02,14.07,13.49324318
