"Fecha","Hora","Potencia [kW]","Insolacion [W/m2]","Temperatura de modulos [C]","Temperatura Ambiente [C]"
"22/04/2020","6:05","0,17","8,82","11,91","11,70327045"
"22/04/2020","6:10","0,3","11,43","12,22","11,78934545"
"22/04/2020","6:15","0,46","14,07","12,63","11,89591136"
"22/04/2020","6:20","0,74","19,14","12,92","11,99864318"
"22/04/2020","6:25","1,24","28,34","13,08","12,11663864"
"22/04/2020","6:30","1,8","37,54","13,34","12,26880909"
"22/04/2020","6:35","2,46","48,82","13,76","12,38707955"
"22/04/2020","6:40","3,05","58,88","14,22","12,482075"
"22/04/2020","6:45","3,66","68,63","14,65","12,58417955"
"22/04/2020","6:50","4,32","78,89","15,29","12,64244545"
"22/04/2020","6:55","4,75","84,92","15,87","12,67742273"
"22/04/2020","7:00","5,28","92,79","15,94","12,67996364"
"22/04/2020","7:05","5,63","98,97","16,11","12,65016136"
"22/04/2020","7:10","6","105,05","16,71","12,6768"
"22/04/2020","7:15","6,86","120,65","16,86","12,70773409"
"22/04/2020","7:20","7,87","138,04","17,03","12,73410682"
"22/04/2020","7:25","8,98","156,68","17,24","12,76255909"
"22/04/2020","7:30","10,46","183,83","17,82","12,90112273"
"22/04/2020","7:35","11,16","199,71","19,09","13,0541"
"22/04/2020","7:40","11,42","202,16","19,33","13,254775"
"22/04/2020","7:45","11,7","203,81","19,64","13,40530682"
"22/04/2020","7:50","11,94","203,29","20,03","13,67791364"
"22/04/2020","7:55","11,88","199,43","20,93","14,05418864"
"22/04/2020","8:00","12,85","218,27","21,67","14,36720682"
"22/04/2020","8:05","12,91","218,36","22,6","14,71544091"
"22/04/2020","8:10","13,91","240,47","22,41","15,11059545"
"22/04/2020","8:15","13,26","224,85","22,85","15,35638636"
"22/04/2020","8:20","12,13","200,71","22,81","15,59427955"
"22/04/2020","8:25","12,1","201,27","21,83","15,86384545"
"22/04/2020","8:30","11","180","22,28","16,19137727"
"22/04/2020","8:35","10,91","179,8","22,95","16,53075909"
"22/04/2020","8:40","14,34","241,85","23,58","16,99996136"
"22/04/2020","8:45","18,12","303,08","25,89","17,42850227"
"22/04/2020","8:50","18,43","308,5","27,44","17,76732955"
"22/04/2020","8:55","18,59","310,49","28,27","18,26484773"
"22/04/2020","9:00","18,49","311,8","29,37","18,72923636"
"22/04/2020","9:05","18,24","308,74","29,79","19,08474091"
"22/04/2020","9:10","18,18","307,19","30,24","19,60143182"
"22/04/2020","9:15","19,43","330,03","30,74","20,19535"
"22/04/2020","9:20","19,49","326,11","31,36","20,59804773"
"22/04/2020","9:25","18,41","303,13","31,39","20,78041591"
"22/04/2020","9:30","19,1","310,86","31,12","20,63244773"
"22/04/2020","9:35","19,45","314,97","31,64","20,41340455"
"22/04/2020","9:40","17,22","279,6","31,66","20,19370227"
"22/04/2020","9:45","15,85","256,51","30,18","20,10556364"
"22/04/2020","9:50","16,28","264,15","28,77","20,09276591"
"22/04/2020","9:55","19,19","315,42","27,86","20,08350455"
"22/04/2020","10:00","21,28","350,57","28,74","20,06036364"
"22/04/2020","10:05","22,63","376,32","30,07","19,80954091"
"22/04/2020","10:10","20,16","329,4","29,75","19,43367955"
"22/04/2020","10:15","18,68","299,98","30,37","19,27345682"
"22/04/2020","10:20","18,71","298,88","31,15","19,35466591"
"22/04/2020","10:25","20,18","327","31,39","19,96258409"
"22/04/2020","10:30","24,28","393,71","31,44","20,26252955"
"22/04/2020","10:35","28,99","471,43","33,76","20,29165909"
"22/04/2020","10:40","29,57","491,97","36,07","20,16044773"
"22/04/2020","10:45","30,72","506,51","37,54","20,08370455"
"22/04/2020","10:50","26,32","432,74","38,36","20,15365682"
"22/04/2020","10:55","24,85","401,05","33,68","20,19742273"
"22/04/2020","11:00","26,8","433,23","32,24","20,43242727"
"22/04/2020","11:05","28,96","473,81","33","20,82665909"
"22/04/2020","11:10","29,04","474,57","35,2","20,89170455"
"22/04/2020","11:15","27,78","453,05","36,93","20,6638"
"22/04/2020","11:20","29,5","485,11","37,01","19,88515227"
"22/04/2020","11:25","29,84","478,17","36,77","19,25348182"
"22/04/2020","11:30","23,87","385,69","35,31","19,04353409"
"22/04/2020","11:35","20,76","334,57","31,67","19,71411591"
"22/04/2020","11:40","21,91","360,57","30,29","20,98000909"
"22/04/2020","11:45","26,04","436,59","29,92","21,78261591"
"22/04/2020","11:50","38,12","645","34,66","22,31177045"
"22/04/2020","11:55","49,27","861,52","43,85","22,25864091"
"22/04/2020","12:00","40,44","688,69","47,36","21,88140227"
"22/04/2020","12:05","20,26","327,96","44,36","22,34079773"
"22/04/2020","12:10","10,96","183,86","37,01","22,772175"
"22/04/2020","12:15","11,66","199,55","33,55","24,12561591"
"22/04/2020","12:20","24,96","400,46","33,66","25,42804773"
"22/04/2020","12:25","41,16","692,14","41,12","26,15329318"
"22/04/2020","12:30","31,85","539,39","43,38","25,62354545"
"22/04/2020","12:35","39,05","673,95","45,22","23,57088864"
"22/04/2020","12:40","23,06","382,81","43,06","23,588125"
"22/04/2020","12:45","11,93","193,1","34,3","23,61419091"
"22/04/2020","12:50","10,13","168,36","29,3","24,13700682"
"22/04/2020","12:55","18,24","309,22","29,2","24,61719318"
"22/04/2020","13:00","49,48","850,09","38,75","24,28880227"
"22/04/2020","13:05","18,78","308,18","41,24","24,11444091"
"22/04/2020","13:10","13,55","214,42","34,32","23,560375"
"22/04/2020","13:15","9,23","152,43","31,35","23,14054091"
"22/04/2020","13:20","10,12","173","29,53","23,09660455"
"22/04/2020","13:25","14,92","250,23","30,37","23,48107727"
"22/04/2020","13:30","19,28","321,58","31,85","24,49659773"
"22/04/2020","13:35","14,95","246,34","32,53","23,39061364"
"22/04/2020","13:40","13,51","214,89","30,39","22,85040682"
"22/04/2020","13:45","11,86","190","29,52","22,324175"
"22/04/2020","13:50","8,66","145,86","28,12","21,942125"
"22/04/2020","13:55","10,33","169,76","27,81","21,59503182"
"22/04/2020","14:00","19,31","333,59","29,9","21,23734091"
"22/04/2020","14:05","12,73","194,49","27,73","20,66934545"
"22/04/2020","14:10","10,82","167,77","26,06","20,21772955"
"22/04/2020","14:15","7,7","115,54","23,46","19,71641136"
"22/04/2020","14:20","6,04","95,4","21,52","19,16289091"
"22/04/2020","14:25","5,45","95,26","20,56","18,61904318"
"22/04/2020","14:30","2,24","43,2","19,68","18,22958409"
"22/04/2020","14:35","1,04","24,36","19,23","17,50272955"
"22/04/2020","14:40","1,04","24,6","18,63","17,01722955"
"22/04/2020","14:45","1,02","24,59","18,09","16,83330455"
"22/04/2020","14:50","1,58","35,37","17,46","16,67207273"
"22/04/2020","14:55","4,14","78,33","17,32","16,46460682"
"22/04/2020","15:00","9,59","160,81","18,64","16,15046364"
"22/04/2020","15:05","9,32","143,17","19,92","15,94382955"
"22/04/2020","15:10","4,78","79,33","20,26","15,84233182"
"22/04/2020","15:15","4,72","80,74","19,27","15,71570455"
"22/04/2020","15:20","7,51","130,71","19,43","15,61553636"
"22/04/2020","15:25","10,18","160,91","20,05","15,64988636"
"22/04/2020","15:30","9,53","133,99","20,52","15,84323636"
"22/04/2020","15:35","7,73","114,03","20,42","15,901925"
"22/04/2020","15:40","8,6","129,91","20,12","15,80489091"
"22/04/2020","15:45","10,18","152,35","20,16","15,85713409"
"22/04/2020","15:50","9,92","148,55","19,98","16,01919318"
"22/04/2020","15:55","10,19","153,83","20,54","16,15814091"
"22/04/2020","16:00","9,61","153,46","20,9","16,09282727"
"22/04/2020","16:05","7,45","120,48","20,53","15,98943182"
"22/04/2020","16:10","4,66","78,75","19,78","15,95159318"
"22/04/2020","16:15","3,7","65,09","19,08","15,95567273"
"22/04/2020","16:20","3,16","55,42","18,15","15,94475682"
"22/04/2020","16:25","2,72","50,25","17,08","15,89032727"
"22/04/2020","16:30","2,14","44,41","17,02","15,85359545"
"22/04/2020","16:35","2,29","47,64","17,03","15,78865227"
"22/04/2020","16:40","2,65","52,2","16,95","15,65990455"
"22/04/2020","16:45","2,77","52,86","16,75","15,56542045"
"22/04/2020","16:50","3,23","60,56","16,91","15,501175"
"22/04/2020","16:55","2,68","50,2","17,14","15,51481364"
"22/04/2020","17:00","1,38","29,23","16,85","15,53372727"
"22/04/2020","17:05","1,01","24,48","16,6","15,57431591"
"22/04/2020","17:10","1,15","26,3","16,78","15,62716364"
"22/04/2020","17:15","1,24","25,78","16,48","15,70368182"
"22/04/2020","17:20","1,06","23,48","16,36","15,78215"
"22/04/2020","17:25","1,07","24,47","16,58","15,80689773"
"22/04/2020","17:30","0,9","22,21","16,65","15,79518182"
"22/04/2020","17:35","0,95","21,39","16,53","15,79109318"
"22/04/2020","17:40","0,89","20,5","16,54","15,77723409"
"22/04/2020","17:45","0,78","19,54","16,44","15,78721818"
"22/04/2020","17:50","0,54","15,67","16,29","15,80812273"
"22/04/2020","17:55","0,16","8,58","16,05","15,81831591"
"22/04/2020","18:00","0","3,71","15,88","15,79816591"
"22/04/2020","18:05","0","1,76","15,83","15,76468409"
"22/04/2020","18:10","0","1,17","15,79","15,69678409"
"22/04/2020","18:15","0","1,02","15,86","15,62059318"
"22/04/2020","18:20","0","1,02","15,93","15,54751364"
"22/04/2020","18:25","x","1,03","15,74","15,48530455"
"22/04/2020","18:30","x","1,03","15,5","15,42325227"
"22/04/2020","18:35","x","1,02","15,16","15,35543864"
"22/04/2020","18:40","x","1,02","15","15,29133636"
"22/04/2020","18:45","x","1,02","15,01","15,20588182"
"22/04/2020","18:50","x","1,02","15,12","15,10497273"
"22/04/2020","18:55","x","1,02","15,11","15,02594091"
"22/04/2020","19:00","x","1,02","15,06","14,97960682"
"22/04/2020","19:05","x","1,02","15,08","14,97415227"
"22/04/2020","19:10","x","1,02","14,92","14,991425"
"22/04/2020","19:15","x","1,02","14,82","15,00869773"
"22/04/2020","19:20","x","1,01","14,87","15,02051591"
"22/04/2020","19:25","x","1,02","14,99","15,03687955"
"22/04/2020","19:30","x","1,02","15,1","15,04597045"
"22/04/2020","19:35","x","1,02","15,19","14,98872727"
"22/04/2020","19:40","x","1,02","15,2","14,95602955"
"22/04/2020","19:45","x","1,02","15,25","14,95696818"
"22/04/2020","19:50","x","1,02","15,29","14,96333182"
"22/04/2020","19:55","x","1,02","15,16","14,96336136"
"22/04/2020","20:00","x","1,01","14,45","14,94884545"
"22/04/2020","20:05","x","1,01","14,56","14,92069318"
"22/04/2020","20:10","x","1,01","14,83","14,87708636"
"22/04/2020","20:15","x","1,01","14,94","14,82075227"
"22/04/2020","20:20","x","1,01","14,99","14,76169091"
"22/04/2020","20:25","x","1,01","14,94","14,71990227"
"22/04/2020","20:30","x","1,01","14,88","14,73808409"
"22/04/2020","20:35","x","1,01","14,72","14,70353864"
"22/04/2020","20:40","x","1,01","14,63","14,54084091"
"22/04/2020","20:45","x","1,01","14,64","14,28817273"
"22/04/2020","20:50","x","1,01","14,7","14,02459545"
"22/04/2020","20:55","x","1,01","14,65","13,76101818"
"22/04/2020","21:00","x","1,01","14,18","13,502925"
"22/04/2020","21:05","x","1","13,04","13,24028636"
"22/04/2020","21:10","x","0,99","12,16","12,97582955"
"22/04/2020","21:15","x","0,99","12,09","12,71319091"
"22/04/2020","21:20","x","0,99","12,04","12,44143182"
"22/04/2020","21:25","x","0,98","12,04","12,19058182"
"22/04/2020","21:30","x","0,98","11,83","11,99521591"
"22/04/2020","21:35","x","0,98","11,72","11,88709318"
"22/04/2020","21:40","x","0,98","11,75","11,84075909"
"22/04/2020","21:45","x","0,99","11,71","11,80530455"
"22/04/2020","21:50","x","0,99","11,89","11,784425"
"22/04/2020","21:55","x","0,98","12,03","11,76257727"
"22/04/2020","22:00","x","0,98","11,85","11,74621364"
"22/04/2020","22:05","x","0,98","11,65","11,74712273"
"22/04/2020","22:10","x","0,99","11,7","11,75075909"
"22/04/2020","22:15","x","0,98","11,81","11,77169773"
"22/04/2020","22:20","x","0,99","11,8","11,78990909"
"22/04/2020","22:25","x","0,98","11,65","11,81715227"
"22/04/2020","22:30","x","0,98","11,73","11,87530455"
"22/04/2020","22:35","x","0,98","11,79","11,95800227"
"22/04/2020","22:40","x","0,98","11,94","12,04254773"
"22/04/2020","22:45","x","0,98","12,09","12,11888182"
"22/04/2020","22:50","x","0,99","12,33","12,20524545"
"22/04/2020","22:55","x","0,99","12,49","12,31976136"
"22/04/2020","23:00","x","0,99","12,56","12,42882273"
"22/04/2020","23:05","x","0,99","12,63","12,49242955"
"22/04/2020","23:10","x","0,99","12,65","12,49876364"
"22/04/2020","23:15","x","0,99","12,75","12,48146136"
"22/04/2020","23:20","x","0,99","12,91","12,42873409"
"22/04/2020","23:25","x","0,99","12,93","12,37694545"
"22/04/2020","23:30","x","0,99","12,49","12,30694545"
"22/04/2020","23:35","x","0,99","12,01","12,22515682"
"22/04/2020","23:40","x","0,99","11,9","12,12245909"
"22/04/2020","23:45","x","0,99","11,75","12,00339773"
"22/04/2020","23:50","x","0,98","11,92","11,88979091"
"22/04/2020","23:55","x","0,99","11,79","11,77709318"
"23/04/2020","0:00","x","0,98","11,73","11,68985"
"23/04/2020","0:05","x","0,98","11,52","11,62987955"
"23/04/2020","0:10","x","0,98","11,44","11,57448409"
"23/04/2020","0:15","x","0,98","11,66","11,50542273"
"23/04/2020","0:20","x","0,98","11,69","11,39999773"
"23/04/2020","0:25","x","0,98","11,53","11,29914773"
"23/04/2020","0:30","x","0,98","11,35","11,19463182"
"23/04/2020","0:35","x","0,97","11,29","11,09375227"
"23/04/2020","0:40","x","0,98","10,99","10,97469091"
"23/04/2020","0:45","x","0,97","10,76","10,82741818"
"23/04/2020","0:50","x","0,97","10,68","10,67378182"
"23/04/2020","0:55","x","0,97","10,58","10,53650909"
"23/04/2020","1:00","x","0,97","10,41","10,42287273"
"23/04/2020","1:05","x","0,97","10,13","10,31738864"
"23/04/2020","1:10","x","0,98","10,04","10,24463182"
"23/04/2020","1:15","x","0,98","10","10,19278409"
"23/04/2020","1:20","x","0,98","10,02","10,12457273"
"23/04/2020","1:25","x","0,98","10,1","10,04454318"
"23/04/2020","1:30","x","0,98","10,13","9,975422727"
"23/04/2020","1:35","x","0,99","10,19","9,935393182"
"23/04/2020","1:40","x","0,98","10,19","9,912665909"
"23/04/2020","1:45","x","0,98","9,93","9,902665909"
"23/04/2020","1:50","x","0,98","9,7","9,883575"
"23/04/2020","1:55","x","0,98","9,65","9,877211364"
"23/04/2020","2:00","x","0,98","9,69","9,875363636"
"23/04/2020","2:05","x","0,98","9,79","9,878120455"
"23/04/2020","2:10","x","0,98","9,89","9,909938636"
"23/04/2020","2:15","x","0,98","9,81","9,974484091"
"23/04/2020","2:20","x","0,98","10,03","10,063575"
"23/04/2020","2:25","x","0,99","10,11","10,17084773"
"23/04/2020","2:30","x","0,98","10,22","10,27539318"
"23/04/2020","2:35","x","0,98","10,54","10,37539318"
"23/04/2020","2:40","x","0,98","10,64","10,47721136"
"23/04/2020","2:45","x","0,98","10,68","10,60448409"
"23/04/2020","2:50","x","0,98","10,83","10,71718182"
"23/04/2020","2:55","x","0,98","10,84","10,83718182"
"23/04/2020","3:00","x","0,98","10,89","10,95078864"
"23/04/2020","3:05","x","0,98","11,01","11,01985"
"23/04/2020","3:10","x","0,98","11,21","11,06982045"
"23/04/2020","3:15","x","0,99","11,27","11,10797273"
"23/04/2020","3:20","x","0,99","11,43","11,13797273"
"23/04/2020","3:25","x","0,99","11,47","11,15433636"
"23/04/2020","3:30","x","0,99","11,3","11,16160909"
"23/04/2020","3:35","x","0,99","11,19","11,1607"
"23/04/2020","3:40","x","0,99","11,1","11,13433636"
"23/04/2020","3:45","x","0,98","11,16","11,09163864"
"23/04/2020","3:50","x","0,98","11,02","11,02621364"
"23/04/2020","3:55","x","0,98","10,97","10,95351591"
"23/04/2020","4:00","x","0,98","11","10,89627273"
"23/04/2020","4:05","x","0,98","10,92","10,85175682"
"23/04/2020","4:10","x","0,98","10,8","10,81269545"
"23/04/2020","4:15","x","0,98","10,71","10,77636136"
"23/04/2020","4:20","x","0,98","10,67","10,76454318"
"23/04/2020","4:25","x","0,98","10,67","10,75817955"
"23/04/2020","4:30","x","0,98","10,7","10,74908864"
"23/04/2020","4:35","x","0,98","10,67","10,76908864"
"23/04/2020","4:40","x","0,97","10,76","10,81727045"
"23/04/2020","4:45","x","0,98","10,89","10,88817955"
"23/04/2020","4:50","x","0,98","10,9","10,96908864"
"23/04/2020","4:55","x","0,98","10,9","11,05636136"
"23/04/2020","5:00","x","0,98","11,14","11,11363409"
"23/04/2020","5:05","x","0,98","11,33","11,15908864"
"23/04/2020","5:10","x","0,98","11,49","11,18266591"
"23/04/2020","5:15","x","0,98","11,56","11,20222273"
"23/04/2020","5:20","x","0,98","11,63","11,23458182"
"23/04/2020","5:25","x","0,98","11,33","11,26195455"
"23/04/2020","5:30","x","0,98","11,17","11,25671364"
"23/04/2020","5:35","x","0,99","11,02","11,23135"
"23/04/2020","5:40","x","1,13","11,11","11,18166591"
"23/04/2020","5:45","0","1,72","11,28","11,11043636"
"23/04/2020","5:50","0","3,1","11,27","11,03670227"
"23/04/2020","5:55","0,02","4,6","11,2","10,98892955"
"23/04/2020","6:00","0,07","6,18","11,22","10,946375"
"23/04/2020","6:05","0,13","7,95","11,17","10,89787955"
"23/04/2020","6:10","0,29","11,55","11,12","10,85246818"
"23/04/2020","6:15","0,55","16,09","11,31","10,81863636"
"23/04/2020","6:20","0,86","22,38","11,5","10,81966591"
"23/04/2020","6:25","1,38","30,46","11,66","10,86651136"
"23/04/2020","6:30","1,9","39,25","11,73","10,89115227"
"23/04/2020","6:35","2,48","48,5","12,15","10,90356364"
"23/04/2020","6:40","3,13","59,94","12,8","10,979375"
"23/04/2020","6:45","3,67","68,29","13,4","11,09662727"
"23/04/2020","6:50","3,05","57,36","13,43","11,26059773"
"23/04/2020","6:55","2,92","57,84","13,17","11,51716591"
"23/04/2020","7:00","3,43","64,98","13,16","11,84788864"
"23/04/2020","7:05","3,86","68,66","13,81","12,14052273"
"23/04/2020","7:10","5,1","85,02","14,84","12,32958864"
"23/04/2020","7:15","5,98","99,19","15,8","12,3926"
"23/04/2020","7:20","5,39","89,16","16,39","12,44944773"
"23/04/2020","7:25","4,31","70,39","16,38","12,73799545"
"23/04/2020","7:30","3,49","58,07","15,68","13,06819091"
"23/04/2020","7:35","4,69","82,41","15,61","13,23536136"
"23/04/2020","7:40","8,74","146,04","16,62","13,566425"
"23/04/2020","7:45","11,15","187,35","18,28","13,95553409"
"23/04/2020","7:50","9,58","155,87","19,53","14,29512727"
"23/04/2020","7:55","9,07","146,76","19,45","14,59125227"
"23/04/2020","8:00","14,86","261,31","21,91","14,69754545"
"23/04/2020","8:05","12,24","204,66","22,37","14,61202273"
"23/04/2020","8:10","10,66","173,03","22,48","14,06154091"
"23/04/2020","8:15","8,35","136,99","21,68","14,67985909"
"23/04/2020","8:20","5,02","85,24","20,12","15,515775"
"23/04/2020","8:25","7,57","131,94","19,25","16,45148409"
"23/04/2020","8:30","17,17","293,51","21,53","17,108075"
"23/04/2020","8:35","40,4","757,28","30,43","16,77560682"
"23/04/2020","8:40","28,16","537,15","36,45","17,64776591"
"23/04/2020","8:45","21,71","409,56","36,97","18,18071591"
"23/04/2020","8:50","13,57","236,52","32,66","18,73674318"
"23/04/2020","8:55","16,1","276,31","29,62","19,33644773"
"23/04/2020","9:00","41,45","752,88","36,53","20,15835682"
"23/04/2020","9:05","18,61","329,53","37,16","21,35619318"
"23/04/2020","9:10","20,93","373,53","35,23","21,06863409"
"23/04/2020","9:15","14,47","243,2","31,37","20,26758636"
"23/04/2020","9:20","10,69","172,04","27,15","19,49866364"
"23/04/2020","9:25","6,68","106,71","24,5","19,21195455"
"23/04/2020","9:30","4,62","78,32","21,54","19,77676818"
"23/04/2020","9:35","7,38","126,17","19,93","19,18451818"
"23/04/2020","9:40","11,69","178,53","20,65","18,81810909"
"23/04/2020","9:45","11,21","171,54","22,09","18,39467955"
"23/04/2020","9:50","11,1","177,35","23,25","17,90756591"
"23/04/2020","9:55","11,93","186,02","24,32","17,45618864"
"23/04/2020","10:00","8,5","131,83","24,22","17,31817955"
"23/04/2020","10:05","8,16","128,93","23,25","17,54047045"
"23/04/2020","10:10","7,66","123,13","22,81","17,92129091"
"23/04/2020","10:15","11,88","190,14","22,38","17,931925"
"23/04/2020","10:20","15,46","237,33","23,78","17,83097045"
"23/04/2020","10:25","13,56","211,8","24,36","17,81379091"
"23/04/2020","10:30","12,05","190,01","24,45","17,64335682"
"23/04/2020","10:35","9,2","146,56","23,8","17,52396591"
"23/04/2020","10:40","12,49","198,71","23,09","17,53584318"
"23/04/2020","10:45","16,18","252,75","24,59","17,91993182"
"23/04/2020","10:50","15,46","240,45","25,9","18,32759318"
"23/04/2020","10:55","17,74","276,9","27,06","18,46587273"
"23/04/2020","11:00","19,24","306,57","27,71","18,45303864"
"23/04/2020","11:05","19,18","307,11","28,92","17,94688409"
"23/04/2020","11:10","16,55","258,91","28,84","18,36620682"
"23/04/2020","11:15","13,52","207,66","27,3","18,74618182"
"23/04/2020","11:20","13,15","208,69","25,78","18,76482273"
"23/04/2020","11:25","14,26","228,2","25,55","18,88516136"
"23/04/2020","11:30","31,82","495,72","29,58","19,23477955"
"23/04/2020","11:35","17,89","292,17","30,74","19,30463409"
"23/04/2020","11:40","17,41","271,22","29,37","19,2863"
"23/04/2020","11:45","18,74","300,91","28,07","18,97392273"
"23/04/2020","11:50","20,42","320,17","29,79","19,06798864"
"23/04/2020","11:55","14,34","223,93","28,87","19,18152045"
"23/04/2020","12:00","14,58","228,39","27,13","19,55515227"
"23/04/2020","12:05","10,99","176,5","25,96","19,20681364"
"23/04/2020","12:10","16,37","257,08","25,47","18,93721364"
"23/04/2020","12:15","9,94","149,16","24,88","18,80813864"
"23/04/2020","12:20","7,07","115,62","23,14","18,368175"
"23/04/2020","12:25","8,59","141,26","22,17","17,69696818"
"23/04/2020","12:30","8,45","135,3","21,81","17,12130455"
"23/04/2020","12:35","7,9","127,7","21,74","16,96170909"
"23/04/2020","12:40","8,95","145,52","21,6","16,99446364"
"23/04/2020","12:45","12,62","195,85","20,91","16,74475"
"23/04/2020","12:50","16,99","262,8","22,75","16,32497273"
"23/04/2020","12:55","24,38","375,23","25,57","15,74122955"
"23/04/2020","13:00","19,37","291,44","27,94","15,38347045"
"23/04/2020","13:05","16,56","255,84","25,79","15,30248864"
"23/04/2020","13:10","13,22","212,14","24,18","15,37297955"
"23/04/2020","13:15","13,58","220,16","21,92","15,77516591"
"23/04/2020","13:20","18,12","295,45","20,76","16,32626591"
"23/04/2020","13:25","16,37","260,08","21,93","16,73829773"
"23/04/2020","13:30","14,81","232,34","24,25","16,88393636"
"23/04/2020","13:35","15,4","247,2","25,68","17,1137"
"23/04/2020","13:40","14,66","223,11","26,22","16,89654773"
"23/04/2020","13:45","10,68","170,12","25,8","16,61388182"
"23/04/2020","13:50","12,82","210,85","24,76","16,51037955"
"23/04/2020","13:55","10,52","167,07","25,5","15,63587955"
"23/04/2020","14:00","8,09","127,92","24,16","15,71572955"
"23/04/2020","14:05","6,78","113,33","18,58","16,29715"
"23/04/2020","14:10","10,18","165,37","17,03","16,59493864"
"23/04/2020","14:15","15,43","252,02","18,21","16,66397273"
"23/04/2020","14:20","35,76","672,68","25,72","16,78444545"
"23/04/2020","14:25","29,28","523,16","34,58","16,33184091"
"23/04/2020","14:30","14,69","227,95","31,45","15,68263409"
"23/04/2020","14:35","10,06","162,32","27,52","15,54595227"
