"Fecha","Hora","Potencia [kW]","Insolacion [W/m2]","Temperatura de modulos [C]","Temperatura Ambiente [C]"
"1/04/2020","0:00","x","1","14,2","14,47416667"
"1/04/2020","0:05","x","1","14,31","14,47464286"
"1/04/2020","0:10","x","1","14,4","14,47125"
"1/04/2020","0:15","x","1","14,65","14,43083333"
"1/04/2020","0:20","x","1","14,8","14,3845325"
"1/04/2020","0:25","x","1","14,68","14,35028636"
"1/04/2020","0:30","x","1","14,51","14,34395227"
"1/04/2020","0:35","x","1","14,48","14,34943636"
"1/04/2020","0:40","x","1","14,14","14,34855682"
"1/04/2020","0:45","x","0,99","14","14,32495"
"1/04/2020","0:50","x","0,99","14,04","14,27858636"
"1/04/2020","0:55","x","0,99","14,13","14,25497955"
"1/04/2020","1:00","x","0,99","14,37","14,26407045"
"1/04/2020","1:05","x","0,99","14,39","14,28134318"
"1/04/2020","1:10","x","0,99","14,39","14,33228182"
"1/04/2020","1:15","x","1","14,29","14,40679773"
"1/04/2020","1:20","x","0,99","14,42","14,48313182"
"1/04/2020","1:25","x","1","14,61","14,55673864"
"1/04/2020","1:30","x","1","14,67","14,61125455"
"1/04/2020","1:35","x","0,99","14,7","14,65670909"
"1/04/2020","1:40","x","1","14,82","14,70577045"
"1/04/2020","1:45","x","1","14,88","14,73852727"
"1/04/2020","1:50","x","1","14,94","14,73489091"
"1/04/2020","1:55","x","1","14,97","14,73582955"
"1/04/2020","2:00","x","0,99","14,89","14,74858636"
"1/04/2020","2:05","x","1","14,93","14,76676818"
"1/04/2020","2:10","x","0,99","14,65","14,77407045"
"1/04/2020","2:15","x","0,99","14,38","14,72864545"
"1/04/2020","2:20","x","0,99","14,62","14,64688636"
"1/04/2020","2:25","x","0,99","14,81","14,57421818"
"1/04/2020","2:30","x","0,99","14,9","14,51515682"
"1/04/2020","2:35","x","0,99","14,9","14,43067045"
"1/04/2020","2:40","x","0,99","14,38","14,35615455"
"1/04/2020","2:45","x","0,98","14,04","14,29891136"
"1/04/2020","2:50","x","0,98","14,17","14,20257727"
"1/04/2020","2:55","x","0,98","14,24","14,08897045"
"1/04/2020","3:00","x","0,98","14","13,97627273"
"1/04/2020","3:05","x","0,98","13,83","13,88084773"
"1/04/2020","3:10","x","0,98","13,75","13,83087727"
"1/04/2020","3:15","x","0,98","13,56","13,72542273"
"1/04/2020","3:20","x","0,98","13,56","13,56636136"
"1/04/2020","3:25","x","0,98","13,66","13,39639091"
"1/04/2020","3:30","x","0,98","13,85","13,23914773"
"1/04/2020","3:35","x","0,98","13,83","13,05826818"
"1/04/2020","3:40","x","0,98","12,88","12,87557045"
"1/04/2020","3:45","x","0,97","12,42","12,69832727"
"1/04/2020","3:50","x","0,97","12,37","12,51199318"
"1/04/2020","3:55","x","0,97","12,27","12,32656818"
"1/04/2020","4:00","x","0,97","11,84","12,12387045"
"1/04/2020","4:05","x","0,97","11,74","11,97480909"
