"Fecha","Hora","Potencia [kW]","Insolacion [W/m2]","Temperatura de modulos [C]","Temperatura Ambiente [C]"
"8/04/2020","0:00","x","1","15,37","15,1375"
"8/04/2020","0:05","x","1","15,16","15,14321429"
"8/04/2020","0:10","x","1","15,04","15,11625"
"8/04/2020","0:15","x","1","15,05","15,08861111"
"8/04/2020","0:20","x","1","15,16","15,0595"
"8/04/2020","0:25","x","1","15,24","15,04389318"
"8/04/2020","0:30","x","1","15,21","15,00298409"
"8/04/2020","0:35","x","1","14,96","14,95298409"
"8/04/2020","0:40","x","1","14,9","14,88665"
"8/04/2020","0:45","x","1","14,83","14,80031591"
"8/04/2020","0:50","x","0,99","14,92","14,68943636"
"8/04/2020","0:55","x","1","14,92","14,54946591"
"8/04/2020","1:00","x","1","14,61","14,38043409"
"8/04/2020","1:05","x","0,99","14,31","14,23773636"
"8/04/2020","1:10","x","0,99","14,1","14,12688636"
"8/04/2020","1:15","x","0,99","13,94","14,02055227"
"8/04/2020","1:20","x","0,99","13,7","13,89600682"
"8/04/2020","1:25","x","0,98","13,35","13,76694545"
"8/04/2020","1:30","x","0,99","13,39","13,65336818"
"8/04/2020","1:35","x","0,98","13,68","13,56427727"
"8/04/2020","1:40","x","0,99","13,66","13,50700455"
"8/04/2020","1:45","x","0,99","13,55","13,48791364"
"8/04/2020","1:50","x","0,99","13,5","13,50518636"
"8/04/2020","1:55","x","0,98","13,36","13,57333864"
"8/04/2020","2:00","x","0,99","13,33","13,63061136"
"8/04/2020","2:05","x","0,99","13,47","13,68509773"
"8/04/2020","2:10","x","0,99","13,73","13,73779545"
"8/04/2020","2:15","x","0,99","13,89","13,76688636"
"8/04/2020","2:20","x","0,99","14,1","13,77597727"
"8/04/2020","2:25","x","0,99","14,02","13,79958409"
"8/04/2020","2:30","x","1","14,28","13,81594773"
"8/04/2020","2:35","x","1","14,24","13,80685682"
"8/04/2020","2:40","x","0,99","13,87","13,77234091"
"8/04/2020","2:45","x","0,99","13,6","13,72597727"
"8/04/2020","2:50","x","0,99","13,62","13,66961364"
"8/04/2020","2:55","x","0,99","13,51","13,63415909"
"8/04/2020","3:00","x","0,99","13,37","13,57691591"
"8/04/2020","3:05","x","0,98","13,35","13,52603636"
"8/04/2020","3:10","x","0,99","13,38","13,49694545"
"8/04/2020","3:15","x","0,99","13,48","13,45967273"
"8/04/2020","3:20","x","0,99","13,63","13,39788409"
"8/04/2020","3:25","x","0,99","13,65","13,35609545"
"8/04/2020","3:30","x","0,99","13,68","13,336125"
"8/04/2020","3:35","x","0,99","13,55","13,31336818"
"8/04/2020","3:40","x","0,99","13,19","13,26064091"
"8/04/2020","3:45","x","0,98","12,94","13,196125"
"8/04/2020","3:50","x","0,98","13,05","13,10706364"
"8/04/2020","3:55","x","0,98","13,15","12,99800227"
"8/04/2020","4:00","x","0,99","13,1","12,88075909"
"8/04/2020","4:05","x","0,99","12,8","12,75351591"
"8/04/2020","4:10","x","0,98","12,77","12,66172727"
