Fecha,Hora,Potencia [kW],Insolación [W/m²],Temperatura de modulos [°C],Temperatura ambiente [°C]
03/02/2020,05:35:00 PM,2.41,27.21,19.58,19.2677090909091
03/02/2020,05:40:00 PM,2.12,27.05,19.76,19.0226159090909
03/02/2020,05:45:00 PM,0.53,11.36,19.25,18.597225
03/02/2020,05:50:00 PM,0.11,6.94,18.58,18.3247477272727
03/02/2020,05:55:00 PM,0.04,5.49,18.06,18.132625
03/02/2020,06:00:00 PM,0,3.98,17.77,17.9714
03/02/2020,06:05:00 PM,0,2.8,17.69,17.8205090909091
03/02/2020,06:10:00 PM,0,1.65,17.41,17.6327522727273
03/02/2020,06:15:00 PM,0,1.1,17.52,17.4050318181818
03/02/2020,06:20:00 PM,0,1.04,17.53,17.1878886363636
03/02/2020,06:25:00 PM,0,1.06,17.45,16.9983090909091
03/02/2020,06:30:00 PM,x,1.05,17.07,16.8142681818182
03/02/2020,06:35:00 PM,x,1.06,16.85,16.6094681818182
03/02/2020,06:40:00 PM,x,1.05,16.41,16.4158159090909
03/02/2020,06:45:00 PM,x,1.05,16,16.2069022727273
03/02/2020,06:50:00 PM,x,1.04,15.83,16.0169022727273
03/02/2020,06:55:00 PM,x,1.04,15.65,15.8787795454545
03/02/2020,07:00:00 PM,x,1.04,15.38,15.8105977272727
03/02/2020,07:05:00 PM,x,1.04,15.26,15.7769909090909
03/02/2020,07:10:00 PM,x,1.04,15.22,15.7933545454545
03/02/2020,07:15:00 PM,x,1.04,15.44,15.8315659090909
03/02/2020,07:20:00 PM,x,1.04,15.93,15.872475
03/02/2020,07:25:00 PM,x,1.05,16.32,15.8979295454545
03/02/2020,07:30:00 PM,x,1.05,16.48,15.9061113636364
03/02/2020,07:35:00 PM,x,1.05,16.59,15.8979295454545
03/02/2020,07:40:00 PM,x,1.04,16.42,15.8852022727273
03/02/2020,07:45:00 PM,x,1.04,16.28,15.8488386363636
03/02/2020,07:50:00 PM,x,1.04,15.93,15.7779295454545
03/02/2020,07:55:00 PM,x,1.04,15.47,15.6970795454545
03/02/2020,08:00:00 PM,x,1.04,15.17,15.6134727272727
03/02/2020,08:05:00 PM,x,1.04,15.08,15.5162295454545
03/02/2020,08:10:00 PM,x,1.04,15.04,15.440775
03/02/2020,08:15:00 PM,x,1.04,15.15,15.390775
03/02/2020,08:20:00 PM,x,1.03,15.43,15.3798954545455
03/02/2020,08:25:00 PM,x,1.04,15.56,15.3980772727273
03/02/2020,08:30:00 PM,x,1.04,15.52,15.4271977272727
03/02/2020,08:35:00 PM,x,1.04,15.59,15.4635909090909
03/02/2020,08:40:00 PM,x,1.04,15.73,15.5072568181818
03/02/2020,08:45:00 PM,x,1.03,15.81,15.54365
03/02/2020,08:50:00 PM,x,1.04,15.67,15.5700136363636
03/02/2020,08:55:00 PM,x,1.03,15.49,15.5927704545455
03/02/2020,09:00:00 PM,x,1.03,15.48,15.5946181818182
03/02/2020,09:05:00 PM,x,1.03,15.52,15.5764659090909
03/02/2020,09:10:00 PM,x,1.03,15.55,15.5392227272727
03/02/2020,09:15:00 PM,x,1.03,15.72,15.4837681818182
03/02/2020,09:20:00 PM,x,1.03,15.81,15.446525
03/02/2020,09:25:00 PM,x,1.03,15.54,15.4301613636364
03/02/2020,09:30:00 PM,x,1.03,15.39,15.4101613636364
03/02/2020,09:35:00 PM,x,1.03,15.32,15.3801613636364
03/02/2020,09:40:00 PM,x,1.03,15.2,15.3438272727273
03/02/2020,09:45:00 PM,x,1.03,15.26,15.2920386363636
03/02/2020,09:50:00 PM,x,1.03,15.31,15.2329477272727
03/02/2020,09:55:00 PM,x,1.03,15.26,15.1875227272727
03/02/2020,10:00:00 PM,x,1.03,15.19,15.1393704545455
03/02/2020,10:05:00 PM,x,1.02,15.15,15.0584909090909
03/02/2020,10:10:00 PM,x,1.02,15.15,14.9594295454545
03/02/2020,10:15:00 PM,x,1.03,15.16,14.8567318181818
03/02/2020,10:20:00 PM,x,1.02,15.04,14.7513363636364
03/02/2020,10:25:00 PM,x,1.02,14.86,14.6477590909091
03/02/2020,10:30:00 PM,x,1.02,14.43,14.5178181818182
03/02/2020,10:35:00 PM,x,1.02,14.11,14.3578477272727
03/02/2020,10:40:00 PM,x,1.02,14.13,14.1915136363636
03/02/2020,10:45:00 PM,x,1.01,14.15,14.0279363636364
03/02/2020,10:50:00 PM,x,1.01,14.12,13.848875
03/02/2020,10:55:00 PM,x,1.01,13.76,13.6652681818182
03/02/2020,11:00:00 PM,x,1.01,13.39,13.5189340909091
03/02/2020,11:05:00 PM,x,1.01,13.32,13.3944181818182
03/02/2020,11:10:00 PM,x,1.01,13.36,13.2608113636364
03/02/2020,11:15:00 PM,x,1.01,13.07,13.1389931818182
03/02/2020,11:20:00 PM,x,1.01,12.84,13.0044477272727
03/02/2020,11:25:00 PM,x,1.01,12.82,12.8889931818182
03/02/2020,11:30:00 PM,x,1.01,12.74,12.7989931818182
03/02/2020,11:35:00 PM,x,1.01,12.66,12.7062659090909
03/02/2020,11:40:00 PM,x,1.01,12.81,12.5999022727273
03/02/2020,11:45:00 PM,x,1.01,12.64,12.5344477272727
03/02/2020,11:50:00 PM,x,1.01,12.49,12.5335386363636
03/02/2020,11:55:00 PM,x,1.01,12.4,12.5789931818182
03/03/2020,12:00:00 AM,x,1.01,12.3,12.6171454545455
03/03/2020,12:05:00 AM,x,1.01,12.19,12.6144181818182
03/03/2020,12:10:00 AM,x,1.01,12.35,12.5607818181818
03/03/2020,12:15:00 AM,x,1.01,12.83,12.5035386363636
03/03/2020,12:20:00 AM,x,1.01,13.32,12.4472045454545
03/03/2020,12:25:00 AM,x,1.02,13.16,12.3935681818182
03/03/2020,12:30:00 AM,x,1.01,12.63,12.3426886363636
03/03/2020,12:35:00 AM,x,1.01,12.22,12.2981727272727
03/03/2020,12:40:00 AM,x,1,12.01,12.2272931818182
03/03/2020,12:45:00 AM,x,1,11.87,12.1145954545455
03/03/2020,12:50:00 AM,x,1.01,11.81,11.9645954545455
03/03/2020,12:55:00 AM,x,1,11.74,11.8509886363636
03/03/2020,01:00:00 AM,x,1,11.7,11.7937159090909
03/03/2020,01:05:00 AM,x,1,11.57,11.7691704545455
03/03/2020,01:10:00 AM,x,1,11.59,11.7718977272727
03/03/2020,01:15:00 AM,x,1.01,11.67,11.7909590909091
03/03/2020,01:20:00 AM,x,1.01,11.91,11.8009886363636
03/03/2020,01:25:00 AM,x,1.01,12,11.7828068181818
03/03/2020,01:30:00 AM,x,1.01,11.95,11.7528068181818
03/03/2020,01:35:00 AM,x,1,12.04,11.7373818181818
03/03/2020,01:40:00 AM,x,1.01,12.08,11.7128659090909
03/03/2020,01:45:00 AM,x,1,11.92,11.6738340909091
03/03/2020,01:50:00 AM,x,1,11.54,11.6138636363636
03/03/2020,01:55:00 AM,x,1,11.37,11.5375295454545
03/03/2020,02:00:00 AM,x,0.99,11.4,11.4557409090909
03/03/2020,02:05:00 AM,x,0.99,11.32,11.3657704545455
03/03/2020,02:10:00 AM,x,0.99,11.24,11.2876477272727
03/03/2020,02:15:00 AM,x,1,11.25,11.2185568181818
03/03/2020,02:20:00 AM,x,1,11.16,11.1840113636364
03/03/2020,02:25:00 AM,x,1,11.05,11.1712840909091
03/03/2020,02:30:00 AM,x,0.99,11.05,11.1612840909091
03/03/2020,02:35:00 AM,x,0.99,11.22,11.1630727272727
03/03/2020,02:40:00 AM,x,1,11.16,11.1666795454545
03/03/2020,02:45:00 AM,x,1,11.16,11.1639522727273
03/03/2020,02:50:00 AM,x,1,11.23,11.1639522727273
03/03/2020,02:55:00 AM,x,0.99,11.29,11.1603159090909
03/03/2020,03:00:00 AM,x,1,11.34,11.1530431818182
03/03/2020,03:05:00 AM,x,1,11.28,11.1221045454545
03/03/2020,03:10:00 AM,x,1,11.22,11.0903159090909
03/03/2020,03:15:00 AM,x,1,11.16,11.0530727272727
03/03/2020,03:20:00 AM,x,1,11.01,10.9967090909091
03/03/2020,03:25:00 AM,x,0.99,10.97,10.9448909090909
03/03/2020,03:30:00 AM,x,1,10.88,10.9094659090909
03/03/2020,03:35:00 AM,x,0.99,10.81,10.8958295454545
03/03/2020,03:40:00 AM,x,0.99,10.75,10.8840113636364
03/03/2020,03:45:00 AM,x,1,10.61,10.8640113636364
03/03/2020,03:50:00 AM,x,0.99,10.72,10.8467386363636
03/03/2020,03:55:00 AM,x,0.99,10.95,10.8303454545455
03/03/2020,04:00:00 AM,x,1,11.13,10.8258
03/03/2020,04:05:00 AM,x,1,11.09,10.8521340909091
03/03/2020,04:10:00 AM,x,1,10.94,10.9102863636364
03/03/2020,04:15:00 AM,x,1,10.82,10.9975590909091
03/03/2020,04:20:00 AM,x,1,10.79,11.0829840909091
03/03/2020,04:25:00 AM,x,1,10.83,11.1347727272727
03/03/2020,04:30:00 AM,x,1,11.1,11.1620454545455
03/03/2020,04:35:00 AM,x,1,11.39,11.1802272727273
03/03/2020,04:40:00 AM,x,1,11.57,11.2011363636364
03/03/2020,04:45:00 AM,x,1,11.66,11.2256818181818
03/03/2020,04:50:00 AM,x,1,11.52,11.2466204545455
03/03/2020,04:55:00 AM,x,1,11.43,11.2638931818182
03/03/2020,05:00:00 AM,x,1,11.29,11.2438931818182
03/03/2020,05:05:00 AM,x,1,11.17,11.17665
03/03/2020,05:10:00 AM,x,1,11.09,11.0857704545455
03/03/2020,05:15:00 AM,x,0.99,11.02,10.9803454545455
03/03/2020,05:20:00 AM,x,1,11.02,10.8849204545455
03/03/2020,05:25:00 AM,x,1,10.88,10.7894954545455
03/03/2020,05:30:00 AM,x,0.99,10.65,10.6940113636364
03/03/2020,05:35:00 AM,x,0.99,10.57,10.5976113636364
03/03/2020,05:40:00 AM,x,0.99,10.5,10.5008954545455
03/03/2020,05:45:00 AM,x,0.99,10.47,10.4003886363636
03/03/2020,05:50:00 AM,x,0.99,10.38,10.3113886363636
03/03/2020,05:55:00 AM,x,1.01,10.24,10.2233431818182
03/03/2020,06:00:00 AM,0,1.32,10.12,10.1468136363636
03/03/2020,06:05:00 AM,0,2.35,10.07,10.0977636363636
03/03/2020,06:10:00 AM,0.1,6.7,10.1,10.0855181818182
03/03/2020,06:15:00 AM,0.26,10.2,10.34,10.0773590909091
03/03/2020,06:20:00 AM,0.5,14.8,10.36,10.1065136363636
03/03/2020,06:25:00 AM,0.79,19.2,10.4,10.1332704545455
03/03/2020,06:30:00 AM,1.02,23.13,10.75,10.1772886363636
03/03/2020,06:35:00 AM,1.18,25.75,11.17,10.2311
03/03/2020,06:40:00 AM,1.4,29.29,11.3,10.3166931818182
03/03/2020,06:45:00 AM,1.52,31.43,11.69,10.3955522727273
03/03/2020,06:50:00 AM,1.87,37.8,11.73,10.4907863636364
03/03/2020,06:55:00 AM,2.24,43.96,11.99,10.6194727272727
03/03/2020,07:00:00 AM,2.56,49.06,12.18,10.74755
03/03/2020,07:05:00 AM,2.83,53.73,12.57,10.8682409090909
03/03/2020,07:10:00 AM,3.02,56.74,12.72,10.6820795454545
03/03/2020,07:15:00 AM,3.19,59.49,12.86,10.5997363636364
03/03/2020,07:20:00 AM,3.48,64.26,13.28,10.8596022727273
03/03/2020,07:25:00 AM,3.85,70.55,13.7,11.1785
03/03/2020,07:30:00 AM,4.19,79.67,14.25,11.7046727272727
03/03/2020,07:35:00 AM,6.38,258.76,16.71,12.2308340909091
03/03/2020,07:40:00 AM,12.3,379.3,22.09,12.9498363636364
03/03/2020,07:45:00 AM,19.06,405.23,26.53,13.6635909090909
03/03/2020,07:50:00 AM,20.83,419.41,27.7,14.3207363636364
03/03/2020,07:55:00 AM,19.52,369.74,28.39,14.3785659090909
03/03/2020,08:00:00 AM,19.68,376.26,28.84,15.0403909090909
03/03/2020,08:05:00 AM,12.91,252.77,27,15.6183318181818
03/03/2020,08:10:00 AM,13.62,227.45,26.17,16.3269045454545
03/03/2020,08:15:00 AM,10.64,187.38,24.51,16.9177295454546
03/03/2020,08:20:00 AM,23.9,483.9,27.77,17.4365681818182
03/03/2020,08:25:00 AM,21.07,407.36,32.18,17.7016159090909
03/03/2020,08:30:00 AM,32.9,600.38,34.17,17.7770295454546
03/03/2020,08:35:00 AM,32.06,606.86,37.28,17.8344272727273
03/03/2020,08:40:00 AM,35.04,635.72,40.52,17.7849022727273
03/03/2020,08:45:00 AM,36.29,654.88,41.06,17.7418795454545
03/03/2020,08:50:00 AM,37.36,673.57,41.18,19.4138977272727
03/03/2020,08:55:00 AM,39.01,698.12,40.13,20.0786863636364
03/03/2020,09:00:00 AM,40.08,716.42,42.7,20.680725
03/03/2020,09:05:00 AM,41.44,736.52,42.17,20.8243636363636
03/03/2020,09:10:00 AM,42.7,755.48,42.5,20.7133954545455
03/03/2020,09:15:00 AM,16.06,268.14,39.15,20.5392681818182
03/03/2020,09:20:00 AM,6.37,110.97,29.86,20.4065295454545
03/03/2020,09:25:00 AM,6.88,115.69,25.04,20.5199113636364
03/03/2020,09:30:00 AM,7.27,120.09,23.04,20.4646022727273
03/03/2020,09:35:00 AM,7.37,119.74,22.53,20.5119204545455
03/03/2020,09:40:00 AM,8.71,141.2,22.45,20.459525
03/03/2020,09:45:00 AM,10.43,163.42,23.14,18.1141909090909
03/03/2020,09:50:00 AM,10.1,152.36,23.64,18.1903636363636
03/03/2020,09:55:00 AM,9.43,143.14,23.46,17.9646431818182
03/03/2020,10:00:00 AM,11.52,177.12,24.51,18.2665727272727
03/03/2020,10:05:00 AM,13.85,255.06,25.66,17.8018431818182
03/03/2020,10:10:00 AM,57.06,957.33,35.75,18.4995704545455
03/03/2020,10:15:00 AM,23.46,371.65,39.17,18.6159068181818
03/03/2020,10:20:00 AM,24.34,395.78,31.66,18.363
03/03/2020,10:25:00 AM,16.75,280.36,31.57,17.7658659090909
03/03/2020,10:30:00 AM,30.77,516.11,30.3,17.1945681818182
03/03/2020,10:35:00 AM,13.14,207.2,32.27,17.4754636363636
03/03/2020,10:40:00 AM,20.74,380.66,31.48,19.3117818181818
03/03/2020,10:45:00 AM,33.22,591.19,35.12,20.5479
03/03/2020,10:50:00 AM,43.64,738.17,36.23,21.9496704545455
03/03/2020,10:55:00 AM,68.66,1134.79,49.35,21.5528204545455
03/03/2020,11:00:00 AM,65.72,1115.68,56.72,21.4116227272727
03/03/2020,11:05:00 AM,64.88,1120.73,61.26,21.8200613636364
03/03/2020,11:10:00 AM,28.84,482.81,56.38,22.0463590909091
03/03/2020,11:15:00 AM,12.05,193.95,40.52,23.6548113636364
03/03/2020,11:20:00 AM,32.57,597.14,37.5,24.8687045454545
03/03/2020,11:25:00 AM,69.91,1167.9,49.93,25.22115
03/03/2020,11:30:00 AM,36.65,710.19,53.11,26.4674727272727
03/03/2020,11:35:00 AM,53.16,960.99,52.83,26.737675
03/03/2020,11:40:00 AM,35.54,609.56,53.41,25.9406363636364
03/03/2020,11:45:00 AM,29.96,513.16,42.27,25.4073795454545
03/03/2020,11:50:00 AM,65.03,1098.27,52.04,25.8447204545455
03/03/2020,11:55:00 AM,36.08,633.54,54.76,26.3252636363636
03/03/2020,12:00:00 PM,41.45,666.2,49.46,25.7509159090909
03/03/2020,12:05:00 PM,24.76,369.5,43.93,25.6978068181818
03/03/2020,12:10:00 PM,13.84,199.36,34.83,24.6372909090909
03/03/2020,12:15:00 PM,15.34,218.04,29.99,23.7110386363636
03/03/2020,12:20:00 PM,28.27,425.87,31.1,24.4253818181818
03/03/2020,12:25:00 PM,12.38,165.2,29.08,23.5356545454545
03/03/2020,12:30:00 PM,14.12,186.35,27.07,22.524675
03/03/2020,12:35:00 PM,11.98,158.35,27.08,21.1809363636364
03/03/2020,12:40:00 PM,28.32,421.43,29.1,21.2543977272727
03/03/2020,12:45:00 PM,19.13,252.8,32.42,20.6452045454545
03/03/2020,12:50:00 PM,11.5,161.14,29.62,22.0870045454545
03/03/2020,12:55:00 PM,27.44,396.07,29.56,22.5379659090909
03/03/2020,01:00:00 PM,38.74,578.15,35.93,22.97425
03/03/2020,01:05:00 PM,16.57,224.65,36.46,22.7049386363636
03/03/2020,01:10:00 PM,44.8,690.69,38.65,23.3144590909091
03/03/2020,01:15:00 PM,15.41,216.03,40.14,23.698025
03/03/2020,01:20:00 PM,10.79,161.49,33.92,23.822475
03/03/2020,01:25:00 PM,12.44,179.3,31.64,24.5300136363636
03/03/2020,01:30:00 PM,31.21,423.04,32.72,25.2474886363636
03/03/2020,01:35:00 PM,35.64,509.9,38.68,25.0109886363636
03/03/2020,01:40:00 PM,16.1,230.67,35.92,25.7502431818182
03/03/2020,01:45:00 PM,13.04,185.48,31.78,24.889625
03/03/2020,01:50:00 PM,15.56,215.98,31.49,24.3794318181818
03/03/2020,01:55:00 PM,14.44,183.62,31,23.9689136363636
03/03/2020,02:00:00 PM,5.78,82.85,29.25,24.159225
03/03/2020,02:05:00 PM,5.58,87.25,27.17,24.0895363636364
03/03/2020,02:10:00 PM,6.32,97.47,26.82,23.4308954545455
03/03/2020,02:15:00 PM,5.33,84.94,25.82,23.0048045454545
03/03/2020,02:20:00 PM,5.7,90.86,24.25,22.6978795454545
03/03/2020,02:25:00 PM,5.74,83.55,23.78,22.3541227272727
03/03/2020,02:30:00 PM,5.6,78.41,23.89,21.8487204545454
03/03/2020,02:35:00 PM,5.59,82.21,23.85,21.5968840909091
03/03/2020,02:40:00 PM,7.14,101.08,24.35,21.4246113636364
03/03/2020,02:45:00 PM,8.44,116.17,24.87,21.2839454545455
03/03/2020,02:50:00 PM,9.43,118.43,25.1,21.2000409090909
03/03/2020,02:55:00 PM,9.14,115.14,24.74,21.0874909090909
03/03/2020,03:00:00 PM,7.51,85.41,24.34,20.9177931818182
03/03/2020,03:05:00 PM,4.21,59.47,23.69,20.7201409090909
03/03/2020,03:10:00 PM,2.93,44.55,22.96,20.4040409090909
03/03/2020,03:15:00 PM,4,61.72,22.38,20.5109181818182
03/03/2020,03:20:00 PM,6.12,79.49,22.41,20.7369477272727
03/03/2020,03:25:00 PM,8.53,110,23.05,20.9069431818182
03/03/2020,03:30:00 PM,12.66,172.8,24.62,20.7634386363636
03/03/2020,03:35:00 PM,21.28,271.76,26.42,20.4348431818182
03/03/2020,03:40:00 PM,13.72,182.15,28.19,20.0759590909091
03/03/2020,03:45:00 PM,11.34,69.62,26,19.8433386363636
03/03/2020,03:50:00 PM,1.13,16.68,23.41,19.5254659090909
03/03/2020,03:55:00 PM,0.67,12.75,20.4,19.0936931818182
03/03/2020,04:00:00 PM,1.49,27.61,19.04,18.5658227272727
03/03/2020,04:05:00 PM,1.75,32.48,18.62,18.106125
03/03/2020,04:10:00 PM,0.38,11.53,18.19,17.2504477272727
03/03/2020,04:15:00 PM,0.44,10.77,16.68,16.3417704545455
03/03/2020,04:20:00 PM,0.66,14.6,15.2,15.5993454545455
03/03/2020,04:25:00 PM,1.58,29.31,14.15,15.1744795454545
03/03/2020,04:30:00 PM,2.86,47.35,14.07,14.9610068181818
03/03/2020,04:35:00 PM,3.89,57.61,14.73,14.8372909090909
03/03/2020,04:40:00 PM,3.95,57.48,15.61,14.6899363636364
03/03/2020,04:45:00 PM,3.14,48.27,16.27,14.6581113636364
03/03/2020,04:50:00 PM,2.34,39.32,16.59,14.7529272727273
03/03/2020,04:55:00 PM,2.48,40.17,17.1,14.9786113636364
03/03/2020,05:00:00 PM,2.33,37.43,17.42,15.2598840909091
03/03/2020,05:05:00 PM,2.7,39.25,17.47,15.5213068181818
03/03/2020,05:10:00 PM,2.59,39.08,17.25,15.6961840909091
03/03/2020,05:15:00 PM,2.58,40.97,17.1,15.7723068181818
03/03/2020,05:20:00 PM,2.3,37.54,16.9,15.7827568181818
03/03/2020,05:25:00 PM,1.94,32.15,16.67,15.7406727272727
03/03/2020,05:30:00 PM,1.66,27.59,16.63,15.6614704545455
03/03/2020,05:35:00 PM,1.21,21.06,16.35,15.5593636363636
03/03/2020,05:40:00 PM,0.98,17.89,16.12,15.46075
03/03/2020,05:45:00 PM,0.74,14.86,15.91,15.3786022727273
03/03/2020,05:50:00 PM,0.56,12.26,15.73,15.3522159090909
03/03/2020,05:55:00 PM,0.32,9.16,15.63,15.3887363636364
03/03/2020,06:00:00 PM,0.13,7.04,15.3,15.4553613636364
03/03/2020,06:05:00 PM,0.04,5.38,15.07,15.5472090909091
03/03/2020,06:10:00 PM,0,2.62,14.95,15.6551454545455
03/03/2020,06:15:00 PM,0,1.24,15.43,15.7477659090909
03/03/2020,06:20:00 PM,0,1.02,16.06,15.8027340909091
03/03/2020,06:25:00 PM,0,1.04,16.5,15.7922090909091
03/03/2020,06:30:00 PM,x,1.05,16.71,15.7372386363636
03/03/2020,06:35:00 PM,x,1.05,16.76,15.6637568181818
03/03/2020,06:40:00 PM,x,1.05,16.48,15.587575
03/03/2020,06:45:00 PM,x,1.04,15.97,15.4591340909091
03/03/2020,06:50:00 PM,x,1.03,15.25,15.2645590909091
03/03/2020,06:55:00 PM,x,1.03,14.5,14.9973454545455
03/03/2020,07:00:00 PM,x,1.02,14.12,14.6874340909091
03/03/2020,07:05:00 PM,x,1.02,14.06,14.3538863636364
03/03/2020,07:10:00 PM,x,1.02,14.01,14.03855
03/03/2020,07:15:00 PM,x,1.03,13.92,13.7649727272727
03/03/2020,07:20:00 PM,x,1.02,13.56,13.5550318181818
03/03/2020,07:25:00 PM,x,1.02,13.3,13.4005454545455
03/03/2020,07:30:00 PM,x,1.02,13.09,13.2641818181818
03/03/2020,07:35:00 PM,x,1.01,13.01,13.1251204545455
03/03/2020,07:40:00 PM,x,1.02,12.96,12.9878772727273
03/03/2020,07:45:00 PM,x,1.01,12.94,12.8752090909091
03/03/2020,07:50:00 PM,x,1.01,12.8,12.8434204545455
03/03/2020,07:55:00 PM,x,1.02,12.62,12.8806931818182
03/03/2020,08:00:00 PM,x,1.01,12.53,12.9516022727273
03/03/2020,08:05:00 PM,x,1.01,12.5,12.9843
03/03/2020,08:10:00 PM,x,1.01,12.68,12.9743
03/03/2020,08:15:00 PM,x,1.01,13.21,12.9397545454545
03/03/2020,08:20:00 PM,x,1.02,13.71,12.8988454545455
03/03/2020,08:25:00 PM,x,1.02,13.87,12.8616022727273
03/03/2020,08:30:00 PM,x,1.02,13.37,12.8252386363636
03/03/2020,08:35:00 PM,x,1.02,12.85,12.7834204545455
03/03/2020,08:40:00 PM,x,1.01,12.56,12.7225113636364
03/03/2020,08:45:00 PM,x,1.01,12.35,12.618875
03/03/2020,08:50:00 PM,x,1.01,12.21,12.4679954545455
03/03/2020,08:55:00 PM,x,1.01,12.13,12.2989340909091
03/03/2020,09:00:00 PM,x,1.01,12.04,12.1880545454545
03/03/2020,09:05:00 PM,x,1.01,12.01,12.147175
03/03/2020,09:10:00 PM,x,1.01,12.07,12.1317204545455
03/03/2020,09:15:00 PM,x,1.01,12.05,12.1499022727273
03/03/2020,09:20:00 PM,x,1.01,12.01,12.1808113636364
03/03/2020,09:25:00 PM,x,1.01,12.15,12.2153568181818
03/03/2020,09:30:00 PM,x,1.01,12.4,12.2653863636364
03/03/2020,09:35:00 PM,x,1.01,12.39,12.3108704545455
03/03/2020,09:40:00 PM,x,1.01,12.55,12.3308704545455
03/03/2020,09:45:00 PM,x,1.01,12.55,12.3681727272727
03/03/2020,09:50:00 PM,x,1.01,12.51,12.4145363636364
03/03/2020,09:55:00 PM,x,1,12.59,12.4282022727273
03/03/2020,10:00:00 PM,x,1,12.51,12.4018681818182
03/03/2020,10:05:00 PM,x,1.01,12.29,12.3873522727273
03/03/2020,10:10:00 PM,x,1,12.46,12.3610181818182
03/03/2020,10:15:00 PM,x,1.01,12.52,12.3401386363636
03/03/2020,10:20:00 PM,x,1,12.3,12.3192590909091
03/03/2020,10:25:00 PM,x,1,12.11,12.2792590909091
03/03/2020,10:30:00 PM,x,1,12.23,12.23835
03/03/2020,10:35:00 PM,x,1,12.26,12.2065613636364
03/03/2020,10:40:00 PM,x,1,12.32,12.1492886363636
03/03/2020,10:45:00 PM,x,1,12.28,12.0793181818182
03/03/2020,10:50:00 PM,x,1,12.15,12.0429545454545
03/03/2020,10:55:00 PM,x,1,12.06,12.0538636363636
03/03/2020,11:00:00 PM,x,1,11.94,12.0783795454545
03/03/2020,11:05:00 PM,x,1,11.83,12.0983795454545
03/03/2020,11:10:00 PM,x,1,11.75,12.0874704545455
03/03/2020,11:15:00 PM,x,1,11.9,12.0711068181818
03/03/2020,11:20:00 PM,x,1,12.23,12.0801977272727
03/03/2020,11:25:00 PM,x,1.01,12.5,12.0911068181818
03/03/2020,11:30:00 PM,x,1,12.48,12.1147431818182
03/03/2020,11:35:00 PM,x,1,12.2,12.1464675
03/03/2020,11:40:00 PM,x,1,12.1,12.1941305555556
03/03/2020,11:45:00 PM,x,1,12.25,12.234959375
03/03/2020,11:50:00 PM,x,1,12.18,12.2403107142857
03/03/2020,11:55:00 PM,x,1,12.2,12.2025
