Fecha,Hora,Potencia [kW],Insolación [W/m²],Temperatura de modulos [°C],Temperatura ambiente [°C]
02/26/2020,12:00:00 AM,x,0.99,13.59,13.8993833333333
02/26/2020,12:05:00 AM,x,0.99,13.82,13.8891142857143
02/26/2020,12:10:00 AM,x,0.99,13.84,13.8601625
02/26/2020,12:15:00 AM,x,0.99,13.98,13.8398666666667
02/26/2020,12:20:00 AM,x,1,14.17,13.82163
02/26/2020,12:25:00 AM,x,1,14.19,13.8076181818182
02/26/2020,12:30:00 AM,x,1,13.86,13.8158
02/26/2020,12:35:00 AM,x,1,13.69,13.8039818181818
02/26/2020,12:40:00 AM,x,1,13.71,13.7876181818182
02/26/2020,12:45:00 AM,x,1,13.69,13.7685272727273
02/26/2020,12:50:00 AM,x,1,13.7,13.7631022727273
02/26/2020,12:55:00 AM,x,0.99,13.68,13.7594659090909
02/26/2020,01:00:00 AM,x,0.99,13.69,13.8012840909091
02/26/2020,01:05:00 AM,x,0.99,13.66,13.8640113636364
02/26/2020,01:10:00 AM,x,0.99,13.77,13.9194659090909
02/26/2020,01:15:00 AM,x,0.99,14.11,13.9767386363636
02/26/2020,01:20:00 AM,x,1,14.15,14.0267386363636
02/26/2020,01:25:00 AM,x,1,14.32,14.0767090909091
02/26/2020,01:30:00 AM,x,1,14.38,14.1048613636364
02/26/2020,01:35:00 AM,x,1,14.32,14.1248613636364
02/26/2020,01:40:00 AM,x,1,14.32,14.1257704545455
02/26/2020,01:45:00 AM,x,1,14.25,14.1021340909091
02/26/2020,01:50:00 AM,x,1,14.23,14.0867090909091
02/26/2020,01:55:00 AM,x,1,14,14.0730727272727
02/26/2020,02:00:00 AM,x,0.99,13.88,14.0494659090909
02/26/2020,02:05:00 AM,x,0.99,13.78,13.9922227272727
02/26/2020,02:10:00 AM,x,0.99,13.85,13.9040704545455
02/26/2020,02:15:00 AM,x,0.99,13.98,13.778675
02/26/2020,02:20:00 AM,x,1,14.17,13.6396431818182
02/26/2020,02:25:00 AM,x,0.99,14.12,13.5106113636364
02/26/2020,02:30:00 AM,x,0.99,13.69,13.3970045454545
02/26/2020,02:35:00 AM,x,0.99,13.35,13.3133977272727
02/26/2020,02:40:00 AM,x,0.98,12.87,13.2397909090909
02/26/2020,02:45:00 AM,x,0.98,12.7,13.1680022727273
02/26/2020,02:50:00 AM,x,0.98,12.58,13.0916681818182
02/26/2020,02:55:00 AM,x,0.98,12.63,13.00985
02/26/2020,03:00:00 AM,x,0.98,12.86,12.9634863636364
02/26/2020,03:05:00 AM,x,0.98,13.04,12.9471522727273
02/26/2020,03:10:00 AM,x,0.98,13.19,12.9853340909091
02/26/2020,03:15:00 AM,x,0.99,13.33,13.04985
02/26/2020,03:20:00 AM,x,0.99,13.22,13.1361840909091
02/26/2020,03:25:00 AM,x,0.99,13.18,13.2216090909091
02/26/2020,03:30:00 AM,x,0.98,13.17,13.2770340909091
02/26/2020,03:35:00 AM,x,0.98,13.29,13.2824590909091
02/26/2020,03:40:00 AM,x,0.99,13.41,13.2433386363636
02/26/2020,03:45:00 AM,x,0.99,13.53,13.1824295454545
02/26/2020,03:50:00 AM,x,0.99,13.57,13.0806409090909
02/26/2020,03:55:00 AM,x,0.99,13.47,12.9933977272727
02/26/2020,04:00:00 AM,x,0.99,13.1,12.9252159090909
02/26/2020,04:05:00 AM,x,0.99,12.76,12.8243068181818
02/26/2020,04:10:00 AM,x,0.99,12.66,12.6952454545455
02/26/2020,04:15:00 AM,x,0.98,12.1,12.5498204545455
02/26/2020,04:20:00 AM,x,0.98,12.22,12.4034863636364
02/26/2020,04:25:00 AM,x,0.98,12.42,12.274425
02/26/2020,04:30:00 AM,x,0.98,12.18,12.1880909090909
02/26/2020,04:35:00 AM,x,0.98,11.99,12.1608477272727
02/26/2020,04:40:00 AM,x,0.98,11.93,12.1526954545455
02/26/2020,04:45:00 AM,x,0.98,11.96,12.1963318181818
02/26/2020,04:50:00 AM,x,0.98,12.05,12.2326954545455
02/26/2020,04:55:00 AM,x,0.98,12.15,12.2245136363636
02/26/2020,05:00:00 AM,x,0.98,12.46,12.2199681818182
02/26/2020,05:05:00 AM,x,0.98,12.57,12.2408772727273
02/26/2020,05:10:00 AM,x,0.98,12.58,12.2890590909091
02/26/2020,05:15:00 AM,x,0.98,12.62,12.3454227272727
02/26/2020,05:20:00 AM,x,0.98,12.33,12.3945136363636
02/26/2020,05:25:00 AM,x,0.98,12.13,12.4499681818182
02/26/2020,05:30:00 AM,x,0.98,12.22,12.4799681818182
02/26/2020,05:35:00 AM,x,0.98,12.46,12.4999386363636
02/26/2020,05:40:00 AM,x,0.98,12.58,12.5126363636364
02/26/2020,05:45:00 AM,x,0.98,12.59,12.5215795454545
02/26/2020,05:50:00 AM,x,0.98,12.76,12.5689340909091
02/26/2020,05:55:00 AM,x,0.98,12.79,12.6518477272727
02/26/2020,06:00:00 AM,x,0.99,12.79,12.7262931818182
02/26/2020,06:05:00 AM,x,0.99,12.72,12.7923363636364
02/26/2020,06:10:00 AM,x,1.03,12.72,12.8663840909091
02/26/2020,06:15:00 AM,0,1.26,12.86,12.9595886363636
02/26/2020,06:20:00 AM,0,1.84,13.07,13.0429477272727
02/26/2020,06:25:00 AM,0,2.86,13.1,13.1187977272727
02/26/2020,06:30:00 AM,0,3.55,13.27,13.1897431818182
02/26/2020,06:35:00 AM,0,3.61,13.48,13.2037363636364
02/26/2020,06:40:00 AM,0,3.28,13.69,13.1943295454545
02/26/2020,06:45:00 AM,0,2.92,13.74,13.1637636363636
02/26/2020,06:50:00 AM,0,3,13.69,13.1246886363636
02/26/2020,06:55:00 AM,0.02,4.67,13.69,13.0815181818182
02/26/2020,07:00:00 AM,0.08,6.1,13.04,13.0209386363636
02/26/2020,07:05:00 AM,0.07,6.06,12.78,12.9463386363636
02/26/2020,07:10:00 AM,0.1,6.99,12.71,12.8482340909091
02/26/2020,07:15:00 AM,0.07,6.45,12.79,12.7303886363636
02/26/2020,07:20:00 AM,0.11,7.01,12.76,12.5973295454545
02/26/2020,07:25:00 AM,0.25,9.9,12.81,12.4371636363636
02/26/2020,07:30:00 AM,0.28,10.09,12.87,12.3090295454545
02/26/2020,07:35:00 AM,0.43,13.1,12.93,12.2018227272727
02/26/2020,07:40:00 AM,0.65,16.96,12.9,12.1021068181818
02/26/2020,07:45:00 AM,0.82,19.42,12.76,11.9690522727273
02/26/2020,07:50:00 AM,1.54,30.88,12.78,11.8403022727273
02/26/2020,07:55:00 AM,2.96,51.93,13.12,11.7228
02/26/2020,08:00:00 AM,3.74,61.73,13.41,11.6528454545455
02/26/2020,08:05:00 AM,3.71,60.74,13.36,11.6474159090909
02/26/2020,08:10:00 AM,4.45,73.33,13.5,11.7154522727273
02/26/2020,08:15:00 AM,5.45,87.51,13.96,11.8598636363636
02/26/2020,08:20:00 AM,6.46,101.67,14.5,12.1001818181818
02/26/2020,08:25:00 AM,6.32,98.69,14.98,12.3664681818182
02/26/2020,08:30:00 AM,6.68,98.63,15.65,12.5951227272727
02/26/2020,08:35:00 AM,8,114.24,16.81,12.7682795454545
02/26/2020,08:40:00 AM,7.28,106.85,17.19,12.9595772727273
02/26/2020,08:45:00 AM,5.09,75.08,16.86,13.1204
02/26/2020,08:50:00 AM,3.95,58.11,16.25,13.2751272727273
02/26/2020,08:55:00 AM,3.52,53.57,15.66,13.3902818181818
02/26/2020,09:00:00 AM,4.69,73.21,15.67,13.4767454545455
02/26/2020,09:05:00 AM,5.9,91.66,16.2,13.6145136363636
02/26/2020,09:10:00 AM,8.45,128.77,17.07,13.69265
02/26/2020,09:15:00 AM,11.96,176.07,18.62,13.7307409090909
02/26/2020,09:20:00 AM,15.07,220.33,20.2,13.8361
02/26/2020,09:25:00 AM,19.38,280.75,22.52,14.0443613636364
02/26/2020,09:30:00 AM,19.91,286.38,23.92,14.5040681818182
02/26/2020,09:35:00 AM,21.26,310.25,24.66,15.0484159090909
02/26/2020,09:40:00 AM,23.56,349.88,26.21,15.6318159090909
02/26/2020,09:45:00 AM,25.62,378.45,27.82,16.1809159090909
02/26/2020,09:50:00 AM,26.69,388.62,28.84,16.6033772727273
02/26/2020,09:55:00 AM,22.01,322.54,28.83,16.9084977272727
02/26/2020,10:00:00 AM,17.66,252.65,27.42,17.0107818181818
02/26/2020,10:05:00 AM,12.94,188.85,25.44,16.9913795454545
02/26/2020,10:10:00 AM,9.32,132.99,23.26,16.7435863636364
02/26/2020,10:15:00 AM,8.95,124.42,21.73,16.7325
02/26/2020,10:20:00 AM,10.51,143.94,21.43,16.3338363636364
02/26/2020,10:25:00 AM,13.43,182.53,21.67,15.9110159090909
02/26/2020,10:30:00 AM,19.15,273.74,23.26,15.5302431818182
02/26/2020,10:35:00 AM,31.46,456.21,26.94,16.1184886363636
02/26/2020,10:40:00 AM,33.67,486.51,31.21,16.5443136363636
02/26/2020,10:45:00 AM,43.34,699.86,34.57,16.7995931818182
02/26/2020,10:50:00 AM,51.79,844.11,41.13,17.092575
02/26/2020,10:55:00 AM,58.58,990.45,47.21,17.302425
02/26/2020,11:00:00 AM,41.36,695.29,48.37,17.8878090909091
02/26/2020,11:05:00 AM,40.96,641.48,44.47,19.3152477272727
02/26/2020,11:10:00 AM,50.69,805.71,46.68,20.637975
02/26/2020,11:15:00 AM,53.51,881.7,48.63,21.0672477272727
02/26/2020,11:20:00 AM,61.15,1065.35,52.67,22.1137
02/26/2020,11:25:00 AM,58.44,1007.61,53.55,23.0770022727273
02/26/2020,11:30:00 AM,43.38,774,52.97,23.6633818181818
02/26/2020,11:35:00 AM,30.88,490.51,45.89,23.9470545454545
02/26/2020,11:40:00 AM,54.42,866.26,44.7,24.1610545454545
02/26/2020,11:45:00 AM,44.17,724.08,48.74,24.1243636363636
02/26/2020,11:50:00 AM,44.83,693.64,48.16,24.2079909090909
02/26/2020,11:55:00 AM,17.83,291.9,41.71,24.2105568181818
02/26/2020,12:00:00 PM,13.68,209.16,33.54,23.6570545454545
02/26/2020,12:05:00 PM,13.6,194.51,29.17,22.9773113636364
02/26/2020,12:10:00 PM,15.28,216.58,26.61,23.47115
02/26/2020,12:15:00 PM,19.72,276.43,27.95,23.1859318181818
02/26/2020,12:20:00 PM,14.28,200.28,27.34,22.8604272727273
02/26/2020,12:25:00 PM,12.92,178.57,27.53,21.8810340909091
02/26/2020,12:30:00 PM,10.7,149.5,27.33,21.2738227272727
02/26/2020,12:35:00 PM,9.28,135.73,26.39,20.9306590909091
02/26/2020,12:40:00 PM,7.2,112,25.71,20.7723022727273
02/26/2020,12:45:00 PM,4.94,78.58,24.59,20.7161386363636
02/26/2020,12:50:00 PM,4.07,68.31,23.67,20.5080795454545
02/26/2020,12:55:00 PM,4.25,70.37,22.35,20.2395090909091
02/26/2020,01:00:00 PM,4.87,82.35,21.75,19.8857522727273
02/26/2020,01:05:00 PM,8.21,133.87,22.18,19.5626409090909
02/26/2020,01:10:00 PM,7.99,132.67,22.66,19.1183113636364
02/26/2020,01:15:00 PM,6.97,114.7,22.27,18.7570454545455
02/26/2020,01:20:00 PM,4.92,80.24,21.38,18.5674431818182
02/26/2020,01:25:00 PM,5.46,84.31,21.32,18.6598454545455
02/26/2020,01:30:00 PM,6.52,95.86,21.54,18.7748181818182
02/26/2020,01:35:00 PM,10.22,140.85,21.76,18.976375
02/26/2020,01:40:00 PM,10.91,141.47,22.66,19.0892272727273
02/26/2020,01:45:00 PM,11.51,143.56,24.03,19.1327068181818
02/26/2020,01:50:00 PM,5.99,74.48,23.5,19.1584795454545
02/26/2020,01:55:00 PM,4.04,57.59,22.21,19.1585022727273
02/26/2020,02:00:00 PM,3.62,44.42,21.49,19.1468068181818
02/26/2020,02:05:00 PM,3.02,36.32,20.77,19.3072
02/26/2020,02:10:00 PM,2.64,37.83,20.25,19.4263522727273
02/26/2020,02:15:00 PM,2.27,32.44,20.11,19.4001159090909
02/26/2020,02:20:00 PM,3.58,48.61,20.16,19.1953681818182
02/26/2020,02:25:00 PM,6.01,78.28,20.84,19.0964113636364
02/26/2020,02:30:00 PM,5.32,73.64,21.34,19.0373886363636
02/26/2020,02:35:00 PM,4.1,58.68,21.28,18.9663363636364
02/26/2020,02:40:00 PM,4.54,64.44,21.17,18.7926795454545
02/26/2020,02:45:00 PM,5.87,73.01,21.2,18.5419840909091
02/26/2020,02:50:00 PM,4.25,62.16,21.27,18.2764227272727
02/26/2020,02:55:00 PM,2.39,37.32,20.61,17.9337659090909
02/26/2020,03:00:00 PM,3.31,42.83,20.2,17.4808795454545
02/26/2020,03:05:00 PM,6.26,82.76,19.8,16.8589409090909
02/26/2020,03:10:00 PM,5.02,64.06,18.38,16.2394045454545
02/26/2020,03:15:00 PM,3.53,42.8,17.05,15.6574681818182
02/26/2020,03:20:00 PM,3.12,40.41,15.84,15.1055272727273
02/26/2020,03:25:00 PM,1.63,27.54,14.86,14.5068113636364
02/26/2020,03:30:00 PM,2.81,49.49,14.14,13.9566909090909
02/26/2020,03:35:00 PM,4.32,71.36,14.58,13.5863113636364
02/26/2020,03:40:00 PM,5.41,85.05,15.19,13.3263431818182
02/26/2020,03:45:00 PM,4.46,67.74,15.38,13.1980727272727
02/26/2020,03:50:00 PM,5.52,80.27,15.42,13.2552659090909
02/26/2020,03:55:00 PM,4.82,73.64,15.15,13.4099568181818
02/26/2020,04:00:00 PM,4.4,65.35,15.16,13.6621727272727
02/26/2020,04:05:00 PM,3.66,57.28,15.3,13.9464727272727
02/26/2020,04:10:00 PM,4.2,62.83,16.29,14.211475
02/26/2020,04:15:00 PM,3.13,49.36,16.76,14.4390568181818
02/26/2020,04:20:00 PM,1.92,30.26,16.65,14.6979113636364
02/26/2020,04:25:00 PM,2.92,44.74,16.76,15.0041954545455
02/26/2020,04:30:00 PM,3.14,46.52,16.9,15.2820090909091
02/26/2020,04:35:00 PM,4.08,56.28,17.17,15.5034636363636
02/26/2020,04:40:00 PM,3.49,51.02,17.34,15.6262454545455
02/26/2020,04:45:00 PM,3.71,56.35,17.49,15.6722795454545
02/26/2020,04:50:00 PM,2.26,38.59,17.38,15.6696022727273
02/26/2020,04:55:00 PM,1.39,26.09,16.94,15.6978886363636
02/26/2020,05:00:00 PM,1,20.48,16.54,15.6818454545455
02/26/2020,05:05:00 PM,0.7,16.35,16.13,15.6219909090909
02/26/2020,05:10:00 PM,0.12,7.01,15.89,15.4978181818182
02/26/2020,05:15:00 PM,0.05,5.32,15.81,15.382825
02/26/2020,05:20:00 PM,0.05,5.32,15.79,15.2232181818182
02/26/2020,05:25:00 PM,0.01,3.95,15.34,15.0714159090909
02/26/2020,05:30:00 PM,0.47,7,14.91,14.9386
02/26/2020,05:35:00 PM,0.5,8.74,14.6,14.84155
02/26/2020,05:40:00 PM,0.22,6.04,14.59,14.7377772727273
02/26/2020,05:45:00 PM,0.26,7.38,14.61,14.6403454545454
02/26/2020,05:50:00 PM,0.53,10.7,14.77,14.5285136363636
02/26/2020,05:55:00 PM,0.32,8.51,14.69,14.4449977272727
02/26/2020,06:00:00 PM,0.05,4.89,14.69,14.4117863636364
02/26/2020,06:05:00 PM,0.05,5.21,14.69,14.4109590909091
02/26/2020,06:10:00 PM,0,3.22,14.67,14.4075795454545
02/26/2020,06:15:00 PM,0,1.94,14.45,14.4217954545455
02/26/2020,06:20:00 PM,0,1.14,14.33,14.4385477272727
02/26/2020,06:25:00 PM,0,1.01,14.35,14.473375
02/26/2020,06:30:00 PM,0,1.02,14.34,14.4911727272727
02/26/2020,06:35:00 PM,x,1.03,14.39,14.5071886363636
02/26/2020,06:40:00 PM,x,1.03,14.56,14.5200522727273
02/26/2020,06:45:00 PM,x,1.03,14.64,14.558225
02/26/2020,06:50:00 PM,x,1.03,14.83,14.6158227272727
02/26/2020,06:55:00 PM,x,1.02,14.76,14.6776113636364
02/26/2020,07:00:00 PM,x,1.02,14.73,14.7366727272727
02/26/2020,07:05:00 PM,x,1.02,14.74,14.7830659090909
02/26/2020,07:10:00 PM,x,1.02,14.84,14.8167318181818
02/26/2020,07:15:00 PM,x,1.03,14.96,14.8503977272727
02/26/2020,07:20:00 PM,x,1.02,15.03,14.8777
02/26/2020,07:25:00 PM,x,1.03,14.99,14.8886090909091
02/26/2020,07:30:00 PM,x,1.02,14.9,14.8913363636364
02/26/2020,07:35:00 PM,x,1.02,14.93,14.8913363636364
02/26/2020,07:40:00 PM,x,1.02,15.01,14.8822454545455
02/26/2020,07:45:00 PM,x,1.02,15.13,14.8540931818182
02/26/2020,07:50:00 PM,x,1.02,14.88,14.8177590909091
02/26/2020,07:55:00 PM,x,1.02,14.76,14.7914545454545
02/26/2020,08:00:00 PM,x,1.02,14.74,14.7887568181818
02/26/2020,08:05:00 PM,x,1.02,14.74,14.7978772727273
02/26/2020,08:10:00 PM,x,1.02,14.65,14.79515
02/26/2020,08:15:00 PM,x,1.01,14.63,14.7924227272727
02/26/2020,08:20:00 PM,x,1.01,14.7,14.8115136363636
02/26/2020,08:25:00 PM,x,1.01,14.87,14.8269681818182
02/26/2020,08:30:00 PM,x,1.01,15.03,14.8369977272727
02/26/2020,08:35:00 PM,x,1.02,14.98,14.8406636363636
02/26/2020,08:40:00 PM,x,1.02,15.1,14.8543295454545
02/26/2020,08:45:00 PM,x,1.02,15.09,14.868875
02/26/2020,08:50:00 PM,x,1.02,14.93,14.8661477272727
02/26/2020,08:55:00 PM,x,1.01,14.85,14.8034204545455
02/26/2020,09:00:00 PM,x,1.01,14.78,14.698875
02/26/2020,09:05:00 PM,x,1.01,14.8,14.6243590909091
02/26/2020,09:10:00 PM,x,1.01,14.79,14.568025
02/26/2020,09:15:00 PM,x,1.01,14.67,14.5262363636364
02/26/2020,09:20:00 PM,x,1.01,14.18,14.5108113636364
02/26/2020,09:25:00 PM,x,1.01,13.88,14.5053568181818
02/26/2020,09:30:00 PM,x,1.01,14.16,14.4989931818182
02/26/2020,09:35:00 PM,x,1.01,14.48,14.4562659090909
02/26/2020,09:40:00 PM,x,1.01,14.63,14.3980840909091
02/26/2020,09:45:00 PM,x,1.01,14.76,14.3580840909091
02/26/2020,09:50:00 PM,x,1.01,14.79,14.3708409090909
02/26/2020,09:55:00 PM,x,1.01,14.71,14.4199318181818
02/26/2020,10:00:00 PM,x,1.01,14.33,14.4399318181818
02/26/2020,10:05:00 PM,x,1.01,14.15,14.4135681818182
02/26/2020,10:10:00 PM,x,1.01,14.23,14.3599613636364
02/26/2020,10:15:00 PM,x,1,14.32,14.3108704545455
02/26/2020,10:20:00 PM,x,1.01,14.42,14.2735977272727
02/26/2020,10:25:00 PM,x,1.01,14.38,14.2490522727273
02/26/2020,10:30:00 PM,x,1.01,14.19,14.2654159090909
02/26/2020,10:35:00 PM,x,1,14.04,14.3008704545455
02/26/2020,10:40:00 PM,x,1.01,14.22,14.3335977272727
02/26/2020,10:45:00 PM,x,1.01,14.38,14.3672045454545
02/26/2020,10:50:00 PM,x,1.01,14.44,14.3972045454545
02/26/2020,10:55:00 PM,x,1.01,14.51,14.4199318181818
02/26/2020,11:00:00 PM,x,1.01,14.54,14.4408704545455
02/26/2020,11:05:00 PM,x,1.01,14.59,14.4781431818182
02/26/2020,11:10:00 PM,x,1.01,14.69,14.5018090909091
02/26/2020,11:15:00 PM,x,1.01,14.75,14.4991113636364
02/26/2020,11:20:00 PM,x,1.01,14.63,14.4627772727273
02/26/2020,11:25:00 PM,x,1,14.42,14.4164431818182
02/26/2020,11:30:00 PM,x,1,14.45,14.3882909090909
02/26/2020,11:35:00 PM,x,1,14.48,14.3610477272727
02/26/2020,11:40:00 PM,x,1,14.35,14.3074409090909
02/26/2020,11:45:00 PM,x,1,14.04,14.2538340909091
02/26/2020,11:50:00 PM,x,1,14,14.2084090909091
02/26/2020,11:55:00 PM,x,1,14.23,14.1784090909091
02/27/2020,12:00:00 AM,x,1,14.29,14.1475
02/27/2020,12:05:00 AM,x,1,14.1,14.1129545454545
02/27/2020,12:10:00 AM,x,1,14.16,14.0856818181818
02/27/2020,12:15:00 AM,x,1,14.13,14.0875
02/27/2020,12:20:00 AM,x,1,14.09,14.0956818181818
02/27/2020,12:25:00 AM,x,1,14.11,14.0938636363636
02/27/2020,12:30:00 AM,x,1,14.1,14.0902272727273
02/27/2020,12:35:00 AM,x,1,14.05,14.1084090909091
02/27/2020,12:40:00 AM,x,1,14.06,14.1093181818182
02/27/2020,12:45:00 AM,x,1,14.09,14.1084090909091
02/27/2020,12:50:00 AM,x,1,14.21,14.1075
02/27/2020,12:55:00 AM,x,1,14.25,14.0956522727273
02/27/2020,01:00:00 AM,x,1,14.3,14.0801977272727
02/27/2020,01:05:00 AM,x,1,14.17,14.0474704545455
02/27/2020,01:10:00 AM,x,1,14.12,14.0001977272727
02/27/2020,01:15:00 AM,x,1,14.08,13.9547431818182
02/27/2020,01:20:00 AM,x,1.01,13.98,13.9101977272727
02/27/2020,01:25:00 AM,x,1,13.93,13.8647431818182
02/27/2020,01:30:00 AM,x,1,13.69,13.8174704545455
02/27/2020,01:35:00 AM,x,1,13.54,13.7892886363636
02/27/2020,01:40:00 AM,x,1,13.59,13.7683795454545
02/27/2020,01:45:00 AM,x,1,13.72,13.762925
02/27/2020,01:50:00 AM,x,1,13.75,13.7638636363636
02/27/2020,01:55:00 AM,x,1,13.78,13.7320454545455
02/27/2020,02:00:00 AM,x,1,13.86,13.7029840909091
02/27/2020,02:05:00 AM,x,1,13.89,13.6693772727273
02/27/2020,02:10:00 AM,x,1,14.02,13.6094068181818
02/27/2020,02:15:00 AM,x,1,13.99,13.5303454545455
02/27/2020,02:20:00 AM,x,1,13.58,13.4294659090909
02/27/2020,02:25:00 AM,x,0.99,13.37,13.3031022727273
02/27/2020,02:30:00 AM,x,0.99,13.17,13.1704045454545
02/27/2020,02:35:00 AM,x,0.99,12.93,13.0304340909091
02/27/2020,02:40:00 AM,x,0.99,12.85,12.8986454545455
02/27/2020,02:45:00 AM,x,0.99,12.64,12.778675
02/27/2020,02:50:00 AM,x,1,12.39,12.7077954545455
02/27/2020,02:55:00 AM,x,0.99,12.4,12.6650386363636
02/27/2020,03:00:00 AM,x,0.99,12.35,12.6650090909091
02/27/2020,03:05:00 AM,x,0.99,12.57,12.6886159090909
02/27/2020,03:10:00 AM,x,0.99,12.67,12.7204340909091
02/27/2020,03:15:00 AM,x,0.99,12.8,12.7776772727273
02/27/2020,03:20:00 AM,x,1,12.9,12.8667977272727
02/27/2020,03:25:00 AM,x,1,13.17,12.9631318181818
02/27/2020,03:30:00 AM,x,1,13.19,13.050375
02/27/2020,03:35:00 AM,x,0.99,13.2,13.1030727272727
02/27/2020,03:40:00 AM,x,1,13.27,13.1557704545455
02/27/2020,03:45:00 AM,x,0.99,13.37,13.2193772727273
02/27/2020,03:50:00 AM,x,1,13.46,13.2830136363636
02/27/2020,03:55:00 AM,x,1,13.31,13.3130136363636
02/27/2020,04:00:00 AM,x,1,13.15,13.3321045454545
02/27/2020,04:05:00 AM,x,1,13.25,13.3075590909091
02/27/2020,04:10:00 AM,x,1,13.5,13.241225
02/27/2020,04:15:00 AM,x,1,13.6,13.1284977272727
02/27/2020,04:20:00 AM,x,1,13.5,12.9549204545455
02/27/2020,04:25:00 AM,x,1,13.4,12.7613431818182
02/27/2020,04:30:00 AM,x,0.99,12.93,12.5704931818182
02/27/2020,04:35:00 AM,x,0.99,12.54,12.367825
02/27/2020,04:40:00 AM,x,0.99,12.13,12.136975
02/27/2020,04:45:00 AM,x,0.98,11.55,11.9115795454545
02/27/2020,04:50:00 AM,x,0.98,11.18,11.6888818181818
02/27/2020,04:55:00 AM,x,0.98,11.05,11.4734568181818
02/27/2020,05:00:00 AM,x,0.98,11.02,11.2861840909091
02/27/2020,05:05:00 AM,x,0.98,10.96,11.1061840909091
02/27/2020,05:10:00 AM,x,0.98,11.12,10.9461840909091
02/27/2020,05:15:00 AM,x,0.99,11.05,10.8297909090909
02/27/2020,05:20:00 AM,x,0.99,11.03,10.7515795454545
02/27/2020,05:25:00 AM,x,0.99,10.87,10.6806409090909
02/27/2020,05:30:00 AM,x,0.99,10.56,10.6060363636364
02/27/2020,05:35:00 AM,x,0.99,10.37,10.5333613636364
02/27/2020,05:40:00 AM,x,0.99,10.27,10.4376363636364
02/27/2020,05:45:00 AM,x,0.99,10.32,10.3449818181818
02/27/2020,05:50:00 AM,x,0.99,10.27,10.2509954545455
02/27/2020,05:55:00 AM,x,1,10.2,10.1669727272727
02/27/2020,06:00:00 AM,0,1.27,10.17,10.1031045454545
02/27/2020,06:05:00 AM,0,2.61,10.12,10.0545068181818
02/27/2020,06:10:00 AM,0,4.35,10.14,10.0165068181818
02/27/2020,06:15:00 AM,0.13,7.57,10.21,9.97496590909091
02/27/2020,06:20:00 AM,0.32,11.89,10.3,9.92607045454546
02/27/2020,06:25:00 AM,0.55,15.53,10.33,9.87821136363636
02/27/2020,06:30:00 AM,0.8,19.9,10.45,9.82925227272727
02/27/2020,06:35:00 AM,1.01,23.39,10.58,9.94465454545455
02/27/2020,06:40:00 AM,1.24,27.05,10.71,10.1166386363636
02/27/2020,06:45:00 AM,1.45,30.77,10.7,10.3435318181818
02/27/2020,06:50:00 AM,1.74,35.66,10.8,10.6000772727273
02/27/2020,06:55:00 AM,3.43,60.61,11.56,10.9072613636364
02/27/2020,07:00:00 AM,2.48,46.32,12.81,11.2357590909091
02/27/2020,07:05:00 AM,2.7,50.14,13.52,11.5716181818182
02/27/2020,07:10:00 AM,3.1,58.16,14.35,11.9205818181818
02/27/2020,07:15:00 AM,3.68,66.29,14.89,12.2490977272727
02/27/2020,07:20:00 AM,3.85,63.56,15.27,12.5251068181818
02/27/2020,07:25:00 AM,3.94,62.87,15.46,12.7527272727273
02/27/2020,07:30:00 AM,3.25,54.33,15.28,12.8938113636364
02/27/2020,07:35:00 AM,3.02,50.17,15.3,12.8571659090909
02/27/2020,07:40:00 AM,3.84,59.58,15.25,13.28385
02/27/2020,07:45:00 AM,5.28,79.78,15.27,13.6670795454545
02/27/2020,07:50:00 AM,7.5,116.8,15.89,14.0845386363636
02/27/2020,07:55:00 AM,8.46,133.03,17.18,14.41695
02/27/2020,08:00:00 AM,14.77,285.62,20.77,14.6912659090909
02/27/2020,08:05:00 AM,12.24,211.59,24.03,14.8469954545455
02/27/2020,08:10:00 AM,14.11,218.12,24.04,15.1032886363636
02/27/2020,08:15:00 AM,10.91,164.42,23.14,15.4212659090909
02/27/2020,08:20:00 AM,10.92,171.9,22.66,15.8001568181818
02/27/2020,08:25:00 AM,11.14,174.1,22.19,16.0799636363636
02/27/2020,08:30:00 AM,13.44,219,22.5,16.3124409090909
02/27/2020,08:35:00 AM,13.69,205.45,22.81,16.2599045454545
02/27/2020,08:40:00 AM,14.86,213.08,23.1,16.0379136363636
02/27/2020,08:45:00 AM,16.13,260.56,24.73,15.7482386363636
02/27/2020,08:50:00 AM,15.56,248.48,24.01,14.9501909090909
02/27/2020,08:55:00 AM,18.47,318.32,24.39,15.3899181818182
02/27/2020,09:00:00 AM,14.89,254.91,24.86,15.5890159090909
02/27/2020,09:05:00 AM,18.07,344.64,25.71,15.4530590909091
02/27/2020,09:10:00 AM,19.78,384.31,27.1,16.1673409090909
02/27/2020,09:15:00 AM,42.46,748.47,32.62,16.363775
02/27/2020,09:20:00 AM,25.7,498.5,37.57,15.8642045454545
02/27/2020,09:25:00 AM,25.66,450.69,32.22,15.9574590909091
02/27/2020,09:30:00 AM,41.94,717.62,37.96,16.209725
02/27/2020,09:35:00 AM,23.36,442.4,38.41,16.6937909090909
02/27/2020,09:40:00 AM,24.35,410.69,31.77,17.2088340909091
02/27/2020,09:45:00 AM,52.19,880.95,39.07,18.3573
02/27/2020,09:50:00 AM,52.32,899.68,44.31,18.4147
