,Fecha,Hora,Potencia [kW],Insolacion [W/m2],Temperatura de modulos [C],Temperatura Ambiente [C]
474,11/27/2019,03:30:00 PM,22.08,143.31,22.93,18.0247875
475,11/27/2019,03:35:00 PM,14.27,130.99,23.36,17.98193125
476,11/27/2019,03:40:00 PM,9.44,112.65,22.83,17.98506042
477,11/27/2019,03:45:00 PM,7.06,89.47,21.63,17.95776667
478,11/27/2019,03:50:00 PM,4.96,63.24,20.78,17.98651042
479,11/27/2019,03:55:00 PM,6.16,80.32,20.47,17.9399875
480,11/27/2019,04:00:00 PM,7.99,91.88,20.65,17.8658875
481,11/27/2019,04:05:00 PM,7.08,82.36,20.45,17.70351667
482,11/27/2019,04:10:00 PM,7.75,85.29,19.89,17.53904583
483,11/27/2019,04:15:00 PM,8.03,82.88,19.29,17.39503333
484,11/27/2019,04:20:00 PM,7.79,78.94,19.58,17.21602083
485,11/27/2019,04:25:00 PM,7.01,75.29,19.71,17.09550417
486,11/27/2019,04:30:00 PM,6.95,74.67,19.81,16.98710417
487,11/27/2019,04:35:00 PM,6.43,67.25,19.34,16.86684792
488,11/27/2019,04:40:00 PM,6,65.07,19.31,16.80905833
489,11/27/2019,04:45:00 PM,5.16,60.49,18.96,16.78177292
490,11/27/2019,04:50:00 PM,4.63,54.26,18.34,16.69264792
491,11/27/2019,04:55:00 PM,3.98,47.28,17.95,16.566425
492,11/27/2019,05:00:00 PM,3.28,40.52,17.68,16.41466667
493,11/27/2019,05:05:00 PM,2.69,35.07,17.47,16.27220417
494,11/27/2019,05:10:00 PM,2.18,30.32,17.41,16.10541875
495,11/27/2019,05:15:00 PM,1.69,25.57,17.1,15.93539375
496,11/27/2019,05:20:00 PM,1.16,19.54,16.58,15.77759375
497,11/27/2019,05:25:00 PM,0.67,13.28,16.18,15.61952083
498,11/27/2019,05:30:00 PM,0.34,8.55,15.84,15.45894583
499,11/27/2019,05:35:00 PM,0.1,5.39,15.62,15.29275
500,11/27/2019,05:40:00 PM,0,2.96,15.29,15.11785625
501,11/27/2019,05:45:00 PM,0,1.73,15.01,14.94926458
502,11/27/2019,05:50:00 PM,0,1.14,14.72,14.82186875
503,11/27/2019,05:55:00 PM,0,1.03,14.55,14.74665833
504,11/27/2019,06:00:00 PM,0,1.04,14.47,14.72030417
505,11/27/2019,06:05:00 PM,x,1.05,14.37,14.723725
506,11/27/2019,06:10:00 PM,x,1.05,14.36,14.75056458
507,11/27/2019,06:15:00 PM,x,1.05,14.28,14.77157292
508,11/27/2019,06:20:00 PM,x,1.04,14.45,14.78431667
509,11/27/2019,06:25:00 PM,x,1.05,14.88,14.80262292
510,11/27/2019,06:30:00 PM,x,1.05,15.28,14.82178958
511,11/27/2019,06:35:00 PM,x,1.05,15.52,14.83678958
512,11/27/2019,06:40:00 PM,x,1.05,15.55,14.84681667
513,11/27/2019,06:45:00 PM,x,1.05,15.24,14.85101042
514,11/27/2019,06:50:00 PM,x,1.05,14.87,14.85017708
515,11/27/2019,06:55:00 PM,x,1.04,14.77,14.81270417
516,11/27/2019,07:00:00 PM,x,1.04,14.7,14.73023125
517,11/27/2019,07:05:00 PM,x,1.05,14.55,14.61775833
518,11/27/2019,07:10:00 PM,x,1.04,14.48,14.50028542
519,11/27/2019,07:15:00 PM,x,1.04,14.33,14.40367292
520,11/27/2019,07:20:00 PM,x,1.04,14.44,14.34203333
521,11/27/2019,07:25:00 PM,x,1.04,14.43,14.27786667
522,11/27/2019,07:30:00 PM,x,1.04,14.29,14.2087
523,11/27/2019,07:35:00 PM,x,1.04,14.17,14.15289375
524,11/27/2019,07:40:00 PM,x,1.04,14.14,14.10706042
525,11/27/2019,07:45:00 PM,x,1.03,14.08,14.06789375
526,11/27/2019,07:50:00 PM,x,1.04,14.13,14.00622708
527,11/27/2019,07:55:00 PM,x,1.04,14.0,13.92789375
528,11/27/2019,08:00:00 PM,x,1.04,13.87,13.83375417
529,11/27/2019,08:05:00 PM,x,1.04,13.88,13.74378125
530,11/27/2019,08:10:00 PM,x,1.04,13.93,13.65130833
531,11/27/2019,08:15:00 PM,x,1.04,13.86,13.54800208
532,11/27/2019,08:20:00 PM,x,1.04,13.7,13.4338625
533,11/27/2019,08:25:00 PM,x,1.04,13.49,13.34391667
534,11/27/2019,08:30:00 PM,x,1.03,13.16,13.25727708
535,11/27/2019,08:35:00 PM,x,1.03,13.09,13.15897083
536,11/27/2019,08:40:00 PM,x,1.03,13.03,13.04235833
537,11/27/2019,08:45:00 PM,x,1.02,12.84,12.9049125
538,11/27/2019,08:50:00 PM,x,1.03,12.76,12.76496667
539,11/27/2019,08:55:00 PM,x,1.02,12.92,12.6366875
540,11/27/2019,09:00:00 PM,x,1.03,12.83,12.54838125
541,11/27/2019,09:05:00 PM,x,1.03,12.7,12.45174167
542,11/27/2019,09:10:00 PM,x,1.02,12.53,12.36676875
543,11/27/2019,09:15:00 PM,x,1.02,12.21,12.29512917
544,11/27/2019,09:20:00 PM,x,1.02,12.02,12.21935
545,11/27/2019,09:25:00 PM,x,1.02,11.95,12.15601667
546,11/27/2019,09:30:00 PM,x,1.02,12.1,12.12104375
547,11/27/2019,09:35:00 PM,x,1.02,11.93,12.1127375
548,11/27/2019,09:40:00 PM,x,1.02,12.01,12.1077375
549,11/27/2019,09:45:00 PM,x,1.01,11.98,12.11690417
550,11/27/2019,09:50:00 PM,x,1.01,11.85,12.1527375
551,11/27/2019,09:55:00 PM,x,1.02,12.16,12.2227375
552,11/27/2019,10:00:00 PM,x,1.02,12.41,12.31857083
553,11/27/2019,10:05:00 PM,x,1.02,12.6,12.44107083
554,11/27/2019,10:10:00 PM,x,1.02,12.47,12.5727375
555,11/27/2019,10:15:00 PM,x,1.02,12.32,12.72271042
556,11/27/2019,10:20:00 PM,x,1.02,12.45,12.89351667
557,11/27/2019,10:25:00 PM,x,1.02,12.79,13.03101667
558,11/27/2019,10:30:00 PM,x,1.02,13.25,13.15601667
559,11/27/2019,10:35:00 PM,x,1.02,13.4,13.26601667
560,11/27/2019,10:40:00 PM,x,1.02,13.59,13.40018333
561,11/27/2019,10:45:00 PM,x,1.02,13.78,13.54518333
562,11/27/2019,10:50:00 PM,x,1.02,13.9,13.65685
563,11/27/2019,10:55:00 PM,x,1.02,13.81,13.70768333
564,11/27/2019,11:00:00 PM,x,1.02,13.91,13.73768333
565,11/27/2019,11:05:00 PM,x,1.02,13.92,13.77185
566,11/27/2019,11:10:00 PM,x,1.02,14.08,13.79351667
567,11/27/2019,11:15:00 PM,x,1.02,14.06,13.78685
568,11/27/2019,11:20:00 PM,x,1.02,13.79,13.76771042
569,11/27/2019,11:25:00 PM,x,1.02,13.4,13.75107083
570,11/27/2019,11:30:00 PM,x,1.02,13.61,13.74940417
571,11/27/2019,11:35:00 PM,x,1.02,13.81,13.75857083
572,11/27/2019,11:40:00 PM,x,1.02,13.85,13.74357083
573,11/27/2019,11:45:00 PM,x,1.02,13.7,13.7102375
574,11/27/2019,11:50:00 PM,x,1.01,13.67,13.69109792
575,11/27/2019,11:55:00 PM,x,1.01,13.61,13.69695833
576,11/28/2019,12:00:00 AM,x,1.02,13.89,13.66115208
577,11/28/2019,12:05:00 AM,x,1.02,14.03,13.5895125
578,11/28/2019,12:10:00 AM,x,1.02,13.9,13.52620625
579,11/28/2019,12:15:00 AM,x,1.02,13.66,13.46623333
580,11/28/2019,12:20:00 AM,x,1.01,13.56,13.42456667
581,11/28/2019,12:25:00 AM,x,1.01,13.47,13.4129
582,11/28/2019,12:30:00 AM,x,1.01,13.18,13.39876042
583,11/28/2019,12:35:00 AM,x,1.01,12.95,13.39212083
584,11/28/2019,12:40:00 AM,x,1.01,13.09,13.41964792
585,11/28/2019,12:45:00 AM,x,1.01,12.98,13.47381458
586,11/28/2019,12:50:00 AM,x,1.01,13.17,13.5412875
587,11/28/2019,12:55:00 AM,x,1.01,13.47,13.61292708
588,11/28/2019,01:00:00 AM,x,1.01,13.72,13.70956667
589,11/28/2019,01:05:00 AM,x,1.01,13.95,13.82120625
590,11/28/2019,01:10:00 AM,x,1.01,14.23,13.91534583
591,11/28/2019,01:15:00 AM,x,1.02,14.31,14.00031875
592,11/28/2019,01:20:00 AM,x,1.02,14.37,14.05198542
593,11/28/2019,01:25:00 AM,x,1.02,14.33,14.07365208
594,11/28/2019,01:30:00 AM,x,1.02,14.34,14.06779167
595,11/28/2019,01:35:00 AM,x,1.02,14.29,14.02279167
596,11/28/2019,01:40:00 AM,x,1.02,14.22,13.951125
597,11/28/2019,01:45:00 AM,x,1.02,14.0,13.86948542
598,11/28/2019,01:50:00 AM,x,1.01,13.79,13.7945125
599,11/28/2019,01:55:00 AM,x,1.01,13.73,13.72203958
600,11/28/2019,02:00:00 AM,x,1.02,13.65,13.62209375
601,11/28/2019,02:05:00 AM,x,1.01,13.41,13.52462083
602,11/28/2019,02:10:00 AM,x,1.01,13.37,13.42550833
603,11/28/2019,02:15:00 AM,x,1.01,13.33,13.34639583
604,11/28/2019,02:20:00 AM,x,1.01,13.47,13.28889583
605,11/28/2019,02:25:00 AM,x,1.01,13.46,13.21472917
606,11/28/2019,02:30:00 AM,x,1.0,13.14,13.13645
607,11/28/2019,02:35:00 AM,x,1.01,13.12,13.06481042
608,11/28/2019,02:40:00 AM,x,1.0,13.03,12.9848375
609,11/28/2019,02:45:00 AM,x,1.0,13.05,12.88653125
610,11/28/2019,02:50:00 AM,x,1.01,13.1,12.73989167
611,11/28/2019,02:55:00 AM,x,1.01,12.84,12.58075208
612,11/28/2019,03:00:00 AM,x,1.0,12.71,12.47658542
613,11/28/2019,03:05:00 AM,x,1.0,12.55,12.4166125
614,11/28/2019,03:10:00 AM,x,1.0,12.41,12.41158542
615,11/28/2019,03:15:00 AM,x,1.0,12.15,12.400725
616,11/28/2019,03:20:00 AM,x,1.0,11.71,12.36155833
617,11/28/2019,03:25:00 AM,x,1.0,11.55,12.32575208
618,11/28/2019,03:30:00 AM,x,1.0,11.89,12.28905833
619,11/28/2019,03:35:00 AM,x,1.0,12.4,12.26069792
620,11/28/2019,03:40:00 AM,x,1.01,12.97,12.2473375
621,11/28/2019,03:45:00 AM,x,1.01,12.92,12.26981042
622,11/28/2019,03:50:00 AM,x,1.01,12.63,12.31645
623,11/28/2019,03:55:00 AM,x,1.0,12.41,12.39478333
624,11/28/2019,04:00:00 AM,x,1.01,12.27,12.45808958
625,11/28/2019,04:05:00 AM,x,1.01,12.21,12.45389583
626,11/28/2019,04:10:00 AM,x,1.01,12.25,12.36889583
627,11/28/2019,04:15:00 AM,x,1.01,12.42,12.28972917
628,11/28/2019,04:20:00 AM,x,1.01,12.27,12.22389583
629,11/28/2019,04:25:00 AM,x,1.0,12.49,12.16889583
630,11/28/2019,04:30:00 AM,x,1.01,12.65,12.10808958
631,11/28/2019,04:35:00 AM,x,1.01,12.35,12.05311667
632,11/28/2019,04:40:00 AM,x,1.01,11.95,11.99814375
633,11/28/2019,04:45:00 AM,x,1.01,11.97,11.94567083
634,11/28/2019,04:50:00 AM,x,1.01,11.84,11.91317083
635,11/28/2019,04:55:00 AM,x,1.0,11.75,11.85231042
636,11/28/2019,05:00:00 AM,x,1.0,11.54,11.77481042
637,11/28/2019,05:05:00 AM,x,1.0,11.55,11.74314375
638,11/28/2019,05:10:00 AM,x,1.0,11.59,11.75798125
639,11/28/2019,05:15:00 AM,x,1.0,11.79,11.7746625
640,11/28/2019,05:20:00 AM,x,1.01,11.88,11.789225
641,11/28/2019,05:25:00 AM,x,1.01,11.76,11.79024167
642,11/28/2019,05:30:00 AM,x,1.01,11.72,11.7995375
643,11/28/2019,05:35:00 AM,x,1.01,11.97,11.81
644,11/28/2019,05:40:00 AM,x,1.07,12.13,11.83043333
645,11/28/2019,05:45:00 AM,0,1.62,12.19,11.8407125
646,11/28/2019,05:50:00 AM,0,2.71,12.07,11.83270833
647,11/28/2019,05:55:00 AM,0.05,5.24,11.9,11.84371875
648,11/28/2019,06:00:00 AM,0.25,9.26,11.92,11.87500625
649,11/28/2019,06:05:00 AM,0.58,14.06,12.1,11.89434583
650,11/28/2019,06:10:00 AM,1.01,20.84,12.48,11.9234
651,11/28/2019,06:15:00 AM,1.37,25.82,12.72,11.9739
652,11/28/2019,06:20:00 AM,1.7,31.35,12.77,12.05571042
653,11/28/2019,06:25:00 AM,1.88,33.56,12.95,12.19585833
654,11/28/2019,06:30:00 AM,2.16,37.15,13.27,12.34673333
655,11/28/2019,06:35:00 AM,2.6,43.1,13.57,12.48846458
656,11/28/2019,06:40:00 AM,2.95,46.65,13.96,12.62457708
657,11/28/2019,06:45:00 AM,3.49,52.82,14.46,12.96443958
658,11/28/2019,06:50:00 AM,4.74,71.58,15.29,13.14116042
659,11/28/2019,06:55:00 AM,5.66,84.57,16.16,13.34559167
660,11/28/2019,07:00:00 AM,7.51,109.86,17.0,13.68974167
661,11/28/2019,07:05:00 AM,9.05,140.19,17.9,13.98577708
662,11/28/2019,07:10:00 AM,10.01,181.66,19.34,14.38430208
663,11/28/2019,07:15:00 AM,6.04,92.64,18.97,14.72105417
664,11/28/2019,07:20:00 AM,10.51,175.33,19.57,14.93515
665,11/28/2019,07:25:00 AM,12.14,209.77,21.13,14.933575
666,11/28/2019,07:30:00 AM,10.03,151.31,21.11,14.73481458
667,11/28/2019,07:35:00 AM,13.09,186.41,21.78,14.95270417
668,11/28/2019,07:40:00 AM,11.34,159.81,22.42,15.25191458
669,11/28/2019,07:45:00 AM,12.64,175.25,22.48,15.41481458
670,11/28/2019,07:50:00 AM,13.84,197.76,21.96,15.42341458
671,11/28/2019,07:55:00 AM,20.94,334.69,24.27,15.73977917
672,11/28/2019,08:00:00 AM,29.04,469.71,26.31,15.81792292
673,11/28/2019,08:05:00 AM,24.47,402.2,29.03,15.96904167
674,11/28/2019,08:10:00 AM,22.7,327.49,27.67,16.43439583
675,11/28/2019,08:15:00 AM,21.67,340.8,28.99,16.50003333
676,11/28/2019,08:20:00 AM,36.6,584.77,32.98,17.89494792
677,11/28/2019,08:25:00 AM,33.31,523.42,35.12,18.85416875
678,11/28/2019,08:30:00 AM,41.23,655.38,38.43,19.76575417
679,11/28/2019,08:35:00 AM,47.82,770.92,42.59,19.903675
680,11/28/2019,08:40:00 AM,41.32,672.91,44.68,20.02763333
681,11/28/2019,08:45:00 AM,53.33,847.63,45.12,19.58288542
682,11/28/2019,08:50:00 AM,21.05,339.33,43.3,19.52509167
683,11/28/2019,08:55:00 AM,20.78,302.67,34.74,19.8228375
684,11/28/2019,09:00:00 AM,21.23,313.74,32.18,20.40587917
685,11/28/2019,09:05:00 AM,33.43,486.66,33.43,20.55502083
686,11/28/2019,09:10:00 AM,32.54,496.49,34.65,20.70095417
687,11/28/2019,09:15:00 AM,46.82,709.63,35.64,20.94853125
688,11/28/2019,09:20:00 AM,56.2,879.34,41.86,19.62988333
689,11/28/2019,09:25:00 AM,43.46,696.56,44.32,19.11187292
690,11/28/2019,09:30:00 AM,28.96,435.18,38.27,19.16238333
691,11/28/2019,09:35:00 AM,38.46,572.16,37.92,19.68023125
692,11/28/2019,09:40:00 AM,21.2,291.95,34.05,19.90388542
693,11/28/2019,09:45:00 AM,19.8,261.14,29.03,20.64909375
694,11/28/2019,09:50:00 AM,30.77,421.6,30.15,21.26931042
695,11/28/2019,09:55:00 AM,31.1,429.32,32.64,21.02378333
696,11/28/2019,10:00:00 AM,27,371.09,34.65,21.00699583
697,11/28/2019,10:05:00 AM,20.63,272.07,32.67,21.37397292
698,11/28/2019,10:10:00 AM,23.76,317.91,31.53,21.20065833
699,11/28/2019,10:15:00 AM,22.94,300.63,31.29,21.07675417
700,11/28/2019,10:20:00 AM,25.92,343.26,31.88,21.14854583
701,11/28/2019,10:25:00 AM,33.74,477.37,34.25,21.18926667
702,11/28/2019,10:30:00 AM,24.35,319.84,34.32,20.91537708
703,11/28/2019,10:35:00 AM,17.78,239.43,31.51,20.22077917
704,11/28/2019,10:40:00 AM,15.1,199.02,28.95,18.64540625
705,11/28/2019,10:45:00 AM,14.99,200.12,25.56,18.73332083
706,11/28/2019,10:50:00 AM,21.02,275.4,26.26,19.110325
707,11/28/2019,10:55:00 AM,17.59,222.9,26.42,19.28806875
708,11/28/2019,11:00:00 AM,16.3,218.68,26.41,18.91213542
709,11/28/2019,11:05:00 AM,25.14,345.46,26.72,18.18951042
710,11/28/2019,11:10:00 AM,68.48,1009.74,35.11,18.28703125
711,11/28/2019,11:15:00 AM,34.7,489.4,38.48,18.55102917
712,11/28/2019,11:20:00 AM,17.65,238.52,33.0,18.64006042
713,11/28/2019,11:25:00 AM,23.77,321.28,31.31,18.35864792
714,11/28/2019,11:30:00 AM,30.89,404.8,32.57,18.25781667
715,11/28/2019,11:35:00 AM,38.29,537.63,32.53,18.405475
716,11/28/2019,11:40:00 AM,19.66,251.32,31.82,19.55486458
717,11/28/2019,11:45:00 AM,11.3,152.49,27.18,18.8325
718,11/28/2019,11:50:00 AM,12.92,171.45,23.95,18.17391042
719,11/28/2019,11:55:00 AM,17.54,224.96,23.11,17.9226125
720,11/28/2019,12:00:00 PM,15.67,203.91,24.72,18.0886375
721,11/28/2019,12:05:00 PM,17.89,238.94,25.03,18.27463542
722,11/28/2019,12:10:00 PM,21.61,293.35,25.62,17.67101875
723,11/28/2019,12:15:00 PM,31.55,433.35,27.99,17.01091458
724,11/28/2019,12:20:00 PM,31.69,411.23,30.71,17.28882083
725,11/28/2019,12:25:00 PM,36.74,470.99,33.16,17.6781125
726,11/28/2019,12:30:00 PM,27.17,341.96,32.52,17.84456042
727,11/28/2019,12:35:00 PM,30.77,394.8,30.12,17.91759583
728,11/28/2019,12:40:00 PM,36.9,464.04,31.49,17.95883542
729,11/28/2019,12:45:00 PM,46.26,646.99,35.33,18.12909375
730,11/28/2019,12:50:00 PM,19.45,239.3,29.49,17.91577083
731,11/28/2019,12:55:00 PM,13.45,170.76,26.02,17.7895
732,11/28/2019,01:00:00 PM,13.18,170.76,25.64,17.5799375
733,11/28/2019,01:05:00 PM,15.79,215.05,25.13,17.84148333
734,11/28/2019,01:10:00 PM,21.06,261.2,25.07,18.16798958
735,11/28/2019,01:15:00 PM,23.36,281.87,25.11,18.47382083
736,11/28/2019,01:20:00 PM,33.95,337.38,25.75,18.03329167
737,11/28/2019,01:25:00 PM,30.47,332.69,27.15,17.75100208
738,11/28/2019,01:30:00 PM,30.62,300.26,28.65,17.58474167
739,11/28/2019,01:35:00 PM,16.48,195.46,26.78,17.6512875
740,11/28/2019,01:40:00 PM,16.6,213.33,27.26,17.92383125
741,11/28/2019,01:45:00 PM,24.84,277.76,27.0,18.22740208
742,11/28/2019,01:50:00 PM,27.61,302.88,26.27,18.74790625
743,11/28/2019,01:55:00 PM,21.47,270.99,25.89,19.06676667
744,11/28/2019,02:00:00 PM,19.12,246.61,26.11,19.05222083
745,11/28/2019,02:05:00 PM,17.36,219.71,26.08,18.75441667
746,11/28/2019,02:10:00 PM,18.72,223.03,27.1,18.40527708
747,11/28/2019,02:15:00 PM,16.72,214.09,26.55,18.36018333
748,11/28/2019,02:20:00 PM,13.52,155.04,26.07,18.42371458
749,11/28/2019,02:25:00 PM,7.45,91.88,23.15,18.44000417
750,11/28/2019,02:30:00 PM,7.58,104.4,22.11,18.35611458
751,11/28/2019,02:35:00 PM,11.51,163.88,22.18,18.23265625
752,11/28/2019,02:40:00 PM,15.48,209.32,22.94,18.115175
753,11/28/2019,02:45:00 PM,16.63,194.41,23.75,18.07056875
754,11/28/2019,02:50:00 PM,44.69,171.73,22.77,17.88746875
755,11/28/2019,02:55:00 PM,34.21,176.36,23.01,17.70451042
756,11/28/2019,03:00:00 PM,42.61,190.2,23.27,17.63437917
757,11/28/2019,03:05:00 PM,24.26,185.91,23.5,17.72087917
758,11/28/2019,03:10:00 PM,19.3,158.1,23.58,17.91329375
759,11/28/2019,03:15:00 PM,14.46,134.56,23.43,17.9771125
760,11/28/2019,03:20:00 PM,19.75,120.8,22.76,17.98170208
761,11/28/2019,03:25:00 PM,15.74,125.28,22.04,17.93404167
762,11/28/2019,03:30:00 PM,18.47,138.91,22.39,17.85683125
763,11/28/2019,03:35:00 PM,18.71,137.48,22.36,17.76887292
764,11/28/2019,03:40:00 PM,15.46,114.89,22.18,17.59469167
765,11/28/2019,03:45:00 PM,12.2,105.0,21.61,17.40261458
766,11/28/2019,03:50:00 PM,8.78,105.42,20.67,17.25712083
767,11/28/2019,03:55:00 PM,9.28,105.65,20.14,17.201025
768,11/28/2019,04:00:00 PM,9.76,113.17,19.84,17.14548333
769,11/28/2019,04:05:00 PM,10.02,111.31,20.02,17.08386042
770,11/28/2019,04:10:00 PM,9.86,109.49,19.91,16.95796042
771,11/28/2019,04:15:00 PM,9.96,104.25,20.14,16.84589792
772,11/28/2019,04:20:00 PM,9.14,97.29,20.25,16.81256458
773,11/28/2019,04:25:00 PM,9.84,90.3,20.23,16.82245
774,11/28/2019,04:30:00 PM,10.56,83.11,19.91,16.88362292
775,11/28/2019,04:35:00 PM,9.96,75.31,19.6,16.93262708
776,11/28/2019,04:40:00 PM,8.33,67.53,19.13,16.98257292
777,11/28/2019,04:45:00 PM,7.19,59.3,18.78,16.98760625
778,11/28/2019,04:50:00 PM,6.5,53.42,18.58,16.95306875
779,11/28/2019,04:55:00 PM,5.2,50.0,18.45,16.86711875
780,11/28/2019,05:00:00 PM,4.3,45.66,18.38,16.76563125
781,11/28/2019,05:05:00 PM,3.48,39.37,18.27,16.64700833
782,11/28/2019,05:10:00 PM,2.8,33.51,18.04,16.53248333
783,11/28/2019,05:15:00 PM,2.14,27.93,17.72,16.40761667
784,11/28/2019,05:20:00 PM,1.63,22.35,17.4,16.26901875
785,11/28/2019,05:25:00 PM,1.2,17.42,16.83,16.1183125
786,11/28/2019,05:30:00 PM,0.78,12.89,16.41,15.95249167
787,11/28/2019,05:35:00 PM,0.38,8.34,16.0,15.74544167
788,11/28/2019,05:40:00 PM,0.05,3.97,15.69,15.51671458
789,11/28/2019,05:45:00 PM,0,2.02,15.42,15.287875
790,11/28/2019,05:50:00 PM,0,1.21,15.22,15.06808958
791,11/28/2019,05:55:00 PM,0,1.03,15.05,14.87661875
792,11/28/2019,06:00:00 PM,0,1.04,14.94,14.70787917
793,11/28/2019,06:05:00 PM,x,1.05,14.54,14.54931667
794,11/28/2019,06:10:00 PM,x,1.04,14.24,14.37725208
795,11/28/2019,06:15:00 PM,x,1.04,14.1,14.22493333
796,11/28/2019,06:20:00 PM,x,1.04,14.07,14.08539375
797,11/28/2019,06:25:00 PM,x,1.04,14.0,13.9512
798,11/28/2019,06:30:00 PM,x,1.04,14.0,13.7962
799,11/28/2019,06:35:00 PM,x,1.04,13.86,13.64875417
800,11/28/2019,06:40:00 PM,x,1.04,13.53,13.50794792
801,11/28/2019,06:45:00 PM,x,1.03,13.56,13.370475
802,11/28/2019,06:50:00 PM,x,1.04,13.54,13.22716875
803,11/28/2019,06:55:00 PM,x,1.04,13.44,13.08055625
804,11/28/2019,07:00:00 PM,x,1.04,13.08,12.93058333
805,11/28/2019,07:05:00 PM,x,1.03,12.77,12.78311042
806,11/28/2019,07:10:00 PM,x,1.03,12.55,12.66483125
807,11/28/2019,07:15:00 PM,x,1.03,12.45,12.54149792
808,11/28/2019,07:20:00 PM,x,1.03,12.35,12.40735833
809,11/28/2019,07:25:00 PM,x,1.02,12.24,12.2674125
810,11/28/2019,07:30:00 PM,x,1.03,12.2,12.1608
811,11/28/2019,07:35:00 PM,x,1.03,12.09,12.06832708
812,11/28/2019,07:40:00 PM,x,1.02,12.11,11.98502083
813,11/28/2019,07:45:00 PM,x,1.03,12.08,11.90004792
814,11/28/2019,07:50:00 PM,x,1.03,11.93,11.810075
815,11/28/2019,07:55:00 PM,x,1.02,11.76,11.71590833
816,11/28/2019,08:00:00 PM,x,1.02,11.8,11.60926875
817,11/28/2019,08:05:00 PM,x,1.02,11.66,11.51512917
818,11/28/2019,08:10:00 PM,x,1.02,11.55,11.4509625
819,11/28/2019,08:15:00 PM,x,1.02,11.43,11.40515625
820,11/28/2019,08:20:00 PM,x,1.02,11.27,11.36937708
821,11/28/2019,08:25:00 PM,x,1.02,11.11,11.33854375
822,11/28/2019,08:30:00 PM,x,1.02,10.92,11.30354375
823,11/28/2019,08:35:00 PM,x,1.02,10.96,11.26440417
824,11/28/2019,08:40:00 PM,x,1.02,11.34,11.23109792
825,11/28/2019,08:45:00 PM,x,1.02,11.53,11.19279167
826,11/28/2019,08:50:00 PM,x,1.01,11.5,11.15281875
827,11/28/2019,08:55:00 PM,x,1.02,11.39,11.11367917
828,11/28/2019,09:00:00 PM,x,1.02,11.38,11.09037292
829,11/28/2019,09:05:00 PM,x,1.01,11.19,11.0804
830,11/28/2019,09:10:00 PM,x,1.01,11.15,11.05126042
831,11/28/2019,09:15:00 PM,x,1.01,10.97,10.99959375
832,11/28/2019,09:20:00 PM,x,1.01,10.79,10.94042708
833,11/28/2019,09:25:00 PM,x,1.01,10.64,10.88212083
834,11/28/2019,09:30:00 PM,x,1.01,10.64,10.82964792
835,11/28/2019,09:35:00 PM,x,1.01,10.84,10.80048125
836,11/28/2019,09:40:00 PM,x,1.01,10.99,10.77048125
837,11/28/2019,09:45:00 PM,x,1.02,10.91,10.74881458
838,11/28/2019,09:50:00 PM,x,1.01,10.79,10.73464792
839,11/28/2019,09:55:00 PM,x,1.01,10.69,10.73381458
840,11/28/2019,10:00:00 PM,x,1.01,10.75,10.74048125
841,11/28/2019,10:05:00 PM,x,1.01,10.84,10.72298125
842,11/28/2019,10:10:00 PM,x,1.01,10.79,10.68548125
843,11/28/2019,10:15:00 PM,x,1.01,10.71,10.64553542
844,11/28/2019,10:20:00 PM,x,1.01,10.62,10.61139583
845,11/28/2019,10:25:00 PM,x,1.01,10.63,10.60225625
846,11/28/2019,10:30:00 PM,x,1.01,10.72,10.60892292
847,11/28/2019,10:35:00 PM,x,1.01,10.63,10.62725625
848,11/28/2019,10:40:00 PM,x,1.01,10.54,10.62808958
849,11/28/2019,10:45:00 PM,x,1.0,10.43,10.60642292
850,11/28/2019,10:50:00 PM,x,1.0,10.38,10.57561667
851,11/28/2019,10:55:00 PM,x,1.0,10.58,10.54564375
852,11/28/2019,11:00:00 PM,x,1.01,10.83,10.50817083
853,11/28/2019,11:05:00 PM,x,1.01,11.06,10.47236458
854,11/28/2019,11:10:00 PM,x,1.01,10.8,10.440725
855,11/28/2019,11:15:00 PM,x,1.01,10.45,10.410725
856,11/28/2019,11:20:00 PM,x,1.0,10.25,10.39239167
857,11/28/2019,11:25:00 PM,x,1.0,10.27,10.35739167
858,11/28/2019,11:30:00 PM,x,1.0,10.27,10.30489167
859,11/28/2019,11:35:00 PM,x,1.0,10.2,10.265725
860,11/28/2019,11:40:00 PM,x,1.0,10.16,10.29989167
861,11/28/2019,11:45:00 PM,x,1.0,10.07,10.41903125
862,11/28/2019,11:50:00 PM,x,1.0,10.16,10.52397708
863,11/28/2019,11:55:00 PM,x,1.0,10.16,10.59978333
864,11/29/2019,12:00:00 AM,x,1.01,10.2,10.67142292
865,11/29/2019,12:05:00 AM,x,1.01,10.59,10.73722917
866,11/29/2019,12:10:00 AM,x,1.01,11.21,10.7930625
867,11/29/2019,12:15:00 AM,x,1.02,11.88,10.8580625
868,11/29/2019,12:20:00 AM,x,1.02,11.51,10.91386875
869,11/29/2019,12:25:00 AM,x,1.01,11.18,10.94886875
870,11/29/2019,12:30:00 AM,x,1.01,11.13,10.9655625
871,11/29/2019,12:35:00 AM,x,1.01,10.99,10.96142292
872,11/29/2019,12:40:00 AM,x,1.0,10.83,10.90978333
873,11/29/2019,12:45:00 AM,x,1.0,10.85,10.80150417
874,11/29/2019,12:50:00 AM,x,1.01,10.83,10.72575208
