Fecha,Hora,Potencia [kW],Insolacion [W/m2],Temperatura de modulos [C],Temperatura Ambiente [C]
11/05/2019,12:00:00 AM,x,1.02,12.15,11.83518333
11/05/2019,12:05:00 AM,x,1.02,12,11.79256429
11/05/2019,12:10:00 AM,x,1.02,12.02,11.77685
11/05/2019,12:15:00 AM,x,1.02,11.92,11.80462778
11/05/2019,12:20:00 AM,x,1.02,11.61,11.8468175
11/05/2019,12:25:00 AM,x,1.02,11.51,11.87042727
11/05/2019,12:30:00 AM,x,1.02,11.57,11.87042727
11/05/2019,12:35:00 AM,x,1.02,11.7,11.91403409
11/05/2019,12:40:00 AM,x,1.02,12.06,11.96673182
11/05/2019,12:45:00 AM,x,1.03,12.26,12.04582273
11/05/2019,12:50:00 AM,x,1.03,12.14,12.17215682
11/05/2019,12:55:00 AM,x,1.02,12.15,12.31033864
11/05/2019,01:00:00 AM,x,1.03,12.48,12.45215682
11/05/2019,01:05:00 AM,x,1.03,12.6,12.56121818
11/05/2019,01:10:00 AM,x,1.02,12.79,12.64300682
11/05/2019,01:15:00 AM,x,1.03,13,12.69121818
11/05/2019,01:20:00 AM,x,1.02,13.03,12.76124773
11/05/2019,01:25:00 AM,x,1.02,13.13,12.85485455
11/05/2019,01:30:00 AM,x,1.03,12.9,12.91670227
11/05/2019,01:35:00 AM,x,1.03,12.96,12.93945909
11/05/2019,01:40:00 AM,x,1.02,12.79,12.93309545
11/05/2019,01:45:00 AM,x,1.02,12.91,12.89494318
11/05/2019,01:50:00 AM,x,1.03,13.18,12.83585227
11/05/2019,01:55:00 AM,x,1.02,13.16,12.75767045
11/05/2019,02:00:00 AM,x,1.02,12.85,12.73406364
11/05/2019,02:05:00 AM,x,1.02,12.72,12.72591136
11/05/2019,02:10:00 AM,x,1.02,12.58,12.74045682
11/05/2019,02:15:00 AM,x,1.02,12.38,12.73951818
11/05/2019,02:20:00 AM,x,1.02,12.27,12.70772955
11/05/2019,02:25:00 AM,x,1.02,12.64,12.68500227
11/05/2019,02:30:00 AM,x,1.02,12.87,12.702275
11/05/2019,02:35:00 AM,x,1.02,12.95,12.72954773
11/05/2019,02:40:00 AM,x,1.03,12.9,12.762275
11/05/2019,02:45:00 AM,x,1.02,12.83,12.81136591
11/05/2019,02:50:00 AM,x,1.02,12.91,12.87860909
11/05/2019,02:55:00 AM,x,1.02,13.04,12.93221591
11/05/2019,03:00:00 AM,x,1.02,13.02,12.88585227
11/05/2019,03:05:00 AM,x,1.02,12.94,12.78130682
11/05/2019,03:10:00 AM,x,1.02,12.92,12.70315455
11/05/2019,03:15:00 AM,x,1.03,13.01,12.65042727
11/05/2019,03:20:00 AM,x,1.03,13.23,12.61588182
11/05/2019,03:25:00 AM,x,1.02,12.36,12.58042727
11/05/2019,03:30:00 AM,x,1.02,11.8,12.5777
11/05/2019,03:35:00 AM,x,1.02,12.04,12.60679091
11/05/2019,03:40:00 AM,x,1.02,12.25,12.64857955
11/05/2019,03:45:00 AM,x,1.02,12.53,12.68403409
11/05/2019,03:50:00 AM,x,1.02,12.65,12.70860909
11/05/2019,03:55:00 AM,x,1.02,12.99,12.81224545
11/05/2019,04:00:00 AM,x,1.02,13.26,12.96767045
11/05/2019,04:05:00 AM,x,1.03,13.38,13.10857955
11/05/2019,04:10:00 AM,x,1.03,13.4,13.233125
11/05/2019,04:15:00 AM,x,1.02,13.5,13.33764091
11/05/2019,04:20:00 AM,x,1.02,13.5,13.42764091
11/05/2019,04:25:00 AM,x,1.03,13.51,13.49215682
11/05/2019,04:30:00 AM,x,1.02,13.59,13.54124773
11/05/2019,04:35:00 AM,x,1.02,13.62,13.583975
11/05/2019,04:40:00 AM,x,1.03,13.68,13.62764091
11/05/2019,04:45:00 AM,x,1.02,13.64,13.67036818
11/05/2019,04:50:00 AM,x,1.03,13.7,13.70761136
11/05/2019,04:55:00 AM,x,1.02,13.8,13.72036818
11/05/2019,05:00:00 AM,x,1.03,13.85,13.69670227
11/05/2019,05:05:00 AM,x,1.02,13.88,13.64300682
11/05/2019,05:10:00 AM,x,1.02,13.97,13.56552045
11/05/2019,05:15:00 AM,x,1.03,13.91,13.48938182
11/05/2019,05:20:00 AM,x,1.02,13.65,13.41800682
11/05/2019,05:25:00 AM,x,1.03,13.33,13.32275682
11/05/2019,05:30:00 AM,x,1.04,13.03,13.19827273
11/05/2019,05:35:00 AM,0,1.41,12.84,13.05271591
11/05/2019,05:40:00 AM,0,2.79,12.86,12.88191364
11/05/2019,05:45:00 AM,0.05,4.88,13.04,12.71094773
11/05/2019,05:50:00 AM,0.19,7.72,12.97,12.57266136
11/05/2019,05:55:00 AM,0.36,10.24,12.78,12.46338409
