Fecha,Hora,Potencia [kW],Insolaci¢n [W/mý],Temperatura de modulos [øC],Temperatura ambiental [øC]
05/06/2020,03:00:00 AM,x,0.98,13.27,13.30064091
05/06/2020,03:05:00 AM,x,0.99,13.31,13.39885227
05/06/2020,03:10:00 AM,x,0.98,13.56,13.51797273
05/06/2020,03:15:00 AM,x,0.98,13.79,13.625275
05/06/2020,03:20:00 AM,x,0.98,13.86,13.70078864
05/06/2020,03:25:00 AM,x,0.98,13.94,13.754425
05/06/2020,03:30:00 AM,x,0.99,14.06,13.79260682
05/06/2020,03:35:00 AM,x,0.98,14.02,13.81351591
05/06/2020,03:40:00 AM,x,0.98,14.02,13.80348636
05/06/2020,03:45:00 AM,x,0.98,13.97,13.78163864
05/06/2020,03:50:00 AM,x,0.99,13.85,13.72342727
05/06/2020,03:55:00 AM,x,0.98,13.69,13.58885227
05/06/2020,04:00:00 AM,x,0.99,13.54,13.39155
05/06/2020,04:05:00 AM,x,0.99,13.45,13.18785455
05/06/2020,04:10:00 AM,x,0.99,13.55,13.02052273
05/06/2020,04:15:00 AM,x,0.99,13.22,12.90046364
05/06/2020,04:20:00 AM,x,0.99,12.46,12.82864545
05/06/2020,04:25:00 AM,x,1,11.89,12.79770682
05/06/2020,04:30:00 AM,x,1,11.78,12.7941
05/06/2020,04:35:00 AM,x,1,12.18,12.80776591
05/06/2020,04:40:00 AM,x,1,12.65,12.81231136
05/06/2020,04:45:00 AM,x,0.99,13.06,12.84322045
05/06/2020,04:50:00 AM,x,0.99,13.35,12.94597727
05/06/2020,04:55:00 AM,x,0.98,13.5,13.11603636
05/06/2020,05:00:00 AM,x,0.98,13.6,13.30424773
05/06/2020,05:05:00 AM,x,0.99,13.6,13.45973182
05/06/2020,05:10:00 AM,x,0.99,13.56,13.57779545
05/06/2020,05:15:00 AM,x,0.98,13.59,13.66236364
05/06/2020,05:20:00 AM,x,0.98,13.76,13.71935
05/06/2020,05:25:00 AM,x,0.99,13.85,13.76366364
05/06/2020,05:30:00 AM,x,0.99,13.89,13.79271364
05/06/2020,05:35:00 AM,x,1.04,13.95,13.80883182
05/06/2020,05:40:00 AM,0,1.29,14,13.81021818
05/06/2020,05:45:00 AM,0,2.01,14.01,13.79615
05/06/2020,05:50:00 AM,0,3.52,14.07,13.75703182
05/06/2020,05:55:00 AM,0.1,6.84,14.11,13.71220682
05/06/2020,06:00:00 AM,0.35,12.15,14.14,13.66150909
05/06/2020,06:05:00 AM,0.7,19.29,14.17,13.60048864
05/06/2020,06:10:00 AM,1.15,27.28,14.29,13.56242273
05/06/2020,06:15:00 AM,1.6,34.22,14.41,13.54073636
05/06/2020,06:20:00 AM,1.87,37.7,14.55,13.52986136
05/06/2020,06:25:00 AM,2.24,43.38,14.71,13.54926591
05/06/2020,06:30:00 AM,2.54,48.77,14.83,13.62704773
05/06/2020,06:35:00 AM,2.35,44.02,14.97,13.72223182
05/06/2020,06:40:00 AM,2.41,45.35,15.18,13.84489773
05/06/2020,06:45:00 AM,2.72,49.97,15.46,14.02771591
05/06/2020,06:50:00 AM,3.1,56.58,15.94,14.22877045
05/06/2020,06:55:00 AM,3.34,59.67,16.54,14.44141591
05/06/2020,07:00:00 AM,3.65,64.92,16.7,14.69445455
05/06/2020,07:05:00 AM,4.58,82.07,17.42,14.98937273
05/06/2020,07:10:00 AM,5.62,99.42,18.54,15.33340455
05/06/2020,07:15:00 AM,6.23,108.42,19.06,15.66219773
05/06/2020,07:20:00 AM,5.66,99.1,18.86,15.90380909
05/06/2020,07:25:00 AM,6.08,105.28,19.45,16.13393182
05/06/2020,07:30:00 AM,6.83,117.74,20.61,16.49192727
05/06/2020,07:35:00 AM,7.81,131.37,21.76,16.88205682
05/06/2020,07:40:00 AM,8.57,144.84,22.16,17.13248409
05/06/2020,07:45:00 AM,8.74,144.65,21.46,17.32604773
05/06/2020,07:50:00 AM,7.9,130.09,21.36,17.46530455
05/06/2020,07:55:00 AM,8.3,136.06,22.95,17.49481591
05/06/2020,08:00:00 AM,8.74,144.18,23.73,17.59387955
05/06/2020,08:05:00 AM,10.19,166.66,23.48,17.60832273
05/06/2020,08:10:00 AM,9.42,153.06,22.64,17.47854091
05/06/2020,08:15:00 AM,10.86,180.89,23.05,17.37225
05/06/2020,08:20:00 AM,12.49,204.83,23.01,17.23136136
05/06/2020,08:25:00 AM,10.87,174.98,23.56,16.91994091
05/06/2020,08:30:00 AM,11.18,180.02,23.5,16.185675
05/06/2020,08:35:00 AM,12.65,206.92,22.75,15.60655227
05/06/2020,08:40:00 AM,11.72,188.01,21.7,15.05630909
05/06/2020,08:45:00 AM,11.21,181.16,21.47,14.23809318
05/06/2020,08:50:00 AM,11.03,179.31,20.93,13.73441818
05/06/2020,08:55:00 AM,17.84,295.47,20.57,13.26741136
05/06/2020,09:00:00 AM,18.74,305.44,21.62,13.22343182
05/06/2020,09:05:00 AM,19.63,325.45,22.19,13.24283409
05/06/2020,09:10:00 AM,25.99,442.44,22.55,13.07650455
05/06/2020,09:15:00 AM,22.97,387.92,23.42,12.84673409
05/06/2020,09:20:00 AM,20.52,346.89,24.01,12.12446818
05/06/2020,09:25:00 AM,15.41,250.29,25.3,11.65021136
05/06/2020,09:30:00 AM,16.99,275.43,25.19,10.41873409
05/06/2020,09:35:00 AM,20.62,338.46,24.76,10.05448864
05/06/2020,09:40:00 AM,21.85,357.39,24.67,9.946011364
05/06/2020,09:45:00 AM,30.5,517,23.96,9.160520455
05/06/2020,09:50:00 AM,32.92,555.68,23.81,8.651109091
05/06/2020,09:55:00 AM,45.98,797.94,24.08,6.923534091
05/06/2020,10:00:00 AM,28.78,487.81,23.46,4.268447727
05/06/2020,10:05:00 AM,30.16,514.54,23.7,2.116965909
05/06/2020,10:10:00 AM,37.68,636.24,22.85,0.191343182
05/06/2020,10:15:00 AM,28.94,481.46,22.78,-0.719036364
05/06/2020,10:20:00 AM,45.4,782.7,23.6,-1.422663636
05/06/2020,10:25:00 AM,63.82,1138.69,24.04,-0.552256818
05/06/2020,10:30:00 AM,60.53,1104.5,25.99,0.203190909
05/06/2020,10:35:00 AM,58.82,1074.37,26.79,1.762697727
05/06/2020,10:40:00 AM,54.82,1015.59,30.15,3.910745455
05/06/2020,10:45:00 AM,56.05,1048.6,32.09,5.493261364
05/06/2020,10:50:00 AM,44.78,826.11,34.57,7.289445455
05/06/2020,10:55:00 AM,31.49,572.12,34.51,8.899040909
05/06/2020,11:00:00 AM,18.71,315.63,34.39,10.50953864
05/06/2020,11:05:00 AM,23.36,379.67,38.14,12.39892727
05/06/2020,11:10:00 AM,21.58,347.07,35.82,13.83542045
05/06/2020,11:15:00 AM,24.84,405.53,31.1,15.27432955
05/06/2020,11:20:00 AM,42.67,723.75,28.26,15.86203864
05/06/2020,11:25:00 AM,30.91,541.87,25.42,15.93933864
05/06/2020,11:30:00 AM,24.76,419.5,26.29,14.85907727
05/06/2020,11:35:00 AM,23.2,385.7,25.48,12.53055
05/06/2020,11:40:00 AM,27.82,446.2,28.34,11.20989773
05/06/2020,11:45:00 AM,28.08,458.27,29.08,10.54357273
05/06/2020,11:50:00 AM,18.58,306.88,26.74,10.75019318
05/06/2020,11:55:00 AM,24.38,394.18,25.06,10.14339773
05/06/2020,12:00:00 PM,42.22,716.71,23.48,10.17538636
05/06/2020,12:05:00 PM,21.6,362.06,21.78,11.09273864
05/06/2020,12:10:00 PM,18.29,302.44,20.42,11.96755455
05/06/2020,12:15:00 PM,22.32,370.74,19.06,12.93789545
05/06/2020,12:20:00 PM,31.19,524.17,18.17,13.28595455
05/06/2020,12:25:00 PM,21.07,351.75,24.44,13.83185455
05/06/2020,12:30:00 PM,13.45,216.75,30.08,15.58186364
05/06/2020,12:35:00 PM,15.4,248.57,31.54,16.17776136
05/06/2020,12:40:00 PM,13.19,210.77,31.71,16.76009318
05/06/2020,12:45:00 PM,14.1,224.46,27.89,17.88560227
05/06/2020,12:50:00 PM,16.45,263.26,26.81,19.42350909
05/06/2020,12:55:00 PM,10.78,173.63,25.08,19.93556818
05/06/2020,01:00:00 PM,16.07,249.91,24.69,19.56113409
05/06/2020,01:05:00 PM,18.54,280.42,26.11,19.26629318
05/06/2020,01:10:00 PM,17.77,268.26,28.11,18.75361591
05/06/2020,01:15:00 PM,16.46,251.34,26.22,18.73489091
05/06/2020,01:20:00 PM,12.79,194.13,24.95,19.19167955
05/06/2020,01:25:00 PM,7.81,125.02,22.98,19.77373182
05/06/2020,01:30:00 PM,5.09,84.67,22.97,20.532675
05/06/2020,01:35:00 PM,7.38,117.83,23.05,21.22942727
05/06/2020,01:40:00 PM,7.54,114.49,24.11,21.72941818
05/06/2020,01:45:00 PM,6.16,97.27,26.44,22.25096136
05/06/2020,01:50:00 PM,4.58,76.32,28.32,22.95246136
05/06/2020,01:55:00 PM,4.88,77.96,27.45,24.15977273
05/06/2020,02:00:00 PM,3.32,54.75,26.44,25.85219091
05/06/2020,02:05:00 PM,3,51.34,26.56,28.05842955
05/06/2020,02:10:00 PM,3.47,58.51,25.69,29.70096364
05/06/2020,02:15:00 PM,3.1,53.93,28.11,30.348725
05/06/2020,02:20:00 PM,2.45,45.93,33.69,30.39674545
05/06/2020,02:25:00 PM,2.18,41.39,40.18,30.94502727
05/06/2020,02:30:00 PM,1.96,38.18,44.73,31.93089318
05/06/2020,02:35:00 PM,1.94,37.94,39.69,33.10992727
05/06/2020,02:40:00 PM,1.92,37.72,31.63,34.42426818
05/06/2020,02:45:00 PM,2.39,44.99,27.83,35.54333636
05/06/2020,02:50:00 PM,2.76,52.08,32.64,36.004275
05/06/2020,02:55:00 PM,2.6,49.38,37.11,35.65478409
05/06/2020,03:00:00 PM,3.32,60.59,39.83,34.81276818
05/06/2020,03:05:00 PM,3.28,55.81,40.06,34.36938636
05/06/2020,03:10:00 PM,3.34,57.63,40.54,34.76846136
05/06/2020,03:15:00 PM,2.58,45.92,38.76,35.30715
05/06/2020,03:20:00 PM,2.16,40.91,36.32,34.99019091
05/06/2020,03:25:00 PM,2.96,55.17,36.02,33.87267727
05/06/2020,03:30:00 PM,4.55,75.7,36.04,32.61776136
05/06/2020,03:35:00 PM,2.45,45.11,36.26,31.10198636
05/06/2020,03:40:00 PM,2.02,39.28,33.57,29.41278864
05/06/2020,03:45:00 PM,2.42,45.82,28.95,27.73747727
05/06/2020,03:50:00 PM,3.31,59,25.13,26.37587045
05/06/2020,03:55:00 PM,2.9,52.1,25.75,25.08505227
05/06/2020,04:00:00 PM,2.26,42.38,22.95,23.89401136
05/06/2020,04:05:00 PM,2.99,55.82,21.9,22.43074545
05/06/2020,04:10:00 PM,4.25,75.41,21.29,20.92827273
05/06/2020,04:15:00 PM,2.32,43.3,21.42,19.64355455
05/06/2020,04:20:00 PM,1.82,36.37,21.21,18.82341136
05/06/2020,04:25:00 PM,2.26,44.36,21.92,18.11557273
05/06/2020,04:30:00 PM,3.8,69.6,20.96,17.62295455
05/06/2020,04:35:00 PM,5.59,97.04,18.92,17.29398409
05/06/2020,04:40:00 PM,5,84.34,16.07,17.000275
05/06/2020,04:45:00 PM,5.21,85.51,16.97,16.52248182
05/06/2020,04:50:00 PM,4.03,69.83,18.54,15.91514318
05/06/2020,04:55:00 PM,4.62,77.42,18.67,15.26303409
05/06/2020,05:00:00 PM,2.66,45.01,17.93,14.77159318
05/06/2020,05:05:00 PM,2,36.05,16.78,14.56561818
05/06/2020,05:10:00 PM,1.44,29.63,15.72,14.63105455
05/06/2020,05:15:00 PM,1.12,24.7,14.15,14.71952727
05/06/2020,05:20:00 PM,0.96,22.92,14.05,14.66206136
05/06/2020,05:25:00 PM,0.67,17.78,13.87,14.63068864
05/06/2020,05:30:00 PM,0.53,15.37,14,14.57230455
05/06/2020,05:35:00 PM,0.47,14.5,14.52,14.59780227
05/06/2020,05:40:00 PM,0.49,14.95,15.65,14.68463864
05/06/2020,05:45:00 PM,0.41,13.28,16.07,14.85817955
05/06/2020,05:50:00 PM,0.26,10.5,16.15,15.00655
05/06/2020,05:55:00 PM,0.12,7.54,16.07,15.13058409
05/06/2020,06:00:00 PM,0,3.42,16,15.24207273
05/06/2020,06:05:00 PM,0,1.47,15.76,15.32005227
05/06/2020,06:10:00 PM,0,1.04,15.29,15.29117955
05/06/2020,06:15:00 PM,0,1.01,14.97,15.21285682
05/06/2020,06:20:00 PM,x,1.03,14.69,15.13268409
05/06/2020,06:25:00 PM,x,1.02,14.76,15.06834091
05/06/2020,06:30:00 PM,x,1.03,14.94,15.02273409
05/06/2020,06:35:00 PM,x,1.03,14.88,15.00682045
05/06/2020,06:40:00 PM,x,1.02,14.81,15.03509091
05/06/2020,06:45:00 PM,x,1.02,14.96,15.09327273
05/06/2020,06:50:00 PM,x,1.01,15.15,15.16696818
05/06/2020,06:55:00 PM,x,1.01,15.42,15.24245227
05/06/2020,07:00:00 PM,x,1.01,15.57,15.30614773
05/06/2020,07:05:00 PM,x,1.01,15.6,15.37893409
05/06/2020,07:10:00 PM,x,1.01,15.61,15.46441818
05/06/2020,07:15:00 PM,x,1.01,15.5,15.52808409
05/06/2020,07:20:00 PM,x,1.01,15.59,15.56535682
05/06/2020,07:25:00 PM,x,1.01,15.64,15.56808409
05/06/2020,07:30:00 PM,x,1.01,15.68,15.53444773
05/06/2020,07:35:00 PM,x,1.01,15.75,15.47262955
05/06/2020,07:40:00 PM,x,1.01,15.66,15.39084091
05/06/2020,07:45:00 PM,x,1.01,15.56,15.34362727
05/06/2020,07:50:00 PM,x,1.01,15.45,15.305475
05/06/2020,07:55:00 PM,x,1.01,15.2,15.25641364
05/06/2020,08:00:00 PM,x,1.01,14.92,15.174625
05/06/2020,08:05:00 PM,x,1,14.71,15.06556364
05/06/2020,08:10:00 PM,x,0.99,14.98,14.93922955
05/06/2020,08:15:00 PM,x,1,15.17,14.80925909
05/06/2020,08:20:00 PM,x,1,15.1,14.68656136
05/06/2020,08:25:00 PM,x,1,14.78,14.57389318
05/06/2020,08:30:00 PM,x,1,14.55,14.45758864
05/06/2020,08:35:00 PM,x,1,14.27,14.33489091
05/06/2020,08:40:00 PM,x,1,14.13,14.16852727
05/06/2020,08:45:00 PM,x,1,14.1,13.97946591
05/06/2020,08:50:00 PM,x,0.99,13.96,13.81495
05/06/2020,08:55:00 PM,x,0.99,13.64,13.68588864
05/06/2020,09:00:00 PM,x,0.99,13.36,13.57319091
05/06/2020,09:05:00 PM,x,0.99,13.15,13.48412955
05/06/2020,09:10:00 PM,x,0.99,13.09,13.39779545
05/06/2020,09:15:00 PM,x,0.99,13.29,13.29418864
05/06/2020,09:20:00 PM,x,0.99,13.36,13.19600682
05/06/2020,09:25:00 PM,x,0.99,13.31,13.13964318
05/06/2020,09:30:00 PM,x,0.99,13.29,13.12600682
05/06/2020,09:35:00 PM,x,0.99,13.18,13.16418864
05/06/2020,09:40:00 PM,x,0.99,12.96,13.21237045
05/06/2020,09:45:00 PM,x,0.99,12.88,13.23964318
05/06/2020,09:50:00 PM,x,0.99,13.02,13.23691591
05/06/2020,09:55:00 PM,x,0.99,13.21,13.24146136
05/06/2020,10:00:00 PM,x,0.99,13.57,13.25964318
05/06/2020,10:05:00 PM,x,0.99,13.62,13.28600682
05/06/2020,10:10:00 PM,x,0.99,13.59,13.3124
05/06/2020,10:15:00 PM,x,0.99,13.33,13.33333864
05/06/2020,10:20:00 PM,x,0.99,13.36,13.32152045
05/06/2020,10:25:00 PM,x,0.99,13.49,13.27427727
05/06/2020,10:30:00 PM,x,0.99,13.47,13.18973182
05/06/2020,10:35:00 PM,x,0.98,13.25,13.10609545
05/06/2020,10:40:00 PM,x,0.98,13.11,13.02521591
05/06/2020,10:45:00 PM,x,0.99,12.89,12.95433636
05/06/2020,10:50:00 PM,x,0.98,12.69,12.87160909
05/06/2020,10:55:00 PM,x,0.99,12.64,12.76706364
05/06/2020,11:00:00 PM,x,0.99,12.7,12.64706364
05/06/2020,11:05:00 PM,x,0.98,12.7,12.546125
05/06/2020,11:10:00 PM,x,0.98,12.55,12.44245909
05/06/2020,11:15:00 PM,x,0.99,12.45,12.34336818
05/06/2020,11:20:00 PM,x,0.99,12.34,12.25879318
05/06/2020,11:25:00 PM,x,0.99,12.15,12.18427727
05/06/2020,11:30:00 PM,x,0.99,12.14,12.11248864
05/06/2020,11:35:00 PM,x,0.99,11.97,12.06155
05/06/2020,11:40:00 PM,x,0.99,11.8,12.03064091
05/06/2020,11:45:00 PM,x,0.99,11.76,11.99609545
05/06/2020,11:50:00 PM,x,0.98,11.82,11.97700455
05/06/2020,11:55:00 PM,x,0.98,11.91,11.97427727
05/07/2020,12:00:00 AM,x,0.99,12.14,11.96248864
05/07/2020,12:05:00 AM,x,0.98,12.21,11.96342727
05/07/2020,12:10:00 AM,x,0.99,12.07,11.96433636
05/07/2020,12:15:00 AM,x,0.99,12.13,11.96163864
05/07/2020,12:20:00 AM,x,0.99,12.12,11.94436591
05/07/2020,12:25:00 AM,x,0.98,12.01,11.92618409
05/07/2020,12:30:00 AM,x,0.98,11.98,11.88439545
05/07/2020,12:35:00 AM,x,0.99,11.81,11.85348636
05/07/2020,12:40:00 AM,x,0.98,11.73,11.82987955
05/07/2020,12:45:00 AM,x,0.98,11.63,11.79809091
05/07/2020,12:50:00 AM,x,0.98,11.71,11.76266591
05/07/2020,12:55:00 AM,x,0.98,11.68,11.71718182
05/07/2020,01:00:00 AM,x,0.98,11.87,11.66172727
05/07/2020,01:05:00 AM,x,0.98,11.81,11.62266591
05/07/2020,01:10:00 AM,x,0.98,11.78,11.59087727
05/07/2020,01:15:00 AM,x,0.98,11.73,11.58451364
05/07/2020,01:20:00 AM,x,0.99,11.51,11.55815
05/07/2020,01:25:00 AM,x,0.98,11.37,11.55087727
05/07/2020,01:30:00 AM,x,0.98,11.38,11.51902955
05/07/2020,01:35:00 AM,x,0.97,11.38,11.47539318
05/07/2020,01:40:00 AM,x,0.98,11.56,11.42812045
05/07/2020,01:45:00 AM,x,0.98,11.42,11.39448409
05/07/2020,01:50:00 AM,x,0.98,11.6,11.40448409
05/07/2020,01:55:00 AM,x,0.99,11.52,11.42721136
05/07/2020,02:00:00 AM,x,0.98,11.33,11.43539318
05/07/2020,02:05:00 AM,x,0.98,11.26,11.42354545
05/07/2020,02:10:00 AM,x,0.98,11.36,11.37809091
05/07/2020,02:15:00 AM,x,0.99,11.62,11.34081818
05/07/2020,02:20:00 AM,x,0.98,11.62,11.32718182
05/07/2020,02:25:00 AM,x,0.98,11.47,11.34630227
05/07/2020,02:30:00 AM,x,0.98,11.25,11.40630227
05/07/2020,02:35:00 AM,x,0.98,11.06,11.48630227
05/07/2020,02:40:00 AM,x,0.98,11.01,11.55809091
05/07/2020,02:45:00 AM,x,0.98,11.45,11.58721136
05/07/2020,02:50:00 AM,x,0.98,11.73,11.60539318
05/07/2020,02:55:00 AM,x,0.98,11.99,11.643575
05/07/2020,03:00:00 AM,x,0.98,12.14,11.70175682
05/07/2020,03:05:00 AM,x,0.99,12.15,11.77902955
05/07/2020,03:10:00 AM,x,0.98,11.94,11.88990909
05/07/2020,03:15:00 AM,x,0.98,11.82,11.959
05/07/2020,03:20:00 AM,x,0.98,11.89,12.00169773
05/07/2020,03:25:00 AM,x,0.98,11.89,12.01078864
05/07/2020,03:30:00 AM,x,0.98,11.91,11.98351591
05/07/2020,03:35:00 AM,x,0.99,12.23,11.93536364
05/07/2020,03:40:00 AM,x,0.98,12.21,11.91445455
05/07/2020,03:45:00 AM,x,0.99,12.2,11.90718182
05/07/2020,03:50:00 AM,x,0.98,12.09,11.89627273
05/07/2020,03:55:00 AM,x,0.98,11.84,11.86718182
05/07/2020,04:00:00 AM,x,0.98,11.62,11.84172727
05/07/2020,04:05:00 AM,x,0.98,11.71,11.79630227
05/07/2020,04:10:00 AM,x,0.98,11.74,11.753575
05/07/2020,04:15:00 AM,x,0.98,11.77,11.70996818
05/07/2020,04:20:00 AM,x,0.98,11.57,11.67451364
05/07/2020,04:25:00 AM,x,0.98,11.63,11.64905909
05/07/2020,04:30:00 AM,x,0.98,11.73,11.65178636
05/07/2020,04:35:00 AM,x,0.98,11.74,11.64905909
05/07/2020,04:40:00 AM,x,0.98,11.72,11.65633182
05/07/2020,04:45:00 AM,x,0.98,11.7,11.67996818
05/07/2020,04:50:00 AM,x,0.98,11.56,11.72266591
05/07/2020,04:55:00 AM,x,0.98,11.65,11.75536364
05/07/2020,05:00:00 AM,x,0.98,11.68,11.79354545
05/07/2020,05:05:00 AM,x,0.98,11.82,11.834425
05/07/2020,05:10:00 AM,x,0.98,12.03,11.88530455
05/07/2020,05:15:00 AM,x,0.99,12.04,11.93973182
05/07/2020,05:20:00 AM,x,0.99,11.99,12.01620682
05/07/2020,05:25:00 AM,x,0.98,12.15,12.08514318
05/07/2020,05:30:00 AM,x,0.99,12.19,12.16136818
05/07/2020,05:35:00 AM,x,0.99,12.28,12.23416591
05/07/2020,05:40:00 AM,x,1.02,12.3,12.28810455
05/07/2020,05:45:00 AM,0,1.25,12.41,12.35273636
05/07/2020,05:50:00 AM,0,1.34,12.42,12.42523409
05/07/2020,05:55:00 AM,0,1.95,12.55,12.46279318
05/07/2020,06:00:00 AM,0,3.11,12.69,12.49236591
05/07/2020,06:05:00 AM,0.01,4.57,12.74,12.50830909
05/07/2020,06:10:00 AM,0.13,7.73,12.97,12.51905909
05/07/2020,06:15:00 AM,0.38,12.76,13.17,12.53169318
05/07/2020,06:20:00 AM,0.59,15.96,13.05,12.55929773
05/07/2020,06:25:00 AM,0.92,21.75,13.19,12.58426591
05/07/2020,06:30:00 AM,1.14,25.44,13.25,12.6094
05/07/2020,06:35:00 AM,1.48,30.92,13.39,12.65919318
05/07/2020,06:40:00 AM,1.74,34.82,13.64,12.69415
05/07/2020,06:45:00 AM,1.87,36.92,13.88,12.71003409
05/07/2020,06:50:00 AM,2,38.73,14.02,12.73602955
05/07/2020,06:55:00 AM,2.46,45.68,14.35,12.77405
05/07/2020,07:00:00 AM,2.6,48.64,14.72,12.80640909
05/07/2020,07:05:00 AM,2.99,54.36,14.87,12.86487273
05/07/2020,07:10:00 AM,3.67,65.23,15.05,12.98456591
05/07/2020,07:15:00 AM,4.28,76.7,15.31,13.15675682
05/07/2020,07:20:00 AM,4.21,74.42,15.32,13.33175455
05/07/2020,07:25:00 AM,5.76,98.18,15.97,13.44037955
05/07/2020,07:30:00 AM,6.37,107.44,16.52,13.520125
05/07/2020,07:35:00 AM,5.94,96.77,16.97,13.594475
05/07/2020,07:40:00 AM,4.52,74.64,17,13.71585227
05/07/2020,07:45:00 AM,3.43,59.5,16.62,13.87318864
05/07/2020,07:50:00 AM,4.76,81.53,16.71,13.99945227
05/07/2020,07:55:00 AM,6,98.88,17.23,14.14255
05/07/2020,08:00:00 AM,6.58,108.58,17.45,14.28825455
05/07/2020,08:05:00 AM,5.89,98.61,17.47,14.22979318
05/07/2020,08:10:00 AM,6.52,107.14,18.03,14.10441136
05/07/2020,08:15:00 AM,7.63,124.3,18.33,14.05182273
05/07/2020,08:20:00 AM,8.81,138.67,18.86,13.99371818
05/07/2020,08:25:00 AM,8.2,134.74,19.01,13.95073409
05/07/2020,08:30:00 AM,12.29,201.48,19.73,13.87395909
05/07/2020,08:35:00 AM,14.94,246,21.19,13.86735455
05/07/2020,08:40:00 AM,16.04,266.53,22.77,13.91671364
05/07/2020,08:45:00 AM,17.45,291.35,22.89,13.95771591
05/07/2020,08:50:00 AM,17.88,295.89,23.16,14.06275227
05/07/2020,08:55:00 AM,17,277.95,22.11,14.11089773
05/07/2020,09:00:00 AM,16.18,260.23,22.65,14.27432045
05/07/2020,09:05:00 AM,14.63,232.28,22.64,14.42353409
05/07/2020,09:10:00 AM,17.39,278.73,23.8,14.35530682
05/07/2020,09:15:00 AM,18.47,296.35,25.14,14.31971364
05/07/2020,09:20:00 AM,18.22,291.06,24.62,14.21626591
05/07/2020,09:25:00 AM,17.71,281.86,24.14,14.43491364
05/07/2020,09:30:00 AM,17.47,280.42,23.95,14.32493182
05/07/2020,09:35:00 AM,19.38,317.93,23.69,14.41885227
05/07/2020,09:40:00 AM,24.42,400.32,26.04,14.62931364
05/07/2020,09:45:00 AM,32.14,537.98,29.89,14.60888182
05/07/2020,09:50:00 AM,30.13,502.1,31.8,14.53370227
05/07/2020,09:55:00 AM,32.69,546.07,30.73,14.53847727
05/07/2020,10:00:00 AM,24.68,402.03,29.19,14.70130227
05/07/2020,10:05:00 AM,18.77,300.42,26.82,15.06753182
05/07/2020,10:10:00 AM,20.47,330.65,26.03,15.43014773
05/07/2020,10:15:00 AM,21.44,351.89,25.77,15.61598409
05/07/2020,10:20:00 AM,20.46,330.09,25.76,15.46676818
05/07/2020,10:25:00 AM,19.15,309.31,26.68,15.54321818
05/07/2020,10:30:00 AM,17.57,281.36,26.53,15.34846818
05/07/2020,10:35:00 AM,15.8,248.05,25.08,15.41742273
05/07/2020,10:40:00 AM,17.76,284.62,23.7,15.68493636
05/07/2020,10:45:00 AM,21.46,342.45,24.97,16.04591364
05/07/2020,10:50:00 AM,27.42,440.81,28.15,16.24113182
05/07/2020,10:55:00 AM,32.3,527.33,31.12,16.156375
05/07/2020,11:00:00 AM,26.56,422.62,31.55,15.97827045
05/07/2020,11:05:00 AM,22.84,361.03,29.96,15.64765909
05/07/2020,11:10:00 AM,18.85,296.79,27.95,15.50044091
05/07/2020,11:15:00 AM,18.18,290.17,26.61,15.60612045
05/07/2020,11:20:00 AM,17.39,278.92,24.76,15.83228409
