Fecha,Hora,Potencia [kW],Insolaci¢n [W/mý],Temperatura de modulos [øC],Temperatura ambiental [øC]
05/20/2020,09:45:00 AM,13.67,221.88,28.1,17.32115227
05/20/2020,09:50:00 AM,26.72,469.45,28.05,17.45729545
05/20/2020,09:55:00 AM,17.09,276,29.29,17.45839318
05/20/2020,10:00:00 AM,25.25,450.05,27.15,17.64980455
05/20/2020,10:05:00 AM,31.8,553.09,32.21,17.899225
05/20/2020,10:10:00 AM,22.7,379.18,31.65,18.65329545
05/20/2020,10:15:00 AM,19.84,330.45,31.56,19.04780227
05/20/2020,10:20:00 AM,24.08,411.76,32.2,20.08353864
05/20/2020,10:25:00 AM,23,384.93,33.07,20.27196818
05/20/2020,10:30:00 AM,38.89,676.36,39.48,21.04958409
05/20/2020,10:35:00 AM,16.88,282.35,36.58,21.63748182
05/20/2020,10:40:00 AM,15.6,252.97,33.45,21.77173182
05/20/2020,10:45:00 AM,11.52,189.97,30.36,21.80175
05/20/2020,10:50:00 AM,11.82,194.07,28.7,21.88056818
05/20/2020,10:55:00 AM,12.84,207.78,27.83,21.78291364
05/20/2020,11:00:00 AM,12.76,199.34,27.18,21.94696364
05/20/2020,11:05:00 AM,12.02,183.28,26.76,20.93407727
05/20/2020,11:10:00 AM,9,140.29,25.71,20.33915455
05/20/2020,11:15:00 AM,10.57,160.16,24.89,19.86095
05/20/2020,11:20:00 AM,11.18,162.29,24.76,19.36044318
05/20/2020,11:25:00 AM,10.01,152.22,24.25,18.95739091
05/20/2020,11:30:00 AM,15.73,240.25,24.07,18.45949091
05/20/2020,11:35:00 AM,12.59,188.79,24.82,18.21357955
05/20/2020,11:40:00 AM,10.85,157.67,24.05,18.01246818
05/20/2020,11:45:00 AM,10,151.78,21.82,17.87574318
05/20/2020,11:50:00 AM,11.33,171.89,22.23,17.88682955
05/20/2020,11:55:00 AM,16.99,263.86,23.8,17.77135455
05/20/2020,12:00:00 PM,13.09,208.05,24.86,17.59994091
05/20/2020,12:05:00 PM,13.46,206.82,25.66,17.37024318
05/20/2020,12:10:00 PM,12.91,212.59,25.09,17.24418409
05/20/2020,12:15:00 PM,8.24,138.23,24.1,17.22991818
05/20/2020,12:20:00 PM,8.58,141.15,22.62,17.07189773
05/20/2020,12:25:00 PM,13.75,227.19,21.76,17.71530455
05/20/2020,12:30:00 PM,14.34,228.38,23.58,18.11675227
05/20/2020,12:35:00 PM,13.66,214.49,24.51,18.29474091
05/20/2020,12:40:00 PM,18.35,287.07,26.06,18.38519773
05/20/2020,12:45:00 PM,27.86,451.22,29.57,18.31967273
05/20/2020,12:50:00 PM,15.84,247.63,30.35,18.22255227
05/20/2020,12:55:00 PM,12.13,183.56,28.48,18.13006136
05/20/2020,01:00:00 PM,11.54,166.27,26.3,17.73031591
05/20/2020,01:05:00 PM,9.43,143.82,23.85,17.1424
05/20/2020,01:10:00 PM,6.05,92.1,21.88,16.49412727
05/20/2020,01:15:00 PM,3.16,55.56,18.77,16.30829318
05/20/2020,01:20:00 PM,3.43,63.11,15.41,15.60000455
05/20/2020,01:25:00 PM,4.75,86.14,14.56,15.17476136
05/20/2020,01:30:00 PM,6.7,118.4,14.92,15.00091136
05/20/2020,01:35:00 PM,12.62,213.87,16.55,14.89353864
05/20/2020,01:40:00 PM,14.36,237.81,20.59,14.61608409
05/20/2020,01:45:00 PM,15.5,253.82,22.76,14.50003864
05/20/2020,01:50:00 PM,12.61,193.95,24.14,14.71387955
05/20/2020,01:55:00 PM,7.03,102.65,22.32,15.14025
05/20/2020,02:00:00 PM,5.41,81.7,20.65,15.65916818
05/20/2020,02:05:00 PM,7.46,121.7,19.79,16.336425
05/20/2020,02:10:00 PM,9.54,143.76,20.36,16.65434545
05/20/2020,02:15:00 PM,8.87,141.81,20.32,16.79849545
05/20/2020,02:20:00 PM,6.74,113.83,20.15,16.72265
05/20/2020,02:25:00 PM,5.68,96.92,19.93,16.62638864
05/20/2020,02:30:00 PM,4.94,85.26,19.82,16.62711364
05/20/2020,02:35:00 PM,6.41,112.36,20.01,16.842975
05/20/2020,02:40:00 PM,8.95,147.8,20.9,17.09232727
05/20/2020,02:45:00 PM,7.74,126.39,21.11,17.256825
05/20/2020,02:50:00 PM,5.81,94,20.98,17.27839318
05/20/2020,02:55:00 PM,5.04,86.07,20.8,17.21729091
05/20/2020,03:00:00 PM,4.57,77.87,20.74,17.1285
05/20/2020,03:05:00 PM,3.18,57.21,20.29,17.15245682
05/20/2020,03:10:00 PM,3.62,63.98,19.6,17.226325
05/20/2020,03:15:00 PM,4.43,74.53,19.11,17.21233864
05/20/2020,03:20:00 PM,5.78,100.37,19.37,17.25425682
05/20/2020,03:25:00 PM,7.84,123.62,20.09,17.43541364
05/20/2020,03:30:00 PM,8.81,137.79,21.1,17.58415909
05/20/2020,03:35:00 PM,9.84,157.26,22.02,17.68640682
05/20/2020,03:40:00 PM,12.84,200.97,23.38,17.86855455
05/20/2020,03:45:00 PM,12.19,196.12,24.76,17.991025
05/20/2020,03:50:00 PM,8.7,136.14,24.42,18.06549545
05/20/2020,03:55:00 PM,7.36,118.91,23.71,18.10686818
05/20/2020,04:00:00 PM,6.8,109.68,23.12,18.04062727
05/20/2020,04:05:00 PM,4.82,78.33,22.07,17.94431818
05/20/2020,04:10:00 PM,4.72,75.54,20.49,17.85347273
05/20/2020,04:15:00 PM,5.4,83.78,19.65,17.74597045
05/20/2020,04:20:00 PM,5.26,82.54,19.21,17.47795909
05/20/2020,04:25:00 PM,6.2,100.21,19.15,17.176625
05/20/2020,04:30:00 PM,6.32,110.78,19.45,17.07579773
05/20/2020,04:35:00 PM,5.58,115.41,19.6,17.01966136
05/20/2020,04:40:00 PM,5,79.89,19.8,17.06338182
05/20/2020,04:45:00 PM,4.66,80.39,19.66,17.13781364
05/20/2020,04:50:00 PM,4.32,108.9,20.07,17.18314545
05/20/2020,04:55:00 PM,3.52,65.96,20.59,17.21684773
05/20/2020,05:00:00 PM,3.18,53.33,20.64,17.23765227
05/20/2020,05:05:00 PM,2.58,45.05,19.98,17.29405
05/20/2020,05:10:00 PM,2.02,38.28,18.99,17.26179091
05/20/2020,05:15:00 PM,1.8,36.12,18.2,17.22607955
05/20/2020,05:20:00 PM,1.74,35.88,17.43,17.18205682
05/20/2020,05:25:00 PM,1.97,38.2,17.32,16.922225
05/20/2020,05:30:00 PM,1.73,33.86,17.57,16.61540455
05/20/2020,05:35:00 PM,1.1,25.27,17.67,16.3396
05/20/2020,05:40:00 PM,0.64,17.4,17.22,16.11948182
05/20/2020,05:45:00 PM,0.35,11.8,16.43,15.95103636
05/20/2020,05:50:00 PM,0.19,8.98,15.88,15.84021818
05/20/2020,05:55:00 PM,0.07,6.1,15.73,15.71833864
05/20/2020,06:00:00 PM,0,3.63,15.6,15.52812273
05/20/2020,06:05:00 PM,0,2.32,15.4,15.26889091
05/20/2020,06:10:00 PM,0,1.44,15.22,15.01458864
05/20/2020,06:15:00 PM,0,1.08,15.08,14.80010455
05/20/2020,06:20:00 PM,0,0.99,14.77,14.60910682
05/20/2020,06:25:00 PM,0,1.01,14.41,14.424175
05/20/2020,06:30:00 PM,x,1.01,14.03,14.24918864
05/20/2020,06:35:00 PM,x,1.01,13.89,14.08396818
05/20/2020,06:40:00 PM,x,1.01,13.72,13.92523864
05/20/2020,06:45:00 PM,x,1.01,13.52,13.76817273
05/20/2020,06:50:00 PM,x,1,13.53,13.63175
05/20/2020,06:55:00 PM,x,1.01,13.59,13.50541591
05/20/2020,07:00:00 PM,x,1.01,13.54,13.39362727
05/20/2020,07:05:00 PM,x,1.01,13.46,13.28002045
05/20/2020,07:10:00 PM,x,1.01,13.35,13.19277727
05/20/2020,07:15:00 PM,x,1.01,13.27,13.13826136
05/20/2020,07:20:00 PM,x,1,13.02,13.10007955
05/20/2020,07:25:00 PM,x,1,12.8,13.06556364
05/20/2020,07:30:00 PM,x,1,12.64,13.04559318
05/20/2020,07:35:00 PM,x,1,12.76,13.07286591
05/20/2020,07:40:00 PM,x,1,12.92,13.14286591
05/20/2020,07:45:00 PM,x,1,13.11,13.22832045
05/20/2020,07:50:00 PM,x,1,13.21,13.34465455
05/20/2020,07:55:00 PM,x,1,13.32,13.48007955
05/20/2020,08:00:00 PM,x,1.01,13.76,13.61368636
05/20/2020,08:05:00 PM,x,1.01,14.12,13.69823182
05/20/2020,08:10:00 PM,x,1.01,14.21,13.74820227
05/20/2020,08:15:00 PM,x,1.01,14.3,13.79092955
05/20/2020,08:20:00 PM,x,1.01,14.29,13.84274773
05/20/2020,08:25:00 PM,x,1.01,14.11,13.89002045
05/20/2020,08:30:00 PM,x,1,13.69,13.89365682
05/20/2020,08:35:00 PM,x,1.01,13.47,13.87368636
05/20/2020,08:40:00 PM,x,1,13.58,13.84459545
05/20/2020,08:45:00 PM,x,1,13.78,13.80098864
05/20/2020,08:50:00 PM,x,1,13.84,13.73283636
05/20/2020,08:55:00 PM,x,1.01,13.8,13.66741136
05/20/2020,09:00:00 PM,x,1,13.9,13.62195682
05/20/2020,09:05:00 PM,x,1.01,13.89,13.57747045
05/20/2020,09:10:00 PM,x,1,13.82,13.52386364
05/20/2020,09:15:00 PM,x,1,13.54,13.51022727
05/20/2020,09:20:00 PM,x,1,13.39,13.52931818
05/20/2020,09:25:00 PM,x,1,13.19,13.57389318
05/20/2020,09:30:00 PM,x,0.99,12.98,13.60843864
05/20/2020,09:35:00 PM,x,0.99,12.99,13.64301364
05/20/2020,09:40:00 PM,x,1,13.63,13.67392273
05/20/2020,09:45:00 PM,x,1,14.05,13.72392273
05/20/2020,09:50:00 PM,x,1,14.29,13.77028636
05/20/2020,09:55:00 PM,x,1,14.28,13.82392273
05/20/2020,10:00:00 PM,x,1,14.27,13.89752955
05/20/2020,10:05:00 PM,x,1,14.16,13.95931818
05/20/2020,10:10:00 PM,x,1,14.09,13.96659091
05/20/2020,10:15:00 PM,x,1,13.9,13.942075
05/20/2020,10:20:00 PM,x,1,13.78,13.89116591
05/20/2020,10:25:00 PM,x,1,13.79,13.83025682
05/20/2020,10:30:00 PM,x,1,13.67,13.74755909
05/20/2020,10:35:00 PM,x,1,13.71,13.66577045
05/20/2020,10:40:00 PM,x,0.99,13.78,13.61034545
05/20/2020,10:45:00 PM,x,1,13.73,13.59401136
05/20/2020,10:50:00 PM,x,1,13.61,13.59401136
05/20/2020,10:55:00 PM,x,0.99,13.36,13.59492045
05/20/2020,11:00:00 PM,x,0.99,13.26,13.61219318
05/20/2020,11:05:00 PM,x,0.99,13.48,13.64946591
05/20/2020,11:10:00 PM,x,0.99,13.72,13.69489091
05/20/2020,11:15:00 PM,x,1,13.78,13.73670909
05/20/2020,11:20:00 PM,x,1,13.8,13.76034545
05/20/2020,11:25:00 PM,x,1,13.86,13.76943636
05/20/2020,11:30:00 PM,x,1,14.12,13.80216364
05/20/2020,11:35:00 PM,x,1,14.28,13.82489091
05/20/2020,11:40:00 PM,x,1,14.19,13.81761818
05/20/2020,11:45:00 PM,x,1,13.87,13.81128409
05/20/2020,11:50:00 PM,x,0.99,13.46,13.81310227
05/20/2020,11:55:00 PM,x,0.99,13.62,13.82764773
05/21/2020,12:00:00 AM,x,0.99,13.73,13.83310227
05/21/2020,12:05:00 AM,x,0.99,13.64,13.810375
05/21/2020,12:10:00 AM,x,0.99,13.71,13.790375
05/21/2020,12:15:00 AM,x,1,13.82,13.81219318
05/21/2020,12:20:00 AM,x,1,14.02,13.87943636
05/21/2020,12:25:00 AM,x,1,14.18,13.92667955
05/21/2020,12:30:00 AM,x,1,14.03,13.96940682
05/21/2020,12:35:00 AM,x,1,13.97,14.02301364
05/21/2020,12:40:00 AM,x,1,14.11,14.06480227
05/21/2020,12:45:00 AM,x,1,14.2,14.10116591
05/21/2020,12:50:00 AM,x,1,14.14,14.10480227
05/21/2020,12:55:00 AM,x,0.99,14.2,14.09934773
05/21/2020,01:00:00 AM,x,1,14.23,14.11301364
05/21/2020,01:05:00 AM,x,1,14.17,14.12392273
05/21/2020,01:10:00 AM,x,1,14.22,14.111225
05/21/2020,01:15:00 AM,x,1,14.06,14.07943636
05/21/2020,01:20:00 AM,x,1,14.12,14.01855682
05/21/2020,01:25:00 AM,x,0.99,14.18,13.91855682
05/21/2020,01:30:00 AM,x,1,14.09,13.80222273
05/21/2020,01:35:00 AM,x,0.99,13.97,13.66770682
05/21/2020,01:40:00 AM,x,0.99,13.85,13.51231136
05/21/2020,01:45:00 AM,x,0.99,13.47,13.36418864
05/21/2020,01:50:00 AM,x,0.99,13.1,13.23061136
05/21/2020,01:55:00 AM,x,0.99,12.95,13.11336818
05/21/2020,02:00:00 AM,x,0.99,12.69,13.00521591
05/21/2020,02:05:00 AM,x,0.98,12.51,12.89794318
05/21/2020,02:10:00 AM,x,0.98,12.43,12.79706364
05/21/2020,02:15:00 AM,x,0.98,12.65,12.7207
05/21/2020,02:20:00 AM,x,0.98,12.89,12.69706364
05/21/2020,02:25:00 AM,x,0.99,12.9,12.71342727
05/21/2020,02:30:00 AM,x,0.99,12.79,12.76706364
05/21/2020,02:35:00 AM,x,0.98,12.74,12.85248864
05/21/2020,02:40:00 AM,x,0.99,12.63,12.96152045
05/21/2020,02:45:00 AM,x,0.99,12.84,13.05509773
05/21/2020,02:50:00 AM,x,0.99,13.13,13.12143182
05/21/2020,02:55:00 AM,x,0.99,13.28,13.17143182
05/21/2020,03:00:00 AM,x,0.99,13.45,13.23688636
05/21/2020,03:05:00 AM,x,1,13.63,13.31594773
05/21/2020,03:10:00 AM,x,1,13.68,13.39958409
05/21/2020,03:15:00 AM,x,0.99,13.62,13.42958409
05/21/2020,03:20:00 AM,x,0.99,13.45,13.38415909
05/21/2020,03:25:00 AM,x,0.99,13.51,13.30325
05/21/2020,03:30:00 AM,x,0.99,13.61,13.23143182
05/21/2020,03:35:00 AM,x,0.99,13.55,13.16327955
05/21/2020,03:40:00 AM,x,0.99,13.17,13.10876364
05/21/2020,03:45:00 AM,x,0.98,12.63,13.08149091
05/21/2020,03:50:00 AM,x,0.99,12.39,13.07149091
05/21/2020,03:55:00 AM,x,0.99,12.66,13.05421818
05/21/2020,04:00:00 AM,x,0.99,12.88,13.03512727
05/21/2020,04:05:00 AM,x,0.99,13.08,13.03058182
05/21/2020,04:10:00 AM,x,0.99,13.32,13.0724
05/21/2020,04:15:00 AM,x,0.99,13.34,13.16600682
05/21/2020,04:20:00 AM,x,0.99,13.32,13.28509773
05/21/2020,04:25:00 AM,x,0.99,13.4,13.37691591
05/21/2020,04:30:00 AM,x,0.99,13.5,13.44873409
05/21/2020,04:35:00 AM,x,0.99,13.63,13.49691591
05/21/2020,04:40:00 AM,x,0.99,13.66,13.527825
05/21/2020,04:45:00 AM,x,0.99,13.7,13.55691591
05/21/2020,04:50:00 AM,x,0.99,13.67,13.59327955
05/21/2020,04:55:00 AM,x,0.99,13.67,13.61964318
05/21/2020,05:00:00 AM,x,0.99,13.61,13.62600682
05/21/2020,05:05:00 AM,x,0.99,13.66,13.61418864
05/21/2020,05:10:00 AM,x,0.99,13.66,13.60134318
05/21/2020,05:15:00 AM,x,0.99,13.72,13.58242273
05/21/2020,05:20:00 AM,x,0.99,13.69,13.56598636
05/21/2020,05:25:00 AM,x,0.99,13.57,13.5557
05/21/2020,05:30:00 AM,x,0.99,13.5,13.52837273
05/21/2020,05:35:00 AM,x,1.03,13.52,13.44252273
05/21/2020,05:40:00 AM,0,1.24,13.5,13.29299773
05/21/2020,05:45:00 AM,0,1.63,13.51,13.08341591
05/21/2020,05:50:00 AM,0,2.01,13.59,12.90114773
05/21/2020,05:55:00 AM,0,3.47,13.39,12.71306136
05/21/2020,06:00:00 AM,0.13,6.97,12.91,12.55174773
05/21/2020,06:05:00 AM,0.5,14.06,12.44,12.42760909
05/21/2020,06:10:00 AM,1.45,31.31,12.4,12.35195909
05/21/2020,06:15:00 AM,1.85,37.45,12.87,12.36788182
05/21/2020,06:20:00 AM,2.94,56.65,13.31,12.39671591
05/21/2020,06:25:00 AM,3.52,66.05,13.84,12.40463636
05/21/2020,06:30:00 AM,4.43,81.2,14.76,12.48487273
05/21/2020,06:35:00 AM,5.59,99.46,15.86,12.70532727
05/21/2020,06:40:00 AM,5,91.01,16.59,12.96571818
05/21/2020,06:45:00 AM,4.64,87.02,16.67,13.12955909
05/21/2020,06:50:00 AM,5.69,106.02,16.81,13.43424545
05/21/2020,06:55:00 AM,5.99,110.89,17.17,13.91960227
05/21/2020,07:00:00 AM,5.42,96.06,17.53,14.40662045
05/21/2020,07:05:00 AM,5.9,102.87,17.59,14.85147727
05/21/2020,07:10:00 AM,9.23,160.15,18.66,15.17085455
05/21/2020,07:15:00 AM,9.13,160.91,20.05,15.45889318
05/21/2020,07:20:00 AM,7.32,125.16,21.1,15.76820455
05/21/2020,07:25:00 AM,6.17,107.44,20.97,16.10025682
05/21/2020,07:30:00 AM,5.81,99.97,20.77,16.32097727
05/21/2020,07:35:00 AM,5.62,93.99,20.2,16.49949091
05/21/2020,07:40:00 AM,5.15,85.53,19.79,16.71355682
05/21/2020,07:45:00 AM,5.17,85.33,19.54,16.756225
05/21/2020,07:50:00 AM,3.31,57.58,19.09,16.65093636
05/21/2020,07:55:00 AM,2.58,45.97,18.33,16.519425
05/21/2020,08:00:00 AM,2.76,46.45,17.72,16.33936364
05/21/2020,08:05:00 AM,3.62,60.62,17.78,16.13496818
05/21/2020,08:10:00 AM,4.96,80.93,17.92,15.97820227
05/21/2020,08:15:00 AM,5.14,82.95,18.57,15.71053409
05/21/2020,08:20:00 AM,5.1,81.49,18.68,15.17457727
05/21/2020,08:25:00 AM,4.6,78.76,18.1,15.1752
05/21/2020,08:30:00 AM,4.8,83.17,17.6,15.31461364
05/21/2020,08:35:00 AM,3.96,67.82,17.49,15.47651136
05/21/2020,08:40:00 AM,8.06,135.31,18.22,15.50255682
05/21/2020,08:45:00 AM,18.12,305.75,21.26,15.53263864
05/21/2020,08:50:00 AM,14.64,230.99,24.35,15.44583864
05/21/2020,08:55:00 AM,13.51,217.11,24.8,15.44885682
05/21/2020,09:00:00 AM,11.83,183.67,23.56,15.54505455
05/21/2020,09:05:00 AM,11.89,188.73,21.71,15.54529545
05/21/2020,09:10:00 AM,10.75,167.23,21.64,15.66545227
05/21/2020,09:15:00 AM,11.48,185.33,21.1,15.797175
05/21/2020,09:20:00 AM,9.94,160.2,20.78,15.444175
05/21/2020,09:25:00 AM,9.89,157.38,21.07,15.13226818
05/21/2020,09:30:00 AM,11.22,178.2,21.08,15.15997955
05/21/2020,09:35:00 AM,12.61,208.18,21.91,15.31035909
05/21/2020,09:40:00 AM,19.84,322.09,23.24,14.60871136
05/21/2020,09:45:00 AM,23.71,403.39,26.07,15.27149318
05/21/2020,09:50:00 AM,27.92,465.14,29.43,16.13019773
05/21/2020,09:55:00 AM,19.33,321.06,28.33,16.60907955
05/21/2020,10:00:00 AM,22.68,378.14,29.52,16.6985
05/21/2020,10:05:00 AM,45.95,803.48,34.6,16.36585682
05/21/2020,10:10:00 AM,30.23,562.85,40.66,16.29251364
05/21/2020,10:15:00 AM,17.44,303.1,34.87,16.79906591
05/21/2020,10:20:00 AM,16.26,268.22,29.94,17.72707273
05/21/2020,10:25:00 AM,19.96,336.55,27.21,17.44368409
05/21/2020,10:30:00 AM,40.64,701.69,34.29,18.56913409
05/21/2020,10:35:00 AM,53.15,940.76,42.54,19.32025
05/21/2020,10:40:00 AM,43.55,809.48,44.84,19.45252727
05/21/2020,10:45:00 AM,31.34,590.43,43.71,18.80862045
05/21/2020,10:50:00 AM,51.23,931.13,45.04,18.18360682
05/21/2020,10:55:00 AM,15.01,263.68,38.18,18.71957727
05/21/2020,11:00:00 AM,35.76,611.41,36.62,19.49506136
05/21/2020,11:05:00 AM,22.99,383.31,36.28,20.33477273
05/21/2020,11:10:00 AM,27.22,452.73,32.65,19.75385455
05/21/2020,11:15:00 AM,35.52,586.84,33.42,17.81336591
05/21/2020,11:20:00 AM,22.14,359.76,33.86,17.96331136
05/21/2020,11:25:00 AM,23.35,381.68,32.42,17.01661591
