Fecha,Hora,Potencia [kW],Insolaci¢n [W/mý],Temperatura de modulos [øC],Temperatura ambiental [øC]
05/27/2020,02:45:00 AM,x,0.97,11.73,11.80917727
05/27/2020,02:50:00 AM,x,0.97,11.7,11.81826818
05/27/2020,02:55:00 AM,x,0.98,11.81,11.81554091
05/27/2020,03:00:00 AM,x,0.97,11.9,11.79554091
05/27/2020,03:05:00 AM,x,0.98,11.92,11.77463182
05/27/2020,03:10:00 AM,x,0.98,11.94,11.75557045
05/27/2020,03:15:00 AM,x,0.98,11.97,11.74284318
05/27/2020,03:20:00 AM,x,0.98,11.85,11.74920682
05/27/2020,03:25:00 AM,x,0.97,11.62,11.74466136
05/27/2020,03:30:00 AM,x,0.98,11.59,11.731025
05/27/2020,03:35:00 AM,x,0.97,11.63,11.71284318
05/27/2020,03:40:00 AM,x,0.97,11.59,11.67193409
05/27/2020,03:45:00 AM,x,0.97,11.77,11.61466136
05/27/2020,03:50:00 AM,x,0.98,11.76,11.55832727
05/27/2020,03:55:00 AM,x,0.97,11.75,11.52741818
05/27/2020,04:00:00 AM,x,0.98,11.72,11.50196364
05/27/2020,04:05:00 AM,x,0.98,11.49,11.47466136
05/27/2020,04:10:00 AM,x,0.98,11.34,11.44463182
05/27/2020,04:15:00 AM,x,0.97,11.23,11.39732955
05/27/2020,04:20:00 AM,x,0.97,11.28,11.35190455
05/27/2020,04:25:00 AM,x,0.98,11.31,11.30642045
05/27/2020,04:30:00 AM,x,0.98,11.33,11.28005682
05/27/2020,04:35:00 AM,x,0.98,11.26,11.27642045
05/27/2020,04:40:00 AM,x,0.98,11.25,11.28460227
05/27/2020,04:45:00 AM,x,0.97,11.26,11.31639091
05/27/2020,04:50:00 AM,x,0.98,11.25,11.34908864
05/27/2020,04:55:00 AM,x,0.98,11.43,11.36817955
05/27/2020,05:00:00 AM,x,0.98,11.45,11.38454318
05/27/2020,05:05:00 AM,x,0.98,11.43,11.40360455
05/27/2020,05:10:00 AM,x,0.98,11.58,11.40624318
05/27/2020,05:15:00 AM,x,0.98,11.64,11.41189773
05/27/2020,05:20:00 AM,x,0.98,11.52,11.40674773
05/27/2020,05:25:00 AM,x,0.98,11.51,11.39517045
05/27/2020,05:30:00 AM,x,0.99,11.47,11.39324318
05/27/2020,05:35:00 AM,x,1.01,11.28,11.39919318
05/27/2020,05:40:00 AM,0,1.21,11.33,11.38211364
05/27/2020,05:45:00 AM,0,1.8,11.22,11.35974773
05/27/2020,05:50:00 AM,0,3.36,11.38,11.34712045
05/27/2020,05:55:00 AM,0.06,5.94,11.59,11.31552273
05/27/2020,06:00:00 AM,0.19,9.12,11.76,11.29700682
05/27/2020,06:05:00 AM,0.43,13.53,11.8,11.29736136
05/27/2020,06:10:00 AM,0.6,16.55,11.9,11.29249091
05/27/2020,06:15:00 AM,0.74,19.1,11.97,11.31892273
05/27/2020,06:20:00 AM,1.24,28.29,12.05,11.30468182
05/27/2020,06:25:00 AM,1.74,36.18,12.41,11.28425227
05/27/2020,06:30:00 AM,2.26,44.89,12.71,11.20889091
05/27/2020,06:35:00 AM,2.57,49.32,12.84,11.1042
05/27/2020,06:40:00 AM,2.66,50.7,13.1,10.97523409
05/27/2020,06:45:00 AM,3.65,68.18,13.33,10.823125
05/27/2020,06:50:00 AM,4.45,81.47,13.82,10.75541591
05/27/2020,06:55:00 AM,4.87,87.55,13.48,10.64259318
05/27/2020,07:00:00 AM,5.12,90.81,13.16,10.45123864
05/27/2020,07:05:00 AM,5.66,100.2,13.2,10.35890455
05/27/2020,07:10:00 AM,6.55,113.66,13.37,10.26245682
05/27/2020,07:15:00 AM,6.05,104.13,13.77,10.16156136
05/27/2020,07:20:00 AM,6.44,112.52,13.65,9.970475
05/27/2020,07:25:00 AM,8.11,139.81,13.69,9.949227273
05/27/2020,07:30:00 AM,6.64,114.11,13.93,10.09335909
05/27/2020,07:35:00 AM,5.66,97.19,13.55,10.277175
05/27/2020,07:40:00 AM,6.72,115.56,13.76,10.39307727
05/27/2020,07:45:00 AM,10.42,181.53,14.97,10.44857045
05/27/2020,07:50:00 AM,11.1,192.28,16.65,10.47706364
05/27/2020,07:55:00 AM,10.01,166.95,17.22,10.50067727
05/27/2020,08:00:00 AM,8.77,145.37,16.69,10.41368636
05/27/2020,08:05:00 AM,7.46,123.97,14.98,10.20446818
05/27/2020,08:10:00 AM,5.99,101.04,14.28,10.01408636
05/27/2020,08:15:00 AM,6.65,113.03,13.98,9.861138636
05/27/2020,08:20:00 AM,8.52,143.51,14.07,9.565870455
05/27/2020,08:25:00 AM,8.28,138.63,13.77,9.359186364
05/27/2020,08:30:00 AM,11.5,192.31,14.34,9.403820455
05/27/2020,08:35:00 AM,11.95,200.92,14.44,9.728838636
05/27/2020,08:40:00 AM,14.72,246.22,15.39,10.10211591
05/27/2020,08:45:00 AM,19.03,329.14,17.85,10.56738409
05/27/2020,08:50:00 AM,21.76,385.52,22.05,11.11621364
05/27/2020,08:55:00 AM,20.17,349.34,23.81,11.60165909
05/27/2020,09:00:00 AM,19.34,327.81,25.18,12.06535227
05/27/2020,09:05:00 AM,14.6,242.7,22.99,12.28706818
05/27/2020,09:10:00 AM,13.57,224.17,22.71,12.95139091
05/27/2020,09:15:00 AM,12.64,206.06,22.14,13.6235
05/27/2020,09:20:00 AM,14.28,237.71,22.33,14.11446591
05/27/2020,09:25:00 AM,17.02,287.06,22.52,14.15925455
05/27/2020,09:30:00 AM,26.32,461.57,25.35,13.87488864
05/27/2020,09:35:00 AM,23.36,405.68,27.88,13.82405682
05/27/2020,09:40:00 AM,23.36,398.58,27.5,13.83302955
05/27/2020,09:45:00 AM,21.94,376.27,27.15,13.73342727
05/27/2020,09:50:00 AM,28.52,488.95,28.84,13.86712045
05/27/2020,09:55:00 AM,38.06,660.98,32.88,13.91825682
05/27/2020,10:00:00 AM,36.64,636.52,35.23,14.062175
05/27/2020,10:05:00 AM,39.48,688.21,37.89,14.03064091
05/27/2020,10:10:00 AM,44.04,773.31,39.48,13.99328182
05/27/2020,10:15:00 AM,43.61,760.46,40.79,13.54316364
05/27/2020,10:20:00 AM,48.88,858.06,41.64,13.04674091
05/27/2020,10:25:00 AM,51.19,906.09,41.38,12.94599545
05/27/2020,10:30:00 AM,54.06,967.43,45.79,13.33768636
05/27/2020,10:35:00 AM,55.19,995.84,46.5,13.32085
05/27/2020,10:40:00 AM,58.91,1060.31,44.43,12.63508864
05/27/2020,10:45:00 AM,60.14,1080.97,42.62,11.64075455
05/27/2020,10:50:00 AM,56.76,1025.54,43.62,11.056625
05/27/2020,10:55:00 AM,33.71,579.64,37.69,10.698475
05/27/2020,11:00:00 AM,32.59,552.37,33.29,10.23185909
05/27/2020,11:05:00 AM,51.64,903.26,36.16,9.976375
05/27/2020,11:10:00 AM,60.78,1070.85,39.94,10.17468182
05/27/2020,11:15:00 AM,59.63,1043.15,41.23,10.51770909
05/27/2020,11:20:00 AM,58.56,1023.31,41.25,10.714825
05/27/2020,11:25:00 AM,56.89,990.9,41.42,10.25551818
05/27/2020,11:30:00 AM,51.53,903.85,40.7,9.630386364
05/27/2020,11:35:00 AM,53.66,911.96,41.79,10.02823409
05/27/2020,11:40:00 AM,58.94,1031.33,44.78,11.10287045
05/27/2020,11:45:00 AM,58.7,1032.67,46.02,11.59413182
05/27/2020,11:50:00 AM,51.56,894.79,42.88,12.51356136
05/27/2020,11:55:00 AM,56.68,995.03,40.8,13.87833864
05/27/2020,12:00:00 PM,54.17,950.45,42.07,14.56709545
05/27/2020,12:05:00 PM,48.65,856.05,44.78,15.12050455
05/27/2020,12:10:00 PM,53.56,921.8,42.69,16.01821136
05/27/2020,12:15:00 PM,41.64,702.58,40.94,16.04720455
05/27/2020,12:20:00 PM,28.8,468.36,39.45,16.01556818
05/27/2020,12:25:00 PM,38.14,643.04,39.8,16.54325
05/27/2020,12:30:00 PM,39.38,652.96,39.46,16.87704091
05/27/2020,12:35:00 PM,29.2,470.26,36.42,16.55897045
05/27/2020,12:40:00 PM,37.97,615.78,32.79,16.59001364
05/27/2020,12:45:00 PM,32.5,525.19,30.52,16.31323864
05/27/2020,12:50:00 PM,27.4,444.43,28.71,15.70874091
05/27/2020,12:55:00 PM,21.68,350.09,26.23,15.78628864
05/27/2020,01:00:00 PM,21.26,340.32,24.52,15.84015909
05/27/2020,01:05:00 PM,22.18,358.37,24.72,15.40847727
05/27/2020,01:10:00 PM,22.03,355.95,26.63,15.69151591
05/27/2020,01:15:00 PM,21.5,346.19,28.83,15.95527727
05/27/2020,01:20:00 PM,17.54,279.87,28.85,16.29016364
05/27/2020,01:25:00 PM,16.28,255.65,27.14,16.51904091
05/27/2020,01:30:00 PM,14.94,236.06,24.06,16.88400227
05/27/2020,01:35:00 PM,15.43,240.29,23.7,17.16876818
05/27/2020,01:40:00 PM,16.09,252.84,24.57,17.21560227
05/27/2020,01:45:00 PM,13.5,212.93,24.87,17.10148409
05/27/2020,01:50:00 PM,12.74,206.47,24.08,16.88898409
05/27/2020,01:55:00 PM,13.45,209.41,24.28,16.69576136
05/27/2020,02:00:00 PM,13.6,213.68,23.15,16.80229091
05/27/2020,02:05:00 PM,14.78,226.56,22.94,16.80233864
05/27/2020,02:10:00 PM,13.62,205.43,23,16.68766818
05/27/2020,02:15:00 PM,12.53,190.87,23.62,16.49394773
05/27/2020,02:20:00 PM,14.16,219.51,23.84,16.48075227
05/27/2020,02:25:00 PM,12.28,189.85,23.73,16.52950227
05/27/2020,02:30:00 PM,11.44,178.12,21.68,16.61455
05/27/2020,02:35:00 PM,12.48,193.19,21.37,16.71355682
05/27/2020,02:40:00 PM,11.75,179.42,21.65,16.75318409
05/27/2020,02:45:00 PM,10.82,165.09,22.59,16.62468636
05/27/2020,02:50:00 PM,9.26,140.91,22.59,16.60781136
05/27/2020,02:55:00 PM,11.88,181.51,23.04,16.54534091
05/27/2020,03:00:00 PM,15.71,237.05,24.37,16.70321818
05/27/2020,03:05:00 PM,13.85,203.71,23.38,16.96828864
05/27/2020,03:10:00 PM,13.12,195.9,22.37,17.05255682
05/27/2020,03:15:00 PM,11.74,186.76,22.59,17.06640455
05/27/2020,03:20:00 PM,11.1,172.84,22.49,16.96163409
05/27/2020,03:25:00 PM,9.85,149.3,22.48,16.87978182
05/27/2020,03:30:00 PM,7.86,117.32,21.82,16.85653182
05/27/2020,03:35:00 PM,8.99,141.36,21.34,16.9892
05/27/2020,03:40:00 PM,7.12,119.48,21.26,17.23628636
05/27/2020,03:45:00 PM,7.14,115.14,20.6,17.38908409
05/27/2020,03:50:00 PM,8.75,135.06,20.63,17.35755
05/27/2020,03:55:00 PM,9.53,158.15,21.55,17.36502045
05/27/2020,04:00:00 PM,8.56,131.73,22.5,17.49086136
05/27/2020,04:05:00 PM,7.42,107.04,22.2,17.62809545
05/27/2020,04:10:00 PM,6.98,108.89,21.74,17.66255227
05/27/2020,04:15:00 PM,8.59,182.59,22.46,17.81682955
05/27/2020,04:20:00 PM,10.04,216.31,24.74,18.03270455
05/27/2020,04:25:00 PM,8.53,138.42,23.89,18.23206136
05/27/2020,04:30:00 PM,9.55,164.45,23.6,18.25481818
05/27/2020,04:35:00 PM,9.1,195.51,24.11,18.18334091
05/27/2020,04:40:00 PM,8.51,178,24.34,18.08087273
05/27/2020,04:45:00 PM,8.18,162.61,23.9,18.06577955
05/27/2020,04:50:00 PM,7.27,130.06,22.83,17.91181818
05/27/2020,04:55:00 PM,6.23,103.72,21.84,17.57419773
05/27/2020,05:00:00 PM,5.4,87.54,20.78,17.33328636
05/27/2020,05:05:00 PM,4.81,81.11,19.71,17.13180909
05/27/2020,05:10:00 PM,4.36,74.16,18.77,16.84522045
05/27/2020,05:15:00 PM,4,68.42,18.24,16.54213409
05/27/2020,05:20:00 PM,3.6,62.23,17.7,16.23627273
05/27/2020,05:25:00 PM,3.13,55.22,17.4,15.92928636
05/27/2020,05:30:00 PM,2.65,48.01,17.1,15.65566364
05/27/2020,05:35:00 PM,2.14,40.23,16.71,15.43672273
05/27/2020,05:40:00 PM,1.62,32.27,16.33,15.26270455
05/27/2020,05:45:00 PM,1.2,25.89,16.08,15.11162045
05/27/2020,05:50:00 PM,0.74,18.7,15.7,14.98577955
05/27/2020,05:55:00 PM,0.3,10.92,15.28,14.86415682
05/27/2020,06:00:00 PM,0.07,6.29,14.87,14.74938409
05/27/2020,06:05:00 PM,0,3.52,14.56,14.63523182
05/27/2020,06:10:00 PM,0,1.71,14.41,14.51847045
05/27/2020,06:15:00 PM,0,1.13,14.33,14.38649545
05/27/2020,06:20:00 PM,0,1,14.3,14.25145909
05/27/2020,06:25:00 PM,0,1.01,14.31,14.114375
05/27/2020,06:30:00 PM,x,1.02,14.18,13.97088409
05/27/2020,06:35:00 PM,x,1.02,14.03,13.81739091
05/27/2020,06:40:00 PM,x,1.02,13.82,13.65127727
05/27/2020,06:45:00 PM,x,1.02,13.64,13.47435909
05/27/2020,06:50:00 PM,x,1.01,13.45,13.28796591
05/27/2020,06:55:00 PM,x,1.01,13.12,13.10617727
05/27/2020,07:00:00 PM,x,1.01,12.79,12.93714545
05/27/2020,07:05:00 PM,x,1.01,12.56,12.76629545
05/27/2020,07:10:00 PM,x,1.01,12.38,12.59999091
05/27/2020,07:15:00 PM,x,1.01,12.25,12.44641364
05/27/2020,07:20:00 PM,x,1,12.31,12.28556364
05/27/2020,07:25:00 PM,x,1,12.32,12.13289545
05/27/2020,07:30:00 PM,x,1,12.15,11.9975
05/27/2020,07:35:00 PM,x,1,11.99,11.88937727
05/27/2020,07:40:00 PM,x,1,11.95,11.79943636
05/27/2020,07:45:00 PM,x,0.99,11.68,11.70585909
05/27/2020,07:50:00 PM,x,0.99,11.44,11.59407045
05/27/2020,07:55:00 PM,x,0.99,11.3,11.48319091
05/27/2020,08:00:00 PM,x,0.99,11.37,11.39322045
05/27/2020,08:05:00 PM,x,0.99,11.39,11.30870455
05/27/2020,08:10:00 PM,x,0.99,11.22,11.23418864
05/27/2020,08:15:00 PM,x,0.99,11.08,11.18146136
05/27/2020,08:20:00 PM,x,0.99,11.1,11.13873409
05/27/2020,08:25:00 PM,x,0.99,11.16,11.117825
05/27/2020,08:30:00 PM,x,0.99,11.06,11.09691591
05/27/2020,08:35:00 PM,x,0.99,11.13,11.077825
05/27/2020,08:40:00 PM,x,0.99,11.1,11.06509773
05/27/2020,08:45:00 PM,x,0.99,10.97,11.06600682
05/27/2020,08:50:00 PM,x,0.99,11.07,11.06149091
05/27/2020,08:55:00 PM,x,0.99,11.14,11.04058182
05/27/2020,09:00:00 PM,x,0.99,11.18,11.03424773
05/27/2020,09:05:00 PM,x,0.99,11.08,11.02700455
05/27/2020,09:10:00 PM,x,0.99,11.09,11.02067045
05/27/2020,09:15:00 PM,x,0.98,11.05,11.02251818
05/27/2020,09:20:00 PM,x,0.99,10.93,11.01436591
05/27/2020,09:25:00 PM,x,0.98,10.99,11.00621364
05/27/2020,09:30:00 PM,x,0.98,11.05,10.99806136
05/27/2020,09:35:00 PM,x,0.98,11.03,11.02266591
05/27/2020,09:40:00 PM,x,0.98,10.99,11.06269545
05/27/2020,09:45:00 PM,x,0.98,10.98,11.12724091
05/27/2020,09:50:00 PM,x,0.98,11.05,11.24181591
05/27/2020,09:55:00 PM,x,0.98,11.09,11.37542273
05/27/2020,10:00:00 PM,x,0.97,11.35,11.48721136
05/27/2020,10:05:00 PM,x,0.98,11.53,11.583575
05/27/2020,10:10:00 PM,x,0.98,11.76,11.69539318
05/27/2020,10:15:00 PM,x,0.98,12.19,11.83172727
05/27/2020,10:20:00 PM,x,0.99,12.46,11.974425
05/27/2020,10:25:00 PM,x,0.99,12.28,12.10075909
05/27/2020,10:30:00 PM,x,0.98,12.09,12.20709318
05/27/2020,10:35:00 PM,x,0.98,12.22,12.28436591
05/27/2020,10:40:00 PM,x,0.99,12.48,12.34618409
05/27/2020,10:45:00 PM,x,0.99,12.62,12.36982045
05/27/2020,10:50:00 PM,x,0.99,12.48,12.36712273
05/27/2020,10:55:00 PM,x,0.98,12.52,12.37533409
05/27/2020,11:00:00 PM,x,0.98,12.38,12.384425
05/27/2020,11:05:00 PM,x,0.98,12.44,12.36078864
05/27/2020,11:10:00 PM,x,0.98,12.45,12.29266591
05/27/2020,11:15:00 PM,x,0.98,12.43,12.20908864
05/27/2020,11:20:00 PM,x,0.98,12.37,12.121875
05/27/2020,11:25:00 PM,x,0.98,12.19,12.01008636
05/27/2020,11:30:00 PM,x,0.98,11.96,11.90647955
05/27/2020,11:35:00 PM,x,0.97,11.73,11.82196364
05/27/2020,11:40:00 PM,x,0.97,11.7,11.75381136
05/27/2020,11:45:00 PM,x,0.97,11.52,11.69744773
05/27/2020,11:50:00 PM,x,0.97,11.29,11.64926591
05/27/2020,11:55:00 PM,x,0.97,11.24,11.62384091
05/28/2020,12:00:00 AM,x,0.97,11.51,11.63565909
05/28/2020,12:05:00 AM,x,0.97,11.7,11.690175
05/28/2020,12:10:00 AM,x,0.98,11.81,11.76196364
05/28/2020,12:15:00 AM,x,0.98,11.84,11.84647955
05/28/2020,12:20:00 AM,x,0.97,11.91,11.94735909
05/28/2020,12:25:00 AM,x,0.98,12.09,12.06823864
05/28/2020,12:30:00 AM,x,0.98,12.33,12.18636136
05/28/2020,12:35:00 AM,x,0.98,12.49,12.313575
05/28/2020,12:40:00 AM,x,0.98,12.45,12.44263636
05/28/2020,12:45:00 AM,x,0.98,12.4,12.57078864
05/28/2020,12:50:00 AM,x,0.98,12.57,12.66709318
05/28/2020,12:55:00 AM,x,0.99,12.81,12.72982045
05/28/2020,01:00:00 AM,x,0.99,13.1,12.76345682
05/28/2020,01:05:00 AM,x,0.99,13.23,12.76709318
05/28/2020,01:10:00 AM,x,0.99,13.25,12.775275
05/28/2020,01:15:00 AM,x,0.99,12.97,12.79982045
05/28/2020,01:20:00 AM,x,0.98,12.78,12.805275
05/28/2020,01:25:00 AM,x,0.98,12.7,12.78075909
05/28/2020,01:30:00 AM,x,0.98,12.53,12.72260682
05/28/2020,01:35:00 AM,x,0.98,12.54,12.62627273
05/28/2020,01:40:00 AM,x,0.98,12.67,12.49539318
05/28/2020,01:45:00 AM,x,0.98,12.63,12.38363409
05/28/2020,01:50:00 AM,x,0.98,12.54,12.30090682
05/28/2020,01:55:00 AM,x,0.98,12.46,12.24090682
05/28/2020,02:00:00 AM,x,0.98,12.17,12.20636136
05/28/2020,02:05:00 AM,x,0.98,11.81,12.18181591
05/28/2020,02:10:00 AM,x,0.97,11.74,12.15727045
05/28/2020,02:15:00 AM,x,0.98,11.87,12.14090682
05/28/2020,02:20:00 AM,x,0.98,12.04,12.13817955
05/28/2020,02:25:00 AM,x,0.98,12.15,12.14363409
05/28/2020,02:30:00 AM,x,0.98,12.27,12.18090682
05/28/2020,02:35:00 AM,x,0.98,12.4,12.222725
05/28/2020,02:40:00 AM,x,0.98,12.45,12.27451364
05/28/2020,02:45:00 AM,x,0.98,12.51,12.30178636
05/28/2020,02:50:00 AM,x,0.98,12.52,12.29178636
05/28/2020,02:55:00 AM,x,0.98,12.58,12.27451364
05/28/2020,03:00:00 AM,x,0.98,12.27,12.23633182
05/28/2020,03:05:00 AM,x,0.98,12.31,12.162725
05/28/2020,03:10:00 AM,x,0.98,12.17,12.08457273
05/28/2020,03:15:00 AM,x,0.98,11.93,12.03639091
05/28/2020,03:20:00 AM,x,0.98,11.96,12.00914773
05/28/2020,03:25:00 AM,x,0.98,11.85,11.981875
05/28/2020,03:30:00 AM,x,0.97,11.59,11.96369318
05/28/2020,03:35:00 AM,x,0.97,11.59,11.93645
05/28/2020,03:40:00 AM,x,0.98,11.98,11.90375227
05/28/2020,03:45:00 AM,x,0.97,12.22,11.90196364
05/28/2020,03:50:00 AM,x,0.98,12.28,11.890175
05/28/2020,03:55:00 AM,x,0.98,12.07,11.88293182
05/28/2020,04:00:00 AM,x,0.97,12.01,11.88747727
05/28/2020,04:05:00 AM,x,0.97,11.81,11.90929545
05/28/2020,04:10:00 AM,x,0.97,11.91,11.889325
05/28/2020,04:15:00 AM,x,0.97,11.83,11.84477955
05/28/2020,04:20:00 AM,x,0.97,11.77,11.79662727
05/28/2020,04:25:00 AM,x,0.97,11.64,11.77665682
05/28/2020,04:30:00 AM,x,0.97,11.83,11.78938409
05/28/2020,04:35:00 AM,x,0.97,11.76,11.83756591
05/28/2020,04:40:00 AM,x,0.97,11.73,11.878475
05/28/2020,04:45:00 AM,x,0.97,11.75,11.91029318
05/28/2020,04:50:00 AM,x,0.97,11.85,11.93938409
05/28/2020,04:55:00 AM,x,0.97,12.15,11.98120227
05/28/2020,05:00:00 AM,x,0.97,12.34,12.008475
05/28/2020,05:05:00 AM,x,0.97,12.36,12.04392955
05/28/2020,05:10:00 AM,x,0.97,12.18,12.08384091
05/28/2020,05:15:00 AM,x,0.97,12.09,12.11418864
05/28/2020,05:20:00 AM,x,0.97,12.1,12.133
05/28/2020,05:25:00 AM,x,0.97,12.13,12.13318864
05/28/2020,05:30:00 AM,x,0.97,12.15,12.12543636
05/28/2020,05:35:00 AM,x,1,12.17,12.11549318
05/28/2020,05:40:00 AM,0,1.16,12.09,12.12346364
05/28/2020,05:45:00 AM,0,1.68,12.08,12.16481591
05/28/2020,05:50:00 AM,0,3.06,12.22,12.222975
05/28/2020,05:55:00 AM,0.04,5.44,12.4,12.27318182
05/28/2020,06:00:00 AM,0.13,7.72,12.47,12.31683864
05/28/2020,06:05:00 AM,0.24,10.58,12.58,12.35041818
05/28/2020,06:10:00 AM,0.35,12.82,12.93,12.40888182
05/28/2020,06:15:00 AM,0.56,16.67,13.25,12.505125
05/28/2020,06:20:00 AM,1.03,24.9,13.46,12.61766136
05/28/2020,06:25:00 AM,1.46,32.04,13.64,12.73038864
05/28/2020,06:30:00 AM,2.06,42.25,13.88,12.84633409
05/28/2020,06:35:00 AM,2.5,49.68,14.31,12.95941136
05/28/2020,06:40:00 AM,2.44,48.49,14.66,13.05679545
05/28/2020,06:45:00 AM,2.41,47.74,14.91,13.13755455
05/28/2020,06:50:00 AM,2.34,45.44,14.94,13.22584773
05/28/2020,06:55:00 AM,2.14,41.4,14.84,13.32143636
05/28/2020,07:00:00 AM,2,40,14.78,13.45197727
05/28/2020,07:05:00 AM,2.04,41.09,14.92,13.57326136
05/28/2020,07:10:00 AM,2.47,47.49,15.14,13.67170455
05/28/2020,07:15:00 AM,2.83,53.17,15.35,13.75140682
05/28/2020,07:20:00 AM,3.28,60.61,15.62,13.82098864
05/28/2020,07:25:00 AM,3.23,58.99,15.86,13.90056591
05/28/2020,07:30:00 AM,3.34,60.63,16,13.99549545
05/28/2020,07:35:00 AM,3.42,61.94,16.18,14.07798182
05/28/2020,07:40:00 AM,3.72,66.61,16.4,14.11442955
05/28/2020,07:45:00 AM,4.24,75.12,16.67,14.14783182
05/28/2020,07:50:00 AM,4.55,80.62,16.99,14.08458182
05/28/2020,07:55:00 AM,4.99,87.87,17.38,13.94246818
05/28/2020,08:00:00 AM,5.53,94.71,17.57,13.79698182
05/28/2020,08:05:00 AM,6.52,109,17.54,13.65563409
05/28/2020,08:10:00 AM,7.4,122.48,17.97,13.56182955
05/28/2020,08:15:00 AM,7.78,129.71,17.17,13.4936
05/28/2020,08:20:00 AM,8.83,147.09,17.16,13.39963409
05/28/2020,08:25:00 AM,9.6,159.41,17.61,13.21025682
05/28/2020,08:30:00 AM,9.79,160.55,17.83,13.02397045
05/28/2020,08:35:00 AM,8.95,147.59,18,12.88898864
05/28/2020,08:40:00 AM,8.3,137.29,17.94,12.77889773
05/28/2020,08:45:00 AM,8.44,138.27,17.83,12.83348636
05/28/2020,08:50:00 AM,10.45,168.89,17.93,12.95806136
05/28/2020,08:55:00 AM,13.02,208.53,19.22,13.12909545
05/28/2020,09:00:00 AM,14.9,236.84,20.21,13.40298182
05/28/2020,09:05:00 AM,16.01,253.28,21.01,13.78352727
05/28/2020,09:10:00 AM,14.81,233.08,21.13,14.08211591
05/28/2020,09:15:00 AM,14.89,235.08,21.39,14.4465
05/28/2020,09:20:00 AM,16.34,259.06,22.73,14.8689
05/28/2020,09:25:00 AM,17.46,275.85,24.59,15.23808636
05/28/2020,09:30:00 AM,15.91,250.79,25.54,15.68874318
05/28/2020,09:35:00 AM,15.64,249.46,24.87,16.14045227
05/28/2020,09:40:00 AM,15.96,254.94,25.63,16.58934545
05/28/2020,09:45:00 AM,18.56,295.77,26.7,17.18224545
05/28/2020,09:50:00 AM,20.09,324.19,27.04,17.81201136
05/28/2020,09:55:00 AM,21.92,352.31,28.92,18.19847273
05/28/2020,10:00:00 AM,24.92,398.24,30.69,18.23227273
05/28/2020,10:05:00 AM,24.42,394.07,31.3,18.29309091
05/28/2020,10:10:00 AM,18.48,292.56,29.78,18.34544091
05/28/2020,10:15:00 AM,15.94,252.37,29.44,18.56897045
05/28/2020,10:20:00 AM,15.2,240.74,27.7,18.66011818
05/28/2020,10:25:00 AM,16.37,259.35,26.19,18.58835682
05/28/2020,10:30:00 AM,17.88,284.26,26.67,18.58190909
05/28/2020,10:35:00 AM,18.25,290.76,27.37,18.64336591
05/28/2020,10:40:00 AM,16.85,265.96,28.19,18.52621364
05/28/2020,10:45:00 AM,20.64,329.34,28.21,18.37103182
05/28/2020,10:50:00 AM,22.74,367.06,28.61,18.48736136
05/28/2020,10:55:00 AM,23.5,380.73,30.05,18.80140455
05/28/2020,11:00:00 AM,20.64,326.5,29.78,19.14863636
05/28/2020,11:05:00 AM,19.6,313.75,29.18,19.34521818
