Fecha ,Hora,Potencia [kW],Insolaci½n [W/mì],Temperatura de modulos [›C],Temperatura ambiente [›C]
01/23/2020,11:15:00 AM,47.35,842.01,60.53,25.43140909
01/23/2020,11:20:00 AM,32.99,529.71,54.33,24.9498
01/23/2020,11:25:00 AM,32.92,501.59,44.05,23.69383409
01/23/2020,11:30:00 AM,22.34,380.6,38.71,23.02045909
01/23/2020,11:35:00 AM,21.29,333.93,31.52,22.54085682
01/23/2020,11:40:00 AM,15.07,214.9,28.64,21.94668409
01/23/2020,11:45:00 AM,28.46,414.18,27.57,21.69754773
01/23/2020,11:50:00 AM,63.94,1009.78,40.02,21.59636364
01/23/2020,11:55:00 AM,57.58,960.9,49.07,21.45687727
01/23/2020,12:00:00 PM,63.76,1056.5,51.15,20.47892045
01/23/2020,12:05:00 PM,63.92,1061.33,53.25,19.72863409
01/23/2020,12:10:00 PM,45.47,709.41,53.48,19.357275
01/23/2020,12:15:00 PM,11.75,180.88,41.88,20.20475227
01/23/2020,12:20:00 PM,12.13,175.57,31.92,22.64326364
01/23/2020,12:25:00 PM,31.99,466.37,30.74,22.32745909
01/23/2020,12:30:00 PM,57.41,894.95,41.5,23.27821818
01/23/2020,12:35:00 PM,61.18,963.36,48.88,23.91476136
01/23/2020,12:40:00 PM,59.1,960.88,54.66,23.31049773
01/23/2020,12:45:00 PM,26.53,452.13,48.72,21.97874545
01/23/2020,12:50:00 PM,45.6,735.48,38.27,21.38896818
01/23/2020,12:55:00 PM,21.37,319.32,37.65,21.6995
01/23/2020,01:00:00 PM,8.23,106.5,29.22,22.08268636
01/23/2020,01:05:00 PM,5.22,73.93,26.18,22.26904773
01/23/2020,01:10:00 PM,4.93,68.55,23.58,21.69775909
01/23/2020,01:15:00 PM,4.49,64.11,21.81,20.12156364
01/23/2020,01:20:00 PM,7.21,82.19,21.67,20.24406591
01/23/2020,01:25:00 PM,17.02,219.41,23.76,19.33288182
01/23/2020,01:30:00 PM,5.38,66.13,21.77,18.55132955
01/23/2020,01:35:00 PM,7.12,83.47,19.86,17.62383636
01/23/2020,01:40:00 PM,10.25,119.15,20.56,16.81205455
01/23/2020,01:45:00 PM,8.71,125.71,19.8,16.1955
01/23/2020,01:50:00 PM,5.52,82.49,19.93,15.67812955
01/23/2020,01:55:00 PM,3.94,62.41,19.19,15.33133409
01/23/2020,02:00:00 PM,4.25,66.62,15.74,14.85608864
01/23/2020,02:05:00 PM,5.87,84.23,15.16,14.70866591
01/23/2020,02:10:00 PM,5.77,72.79,15.31,14.45851364
01/23/2020,02:15:00 PM,5.52,77.3,15.82,14.17575227
01/23/2020,02:20:00 PM,8.06,113.71,16.51,14.10870682
01/23/2020,02:25:00 PM,8.69,111.29,18.01,14.25883636
01/23/2020,02:30:00 PM,7.72,86.29,18.33,14.79977273
01/23/2020,02:35:00 PM,20.88,176.74,19.68,15.32160682
01/23/2020,02:40:00 PM,62.04,323.26,23.11,15.70902727
01/23/2020,02:45:00 PM,34.79,297.49,26.18,16.15210909
01/23/2020,02:50:00 PM,22.48,220.52,25.98,16.95323864
01/23/2020,02:55:00 PM,15.44,161.38,24.77,17.41328636
01/23/2020,03:00:00 PM,33.11,184.84,24.17,17.64205
01/23/2020,03:05:00 PM,52.37,248.74,25.29,18.05145
01/23/2020,03:10:00 PM,34.12,269.18,26.93,18.63656136
01/23/2020,03:15:00 PM,10.04,121.02,25.56,18.94121818
01/23/2020,03:20:00 PM,14.47,137.12,23.91,18.99424773
01/23/2020,03:25:00 PM,33.84,189.17,24.19,18.95478636
01/23/2020,03:30:00 PM,36.77,216.02,25.46,19.10112273
01/23/2020,03:35:00 PM,20.59,197.53,25.46,19.24145227
01/23/2020,03:40:00 PM,11.2,137.76,24.34,19.2958
01/23/2020,03:45:00 PM,12.26,136.11,23.82,19.07801136
01/23/2020,03:50:00 PM,9.92,128.89,23.28,19.01697273
01/23/2020,03:55:00 PM,5.35,70.08,22.05,18.99125455
01/23/2020,04:00:00 PM,6.41,79.09,21.32,18.89917045
01/23/2020,04:05:00 PM,6.23,78.17,21.32,18.90811364
01/23/2020,04:10:00 PM,3.6,49.81,20.85,18.85330455
01/23/2020,04:15:00 PM,3.76,43.01,20.18,18.82205455
01/23/2020,04:20:00 PM,10.42,78.49,20.31,18.78902045
01/23/2020,04:25:00 PM,11.86,132.11,21.72,18.65895682
01/23/2020,04:30:00 PM,7.43,81.58,21.79,18.632675
01/23/2020,04:35:00 PM,3.08,43.08,20.66,18.54977727
01/23/2020,04:40:00 PM,1.86,27.61,19.95,18.38693636
01/23/2020,04:45:00 PM,1.92,26.84,19.6,18.31382273
01/23/2020,04:50:00 PM,2.69,39.64,19.63,18.35625909
01/23/2020,04:55:00 PM,2.47,35.37,19.61,18.39342045
01/23/2020,05:00:00 PM,3.74,49.92,19.49,18.27215227
01/23/2020,05:05:00 PM,4.08,56.31,19.27,18.12659318
01/23/2020,05:10:00 PM,2.15,33.91,19.08,17.98205682
01/23/2020,05:15:00 PM,0.82,17.05,18.78,17.82631364
01/23/2020,05:20:00 PM,1.38,19.84,18.48,17.70209773
01/23/2020,05:25:00 PM,1.07,19.24,18.43,17.57047045
01/23/2020,05:30:00 PM,0.71,14.5,18.13,17.48181364
01/23/2020,05:35:00 PM,0.34,8.53,17.74,17.37723182
01/23/2020,05:40:00 PM,0.44,10.63,17.36,17.16732273
01/23/2020,05:45:00 PM,0.36,9.99,17.3,16.89249773
01/23/2020,05:50:00 PM,0.11,6.69,17.23,16.63232273
01/23/2020,05:55:00 PM,0.04,4.85,17.05,16.35433636
01/23/2020,06:00:00 PM,0.01,4.63,16.44,16.08052727
01/23/2020,06:05:00 PM,0,3.11,15.77,15.82268636
01/23/2020,06:10:00 PM,0,1.76,15.26,15.62377727
01/23/2020,06:15:00 PM,0,1.13,15.01,15.44388636
01/23/2020,06:20:00 PM,0,1.02,14.78,15.28785227
01/23/2020,06:25:00 PM,0,1.02,14.68,15.14729091
01/23/2020,06:30:00 PM,x,1.03,14.66,15.05244318
01/23/2020,06:35:00 PM,x,1.03,14.86,15.01037727
01/23/2020,06:40:00 PM,x,1.03,15.03,15.00253409
01/23/2020,06:45:00 PM,x,1.04,15.33,15.01282955
01/23/2020,06:50:00 PM,x,1.04,15.38,15.00825455
01/23/2020,06:55:00 PM,x,1.04,15.28,15.00640682
01/23/2020,07:00:00 PM,x,1.04,15.24,15.00367955
01/23/2020,07:05:00 PM,x,1.03,15.15,14.98004318
01/23/2020,07:10:00 PM,x,1.03,15.12,14.94367955
01/23/2020,07:15:00 PM,x,1.03,14.73,14.87370909
01/23/2020,07:20:00 PM,x,1.03,14.66,14.77740455
01/23/2020,07:25:00 PM,x,1.03,14.63,14.67473636
01/23/2020,07:30:00 PM,x,1.03,14.6,14.58025
01/23/2020,07:35:00 PM,x,1.03,14.63,14.51934091
01/23/2020,07:40:00 PM,x,1.03,14.56,14.48752273
01/23/2020,07:45:00 PM,x,1.02,14.32,14.49843182
01/23/2020,07:50:00 PM,x,1.02,14.15,14.48570455
01/23/2020,07:55:00 PM,x,1.02,14.2,14.47934091
01/23/2020,08:00:00 PM,x,1.03,14.48,14.47118864
01/23/2020,08:05:00 PM,x,1.03,14.77,14.46118864
01/23/2020,08:10:00 PM,x,1.03,14.85,14.46849091
01/23/2020,08:15:00 PM,x,1.03,14.52,14.50121818
01/23/2020,08:20:00 PM,x,1.03,14.56,14.55758182
01/23/2020,08:25:00 PM,x,1.02,14.51,14.60667273
01/23/2020,08:30:00 PM,x,1.03,14.52,14.62215682
01/23/2020,08:35:00 PM,x,1.02,14.64,14.59582273
01/23/2020,08:40:00 PM,x,1.02,14.68,14.56403409
01/23/2020,08:45:00 PM,x,1.02,14.77,14.56591136
01/23/2020,08:50:00 PM,x,1.02,14.74,14.561425
01/23/2020,08:55:00 PM,x,1.02,14.65,14.55687955
01/23/2020,09:00:00 PM,x,1.02,14.48,14.56509091
01/23/2020,09:05:00 PM,x,1.02,14.5,14.58330227
01/23/2020,09:10:00 PM,x,1.01,14.54,14.60515
01/23/2020,09:15:00 PM,x,1.01,14.51,14.60881591
01/23/2020,09:20:00 PM,x,1.02,14.46,14.62157273
01/23/2020,09:25:00 PM,x,1.02,14.61,14.65705682
01/23/2020,09:30:00 PM,x,1.01,14.84,14.718875
01/23/2020,09:35:00 PM,x,1.01,14.92,14.768875
01/23/2020,09:40:00 PM,x,1.01,14.81,14.79248182
01/23/2020,09:45:00 PM,x,1.01,14.88,14.79248182
01/23/2020,09:50:00 PM,x,1.01,15.04,14.77251136
01/23/2020,09:55:00 PM,x,1.02,15.16,14.71981364
01/23/2020,10:00:00 PM,x,1.02,15.05,14.61617727
01/23/2020,10:05:00 PM,x,1.02,14.8,14.47708636
01/23/2020,10:10:00 PM,x,1.01,14.51,14.32617727
01/23/2020,10:15:00 PM,x,1.01,14.24,14.15529773
01/23/2020,10:20:00 PM,x,1.01,14.03,13.97896364
01/23/2020,10:25:00 PM,x,1.01,13.7,13.79993182
01/23/2020,10:30:00 PM,x,1.01,13.39,13.63635455
01/23/2020,10:35:00 PM,x,1.01,13.15,13.51092955
01/23/2020,10:40:00 PM,x,1,13,13.40820227
01/23/2020,10:45:00 PM,x,1,13.1,13.31459545
01/23/2020,10:50:00 PM,x,1,13.19,13.22914091
01/23/2020,10:55:00 PM,x,1,13.25,13.15371591
01/23/2020,11:00:00 PM,x,1.01,13.42,13.09101818
01/23/2020,11:05:00 PM,x,1.01,13.38,13.053775
01/23/2020,11:10:00 PM,x,1,13.21,13.03741136
01/23/2020,11:15:00 PM,x,1.01,13.09,13.023775
01/23/2020,11:20:00 PM,x,1,12.87,13.01195682
01/23/2020,11:25:00 PM,x,1,12.7,13.01195682
01/23/2020,11:30:00 PM,x,1,12.74,13.00832045
01/23/2020,11:35:00 PM,x,1,12.82,13.01286591
01/23/2020,11:40:00 PM,x,1,12.95,13.0392
01/23/2020,11:45:00 PM,x,1,13.06,13.08101818
01/23/2020,11:50:00 PM,x,1,13.25,13.14553409
01/23/2020,11:55:00 PM,x,1.01,13.38,13.21459545
01/24/2020,12:00:00 AM,x,1.01,13.43,13.26274773
01/24/2020,12:05:00 AM,x,1.01,13.5,13.29729318
01/24/2020,12:10:00 AM,x,1.01,13.55,13.31456591
01/24/2020,12:15:00 AM,x,1.01,13.58,13.32002045
01/24/2020,12:20:00 AM,x,1.01,13.46,13.30911136
01/24/2020,12:25:00 AM,x,1.01,13.27,13.29095909
01/24/2020,12:30:00 AM,x,1,13.2,13.27371591
01/24/2020,12:35:00 AM,x,1,13.14,13.25735227
01/24/2020,12:40:00 AM,x,1,13.12,13.24280682
01/24/2020,12:45:00 AM,x,1,13.13,13.21826136
01/24/2020,12:50:00 AM,x,1,13.18,13.19192727
01/24/2020,12:55:00 AM,x,1,13.24,13.17104773
01/24/2020,01:00:00 AM,x,1.01,13.32,13.15104773
01/24/2020,01:05:00 AM,x,1.01,13.39,13.13468409
01/24/2020,01:10:00 AM,x,1.01,13.31,13.12286591
01/24/2020,01:15:00 AM,x,1,13.17,13.11559318
01/24/2020,01:20:00 AM,x,1,13.04,13.10468409
01/24/2020,01:25:00 AM,x,1,12.98,13.08650227
01/24/2020,01:30:00 AM,x,1,12.96,13.05653182
01/24/2020,01:35:00 AM,x,1,12.99,13.01565227
01/24/2020,01:40:00 AM,x,1,13.05,12.98386364
01/24/2020,01:45:00 AM,x,1,13.06,12.97022727
01/24/2020,01:50:00 AM,x,1,13.04,13.00386364
01/24/2020,01:55:00 AM,x,1,12.99,13.06383409
01/24/2020,02:00:00 AM,x,1,12.94,13.11653182
01/24/2020,02:05:00 AM,x,1,12.96,13.16559318
01/24/2020,02:10:00 AM,x,1,13.02,13.17741136
01/24/2020,02:15:00 AM,x,1,13.41,13.16650227
01/24/2020,02:20:00 AM,x,1.01,13.64,13.14559318
01/24/2020,02:25:00 AM,x,1.01,13.54,13.12468409
01/24/2020,02:30:00 AM,x,1.01,13.53,13.10195682
01/24/2020,02:35:00 AM,x,1,13.18,13.07832045
01/24/2020,02:40:00 AM,x,1,12.94,13.05835
01/24/2020,02:45:00 AM,x,1,12.81,13.05835
01/24/2020,02:50:00 AM,x,1,12.76,13.06474318
01/24/2020,02:55:00 AM,x,1,12.69,13.09837955
01/24/2020,03:00:00 AM,x,1,12.7,13.142925
01/24/2020,03:05:00 AM,x,0.99,12.8,13.22925909
01/24/2020,03:10:00 AM,x,1,13.41,13.33650227
01/24/2020,03:15:00 AM,x,1,13.71,13.44738182
01/24/2020,03:20:00 AM,x,1.01,13.91,13.56283636
01/24/2020,03:25:00 AM,x,1.01,14.02,13.69371591
01/24/2020,03:30:00 AM,x,1.01,14.13,13.82917045
01/24/2020,03:35:00 AM,x,1.01,14.12,13.95914091
01/24/2020,03:40:00 AM,x,1.01,14.03,14.03365682
01/24/2020,03:45:00 AM,x,1,14.03,14.04002045
01/24/2020,03:50:00 AM,x,1.01,14.13,13.98826136
01/24/2020,03:55:00 AM,x,1,14.19,13.89104773
01/24/2020,04:00:00 AM,x,1,14.23,13.76656136
01/24/2020,04:05:00 AM,x,1.01,14.23,13.63934773
01/24/2020,04:10:00 AM,x,1,13.78,13.521225
01/24/2020,04:15:00 AM,x,0.99,13.34,13.40398182
01/24/2020,04:20:00 AM,x,0.99,12.95,13.28588864
01/24/2020,04:25:00 AM,x,0.99,12.76,13.17955455
01/24/2020,04:30:00 AM,x,0.99,12.72,13.09412955
01/24/2020,04:35:00 AM,x,0.99,12.73,13.01327955
01/24/2020,04:40:00 AM,x,0.99,12.74,12.95603636
01/24/2020,04:45:00 AM,x,0.98,12.83,12.95603636
01/24/2020,04:50:00 AM,x,0.99,13.02,13.00694545
01/24/2020,04:55:00 AM,x,0.99,13.29,13.08327955
01/24/2020,05:00:00 AM,x,0.99,13.34,13.137825
01/24/2020,05:05:00 AM,x,0.99,13.15,13.18691591
01/24/2020,05:10:00 AM,x,0.99,13.34,13.24509773
01/24/2020,05:15:00 AM,x,0.99,13.51,13.29325
01/24/2020,05:20:00 AM,x,1,13.6,13.29870455
01/24/2020,05:25:00 AM,x,0.99,13.32,13.25779545
01/24/2020,05:30:00 AM,x,0.99,13.27,13.19143182
01/24/2020,05:35:00 AM,x,0.99,13.38,13.13415909
01/24/2020,05:40:00 AM,x,0.99,13.36,13.05034545
01/24/2020,05:45:00 AM,x,0.99,13.08,12.95095227
01/24/2020,05:50:00 AM,x,0.99,12.84,12.86042273
01/24/2020,05:55:00 AM,x,0.99,12.61,12.78743636
01/24/2020,06:00:00 AM,x,0.99,12.52,12.70557273
01/24/2020,06:05:00 AM,x,1.05,12.42,12.60250682
01/24/2020,06:10:00 AM,0,1.4,12.43,12.49957045
01/24/2020,06:15:00 AM,0,2.41,12.65,12.42549318
01/24/2020,06:20:00 AM,0.02,4.77,12.64,12.36538636
01/24/2020,06:25:00 AM,0.19,8.39,12.61,12.33162045
01/24/2020,06:30:00 AM,0.52,13.72,12.66,12.33796591
01/24/2020,06:35:00 AM,0.92,19.83,12.84,12.380275
01/24/2020,06:40:00 AM,1.38,26.37,13.09,12.38900455
01/24/2020,06:45:00 AM,1.96,35.18,13.29,12.37442045
01/24/2020,06:50:00 AM,2.48,42.88,13.6,12.35252955
01/24/2020,06:55:00 AM,3.02,51.15,14.22,12.39743409
01/24/2020,07:00:00 AM,3.5,58.73,14.76,12.46352273
01/24/2020,07:05:00 AM,4.64,77.83,15.01,12.56899773
01/24/2020,07:10:00 AM,5.71,97.5,15.58,12.67866136
01/24/2020,07:15:00 AM,6.92,121.41,16.19,12.95355455
01/24/2020,07:20:00 AM,7.32,122.73,16.82,13.31984773
01/24/2020,07:25:00 AM,8.22,144.89,17.65,13.73093864
01/24/2020,07:30:00 AM,9.48,174.9,19.04,14.13224091
01/24/2020,07:35:00 AM,11.58,224.33,20.73,14.56429545
01/24/2020,07:40:00 AM,11.3,207.37,21.91,15.01669545
01/24/2020,07:45:00 AM,11.5,204.75,22.89,15.50535455
01/24/2020,07:50:00 AM,11.14,185.55,23.11,15.87004091
01/24/2020,07:55:00 AM,11.34,187.52,23.36,15.97359773
01/24/2020,08:00:00 AM,11.38,185.75,23.27,16.08267273
01/24/2020,08:05:00 AM,11.68,192.38,23.64,16.51884091
01/24/2020,08:10:00 AM,10.34,163.71,22.94,16.45746591
01/24/2020,08:15:00 AM,10.15,162.99,22.14,16.77166364
01/24/2020,08:20:00 AM,14.81,257.84,22.46,16.96888182
01/24/2020,08:25:00 AM,19.3,338.29,25.55,17.19153864
01/24/2020,08:30:00 AM,13.76,238.55,25.99,17.28332273
01/24/2020,08:35:00 AM,22.45,399.22,27.47,17.30032955
01/24/2020,08:40:00 AM,18.48,324.56,30.24,17.08425
01/24/2020,08:45:00 AM,17.51,304.03,29.13,16.82708864
01/24/2020,08:50:00 AM,16.03,265.39,28.34,17.18855909
01/24/2020,08:55:00 AM,18.06,299.3,27.97,17.73946818
01/24/2020,09:00:00 AM,22.75,380.47,29.94,17.99524318
01/24/2020,09:05:00 AM,27.85,473.46,30.63,18.75924773
01/24/2020,09:10:00 AM,38.82,667.26,35.7,18.86127045
01/24/2020,09:15:00 AM,39.43,681.65,40.21,19.83561136
01/24/2020,09:20:00 AM,39.42,682.29,42.79,20.10705
01/24/2020,09:25:00 AM,40.62,699.98,43.8,20.48346818
01/24/2020,09:30:00 AM,39.28,670.48,44.69,19.94587273
01/24/2020,09:35:00 AM,43.69,747.26,45.1,20.54738182
01/24/2020,09:40:00 AM,25.82,441.33,44.31,20.99056364
01/24/2020,09:45:00 AM,24.07,387.98,35.31,21.35082955
01/24/2020,09:50:00 AM,15.84,232.82,29.95,21.46421364
01/24/2020,09:55:00 AM,41.08,649.81,32.78,21.56985455
01/24/2020,10:00:00 AM,29.57,482.18,37.53,21.40049318
01/24/2020,10:05:00 AM,37.14,597.26,38.3,21.45770227
01/24/2020,10:10:00 AM,30.61,517.56,38.84,20.48869545
01/24/2020,10:15:00 AM,33.6,541.76,39.47,20.11821818
01/24/2020,10:20:00 AM,25.61,404.84,35.37,19.66015682
01/24/2020,10:25:00 AM,20.66,312.11,31.18,19.88454318
01/24/2020,10:30:00 AM,19.34,288.82,30.83,19.30928864
01/24/2020,10:35:00 AM,19.56,286.84,28.63,19.939875
01/24/2020,10:40:00 AM,25.5,369.68,30.64,20.27758864
01/24/2020,10:45:00 AM,27.8,394.01,30.15,20.32601818
01/24/2020,10:50:00 AM,36.96,575.71,32.84,20.11740227
01/24/2020,10:55:00 AM,46.13,722.42,39.01,19.90423864
01/24/2020,11:00:00 AM,33.14,514.6,42.55,19.86508864
01/24/2020,11:05:00 AM,17.7,256.18,34.06,20.02258409
01/24/2020,11:10:00 AM,18.18,255.83,30.71,20.03720455
01/24/2020,11:15:00 AM,21.41,301.91,29.73,20.29971136
01/24/2020,11:20:00 AM,23.11,335.95,29.61,20.76420909
01/24/2020,11:25:00 AM,21.07,320.84,31.44,21.00398409
01/24/2020,11:30:00 AM,18.54,267.38,29.73,20.63151364
01/24/2020,11:35:00 AM,21.17,302.27,28.61,20.26018182
01/24/2020,11:40:00 AM,18.49,266.7,28.9,19.85456136
01/24/2020,11:45:00 AM,19.69,273.88,28.14,19.64204773
01/24/2020,11:50:00 AM,27.48,372.65,30.28,19.66229091
01/24/2020,11:55:00 AM,19.96,281.59,30.88,19.25773864
01/24/2020,12:00:00 PM,13.79,195.4,28,18.81608182
01/24/2020,12:05:00 PM,16.57,226.04,25.28,18.70198182
01/24/2020,12:10:00 PM,19.43,265.53,26.21,18.71004545
01/24/2020,12:15:00 PM,18.85,259.56,27.35,18.68658864
01/24/2020,12:20:00 PM,27.52,381.15,28.95,18.88761818
01/24/2020,12:25:00 PM,33.34,478.71,31.74,19.00146136
01/24/2020,12:30:00 PM,35.71,519.35,34.41,18.86912727
01/24/2020,12:35:00 PM,25.73,366.74,32.24,19.14224318
01/24/2020,12:40:00 PM,27.24,379.05,31.3,19.288725
01/24/2020,12:45:00 PM,21.65,309.84,30.45,19.38501818
01/24/2020,12:50:00 PM,13.68,189.52,29.14,19.59897273
01/24/2020,12:55:00 PM,16.97,224.19,27.48,19.69618409
01/24/2020,01:00:00 PM,15.04,204.37,27.58,19.68441818
01/24/2020,01:05:00 PM,15.29,213.49,26.13,19.29320227
01/24/2020,01:10:00 PM,9.82,133.43,24.31,19.01536591
01/24/2020,01:15:00 PM,10.06,129.35,23.12,18.70828864
01/24/2020,01:20:00 PM,12.98,169.5,22.76,18.39602727
01/24/2020,01:25:00 PM,16.74,207.64,24.15,18.59352955
01/24/2020,01:30:00 PM,23.11,288.69,25.4,18.51842955
01/24/2020,01:35:00 PM,34.45,334.01,26.78,18.45352045
01/24/2020,01:40:00 PM,45.22,383.62,29.47,18.38315455
01/24/2020,01:45:00 PM,30.79,341.67,30.65,18.37881591
01/24/2020,01:50:00 PM,19.12,260.42,30.83,18.46471591
01/24/2020,01:55:00 PM,17.63,240.25,27.92,18.76214318
01/24/2020,02:00:00 PM,18.43,236.69,26.17,19.02888636
01/24/2020,02:05:00 PM,16.61,203.4,25.81,19.30350227
01/24/2020,02:10:00 PM,17.02,221.28,26.06,19.59548864
01/24/2020,02:15:00 PM,18.23,226.58,25.56,19.71365227
01/24/2020,02:20:00 PM,12.13,151.28,25.59,19.44985909
01/24/2020,02:25:00 PM,16.34,182.1,24.87,19.50809545
01/24/2020,02:30:00 PM,16.44,184.14,24.93,19.71328182
01/24/2020,02:35:00 PM,12.32,138.64,24.72,19.87305682
01/24/2020,02:40:00 PM,9.18,115.83,24.61,20.03043409
01/24/2020,02:45:00 PM,14.11,143.55,24.13,20.18973636
01/24/2020,02:50:00 PM,8.86,109.77,24.32,20.05239091
01/24/2020,02:55:00 PM,8.06,87.55,23.58,20.04731818
01/24/2020,03:00:00 PM,4.38,49.63,22.57,20.02443409
01/24/2020,03:05:00 PM,2.53,29.86,21.57,19.87671136
01/24/2020,03:10:00 PM,2.44,28.97,20.89,19.716175
01/24/2020,03:15:00 PM,2.87,35.92,20.33,19.68077273
01/24/2020,03:20:00 PM,3.26,36.74,20.09,19.50914318
01/24/2020,03:25:00 PM,2.96,39.27,19.97,19.33015455
01/24/2020,03:30:00 PM,3.23,47.1,20.12,19.10147273
01/24/2020,03:35:00 PM,2.42,37.55,20.3,18.89281591
01/24/2020,03:40:00 PM,1.93,27.84,19.98,18.80021591
01/24/2020,03:45:00 PM,1.82,27.86,19.77,18.74771364
01/24/2020,03:50:00 PM,1.85,26.9,19.64,18.73396364
01/24/2020,03:55:00 PM,2.9,39.03,19.71,18.61536136
01/24/2020,04:00:00 PM,4.42,60.79,20.28,18.36900909
01/24/2020,04:05:00 PM,3.23,49.85,20.55,18.04254091
01/24/2020,04:10:00 PM,3.76,53.69,20.33,17.72950682
01/24/2020,04:15:00 PM,1.94,27.24,19.63,17.44049318
01/24/2020,04:20:00 PM,1.76,23.72,18.16,17.18147955
01/24/2020,04:25:00 PM,2.36,33.25,16.96,16.976225
01/24/2020,04:30:00 PM,2.95,40.97,16.82,16.8018
01/24/2020,04:35:00 PM,3.7,49.79,17.25,16.56604545
01/24/2020,04:40:00 PM,3.67,53.68,17.43,16.31576591
01/24/2020,04:45:00 PM,3.41,52.72,17.63,16.11163864
01/24/2020,04:50:00 PM,2.95,47.27,17.72,16.08949545
01/24/2020,04:55:00 PM,2.82,45.98,17.88,16.20264318
01/24/2020,05:00:00 PM,2.93,47.49,17.88,16.35036364
01/24/2020,05:05:00 PM,2.84,46.4,17.34,16.48678864
01/24/2020,05:10:00 PM,1.7,29.56,17.46,16.64130682
01/24/2020,05:15:00 PM,1.08,19.83,17.79,16.77310455
01/24/2020,05:20:00 PM,0.82,16.8,17.67,16.86576364
01/24/2020,05:25:00 PM,1.08,19.28,17.74,16.92376136
01/24/2020,05:30:00 PM,1.01,19,17.75,16.96441364
01/24/2020,05:35:00 PM,0.73,14.92,17.87,17.03619545
01/24/2020,05:40:00 PM,0.66,13.65,17.81,17.04795455
01/24/2020,05:45:00 PM,0.38,10.37,17.54,16.99112045
01/24/2020,05:50:00 PM,0.12,6.35,17.23,16.91674545
01/24/2020,05:55:00 PM,0.02,4.5,16.93,16.83793864
01/24/2020,06:00:00 PM,0,2.72,16.71,16.75463864
01/24/2020,06:05:00 PM,0,1.58,16.68,16.64382955
01/24/2020,06:10:00 PM,0,1.22,16.56,16.53563182
01/24/2020,06:15:00 PM,0,1.05,16.34,16.45501591
01/24/2020,06:20:00 PM,0,1.03,16.28,16.39340227
01/24/2020,06:25:00 PM,x,1.04,16.25,16.36726136
01/24/2020,06:30:00 PM,x,1.04,16.2,16.36313409
01/24/2020,06:35:00 PM,x,1.04,16.21,16.36472955
01/24/2020,06:40:00 PM,x,1.04,16.35,16.36614091
01/24/2020,06:45:00 PM,x,1.05,16.38,16.39068636
01/24/2020,06:50:00 PM,x,1.04,16.53,16.43156591
01/24/2020,06:55:00 PM,x,1.04,16.61,16.47429318
01/24/2020,07:00:00 PM,x,1.04,16.68,16.502475
01/24/2020,07:05:00 PM,x,1.05,16.57,16.50974773
01/24/2020,07:10:00 PM,x,1.05,16.61,16.48974773
01/24/2020,07:15:00 PM,x,1.04,16.73,16.47798864
01/24/2020,07:20:00 PM,x,1.04,16.72,16.46253409
01/24/2020,07:25:00 PM,x,1.04,16.51,16.441625
01/24/2020,07:30:00 PM,x,1.04,16.29,16.4062
01/24/2020,07:35:00 PM,x,1.04,16.13,16.37807727
01/24/2020,07:40:00 PM,x,1.03,16.25,16.35447045
01/24/2020,07:45:00 PM,x,1.04,16.36,16.30083409
01/24/2020,07:50:00 PM,x,1.04,16.38,16.23086364
01/24/2020,07:55:00 PM,x,1.03,16.29,16.18271136
01/24/2020,08:00:00 PM,x,1.03,16.26,16.16183182
01/24/2020,08:05:00 PM,x,1.04,16.35,16.15277045
01/24/2020,08:10:00 PM,x,1.04,16.14,16.13458864
01/24/2020,08:15:00 PM,x,1.03,15.95,16.11461818
01/24/2020,08:20:00 PM,x,1.03,15.98,16.10646591
01/24/2020,08:25:00 PM,x,1.03,16.06,16.10464773
01/24/2020,08:30:00 PM,x,1.03,16.03,16.10282955
01/24/2020,08:35:00 PM,x,1.03,16.05,16.09558636
01/24/2020,08:40:00 PM,x,1.03,16.14,16.11016136
01/24/2020,08:45:00 PM,x,1.03,16.29,16.14834318
01/24/2020,08:50:00 PM,x,1.03,16.27,16.17197955
01/24/2020,08:55:00 PM,x,1.03,16.24,16.16834318
01/24/2020,09:00:00 PM,x,1.03,16.27,16.16016136
01/24/2020,09:05:00 PM,x,1.03,16.3,16.14470682
01/24/2020,09:10:00 PM,x,1.03,16.37,16.11925227
01/24/2020,09:15:00 PM,x,1.03,16.24,16.07928182
01/24/2020,09:20:00 PM,x,1.03,16.02,16.045675
01/24/2020,09:25:00 PM,x,1.03,15.94,16.02294773
01/24/2020,09:30:00 PM,x,1.03,15.88,16.00843182
01/24/2020,09:35:00 PM,x,1.03,15.86,16.00297727
01/24/2020,09:40:00 PM,x,1.02,15.85,15.99115909
01/24/2020,09:45:00 PM,x,1.02,15.9,15.97843182
01/24/2020,09:50:00 PM,x,1.03,15.99,15.98388636
01/24/2020,09:55:00 PM,x,1.02,16.11,15.98752273
01/24/2020,10:00:00 PM,x,1.03,16.24,15.99573409
01/24/2020,10:05:00 PM,x,1.03,16.24,15.98849091
01/24/2020,10:10:00 PM,x,1.03,16.1,15.94394545
01/24/2020,10:15:00 PM,x,1.03,16.08,15.87121818
01/24/2020,10:20:00 PM,x,1.03,15.98,15.79852045
01/24/2020,10:25:00 PM,x,1.02,15.97,15.74579318
01/24/2020,10:30:00 PM,x,1.02,15.78,15.70855
01/24/2020,10:35:00 PM,x,1.02,15.36,15.68494318
