Fecha,Hora,Potencia [kW],Insolaci¢n [W/mý],Temperatura de modulos [øC],Temperatura ambiente [øC]
01/08/2020,12:00:00 AM,x,1,7.63,7.2476625
01/08/2020,12:05:00 AM,x,1,7.37,7.246257143
01/08/2020,12:10:00 AM,x,1,7.31,7.24399375
01/08/2020,12:15:00 AM,x,0.99,7.17,7.231086111
01/08/2020,12:20:00 AM,x,0.99,7.08,7.20976
01/08/2020,12:25:00 AM,x,0.99,7.12,7.165947727
01/08/2020,12:30:00 AM,x,0.99,7.27,7.082340909
01/08/2020,12:35:00 AM,x,0.98,7.26,7.024188636
01/08/2020,12:40:00 AM,x,0.99,7.16,6.963309091
01/08/2020,12:45:00 AM,x,0.99,7.05,6.915127273
01/08/2020,12:50:00 AM,x,0.99,6.76,6.860581818
01/08/2020,12:55:00 AM,x,0.99,6.71,6.799672727
01/08/2020,01:00:00 AM,x,0.99,6.73,6.727854545
01/08/2020,01:05:00 AM,x,0.99,6.64,6.668734091
01/08/2020,01:10:00 AM,x,0.99,6.64,6.616915909
01/08/2020,01:15:00 AM,x,0.99,6.48,6.565097727
01/08/2020,01:20:00 AM,x,0.99,6.45,6.550552273
01/08/2020,01:25:00 AM,x,0.99,6.48,6.546945455
01/08/2020,01:30:00 AM,x,0.99,6.61,6.541520455
01/08/2020,01:35:00 AM,x,0.99,6.59,6.543338636
01/08/2020,01:40:00 AM,x,0.99,6.48,6.54155
01/08/2020,01:45:00 AM,x,0.99,6.6,6.554306818
01/08/2020,01:50:00 AM,x,0.98,6.67,6.553427273
01/08/2020,01:55:00 AM,x,0.98,6.67,6.533456818
01/08/2020,02:00:00 AM,x,0.99,6.66,6.502606818
01/08/2020,02:05:00 AM,x,0.98,6.62,6.479909091
01/08/2020,02:10:00 AM,x,0.98,6.62,6.470847727
01/08/2020,02:15:00 AM,x,0.98,6.44,6.442725
01/08/2020,02:20:00 AM,x,0.98,6.26,6.399997727
01/08/2020,02:25:00 AM,x,0.97,6.27,6.344572727
01/08/2020,02:30:00 AM,x,0.98,6.34,6.289177273
01/08/2020,02:35:00 AM,x,0.98,6.38,6.251025
01/08/2020,02:40:00 AM,x,0.97,6.29,6.229236364
01/08/2020,02:45:00 AM,x,0.98,6.2,6.213811364
01/08/2020,02:50:00 AM,x,0.97,6.06,6.212022727
01/08/2020,02:55:00 AM,x,0.97,6.05,6.186538636
01/08/2020,03:00:00 AM,x,0.97,6.2,6.149265909
01/08/2020,03:05:00 AM,x,0.97,6.38,6.117477273
01/08/2020,03:10:00 AM,x,0.97,6.27,6.095629545
01/08/2020,03:15:00 AM,x,0.97,6.24,6.074720455
01/08/2020,03:20:00 AM,x,0.98,5.99,6.056509091
01/08/2020,03:25:00 AM,x,0.98,5.93,6.032843182
01/08/2020,03:30:00 AM,x,0.97,6.03,6.012813636
01/08/2020,03:35:00 AM,x,0.98,6.05,6.000056818
01/08/2020,03:40:00 AM,x,0.98,5.97,5.9973
01/08/2020,03:45:00 AM,x,0.98,5.86,5.966361364
01/08/2020,03:50:00 AM,x,0.98,5.79,5.946390909
01/08/2020,03:55:00 AM,x,0.98,5.98,5.909147727
01/08/2020,04:00:00 AM,x,0.98,6.24,5.882754545
01/08/2020,04:05:00 AM,x,0.98,6.24,5.875481818
01/08/2020,04:10:00 AM,x,0.98,5.9,5.850936364
01/08/2020,04:15:00 AM,x,0.97,5.77,5.805511364
01/08/2020,04:20:00 AM,x,0.97,5.52,5.778268182
01/08/2020,04:25:00 AM,x,0.98,5.74,5.731934091
01/08/2020,04:30:00 AM,x,0.98,5.97,5.666509091
01/08/2020,04:35:00 AM,x,0.98,5.7,5.610175
01/08/2020,04:40:00 AM,x,0.97,5.36,5.57475
01/08/2020,04:45:00 AM,x,0.97,5.49,5.556538636
01/08/2020,04:50:00 AM,x,0.97,5.47,5.582902273
01/08/2020,04:55:00 AM,x,0.97,5.52,5.592931818
01/08/2020,05:00:00 AM,x,0.97,5.62,5.578415909
01/08/2020,05:05:00 AM,x,0.97,5.51,5.574809091
01/08/2020,05:10:00 AM,x,0.98,5.57,5.569354545
01/08/2020,05:15:00 AM,x,0.97,5.81,5.532990909
01/08/2020,05:20:00 AM,x,0.97,5.85,5.492990909
01/08/2020,05:25:00 AM,x,0.97,5.81,5.443870455
01/08/2020,05:30:00 AM,x,0.97,5.66,5.384625
01/08/2020,05:35:00 AM,x,0.97,5.3,5.341768182
01/08/2020,05:40:00 AM,x,0.97,5.09,5.288847727
01/08/2020,05:45:00 AM,x,0.97,5.03,5.211715909
01/08/2020,05:50:00 AM,x,0.98,4.98,5.117790909
01/08/2020,05:55:00 AM,0,1.33,4.98,5.028484091
01/08/2020,06:00:00 AM,0,2.86,5.1,4.966802273
01/08/2020,06:05:00 AM,0.01,4.43,5.1,4.935863636
01/08/2020,06:10:00 AM,0.05,5.23,5.1,4.955822727
01/08/2020,06:15:00 AM,0.19,8.76,5.07,4.999088636
01/08/2020,06:20:00 AM,0.4,12.12,5.19,5.054870455
01/08/2020,06:25:00 AM,0.59,14.77,5.43,5.130011364
01/08/2020,06:30:00 AM,0.74,16.98,5.48,5.174956818
01/08/2020,06:35:00 AM,0.88,18.83,5.89,4.921813636
01/08/2020,06:40:00 AM,1,20.48,6.14,4.886054545
01/08/2020,06:45:00 AM,1.12,22.1,6.28,5.028281818
01/08/2020,06:50:00 AM,1.22,23.59,6.53,5.185809091
01/08/2020,06:55:00 AM,1.51,27.34,6.39,5.314938636
01/08/2020,07:00:00 AM,5.71,191.34,8.39,5.484043182
01/08/2020,07:05:00 AM,8.64,248.41,12.61,5.754593182
01/08/2020,07:10:00 AM,9.91,270.16,15.13,6.022613636
01/08/2020,07:15:00 AM,11.64,301.88,16.34,6.271338636
01/08/2020,07:20:00 AM,13.39,323.68,16.89,6.519631818
01/08/2020,07:25:00 AM,15.24,348.36,18.11,6.806245455
01/08/2020,07:30:00 AM,16.93,368.49,20.23,7.524684091
01/08/2020,07:35:00 AM,18.89,389.15,21.07,8.155943182
01/08/2020,07:40:00 AM,20.69,416.07,21.82,8.720163636
01/08/2020,07:45:00 AM,22.42,439.86,22.79,9.319238636
01/08/2020,07:50:00 AM,24.4,462.64,23.69,10.06590909
01/08/2020,07:55:00 AM,25.85,482.33,25.75,10.85900682
01/08/2020,08:00:00 AM,27.42,505.83,27.92,11.54050455
01/08/2020,08:05:00 AM,29.58,534.27,29.92,12.23148182
01/08/2020,08:10:00 AM,31.09,553.27,31.1,12.905025
01/08/2020,08:15:00 AM,32.09,565.73,32.97,13.57738182
01/08/2020,08:20:00 AM,33.48,584.85,34.52,14.24312955
01/08/2020,08:25:00 AM,34.97,603.06,35.35,14.69031364
01/08/2020,08:30:00 AM,36.16,618.05,36.11,15.04741591
01/08/2020,08:35:00 AM,37.49,633.64,36.3,15.445225
01/08/2020,08:40:00 AM,38.71,647.37,36.93,15.82855455
01/08/2020,08:45:00 AM,38.8,649.31,37.08,16.12792045
01/08/2020,08:50:00 AM,40.2,666.36,36.65,16.249525
01/08/2020,08:55:00 AM,41.63,689.58,37.82,16.27047045
01/08/2020,09:00:00 AM,42.18,696.55,39.57,16.35861136
01/08/2020,09:05:00 AM,43.52,711.22,40.45,16.53863409
01/08/2020,09:10:00 AM,45.02,730.56,41.62,16.70510455
01/08/2020,09:15:00 AM,46.01,745.23,41.07,16.87571136
01/08/2020,09:20:00 AM,47.4,762.74,40.77,17.226175
01/08/2020,09:25:00 AM,48.65,779.91,42.34,17.60789318
01/08/2020,09:30:00 AM,48.84,785.94,43.23,17.81955455
01/08/2020,09:35:00 AM,49.57,793.18,43.5,18.05751591
01/08/2020,09:40:00 AM,50.47,805.72,44.04,18.32187727
