Fecha,Hora,Potencia [kW],Insolaci�n [W/m�],Temperatura de modulos [�C],Temperatura ambiente [�C],,,,
17/10/2019,11:20:00 PM,x,1,3,13,34,13,26640682,
17/10/2019,11:25:00 PM,x,1,3,13,33,13,27640682,
17/10/2019,11:30:00 PM,x,1,3,13,37,13,28277045,
17/10/2019,11:35:00 PM,x,1,3,13,44,13,26731591,
17/10/2019,11:40:00 PM,x,1,4,13,49,13,24189091,
17/10/2019,11:45:00 PM,x,1,4,13,42,13,22370909,
17/10/2019,11:50:00 PM,x,1,3,13,2,13,23004318,
17/10/2019,11:55:00 PM,x,1,3,13,7,13,26001364,
18/10/2019,12:00:00 AM,x,1,4,13,5,13,30725682,
18/10/2019,12:05:00 AM,x,1,3,13,3,13,36177273,
18/10/2019,12:10:00 AM,x,1,3,13,9,13,41540909,
18/10/2019,12:15:00 AM,x,1,4,13,41,13,46359091,
18/10/2019,12:20:00 AM,x,1,4,13,66,13,50537955,
18/10/2019,12:25:00 AM,x,1,4,13,89,13,56901591,
18/10/2019,12:30:00 AM,x,1,4,14,4,13,65540909,
18/10/2019,12:35:00 AM,x,1,4,14,8,13,72813636,
18/10/2019,12:40:00 AM,x,1,4,13,95,13,7945,
18/10/2019,12:45:00 AM,x,1,4,13,66,13,83816591,
18/10/2019,12:50:00 AM,x,1,3,13,77,13,84001364,
18/10/2019,12:55:00 AM,x,1,3,14,13,80640682,,
18/10/2019,01:00:00 AM,x,1,3,13,83,13,72919318,
18/10/2019,01:05:00 AM,x,1,3,13,82,13,63197955,
18/10/2019,01:10:00 AM,x,1,3,13,89,13,55385682,
18/10/2019,01:15:00 AM,x,1,3,13,68,13,50479545,
18/10/2019,01:20:00 AM,x,1,3,13,52,13,42300682,
18/10/2019,01:25:00 AM,x,1,2,13,19,13,3094,
18/10/2019,01:30:00 AM,x,1,2,13,1,13,20670227,
18/10/2019,01:35:00 AM,x,1,2,13,9,13,10491364,
18/10/2019,01:40:00 AM,x,1,3,13,12,12,99494318,
18/10/2019,01:45:00 AM,x,1,2,12,87,12,89679091,
18/10/2019,01:50:00 AM,x,1,2,12,75,12,802275,
18/10/2019,01:55:00 AM,x,1,2,12,7,12,73318409,
18/10/2019,02:00:00 AM,x,1,2,12,7,12,66045682,
18/10/2019,02:05:00 AM,x,1,2,12,68,12,56682045,
18/10/2019,02:10:00 AM,x,1,2,12,6,12,45503182,
18/10/2019,02:15:00 AM,x,1,2,12,48,12,36594091,
18/10/2019,02:20:00 AM,x,1,2,12,43,12,29409318,
18/10/2019,02:25:00 AM,x,1,2,12,21,12,24497273,
18/10/2019,02:30:00 AM,x,1,2,12,6,12,20039773,
18/10/2019,02:35:00 AM,x,1,2,11,89,12,14764091,
18/10/2019,02:40:00 AM,x,1,2,11,89,12,103975,
18/10/2019,02:45:00 AM,x,1,3,11,96,12,7394545,
18/10/2019,02:50:00 AM,x,1,3,12,16,12,2209773,
18/10/2019,02:55:00 AM,x,1,3,12,21,11,99206818,
18/10/2019,03:00:00 AM,x,1,3,12,1,11,98661364,
18/10/2019,03:05:00 AM,x,1,3,12,12,11,99931136,
18/10/2019,03:10:00 AM,x,1,3,12,15,11,99837273,
18/10/2019,03:15:00 AM,x,1,3,11,86,11,96749318,
18/10/2019,03:20:00 AM,x,1,3,11,88,11,89206818,
18/10/2019,03:25:00 AM,x,1,2,12,11,81573409,,
18/10/2019,03:30:00 AM,x,1,3,12,3,11,75485455,
18/10/2019,03:35:00 AM,x,1,3,11,88,11,68670227,
18/10/2019,03:40:00 AM,x,1,2,11,62,11,60036818,
18/10/2019,03:45:00 AM,x,1,2,11,33,11,52130682,
18/10/2019,03:50:00 AM,x,1,2,11,37,11,45406364,
18/10/2019,03:55:00 AM,x,1,2,11,43,11,38133636,
18/10/2019,04:00:00 AM,x,1,2,11,37,11,28682045,
18/10/2019,04:05:00 AM,x,1,2,11,2,11,17957727,
18/10/2019,04:10:00 AM,x,1,2,10,99,11,7415227,
18/10/2019,04:15:00 AM,x,1,2,11,14,10,98506136,
18/10/2019,04:20:00 AM,x,1,2,11,2,10,87778864,
18/10/2019,04:25:00 AM,x,1,2,10,99,10,76054545,
18/10/2019,04:30:00 AM,x,1,2,10,7,10,65327273,
18/10/2019,04:35:00 AM,x,1,1,10,46,10,57690909,
18/10/2019,04:40:00 AM,x,1,2,10,35,10,52781818,
18/10/2019,04:45:00 AM,x,1,2,10,19,10,45327273,
18/10/2019,04:50:00 AM,x,1,1,10,14,10,37418182,
18/10/2019,04:55:00 AM,x,1,2,10,19,10,30054545,
18/10/2019,05:00:00 AM,x,1,2,10,36,10,26872727,
18/10/2019,05:05:00 AM,x,1,2,10,45,10,26954773,
18/10/2019,05:10:00 AM,x,1,2,10,32,10,26678409,
18/10/2019,05:15:00 AM,x,1,2,10,33,10,26147273,
18/10/2019,05:20:00 AM,x,1,2,10,18,10,26199545,
18/10/2019,05:25:00 AM,x,1,2,10,35,10,25435455,
18/10/2019,05:30:00 AM,x,1,4,10,47,10,22568409,
18/10/2019,05:35:00 AM,0,1,34,10,33,10,16352727,
18/10/2019,05:40:00 AM,0,2,51,10,18,10,10947955,
18/10/2019,05:45:00 AM,0,1,3,91,10,24,10,5842955
18/10/2019,05:50:00 AM,0,8,5,76,10,26,10,2436818
18/10/2019,05:55:00 AM,0,22,8,57,10,29,9,9737
18/10/2019,06:00:00 AM,0,54,13,75,10,18,9,921972727
18/10/2019,06:05:00 AM,0,85,18,39,10,29,9,891443182
18/10/2019,06:10:00 AM,1,2,20,76,10,41,9,877640909
18/10/2019,06:15:00 AM,1,22,23,1,10,52,9,868363636
18/10/2019,06:20:00 AM,1,51,27,4,10,65,9,849952273
18/10/2019,06:25:00 AM,1,66,30,24,10,85,9,873154545
18/10/2019,06:30:00 AM,1,75,30,75,10,95,9,950286364
18/10/2019,06:35:00 AM,1,9,32,72,11,1,10,10416818
18/10/2019,06:40:00 AM,2,27,39,5,11,28,10,14307955
18/10/2019,06:45:00 AM,3,36,57,53,11,74,10,41308409
18/10/2019,06:50:00 AM,4,31,69,64,12,53,10,71033864
18/10/2019,06:55:00 AM,5,82,85,49,13,36,11,45264773
18/10/2019,07:00:00 AM,6,82,99,23,14,61,11,99737727
18/10/2019,07:05:00 AM,11,96,207,59,16,91,12,32251591
18/10/2019,07:10:00 AM,12,67,249,47,20,85,12,73655455
18/10/2019,07:15:00 AM,16,4,297,56,22,7,13,18323409
18/10/2019,07:20:00 AM,6,91,103,92,21,41,13,59987045
18/10/2019,07:25:00 AM,6,77,102,38,19,27,13,89122045
18/10/2019,07:30:00 AM,10,93,177,75,19,3,14,3881591
18/10/2019,07:35:00 AM,11,76,188,76,20,7,14,52744545
18/10/2019,07:40:00 AM,10,43,164,5,20,13,14,948325
18/10/2019,07:45:00 AM,13,27,197,24,21,26,15,17350455
18/10/2019,07:50:00 AM,18,280,11,22,89,15,27164545,
18/10/2019,07:55:00 AM,22,76,357,89,24,64,15,3859
18/10/2019,08:00:00 AM,22,6,365,9,27,43,15,78064091
18/10/2019,08:05:00 AM,22,1,337,48,28,34,16,60100682
18/10/2019,08:10:00 AM,27,22,456,73,30,35,17,14218864
18/10/2019,08:15:00 AM,20,32,309,78,29,18,17,48615455
18/10/2019,08:20:00 AM,28,444,94,31,66,17,85437045,
18/10/2019,08:25:00 AM,27,68,415,53,31,37,18,239225
18/10/2019,08:30:00 AM,15,34,194,79,29,92,18,31514318
18/10/2019,08:35:00 AM,13,87,168,1,26,2,18,25842273
18/10/2019,08:40:00 AM,13,79,171,59,24,21,18,47347727
18/10/2019,08:45:00 AM,13,42,166,56,23,25,18,464625
18/10/2019,08:50:00 AM,12,8,153,17,22,22,18,61179545
18/10/2019,08:55:00 AM,13,34,168,82,21,86,18,64675455
18/10/2019,09:00:00 AM,15,72,196,37,23,13,17,99211818
18/10/2019,09:05:00 AM,15,72,192,25,24,12,17,85042955
18/10/2019,09:10:00 AM,15,8,182,93,24,96,18,173375
18/10/2019,09:15:00 AM,15,26,189,59,24,98,18,52622273
18/10/2019,09:20:00 AM,18,68,235,39,25,9,18,81873409
18/10/2019,09:25:00 AM,29,57,381,59,28,79,18,98457273
18/10/2019,09:30:00 AM,32,45,414,21,32,64,19,7877273
18/10/2019,09:35:00 AM,26,81,329,67,32,9,19,20982045
18/10/2019,09:40:00 AM,26,45,323,75,32,24,19,40984545
18/10/2019,09:45:00 AM,27,1,336,32,31,39,19,58622727
18/10/2019,09:50:00 AM,27,13,344,69,29,4,19,68679773
18/10/2019,09:55:00 AM,23,98,301,41,27,58,19,83751136
18/10/2019,10:00:00 AM,22,93,283,28,28,52,19,11965455
18/10/2019,10:05:00 AM,21,38,260,46,29,68,17,52759091
18/10/2019,10:10:00 AM,21,18,259,43,29,19,17,44374091
18/10/2019,10:15:00 AM,25,74,312,12,29,5,17,99147727
18/10/2019,10:20:00 AM,30,55,371,81,30,13,18,28829773
18/10/2019,10:25:00 AM,46,69,622,1,31,5,18,44880682
18/10/2019,10:30:00 AM,70,5,1128,83,41,36,17,59540227
18/10/2019,10:35:00 AM,53,35,748,13,45,11,17,46490682
18/10/2019,10:40:00 AM,26,39,343,24,37,64,18,61375
18/10/2019,10:45:00 AM,24,18,307,92,31,47,18,44330909
18/10/2019,10:50:00 AM,24,29,316,93,29,85,18,79320455
18/10/2019,10:55:00 AM,47,56,720,74,33,35,19,73596364
18/10/2019,11:00:00 AM,42,47,596,32,39,16,21,14171818
18/10/2019,11:05:00 AM,28,75,360,1,39,2,20,87546591
18/10/2019,11:10:00 AM,21,38,258,85,31,97,20,1352045
18/10/2019,11:15:00 AM,16,44,203,23,28,5,19,62500227
18/10/2019,11:20:00 AM,13,79,175,32,27,35,19,51186364
18/10/2019,11:25:00 AM,13,15,171,19,25,7,20,39699091
18/10/2019,11:30:00 AM,13,76,180,4,23,73,20,49033182
18/10/2019,11:35:00 AM,15,7,198,36,23,45,19,92272955
18/10/2019,11:40:00 AM,15,29,205,88,23,88,19,63641364
18/10/2019,11:45:00 AM,17,51,234,3,25,92,19,538025
18/10/2019,11:50:00 AM,19,37,255,62,27,97,18,65285
18/10/2019,11:55:00 AM,21,42,280,42,29,92,19,75767045
18/10/2019,12:00:00 PM,24,2,313,66,31,27,20,56386136
18/10/2019,12:05:00 PM,28,85,372,68,32,52,21,19489773
18/10/2019,12:10:00 PM,27,66,351,3,32,23,21,66854773
18/10/2019,12:15:00 PM,64,49,926,61,42,3,21,93286136
18/10/2019,12:20:00 PM,14,83,184,2,38,27,22,1160455
18/10/2019,12:25:00 PM,11,82,138,92,31,25,21,84016364
18/10/2019,12:30:00 PM,10,9,127,24,28,8,21,58926818
18/10/2019,12:35:00 PM,10,34,121,26,26,34,21,46165
18/10/2019,12:40:00 PM,10,43,128,84,25,4,21,35917955
18/10/2019,12:45:00 PM,12,12,151,43,25,45,22,15129318
18/10/2019,12:50:00 PM,16,64,208,6,25,7,21,21912273
18/10/2019,12:55:00 PM,22,28,273,4,27,19,20,88944545
18/10/2019,01:00:00 PM,25,16,305,72,28,94,20,806475
18/10/2019,01:05:00 PM,27,44,334,29,30,55,20,73420909
18/10/2019,01:10:00 PM,27,91,330,51,31,37,20,69004318
18/10/2019,01:15:00 PM,25,54,289,37,31,44,20,70875909
18/10/2019,01:20:00 PM,18,71,221,58,30,31,20,78249773
18/10/2019,01:25:00 PM,14,44,175,63,28,74,20,93334091
18/10/2019,01:30:00 PM,14,8,170,95,27,16,20,98987045
18/10/2019,01:35:00 PM,15,77,190,25,26,91,20,913975
18/10/2019,01:40:00 PM,12,34,152,48,25,69,20,71914773
18/10/2019,01:45:00 PM,10,57,127,95,23,89,20,30398636
18/10/2019,01:50:00 PM,7,68,85,37,22,75,19,59907045
18/10/2019,01:55:00 PM,3,54,43,51,21,4,18,84273864
18/10/2019,02:00:00 PM,2,6,27,67,19,75,18,16855909
18/10/2019,02:05:00 PM,1,49,21,99,19,2,17,55422273
18/10/2019,02:10:00 PM,1,61,24,4,18,25,16,94132955
18/10/2019,02:15:00 PM,2,34,33,9,16,43,16,372375
18/10/2019,02:20:00 PM,2,14,28,85,15,65,15,75795
18/10/2019,02:25:00 PM,2,82,36,98,15,39,15,271975
18/10/2019,02:30:00 PM,3,72,47,41,15,51,14,90111818
18/10/2019,02:35:00 PM,4,1,50,69,15,64,14,48733864
18/10/2019,02:40:00 PM,4,82,61,75,15,48,14,155725
18/10/2019,02:45:00 PM,5,2,66,56,15,38,14,6206818
18/10/2019,02:50:00 PM,4,14,53,84,16,3,14,6382045
18/10/2019,02:55:00 PM,2,92,39,96,16,7,14,5741591
18/10/2019,03:00:00 PM,3,12,44,5,15,38,14,1195
18/10/2019,03:05:00 PM,4,43,58,74,15,73,13,91403182
18/10/2019,03:10:00 PM,4,79,62,2,16,34,13,83231591
18/10/2019,03:15:00 PM,4,3,57,18,16,59,13,74608636
18/10/2019,03:20:00 PM,3,82,50,84,15,77,13,62719318
18/10/2019,03:25:00 PM,3,77,49,26,15,7,13,59896136
18/10/2019,03:30:00 PM,4,4,57,37,14,78,13,68080682
18/10/2019,03:35:00 PM,5,99,77,1,15,8,13,77363864
18/10/2019,03:40:00 PM,8,46,107,13,15,75,13,71987727
18/10/2019,03:45:00 PM,9,2,112,85,16,64,13,53929318
18/10/2019,03:50:00 PM,7,82,100,9,17,74,13,38732045
18/10/2019,03:55:00 PM,7,43,95,26,17,93,13,27670455
18/10/2019,04:00:00 PM,5,57,71,32,17,16,13,19208864
18/10/2019,04:05:00 PM,4,75,62,37,15,76,13,14528636
18/10/2019,04:10:00 PM,4,37,57,7,14,6,13,11457727
18/10/2019,04:15:00 PM,3,18,43,2,13,85,12,99299545
18/10/2019,04:20:00 PM,2,41,35,93,13,42,12,72038182
18/10/2019,04:25:00 PM,1,92,31,24,13,12,39775682,
18/10/2019,04:30:00 PM,1,7,27,71,12,96,12,8637045
18/10/2019,04:35:00 PM,1,39,23,37,12,69,11,90125
18/10/2019,04:40:00 PM,1,56,24,77,12,44,11,83660455
18/10/2019,04:45:00 PM,1,7,26,4,12,32,11,81731136
18/10/2019,04:50:00 PM,1,76,26,61,12,15,11,84006818
18/10/2019,04:55:00 PM,1,64,25,2,12,23,11,92211818
18/10/2019,05:00:00 PM,1,52,23,18,12,45,12,3250455
18/10/2019,05:05:00 PM,1,52,22,95,12,78,12,17116818
18/10/2019,05:10:00 PM,1,33,21,73,12,94,12,34130682
18/10/2019,05:15:00 PM,1,16,19,92,13,15,12,5139
18/10/2019,05:20:00 PM,0,9,16,7,13,43,12,68906364
18/10/2019,05:25:00 PM,0,59,12,81,13,69,12,81536818
18/10/2019,05:30:00 PM,0,24,8,13,13,72,12,8726
18/10/2019,05:35:00 PM,0,2,3,8,13,63,12,86094091
18/10/2019,05:40:00 PM,0,1,83,13,42,12,81749545,
18/10/2019,05:45:00 PM,0,1,17,13,25,12,73418636,
18/10/2019,05:50:00 PM,0,1,4,12,84,12,60409091,
18/10/2019,05:55:00 PM,0,1,4,12,36,12,44613864,
18/10/2019,06:00:00 PM,x,1,5,11,94,12,29526818,
18/10/2019,06:05:00 PM,x,1,5,11,79,12,14342273,
18/10/2019,06:10:00 PM,x,1,4,11,62,12,1484773,
18/10/2019,06:15:00 PM,x,1,4,11,49,11,89432273,
18/10/2019,06:20:00 PM,x,1,4,11,57,11,79886818,
18/10/2019,06:25:00 PM,x,1,4,11,83,11,74068636,
18/10/2019,06:30:00 PM,x,1,4,11,87,11,73801818,
18/10/2019,06:35:00 PM,x,1,4,11,98,11,74622955,
18/10/2019,06:40:00 PM,x,1,4,11,92,11,76353182,
18/10/2019,06:45:00 PM,x,1,4,11,79,11,79719773,
18/10/2019,06:50:00 PM,x,1,4,11,72,11,81268182,
18/10/2019,06:55:00 PM,x,1,3,11,91,11,79362045,
18/10/2019,07:00:00 PM,x,1,4,11,88,11,78274091,
18/10/2019,07:05:00 PM,x,1,3,11,81,11,78186136,
18/10/2019,07:10:00 PM,x,1,3,11,86,11,80189091,
18/10/2019,07:15:00 PM,x,1,3,11,74,11,85555682,
18/10/2019,07:20:00 PM,x,1,3,11,62,11,92285909,
18/10/2019,07:25:00 PM,x,1,3,11,75,11,95558636,
18/10/2019,07:30:00 PM,x,1,3,11,97,11,98288864,
18/10/2019,07:35:00 PM,x,1,3,12,14,12,2197955,
18/10/2019,07:40:00 PM,x,1,3,12,38,12,6379773,
18/10/2019,07:45:00 PM,x,1,3,12,46,12,12561591,
18/10/2019,07:50:00 PM,x,1,3,12,27,12,20834318,
18/10/2019,07:55:00 PM,x,1,3,12,18,12,27834318,
18/10/2019,08:00:00 PM,x,1,3,12,24,12,33288864,
18/10/2019,08:05:00 PM,x,1,3,12,32,12,38379773,
18/10/2019,08:10:00 PM,x,1,3,12,42,12,43743409,
18/10/2019,08:15:00 PM,x,1,3,12,53,12,50288864,
18/10/2019,08:20:00 PM,x,1,3,12,52,12,58925227,
18/10/2019,08:25:00 PM,x,1,3,12,57,12,676525,
18/10/2019,08:30:00 PM,x,1,3,12,7,12,70107045,
18/10/2019,08:35:00 PM,x,1,3,12,97,12,67379773,
18/10/2019,08:40:00 PM,x,1,3,13,18,12,66473636,
18/10/2019,08:45:00 PM,x,1,3,13,22,12,65382727,
18/10/2019,08:50:00 PM,x,1,3,13,14,12,63655455,
18/10/2019,08:55:00 PM,x,1,3,12,51,12,595675,
18/10/2019,09:00:00 PM,x,1,3,12,2,12,54388636,
18/10/2019,09:05:00 PM,x,1,2,12,32,12,49118864,
18/10/2019,09:10:00 PM,x,1,3,12,41,12,4094,
18/10/2019,09:15:00 PM,x,1,3,12,33,12,32670227,
18/10/2019,09:20:00 PM,x,1,2,12,12,12,25309545,
18/10/2019,09:25:00 PM,x,1,2,12,13,12,24400455,
18/10/2019,09:30:00 PM,x,1,2,12,39,12,27676136,
18/10/2019,09:35:00 PM,x,1,2,12,28,12,29585227,
18/10/2019,09:40:00 PM,x,1,2,12,31,12,29767045,
18/10/2019,09:45:00 PM,x,1,2,12,33,12,26860909,
18/10/2019,09:50:00 PM,x,1,3,12,41,12,24951818,
18/10/2019,09:55:00 PM,x,1,2,12,38,12,22951818,
18/10/2019,10:00:00 PM,x,1,2,12,53,12,17588182,
18/10/2019,10:05:00 PM,x,1,3,12,43,12,13224545,
18/10/2019,10:10:00 PM,x,1,2,12,1,12,9860909,
18/10/2019,10:15:00 PM,x,1,2,11,91,12,6860909,
18/10/2019,10:20:00 PM,x,1,2,11,91,12,5315455,
18/10/2019,10:25:00 PM,x,1,2,11,8,12,4585227,
18/10/2019,10:30:00 PM,x,1,2,11,8,12,1400455,
18/10/2019,10:35:00 PM,x,1,2,11,94,11,99491364,
18/10/2019,10:40:00 PM,x,1,2,12,12,1488409,,
18/10/2019,10:45:00 PM,x,1,3,12,24,12,3849091,
18/10/2019,10:50:00 PM,x,1,3,12,3,12,6391591,
18/10/2019,10:55:00 PM,x,1,3,12,18,12,10570455,
18/10/2019,11:00:00 PM,x,1,3,12,22,12,14476591,
18/10/2019,11:05:00 PM,x,1,3,12,23,12,1611,
18/10/2019,11:10:00 PM,x,1,3,12,17,12,16834318,
18/10/2019,11:15:00 PM,x,1,3,12,19,12,15107045,
18/10/2019,11:20:00 PM,x,1,3,12,26,12,11837273,
18/10/2019,11:25:00 PM,x,1,3,12,23,12,10840227,
18/10/2019,11:30:00 PM,x,1,3,12,12,12,10297727,
18/10/2019,11:35:00 PM,x,1,3,12,8,12,9118864,
18/10/2019,11:40:00 PM,x,1,3,12,5,12,9121818,
18/10/2019,11:45:00 PM,x,1,2,11,94,12,8215682,
18/10/2019,11:50:00 PM,x,1,2,12,7,12,4855,
18/10/2019,11:55:00 PM,x,1,2,12,16,12,1130682,
19/10/2019,12:00:00 AM,x,1,2,12,1,11,97679091,
19/10/2019,12:05:00 AM,x,1,2,12,17,11,92591136,
19/10/2019,12:10:00 AM,x,1,2,12,9,11,87866818,
19/10/2019,12:15:00 AM,x,1,2,11,89,11,82866818,
19/10/2019,12:20:00 AM,x,1,2,11,82,11,76685,
19/10/2019,12:25:00 AM,x,1,2,11,74,11,69775909,
19/10/2019,12:30:00 AM,x,1,2,11,52,11,62866818,
19/10/2019,12:35:00 AM,x,1,2,11,53,11,55957727,
19/10/2019,12:40:00 AM,x,1,2,11,39,11,49594091,
19/10/2019,12:45:00 AM,x,1,2,11,39,11,43957727,
19/10/2019,12:50:00 AM,x,1,2,11,4,11,40139545,
19/10/2019,12:55:00 AM,x,1,2,11,34,11,38685,
19/10/2019,01:00:00 AM,x,1,2,11,41,11,39230455,
19/10/2019,01:05:00 AM,x,1,2,11,39,11,37775909,
19/10/2019,01:10:00 AM,x,1,2,11,27,11,37685,
19/10/2019,01:15:00 AM,x,1,2,11,4,11,37230455,
19/10/2019,01:20:00 AM,x,1,2,11,58,11,36594091,
19/10/2019,01:25:00 AM,x,1,2,11,58,11,36324318,
19/10/2019,01:30:00 AM,x,1,2,11,37,11,366,
19/10/2019,01:35:00 AM,x,1,2,11,38,11,38236364,
19/10/2019,01:40:00 AM,x,1,2,11,34,11,39781818,
19/10/2019,01:45:00 AM,x,1,2,11,33,11,36872727,
19/10/2019,01:50:00 AM,x,1,1,11,31,11,326,
19/10/2019,01:55:00 AM,x,1,1,11,44,11,27602955,
19/10/2019,02:00:00 AM,x,1,2,11,57,11,24242273,
19/10/2019,02:05:00 AM,x,1,2,11,44,11,20245227,
19/10/2019,02:10:00 AM,x,1,2,11,8,11,18063409,
19/10/2019,02:15:00 AM,x,1,2,11,11,11,19063409,
19/10/2019,02:20:00 AM,x,1,1,11,3,11,19787727,
19/10/2019,02:25:00 AM,x,1,1,11,11,19784773,,
19/10/2019,02:30:00 AM,x,1,1,10,94,11,17875682,
19/10/2019,02:35:00 AM,x,1,2,11,1,11,15330227,
19/10/2019,02:40:00 AM,x,1,2,11,44,11,17424091,
19/10/2019,02:45:00 AM,x,1,2,11,39,11,19063409,
19/10/2019,02:50:00 AM,x,1,2,11,44,11,21336136,
19/10/2019,02:55:00 AM,x,1,2,11,36,11,24154318,
19/10/2019,03:00:00 AM,x,1,2,11,16,11,27063409,
19/10/2019,03:05:00 AM,x,1,1,11,31,11,28339091,
19/10/2019,03:10:00 AM,x,1,1,11,29,11,26523864,
19/10/2019,03:15:00 AM,x,1,1,11,28,11,258875,
19/10/2019,03:20:00 AM,x,1,1,11,31,11,24160227,
19/10/2019,03:25:00 AM,x,1,1,11,26,11,22796591,
19/10/2019,03:30:00 AM,x,1,1,11,24,11,22981364,
19/10/2019,03:35:00 AM,x,1,1,11,24,11,21708636,
19/10/2019,03:40:00 AM,x,1,2,11,32,11,20526818,
19/10/2019,03:45:00 AM,x,1,2,11,25,11,18526818,
19/10/2019,03:50:00 AM,x,1,2,11,21,11,16163182,
19/10/2019,03:55:00 AM,x,1,1,11,18,11,14978409,
19/10/2019,04:00:00 AM,x,1,1,11,17,11,14160227,
19/10/2019,04:05:00 AM,x,1,1,11,16,11,13796591,
19/10/2019,04:10:00 AM,x,1,1,11,6,11,12435909,
19/10/2019,04:15:00 AM,x,1,1,11,5,11,118025,
19/10/2019,04:20:00 AM,x,1,2,11,13,11,1326,
19/10/2019,04:25:00 AM,x,1,1,11,15,11,16350909,
19/10/2019,04:30:00 AM,x,1,1,11,2,11,19623636,
19/10/2019,04:35:00 AM,x,1,1,11,17,11,22896364,
19/10/2019,04:40:00 AM,x,1,1,11,18,11,27532727,
19/10/2019,04:45:00 AM,x,1,1,11,37,11,32805455,
19/10/2019,04:50:00 AM,x,1,1,11,52,11,377175,
19/10/2019,04:55:00 AM,x,1,1,11,53,11,42899318,
19/10/2019,05:00:00 AM,x,1,1,11,52,11,477175,
19/10/2019,05:05:00 AM,x,1,1,11,57,11,52353864,
19/10/2019,05:10:00 AM,x,1,1,11,63,11,56523864,
19/10/2019,05:15:00 AM,x,1,1,11,67,11,57705,
19/10/2019,05:20:00 AM,x,1,1,11,72,11,57757727,
19/10/2019,05:25:00 AM,x,1,1,11,73,11,57080682,
19/10/2019,05:30:00 AM,x,1,1,11,68,11,5532,
19/10/2019,05:35:00 AM,x,1,5,11,64,11,53931364,
19/10/2019,05:40:00 AM,0,1,32,11,51,11,53099318,
19/10/2019,05:45:00 AM,0,2,37,11,57,11,52585,
19/10/2019,05:50:00 AM,0,7,4,84,11,58,11,50614318
19/10/2019,05:55:00 AM,0,28,8,2,11,56,11,47700909
19/10/2019,06:00:00 AM,0,36,9,71,11,7,11,43529773
19/10/2019,06:05:00 AM,0,38,9,98,11,83,11,42869091
19/10/2019,06:10:00 AM,0,95,17,52,12,15,11,46104318
19/10/2019,06:15:00 AM,1,85,27,68,12,37,11,4887
19/10/2019,06:20:00 AM,2,76,37,64,12,6,11,52508182
19/10/2019,06:25:00 AM,3,72,50,82,12,84,11,57697045
19/10/2019,06:30:00 AM,3,91,53,44,13,27,11,60697273
19/10/2019,06:35:00 AM,3,43,46,37,13,33,11,63100682
19/10/2019,06:40:00 AM,3,73,50,24,13,43,11,69026818
19/10/2019,06:45:00 AM,4,4,58,68,13,73,11,77088182
19/10/2019,06:50:00 AM,5,83,70,33,14,15,11,87399091
19/10/2019,06:55:00 AM,7,25,86,94,14,54,11,99494318
19/10/2019,07:00:00 AM,8,32,101,23,15,6,12,8442955
19/10/2019,07:05:00 AM,7,49,93,77,15,28,12,16108636
19/10/2019,07:10:00 AM,7,6,95,78,15,47,12,258925
19/10/2019,07:15:00 AM,7,9,88,28,15,38,12,36849545
19/10/2019,07:20:00 AM,6,6,82,19,15,19,12,50238636
19/10/2019,07:25:00 AM,6,86,87,46,15,36,12,64735909
19/10/2019,07:30:00 AM,6,86,89,4,15,56,12,80291136
19/10/2019,07:35:00 AM,6,82,88,51,15,75,12,86064773
19/10/2019,07:40:00 AM,6,66,86,21,15,83,12,92509773
19/10/2019,07:45:00 AM,5,89,76,9,15,81,12,980525
19/10/2019,07:50:00 AM,5,62,74,18,15,72,13,9575455
19/10/2019,07:55:00 AM,4,86,66,12,15,63,13,21728182
19/10/2019,08:00:00 AM,7,33,96,69,16,1,13,31532045
19/10/2019,08:05:00 AM,8,14,104,12,16,45,13,389625
19/10/2019,08:10:00 AM,9,83,121,52,17,7,13,29602045
19/10/2019,08:15:00 AM,9,5,112,42,17,44,13,19245909
19/10/2019,08:20:00 AM,9,76,114,2,17,56,13,19504545
19/10/2019,08:25:00 AM,10,1,119,55,17,63,13,55105
19/10/2019,08:30:00 AM,11,4,134,13,18,5,13,94252273
19/10/2019,08:35:00 AM,18,46,231,43,19,52,14,26694773
19/10/2019,08:40:00 AM,25,16,320,68,22,62,14,63731818
19/10/2019,08:45:00 AM,28,18,373,92,25,49,14,78748636
19/10/2019,08:50:00 AM,20,46,255,78,25,71,14,84420682
19/10/2019,08:55:00 AM,17,18,209,73,23,99,14,68458864
19/10/2019,09:00:00 AM,16,74,202,93,23,23,14,18639773
19/10/2019,09:05:00 AM,13,66,162,1,22,46,13,75429091
19/10/2019,09:10:00 AM,14,5,167,44,20,88,14,406875
19/10/2019,09:15:00 AM,16,16,195,13,20,82,14,44455
19/10/2019,09:20:00 AM,23,22,298,19,21,68,14,254775
19/10/2019,09:25:00 AM,34,79,485,21,23,98,13,34470909
19/10/2019,09:30:00 AM,55,13,759,22,31,92,13,9120909
19/10/2019,09:35:00 AM,29,62,387,19,31,96,12,45206136
19/10/2019,09:40:00 AM,31,8,423,63,27,52,12,27093636
19/10/2019,09:45:00 AM,25,84,317,55,25,63,12,43233864
19/10/2019,09:50:00 AM,43,91,562,6,25,43,12,23968182
19/10/2019,09:55:00 AM,35,64,464,73,28,95,12,66312955
19/10/2019,10:00:00 AM,47,8,623,26,30,42,13,7298636
19/10/2019,10:05:00 AM,50,14,690,59,35,89,12,35145227
