Fecha,Hora,Potencia [kW],Insolaci�n [W/m�],Temperatura de modulos [�C],Temperatura ambiente [�C],,,,
20/10/2019,08:50:00 PM,x,1,3,11,58,11,46470682,
20/10/2019,08:55:00 PM,x,1,3,11,54,11,52195,
20/10/2019,09:00:00 PM,x,1,3,11,44,11,58646591,
20/10/2019,09:05:00 PM,x,1,3,11,47,11,61464773,
20/10/2019,09:10:00 PM,x,1,3,11,6,11,61464773,
20/10/2019,09:15:00 PM,x,1,3,11,81,11,57373864,
20/10/2019,09:20:00 PM,x,1,4,11,92,11,50467727,
20/10/2019,09:25:00 PM,x,1,4,12,3,11,44743409,
20/10/2019,09:30:00 PM,x,1,3,11,75,11,40655455,
20/10/2019,09:35:00 PM,x,1,3,11,48,11,35385682,
20/10/2019,09:40:00 PM,x,1,3,11,6,11,27297727,
20/10/2019,09:45:00 PM,x,1,2,10,82,11,17755227,
20/10/2019,09:50:00 PM,x,1,2,10,91,11,8670227,
20/10/2019,09:55:00 PM,x,1,2,10,99,10,98857955,
20/10/2019,10:00:00 PM,x,1,2,10,89,10,89315455,
20/10/2019,10:05:00 PM,x,1,2,10,71,10,82045682,
20/10/2019,10:10:00 PM,x,1,2,10,76,10,79594091,
20/10/2019,10:15:00 PM,x,1,2,10,92,10,81048636,
20/10/2019,10:20:00 PM,x,1,2,10,95,10,81594091,
20/10/2019,10:25:00 PM,x,1,2,10,7,10,80866818,
20/10/2019,10:30:00 PM,x,1,2,10,68,10,81682045,
20/10/2019,10:35:00 PM,x,1,2,10,79,10,85133636,
20/10/2019,10:40:00 PM,x,1,2,10,98,10,89039773,
20/10/2019,10:45:00 PM,x,1,2,10,97,10,94400455,
20/10/2019,10:50:00 PM,x,1,2,10,91,10,99761136,
20/10/2019,10:55:00 PM,x,1,3,10,98,11,694,
20/10/2019,11:00:00 PM,x,1,3,11,9,11,16755227,
20/10/2019,11:05:00 PM,x,1,3,11,19,11,24934091,
20/10/2019,11:10:00 PM,x,1,3,11,51,11,32385682,
20/10/2019,11:15:00 PM,x,1,3,11,54,11,38564545,
20/10/2019,11:20:00 PM,x,1,3,11,49,11,47291818,
20/10/2019,11:25:00 PM,x,1,3,11,76,11,53564545,
20/10/2019,11:30:00 PM,x,1,3,11,69,11,57658409,
20/10/2019,11:35:00 PM,x,1,3,11,8,11,59661364,
20/10/2019,11:40:00 PM,x,1,3,11,65,11,57300682,
20/10/2019,11:45:00 PM,x,1,2,11,87,11,54121818,
20/10/2019,11:50:00 PM,x,1,3,11,67,11,51124773,
20/10/2019,11:55:00 PM,x,1,2,11,54,11,45494318,
21/10/2019,12:00:00 AM,x,1,2,11,41,11,40863864,
21/10/2019,12:05:00 AM,x,1,2,11,25,11,35778864,
21/10/2019,12:10:00 AM,x,1,2,11,19,11,31966591,
21/10/2019,12:15:00 AM,x,1,2,11,16,11,260575,
21/10/2019,12:20:00 AM,x,1,1,11,14,11,22242273,
21/10/2019,12:25:00 AM,x,1,1,11,18,11,20333182,
21/10/2019,12:30:00 AM,x,1,1,11,24,11,19333182,
21/10/2019,12:35:00 AM,x,1,1,11,23,11,19242273,
21/10/2019,12:40:00 AM,x,1,2,11,22,11,19605909,
21/10/2019,12:45:00 AM,x,1,2,11,25,11,21515,
21/10/2019,12:50:00 AM,x,1,2,11,33,11,26239318,
21/10/2019,12:55:00 AM,x,1,2,11,3,11,30418182,
21/10/2019,01:00:00 AM,x,1,2,11,24,11,33687955,
21/10/2019,01:05:00 AM,x,1,2,11,23,11,34866818,
21/10/2019,01:10:00 AM,x,1,2,11,37,11,35233409,
21/10/2019,01:15:00 AM,x,1,2,11,66,11,35054545,
21/10/2019,01:20:00 AM,x,1,2,11,64,11,34054545,
21/10/2019,01:25:00 AM,x,1,2,11,6,11,32966591,
21/10/2019,01:30:00 AM,x,1,2,11,36,11,31969545,
21/10/2019,01:35:00 AM,x,1,1,11,26,11,30699773,
21/10/2019,01:40:00 AM,x,1,1,11,23,11,27520909,
21/10/2019,01:45:00 AM,x,1,2,11,22,11,20978409,
21/10/2019,01:50:00 AM,x,1,1,11,18,11,14163182,
21/10/2019,01:55:00 AM,x,1,1,11,13,11,7617727,
21/10/2019,02:00:00 AM,x,1,1,11,9,11,1893409,
21/10/2019,02:05:00 AM,x,1,1,11,2,10,94711591,
21/10/2019,02:10:00 AM,x,1,1,10,94,10,86438864,
21/10/2019,02:15:00 AM,x,1,1,10,89,10,78896364,
21/10/2019,02:20:00 AM,x,1,2,10,88,10,72620682,
21/10/2019,02:25:00 AM,x,1,1,10,73,10,67526818,
21/10/2019,02:30:00 AM,x,1,1,10,47,10,63251136,
21/10/2019,02:35:00 AM,x,1,1,10,32,10,59793636,
21/10/2019,02:40:00 AM,x,1,1,10,39,10,57699773,
21/10/2019,02:45:00 AM,x,1,2,10,49,10,56969545,
21/10/2019,02:50:00 AM,x,1,2,10,57,10,56515,
21/10/2019,02:55:00 AM,x,1,2,10,62,10,57512045,
21/10/2019,03:00:00 AM,x,1,2,10,64,10,61054545,
21/10/2019,03:05:00 AM,x,1,2,10,71,10,661425,
21/10/2019,03:10:00 AM,x,1,2,10,81,10,70775909,
21/10/2019,03:15:00 AM,x,1,2,10,83,10,74412273,
21/10/2019,03:20:00 AM,x,1,2,10,84,10,77318409,
21/10/2019,03:25:00 AM,x,1,2,10,86,10,79860909,
21/10/2019,03:30:00 AM,x,1,2,10,88,10,82042727,
21/10/2019,03:35:00 AM,x,1,2,10,9,10,83497273,
21/10/2019,03:40:00 AM,x,1,2,10,89,10,85224545,
21/10/2019,03:45:00 AM,x,1,3,10,89,10,89767045,
21/10/2019,03:50:00 AM,x,1,3,10,9,10,95855,
21/10/2019,03:55:00 AM,x,1,2,10,88,11,2670227,
21/10/2019,04:00:00 AM,x,1,2,10,87,11,7212727,
21/10/2019,04:05:00 AM,x,1,2,11,11,11576364,,
21/10/2019,04:10:00 AM,x,1,3,11,33,11,15121818,
21/10/2019,04:15:00 AM,x,1,3,11,51,11,183975,
21/10/2019,04:20:00 AM,x,1,3,11,61,11,21582273,
21/10/2019,04:25:00 AM,x,1,3,11,38,11,253125,
21/10/2019,04:30:00 AM,x,1,2,11,38,11,27585227,
21/10/2019,04:35:00 AM,x,1,2,11,28,11,27497273,
21/10/2019,04:40:00 AM,x,1,2,11,25,11,23775909,
21/10/2019,04:45:00 AM,x,1,2,11,25,11,17963636,
21/10/2019,04:50:00 AM,x,1,1,11,29,11,10878636,
21/10/2019,04:55:00 AM,x,1,2,11,12,11,543,
21/10/2019,05:00:00 AM,x,1,1,10,99,10,99978409,
21/10/2019,05:05:00 AM,x,1,1,10,92,10,96614773,
21/10/2019,05:10:00 AM,x,1,1,10,87,10,95215682,
21/10/2019,05:15:00 AM,x,1,1,10,83,10,94548409,
21/10/2019,05:20:00 AM,x,1,1,10,78,10,92945682,
21/10/2019,05:25:00 AM,x,1,1,10,78,10,94001364,
21/10/2019,05:30:00 AM,x,1,2,10,91,10,963175,
21/10/2019,05:35:00 AM,0,1,14,11,1,10,97910682,
21/10/2019,05:40:00 AM,0,1,74,11,2,10,95883636,
21/10/2019,05:45:00 AM,0,3,5,11,18,10,92623864,
21/10/2019,05:50:00 AM,0,12,6,37,11,41,10,90206364
21/10/2019,05:55:00 AM,0,49,11,94,11,6,10,8718
21/10/2019,06:00:00 AM,1,1,19,31,11,69,10,83624091
21/10/2019,06:05:00 AM,1,82,30,64,11,61,10,74447045
21/10/2019,06:10:00 AM,2,46,39,12,11,71,10,64697727
21/10/2019,06:15:00 AM,2,68,41,5,11,83,10,57711364
21/10/2019,06:20:00 AM,2,99,46,33,11,92,10,45468864
21/10/2019,06:25:00 AM,3,2,48,44,12,6,10,40871364
21/10/2019,06:30:00 AM,4,32,66,97,12,23,10,64051364
21/10/2019,06:35:00 AM,5,23,82,43,12,75,10,94849545
21/10/2019,06:40:00 AM,6,43,92,85,13,33,11,28143864
21/10/2019,06:45:00 AM,10,34,145,96,14,6,11,62145455
21/10/2019,06:50:00 AM,9,83,186,27,16,76,11,78022273
21/10/2019,06:55:00 AM,9,149,47,18,47,11,96832727,
21/10/2019,07:00:00 AM,6,7,122,4,17,98,12,27502955
21/10/2019,07:05:00 AM,4,85,111,97,17,74,12,58535455
21/10/2019,07:10:00 AM,3,89,66,11,16,37,12,79179318
21/10/2019,07:15:00 AM,7,52,127,67,16,31,12,93592727
21/10/2019,07:20:00 AM,9,23,146,62,17,32,13,17688182
21/10/2019,07:25:00 AM,9,55,138,24,17,92,13,23587273
21/10/2019,07:30:00 AM,9,31,122,32,17,46,13,40200455
21/10/2019,07:35:00 AM,13,54,185,44,18,61,13,72056591
21/10/2019,07:40:00 AM,19,22,295,33,21,4,13,98133409
21/10/2019,07:45:00 AM,20,63,306,87,23,33,14,26957045
21/10/2019,07:50:00 AM,21,32,343,35,25,42,14,30983636
21/10/2019,07:55:00 AM,18,8,296,94,25,48,14,2436
21/10/2019,08:00:00 AM,14,48,201,38,24,15,14,27520909
21/10/2019,08:05:00 AM,12,9,181,85,23,14,471725,
21/10/2019,08:10:00 AM,12,76,177,19,21,9,14,87089773
21/10/2019,08:15:00 AM,18,6,254,53,21,27,15,12155909
21/10/2019,08:20:00 AM,23,52,331,12,23,46,15,9964091
21/10/2019,08:25:00 AM,23,94,357,16,25,44,14,5648
21/10/2019,08:30:00 AM,23,87,339,85,25,79,14,85456818
21/10/2019,08:35:00 AM,22,9,327,61,26,48,14,84907273
21/10/2019,08:40:00 AM,21,49,300,8,25,89,15,6080227
21/10/2019,08:45:00 AM,34,61,489,23,29,92,15,34196136
21/10/2019,08:50:00 AM,51,56,741,4,34,3,15,71033182
21/10/2019,08:55:00 AM,30,14,423,92,34,57,16,91141818
21/10/2019,09:00:00 AM,35,52,491,71,33,1,17,64971364
21/10/2019,09:05:00 AM,37,55,489,22,33,56,17,64613864
21/10/2019,09:10:00 AM,47,16,637,83,36,82,17,50721591
21/10/2019,09:15:00 AM,52,85,769,21,41,75,17,89337273
21/10/2019,09:20:00 AM,23,5,337,1,38,18,94164091,
21/10/2019,09:25:00 AM,27,6,353,35,34,35,19,80652727
21/10/2019,09:30:00 AM,43,22,588,82,34,93,20,97951818
21/10/2019,09:35:00 AM,68,36,947,82,45,39,21,37656364
21/10/2019,09:40:00 AM,71,58,993,3,50,55,22,41153864
21/10/2019,09:45:00 AM,62,89,951,78,52,41,23,9739545
21/10/2019,09:50:00 AM,48,77,684,42,52,55,22,67273636
21/10/2019,09:55:00 AM,30,88,402,39,43,1,21,45252955
21/10/2019,10:00:00 AM,45,98,626,22,42,38,22,69624091
21/10/2019,10:05:00 AM,26,42,358,3,39,12,22,67090227
21/10/2019,10:10:00 AM,23,76,314,92,34,53,22,28025
21/10/2019,10:15:00 AM,22,43,283,6,31,59,22,92193864
21/10/2019,10:20:00 AM,62,53,849,42,37,5,21,456975
21/10/2019,10:25:00 AM,22,3,289,41,38,88,20,86245227
21/10/2019,10:30:00 AM,57,46,802,55,40,39,22,12219318
21/10/2019,10:35:00 AM,78,1,1104,12,47,8,22,31962955
21/10/2019,10:40:00 AM,34,14,493,84,47,36,21,45094091
21/10/2019,10:45:00 AM,61,82,914,1,43,9,21,6123
21/10/2019,10:50:00 AM,59,94,886,69,52,21,22,85566591
21/10/2019,10:55:00 AM,18,76,258,44,27,23,3611818,
21/10/2019,11:00:00 AM,19,46,246,86,37,67,24,11487955
21/10/2019,11:05:00 AM,45,97,684,63,36,99,25,36012727
21/10/2019,11:10:00 AM,43,66,643,14,45,5,24,58929545
21/10/2019,11:15:00 AM,46,21,679,5,45,19,24,93529545
21/10/2019,11:20:00 AM,19,78,250,18,39,59,24,58488636
21/10/2019,11:25:00 AM,17,35,216,2,33,2,23,96775909
21/10/2019,11:30:00 AM,15,4,196,19,31,27,23,61079545
21/10/2019,11:35:00 AM,18,9,243,66,30,75,24,50701818
21/10/2019,11:40:00 AM,34,4,441,3,32,34,24,49619545
21/10/2019,11:45:00 AM,47,75,629,29,39,99,24,34322273
21/10/2019,11:50:00 AM,20,64,252,72,37,31,23,2988409
21/10/2019,11:55:00 AM,16,84,214,14,32,68,22,15653636
21/10/2019,12:00:00 PM,16,2,208,37,31,37,21,36051136
21/10/2019,12:05:00 PM,13,3,169,88,29,55,21,21026591
21/10/2019,12:10:00 PM,9,76,130,21,25,67,21,55292045
21/10/2019,12:15:00 PM,16,99,207,31,23,75,21,61497045
21/10/2019,12:20:00 PM,24,95,284,41,25,81,20,68816818
21/10/2019,12:25:00 PM,34,85,399,46,29,12,19,93003636
21/10/2019,12:30:00 PM,24,4,278,82,30,24,19,10956591
21/10/2019,12:35:00 PM,11,6,117,94,25,6,18,13659773
21/10/2019,12:40:00 PM,5,22,62,75,22,26,17,81545227
21/10/2019,12:45:00 PM,4,15,55,33,20,7,18,1592045
21/10/2019,12:50:00 PM,6,47,93,2,20,41,18,25334773
21/10/2019,12:55:00 PM,11,69,157,76,20,7,18,47509318
21/10/2019,01:00:00 PM,24,44,303,5,23,19,18,10694545
21/10/2019,01:05:00 PM,20,53,218,29,25,17,53834773,
21/10/2019,01:10:00 PM,10,66,120,69,23,14,17,20808864
21/10/2019,01:15:00 PM,5,59,68,5,21,39,16,89063864
21/10/2019,01:20:00 PM,4,54,60,1,20,53,17,25929318
21/10/2019,01:25:00 PM,7,96,101,27,20,42,17,73764545
21/10/2019,01:30:00 PM,19,81,216,85,22,56,18,26049318
21/10/2019,01:35:00 PM,28,8,278,53,25,64,18,33617045
21/10/2019,01:40:00 PM,52,49,419,39,29,4,18,2145682
21/10/2019,01:45:00 PM,25,94,241,4,29,27,17,97705909
21/10/2019,01:50:00 PM,15,95,190,1,27,1,18,8567045
21/10/2019,01:55:00 PM,20,78,244,69,27,3,18,18492045
21/10/2019,02:00:00 PM,16,79,202,83,25,33,18,11123636
21/10/2019,02:05:00 PM,33,61,281,67,24,91,17,87891364
21/10/2019,02:10:00 PM,19,33,212,25,58,17,79546818,
21/10/2019,02:15:00 PM,8,36,104,57,23,17,17,23965227
21/10/2019,02:20:00 PM,4,79,55,37,20,2,16,71153182
21/10/2019,02:25:00 PM,4,84,59,2,16,62,16,17365909
21/10/2019,02:30:00 PM,4,8,61,47,16,3,15,75071136
21/10/2019,02:35:00 PM,5,75,74,71,16,92,15,55200455
21/10/2019,02:40:00 PM,5,18,69,47,17,58,14,88465
21/10/2019,02:45:00 PM,4,42,59,22,16,95,14,18135455
21/10/2019,02:50:00 PM,7,67,91,97,16,15,13,69880909
21/10/2019,02:55:00 PM,6,52,79,52,16,67,13,48571364
21/10/2019,03:00:00 PM,9,85,125,54,17,65,13,41786136
21/10/2019,03:05:00 PM,13,25,155,72,16,41,13,31759545
21/10/2019,03:10:00 PM,8,89,97,7,15,19,13,15325455
21/10/2019,03:15:00 PM,4,57,57,77,14,79,13,8314773
21/10/2019,03:20:00 PM,6,68,83,76,15,8,13,25010909
21/10/2019,03:25:00 PM,6,91,83,82,16,1,13,26308182
21/10/2019,03:30:00 PM,7,81,94,8,16,47,13,31417727
21/10/2019,03:35:00 PM,8,87,112,17,17,16,13,68667727
21/10/2019,03:40:00 PM,8,33,105,41,17,68,14,10163182
21/10/2019,03:45:00 PM,7,32,95,46,18,1,14,49654091
21/10/2019,03:50:00 PM,11,52,148,36,19,5,14,93053864
21/10/2019,03:55:00 PM,16,96,206,4,20,84,15,24343409
21/10/2019,04:00:00 PM,18,3,216,72,22,49,15,50826136
21/10/2019,04:05:00 PM,14,4,162,47,21,88,15,77050682
21/10/2019,04:10:00 PM,7,51,90,57,20,2,15,92400682
21/10/2019,04:15:00 PM,3,98,51,33,18,8,15,98195455
21/10/2019,04:20:00 PM,3,36,38,84,17,99,16,10808636
21/10/2019,04:25:00 PM,1,94,27,32,17,19,16,23654091
21/10/2019,04:30:00 PM,0,83,15,41,16,9,16,24192045
21/10/2019,04:35:00 PM,0,53,11,61,16,32,16,13720455
21/10/2019,04:40:00 PM,0,3,8,77,15,92,15,95294318
21/10/2019,04:45:00 PM,0,16,6,9,15,84,15,76108864
21/10/2019,04:50:00 PM,0,34,10,15,87,15,63525909,
21/10/2019,04:55:00 PM,0,77,16,13,16,3,15,56798409
21/10/2019,05:00:00 PM,1,1,18,22,16,4,15,47333864
21/10/2019,05:05:00 PM,1,18,20,32,15,89,15,38858182
21/10/2019,05:10:00 PM,1,1,19,65,15,66,15,31854545
21/10/2019,05:15:00 PM,0,23,7,89,15,6,15,23846818
21/10/2019,05:20:00 PM,0,2,9,15,63,15,16303409,
21/10/2019,05:25:00 PM,0,1,29,15,4,15,7304318,
21/10/2019,05:30:00 PM,0,1,22,15,5,14,96735,
21/10/2019,05:35:00 PM,0,1,9,14,9,14,87240682,
21/10/2019,05:40:00 PM,0,1,8,14,77,14,78460455,
21/10/2019,05:45:00 PM,0,1,7,14,75,14,673875,
21/10/2019,05:50:00 PM,0,1,5,14,55,14,55055455,
21/10/2019,05:55:00 PM,x,1,7,14,32,14,46214318,
21/10/2019,06:00:00 PM,x,1,7,14,22,14,41534318,
21/10/2019,06:05:00 PM,x,1,6,14,9,14,37634091,
21/10/2019,06:10:00 PM,x,1,6,14,16,14,33549091,
21/10/2019,06:15:00 PM,x,1,6,14,24,14,27915682,
21/10/2019,06:20:00 PM,x,1,6,14,42,14,2364,
21/10/2019,06:25:00 PM,x,1,6,14,53,14,21370227,
21/10/2019,06:30:00 PM,x,1,6,14,47,14,21282273,
21/10/2019,06:35:00 PM,x,1,6,14,32,14,23645909,
21/10/2019,06:40:00 PM,x,1,6,14,13,14,26464091,
21/10/2019,06:45:00 PM,x,1,6,14,8,14,300125,
21/10/2019,06:50:00 PM,x,1,6,14,7,14,32833636,
21/10/2019,06:55:00 PM,x,1,6,14,21,14,3347,
21/10/2019,07:00:00 PM,x,1,6,14,35,14,32563864,
21/10/2019,07:05:00 PM,x,1,6,14,47,14,31475909,
21/10/2019,07:10:00 PM,x,1,5,14,63,14,34024318,
21/10/2019,07:15:00 PM,x,1,5,14,73,14,38936364,
21/10/2019,07:20:00 PM,x,1,6,14,6,14,44575682,
21/10/2019,07:25:00 PM,x,1,5,14,37,14,49302955,
21/10/2019,07:30:00 PM,x,1,5,14,2,14,53487727,
21/10/2019,07:35:00 PM,x,1,5,14,41,14,586725,
21/10/2019,07:40:00 PM,x,1,5,14,62,14,63305909,
21/10/2019,07:45:00 PM,x,1,5,14,69,14,66578636,
21/10/2019,07:50:00 PM,x,1,6,14,73,14,70308864,
21/10/2019,07:55:00 PM,x,1,5,14,81,14,75127045,
21/10/2019,08:00:00 PM,x,1,5,15,4,14,80581591,
21/10/2019,08:05:00 PM,x,1,6,15,14,14,83581591,
21/10/2019,08:10:00 PM,x,1,5,15,9,14,83763409,
21/10/2019,08:15:00 PM,x,1,5,15,1,14,80854318,
21/10/2019,08:20:00 PM,x,1,5,14,9,14,74860227,
21/10/2019,08:25:00 PM,x,1,5,14,8,14,65681364,
21/10/2019,08:30:00 PM,x,1,5,14,74,14,50866136,
21/10/2019,08:35:00 PM,x,1,5,14,64,14,30508409,
21/10/2019,08:40:00 PM,x,1,5,14,37,14,5787045,
21/10/2019,08:45:00 PM,x,1,4,14,7,13,782475,
21/10/2019,08:50:00 PM,x,1,4,13,8,13,49344318,
21/10/2019,08:55:00 PM,x,1,4,13,41,13,18625909,
21/10/2019,09:00:00 PM,x,1,4,12,9,12,86268182,
21/10/2019,09:05:00 PM,x,1,3,12,37,12,55095227,
21/10/2019,09:10:00 PM,x,1,3,11,98,12,26740455,
21/10/2019,09:15:00 PM,x,1,3,11,72,12,928182,
21/10/2019,09:20:00 PM,x,1,2,11,42,11,76931136,
21/10/2019,09:25:00 PM,x,1,3,11,18,11,55391591,
21/10/2019,09:30:00 PM,x,1,2,11,21,11,37761136,
21/10/2019,09:35:00 PM,x,1,2,11,25,11,25033864,
21/10/2019,09:40:00 PM,x,1,2,11,23,11,20215682,
21/10/2019,09:45:00 PM,x,1,3,11,16,11,21670227,
21/10/2019,09:50:00 PM,x,1,2,11,4,11,27391591,
21/10/2019,09:55:00 PM,x,1,2,10,96,11,36297727,
21/10/2019,10:00:00 PM,x,1,3,10,97,11,45473636,
21/10/2019,10:05:00 PM,x,1,3,11,45,11,55740455,
21/10/2019,10:10:00 PM,x,1,3,11,88,11,67825455,
21/10/2019,10:15:00 PM,x,1,4,12,5,11,80458864,
21/10/2019,10:20:00 PM,x,1,4,12,16,11,94543864,
21/10/2019,10:25:00 PM,x,1,4,12,22,12,7265227,
21/10/2019,10:30:00 PM,x,1,4,12,38,12,15174318,
21/10/2019,10:35:00 PM,x,1,4,12,56,12,14537955,
21/10/2019,10:40:00 PM,x,1,4,12,55,12,89925,
21/10/2019,10:45:00 PM,x,1,4,12,59,12,4177273,
21/10/2019,10:50:00 PM,x,1,4,12,36,12,3180227,
21/10/2019,10:55:00 PM,x,1,3,11,84,12,7183182,
21/10/2019,11:00:00 PM,x,1,3,11,38,12,14092273,
21/10/2019,11:05:00 PM,x,1,3,11,27,12,19819545,
21/10/2019,11:10:00 PM,x,1,3,11,52,12,24365,
21/10/2019,11:15:00 PM,x,1,3,12,5,12,27274091,
21/10/2019,11:20:00 PM,x,1,3,12,66,12,31095227,
21/10/2019,11:25:00 PM,x,1,4,13,14,12,39095227,
21/10/2019,11:30:00 PM,x,1,4,13,19,12,52458864,
21/10/2019,11:35:00 PM,x,1,4,13,5,12,653395,
21/10/2019,11:40:00 PM,x,1,4,12,91,12,78304722,
21/10/2019,11:45:00 PM,x,1,3,12,78,12,8788625,
21/10/2019,11:50:00 PM,x,1,3,12,72,12,91491071,
21/10/2019,11:55:00 PM,x,1,3,12,85,12,88302917,
