Fecha,Hora,Potencia [kW],Insolacion [W/m2],Temperatura de modulos [°C],Temperatura Ambiente [°C]
10/05/2019,10:50:00 PM,x,1.05,10.47,10.43053864
10/05/2019,10:55:00 PM,x,1.05,10.39,10.37962955
10/05/2019,11:00:00 PM,x,1.05,10.4,10.31875
10/05/2019,11:05:00 PM,x,1.05,10.38,10.26150682
10/05/2019,11:10:00 PM,x,1.04,10.31,10.21244545
10/05/2019,11:15:00 PM,x,1.04,10.22,10.15699091
10/05/2019,11:20:00 PM,x,1.04,10.09,10.11065682
10/05/2019,11:25:00 PM,x,1.04,9.96,10.07432273
10/05/2019,11:30:00 PM,x,1.04,9.95,10.031625
10/05/2019,11:35:00 PM,x,1.04,10.01,9.983472727
10/05/2019,11:40:00 PM,x,1.04,9.92,9.941684091
10/05/2019,11:45:00 PM,x,1.04,9.96,9.905320455
10/05/2019,11:50:00 PM,x,1.04,9.99,9.884411364
10/05/2019,11:55:00 PM,x,1.04,9.93,9.873502273
10/06/2019,12:00:00 AM,x,1.04,9.85,9.851713636
10/06/2019,12:05:00 AM,x,1.03,9.85,9.820804545
10/06/2019,12:10:00 AM,x,1.04,9.82,9.797197727
10/06/2019,12:15:00 AM,x,1.04,9.86,9.765379545
10/06/2019,12:20:00 AM,x,1.04,9.84,9.727227273
10/06/2019,12:25:00 AM,x,1.03,9.71,9.692681818
10/06/2019,12:30:00 AM,x,1.04,9.67,9.673590909
10/06/2019,12:35:00 AM,x,1.03,9.66,9.655379545
10/06/2019,12:40:00 AM,x,1.04,9.61,9.638106818
10/06/2019,12:45:00 AM,x,1.03,9.57,9.614470455
10/06/2019,12:50:00 AM,x,1.04,9.55,9.588136364
10/06/2019,12:55:00 AM,x,1.04,9.64,9.578136364
10/06/2019,01:00:00 AM,x,1.04,9.65,9.559075
10/06/2019,01:05:00 AM,x,1.04,9.63,9.522711364
10/06/2019,01:10:00 AM,x,1.04,9.6,9.476377273
10/06/2019,01:15:00 AM,x,1.03,9.55,9.448195455
10/06/2019,01:20:00 AM,x,1.03,9.6,9.440043182
10/06/2019,01:25:00 AM,x,1.03,9.46,9.433709091
10/06/2019,01:30:00 AM,x,1.03,9.26,9.426436364
10/06/2019,01:35:00 AM,x,1.03,9.1,9.420102273
10/06/2019,01:40:00 AM,x,1.03,9.26,9.437404545
10/06/2019,01:45:00 AM,x,1.03,9.46,9.475556818
10/06/2019,01:50:00 AM,x,1.03,9.57,9.488254545
10/06/2019,01:55:00 AM,x,1.04,9.57,9.485527273
10/06/2019,02:00:00 AM,x,1.03,9.56,9.470072727
10/06/2019,02:05:00 AM,x,1.03,9.79,9.463709091
10/06/2019,02:10:00 AM,x,1.04,9.97,9.435556818
10/06/2019,02:15:00 AM,x,1.04,9.74,9.383768182
10/06/2019,02:20:00 AM,x,1.03,9.43,9.316525
10/06/2019,02:25:00 AM,x,1.03,9.09,9.2411
10/06/2019,02:30:00 AM,x,1.03,9.03,9.158372727
10/06/2019,02:35:00 AM,x,1.02,8.95,9.059281818
10/06/2019,02:40:00 AM,x,1.02,8.89,8.947493182
10/06/2019,02:45:00 AM,x,1.02,8.83,8.867522727
10/06/2019,02:50:00 AM,x,1.03,8.74,8.822947727
10/06/2019,02:55:00 AM,x,1.03,8.65,8.820190909
10/06/2019,03:00:00 AM,x,1.03,8.7,8.828372727
10/06/2019,03:05:00 AM,x,1.03,8.74,8.837404545
10/06/2019,03:10:00 AM,x,1.03,8.86,8.838284091
10/06/2019,03:15:00 AM,x,1.04,8.94,8.861890909
10/06/2019,03:20:00 AM,x,1.04,9.06,8.906406818
10/06/2019,03:25:00 AM,x,1.03,9.12,8.959104545
10/06/2019,03:30:00 AM,x,1.04,9.05,9.006377273
10/06/2019,03:35:00 AM,x,1.03,8.9,9.03365
10/06/2019,03:40:00 AM,x,1.03,9.09,9.046377273
10/06/2019,03:45:00 AM,x,1.04,9.23,9.047315909
10/06/2019,03:50:00 AM,x,1.04,9.23,9.033709091
10/06/2019,03:55:00 AM,x,1.03,9.22,9.010981818
10/06/2019,04:00:00 AM,x,1.03,9.04,9.001011364
10/06/2019,04:05:00 AM,x,1.03,9,9.018284091
10/06/2019,04:10:00 AM,x,1.03,8.95,9.022829545
10/06/2019,04:15:00 AM,x,1.03,8.91,9.003768182
10/06/2019,04:20:00 AM,x,1.03,8.87,8.962009091
10/06/2019,04:25:00 AM,x,1.03,8.94,8.915675
10/06/2019,04:30:00 AM,x,1.03,9.09,8.882977273
10/06/2019,04:35:00 AM,x,1.03,9.14,8.847552273
10/06/2019,04:40:00 AM,x,1.03,9.02,8.817581818
10/06/2019,04:45:00 AM,x,1.02,8.77,8.797581818
10/06/2019,04:50:00 AM,x,1.02,8.71,8.767581818
10/06/2019,04:55:00 AM,x,1.02,8.68,8.715763636
10/06/2019,05:00:00 AM,x,1.02,8.61,8.653945455
10/06/2019,05:05:00 AM,x,1.02,8.62,8.580279545
10/06/2019,05:10:00 AM,x,1.03,8.69,8.514381818
10/06/2019,05:15:00 AM,x,1.03,8.54,8.473356818
10/06/2019,05:20:00 AM,x,1.03,8.37,8.434145455
10/06/2019,05:25:00 AM,x,1.03,8.41,8.407554545
10/06/2019,05:30:00 AM,x,1.04,8.33,8.396061364
10/06/2019,05:35:00 AM,0,1.18,8.3,8.389843182
10/06/2019,05:40:00 AM,0,2.29,8.36,8.369084091
10/06/2019,05:45:00 AM,0.01,3.83,8.37,8.336015909
10/06/2019,05:50:00 AM,0.11,6.02,8.55,8.316093182
10/06/2019,05:55:00 AM,0.26,8.91,8.74,8.309256818
10/06/2019,06:00:00 AM,0.48,11.74,8.9,8.313136364
10/06/2019,06:05:00 AM,0.66,14.21,8.89,8.298527273
10/06/2019,06:10:00 AM,0.83,16.53,8.68,8.286718182
10/06/2019,06:15:00 AM,1.02,18.85,8.73,8.309261364
10/06/2019,06:20:00 AM,1.22,21.19,8.99,8.339063636
10/06/2019,06:25:00 AM,1.48,24.65,9.14,8.340304545
10/06/2019,06:30:00 AM,2.52,38.74,9.36,8.378679545
10/06/2019,06:35:00 AM,3.78,55.21,9.95,8.498397727
10/06/2019,06:40:00 AM,4.63,68.2,10.71,8.690313636
10/06/2019,06:45:00 AM,4.82,71.01,10.99,8.946534091
10/06/2019,06:50:00 AM,6.02,88.49,11.34,9.226840909
10/06/2019,06:55:00 AM,7.16,104.29,12.33,9.510775
10/06/2019,07:00:00 AM,7.32,109.69,13.31,9.637729545
10/06/2019,07:05:00 AM,7.01,109.42,13.81,9.604152273
10/06/2019,07:10:00 AM,7.18,109.36,14.49,10.16975682
10/06/2019,07:15:00 AM,7.39,111.24,15,10.69531818
10/06/2019,07:20:00 AM,7.9,117.78,15.29,11.13299318
10/06/2019,07:25:00 AM,13.37,210.54,16.34,11.39649773
10/06/2019,07:30:00 AM,24.88,415.19,21.28,12.37305909
10/06/2019,07:35:00 AM,19.08,301.38,24.51,12.67860455
10/06/2019,07:40:00 AM,19.68,304.82,24.37,12.84447727
10/06/2019,07:45:00 AM,22.36,346.2,24.53,13.64660909
10/06/2019,07:50:00 AM,34.15,540.95,29.42,14.65771136
10/06/2019,07:55:00 AM,15.62,244.7,28.44,15.37482045
10/06/2019,08:00:00 AM,30.84,474.62,29.04,15.64786364
10/06/2019,08:05:00 AM,39.92,627.68,33.16,16.12581136
10/06/2019,08:10:00 AM,26.86,448.98,34.8,15.59397045
10/06/2019,08:15:00 AM,14.52,222.33,29.81,15.20881136
10/06/2019,08:20:00 AM,16.18,233.98,24.99,15.09413409
10/06/2019,08:25:00 AM,38.68,566.16,29.19,14.97769773
10/06/2019,08:30:00 AM,17.02,234.69,27.6,15.17050227
10/06/2019,08:35:00 AM,41.52,584.52,27.61,15.752525
10/06/2019,08:40:00 AM,55.38,806.1,35.24,15.79504545
10/06/2019,08:45:00 AM,60.01,877.61,39.1,15.72547045
10/06/2019,08:50:00 AM,44.93,645.34,40.18,15.67063409
10/06/2019,08:55:00 AM,53.95,796.44,41.62,15.92646591
10/06/2019,09:00:00 AM,53.58,782.38,44.59,15.08267727
10/06/2019,09:05:00 AM,57.8,833.05,47.75,15.51386364
10/06/2019,09:10:00 AM,48.89,688.34,44.19,15.89909773
10/06/2019,09:15:00 AM,53.24,784.54,42.28,16.34421136
10/06/2019,09:20:00 AM,63.07,934.34,43.97,16.19724773
10/06/2019,09:25:00 AM,65.99,964.28,42.03,15.77143864
10/06/2019,09:30:00 AM,63.84,894.58,42.43,14.49809773
10/06/2019,09:35:00 AM,67.73,970.79,44.83,13.70993636
10/06/2019,09:40:00 AM,62,921.11,45.41,12.57097273
10/06/2019,09:45:00 AM,49.33,748.62,41.92,12.15453636
10/06/2019,09:50:00 AM,63.82,988.56,43.18,11.50986818
10/06/2019,09:55:00 AM,74.99,1086.28,40.46,11.78756364
10/06/2019,10:00:00 AM,62.66,908.12,41.52,11.87312045
10/06/2019,10:05:00 AM,66.13,1001.22,41.83,12.15251364
10/06/2019,10:10:00 AM,67.63,997.18,44.61,11.70081591
10/06/2019,10:15:00 AM,70.12,1067.92,41.22,10.60885227
10/06/2019,10:20:00 AM,66.06,925.06,43.81,10.24802727
10/06/2019,10:25:00 AM,67.63,1077.93,49.33,10.83462273
10/06/2019,10:30:00 AM,62.54,918.38,46.2,11.60674091
10/06/2019,10:35:00 AM,61.72,918.3,40.35,12.63348864
10/06/2019,10:40:00 AM,79.64,1285.9,47.37,14.17117273
10/06/2019,10:45:00 AM,79.26,1274.07,48.49,15.60864318
10/06/2019,10:50:00 AM,79.7,1275.74,53.07,15.29605227
10/06/2019,10:55:00 AM,67.52,1078.48,55.55,14.74125909
10/06/2019,11:00:00 AM,54.9,769.09,45.58,14.37152955
10/06/2019,11:05:00 AM,26.87,367.81,41.07,14.86225227
10/06/2019,11:10:00 AM,25.84,330.93,33.08,17.54036818
10/06/2019,11:15:00 AM,58.68,830.86,37.31,17.52282727
10/06/2019,11:20:00 AM,79.87,1279.86,49.79,17.71450227
10/06/2019,11:25:00 AM,79.82,1260.75,53.26,17.207425
10/06/2019,11:30:00 AM,76.52,1221.44,55.6,17.08174773
10/06/2019,11:35:00 AM,23.68,318.23,45.38,17.03875455
10/06/2019,11:40:00 AM,70.79,1036.93,40.59,17.36237273
10/06/2019,11:45:00 AM,75.58,1198.25,52.66,18.29255909
10/06/2019,11:50:00 AM,79.88,1316.26,57.7,18.40324773
10/06/2019,11:55:00 AM,78.7,1300.55,61.47,18.95321364
10/06/2019,12:00:00 PM,46.97,707.9,51.65,17.94160227
10/06/2019,12:05:00 PM,23.4,289.09,35.28,15.30687955
10/06/2019,12:10:00 PM,19.75,243.72,28.46,15.86490227
10/06/2019,12:15:00 PM,51.9,732.55,33.22,17.3988
10/06/2019,12:20:00 PM,41.74,494.3,34.4,18.02426364
10/06/2019,12:25:00 PM,72.19,1077.37,39.79,17.23329318
10/06/2019,12:30:00 PM,79.85,1218.29,45.65,16.67659545
10/06/2019,12:35:00 PM,72.89,1106.83,49,15.93108182
10/06/2019,12:40:00 PM,33.7,415.7,44.1,15.08352273
10/06/2019,12:45:00 PM,33.25,405.18,34.97,14.92840909
10/06/2019,12:50:00 PM,65.72,907.34,39.99,15.37066136
10/06/2019,12:55:00 PM,34.82,423.09,36.27,15.31688182
10/06/2019,01:00:00 PM,35.63,425.11,31.5,16.69971818
10/06/2019,01:05:00 PM,46.8,636.74,31.91,16.57791364
10/06/2019,01:10:00 PM,73.74,993.05,39.98,15.54496136
10/06/2019,01:15:00 PM,35.38,377.23,35.46,16.51143864
10/06/2019,01:20:00 PM,76.33,999.88,36.68,17.94918409
10/06/2019,01:25:00 PM,40.5,557.33,39.38,18.52611591
10/06/2019,01:30:00 PM,78.59,1014.21,44.65,19.22463636
10/06/2019,01:35:00 PM,74.06,1009.93,52.05,20.21097955
10/06/2019,01:40:00 PM,46.88,642.68,53.32,21.56057045
10/06/2019,01:45:00 PM,47.11,667.18,48,21.46586136
10/06/2019,01:50:00 PM,25.03,250.59,37.01,22.97281591
10/06/2019,01:55:00 PM,15.79,172.38,30.97,23.14485909
10/06/2019,02:00:00 PM,48.19,209.67,28.88,24.25910682
10/06/2019,02:05:00 PM,11.45,131.65,26.83,24.63749318
10/06/2019,02:10:00 PM,9.9,116.67,25.95,23.59170227
10/06/2019,02:15:00 PM,32.99,195.68,27.12,22.98529091
10/06/2019,02:20:00 PM,16.04,151.1,28.07,22.12465682
10/06/2019,02:25:00 PM,8.6,101.08,27.23,21.56539545
10/06/2019,02:30:00 PM,6.6,88.63,26.27,21.24096818
10/06/2019,02:35:00 PM,8.42,112.64,24.59,20.74999091
10/06/2019,02:40:00 PM,8.51,113.35,23.33,20.35703864
10/06/2019,02:45:00 PM,6.55,83.42,22.11,20.32085455
10/06/2019,02:50:00 PM,4.02,48.13,20.78,20.00882045
10/06/2019,02:55:00 PM,3.04,37.63,19.72,19.50240909
10/06/2019,03:00:00 PM,7.79,94.75,20.23,18.98711818
10/06/2019,03:05:00 PM,27.02,150.9,22.74,18.63543864
10/06/2019,03:10:00 PM,16.51,96.85,23.51,18.40331818
10/06/2019,03:15:00 PM,7.26,70.25,22.01,18.19530682
10/06/2019,03:20:00 PM,7.32,63.25,20.43,18.01376136
10/06/2019,03:25:00 PM,8.62,69.19,19.97,18.01564318
10/06/2019,03:30:00 PM,15.34,87.67,19.91,18.20115682
10/06/2019,03:35:00 PM,10.94,93.76,20.14,18.35841818
10/06/2019,03:40:00 PM,8.68,91.67,20.09,18.38115
10/06/2019,03:45:00 PM,9.37,99.73,20.46,18.43394545
10/06/2019,03:50:00 PM,10.67,104.07,21.9,18.65204545
10/06/2019,03:55:00 PM,8.32,94.73,22.27,18.89096136
10/06/2019,04:00:00 PM,8.95,96.75,22.71,19.14767273
10/06/2019,04:05:00 PM,5.33,59.31,22.54,19.36881364
10/06/2019,04:10:00 PM,5.04,63.15,22.36,19.57020909
10/06/2019,04:15:00 PM,3.18,38.97,22.04,19.7468
10/06/2019,04:20:00 PM,2.7,30.48,21.34,19.73764773
10/06/2019,04:25:00 PM,2.56,27.86,20.79,19.6007
10/06/2019,04:30:00 PM,3.32,27.22,20.41,19.41881136
10/06/2019,04:35:00 PM,3.04,22.89,20.07,19.12308409
10/06/2019,04:40:00 PM,2.16,18.73,19.77,18.83858636
10/06/2019,04:45:00 PM,1.01,14.86,18.9,18.46915227
10/06/2019,04:50:00 PM,0.92,14.62,18.16,18.14280909
10/06/2019,04:55:00 PM,1.21,18.62,18.17,17.87347955
10/06/2019,05:00:00 PM,1.3,19.71,18,17.62717045
10/06/2019,05:05:00 PM,0.74,12.98,17.6,17.39266136
10/06/2019,05:10:00 PM,0.46,9.24,17.01,17.13664318
10/06/2019,05:15:00 PM,0.42,9.55,17.07,16.931575
10/06/2019,05:20:00 PM,0.49,10.71,17.27,16.79950455
10/06/2019,05:25:00 PM,0.4,8.74,17.1,16.66457955
10/06/2019,05:30:00 PM,0.25,6.57,16.96,16.55510682
10/06/2019,05:35:00 PM,0.14,5.69,16.53,16.45481136
10/06/2019,05:40:00 PM,0.04,3.96,16.29,16.41164773
10/06/2019,05:45:00 PM,0,2.09,16.3,16.36937045
10/06/2019,05:50:00 PM,0,1.21,16.12,16.28052045
10/06/2019,05:55:00 PM,0,1.07,16.19,16.17497045
10/06/2019,06:00:00 PM,0,1.08,16.11,16.06300909
10/06/2019,06:05:00 PM,x,1.08,16.27,15.97481136
10/06/2019,06:10:00 PM,x,1.09,16.33,15.86516818
10/06/2019,06:15:00 PM,x,1.09,15.98,15.705425
10/06/2019,06:20:00 PM,x,1.08,15.69,15.53311136
10/06/2019,06:25:00 PM,x,1.08,15.55,15.33586818
10/06/2019,06:30:00 PM,x,1.08,15.41,15.13683636
10/06/2019,06:35:00 PM,x,1.07,14.99,14.90959318
10/06/2019,06:40:00 PM,x,1.08,14.51,14.66331818
10/06/2019,06:45:00 PM,x,1.07,14.22,14.44431591
10/06/2019,06:50:00 PM,x,1.06,14.02,14.25073864
10/06/2019,06:55:00 PM,x,1.06,13.92,14.06988864
10/06/2019,07:00:00 PM,x,1.07,13.77,13.902675
10/06/2019,07:05:00 PM,x,1.06,13.62,13.77906818
10/06/2019,07:10:00 PM,x,1.06,13.57,13.70458182
10/06/2019,07:15:00 PM,x,1.06,13.56,13.66552045
10/06/2019,07:20:00 PM,x,1.06,13.56,13.68733864
10/06/2019,07:25:00 PM,x,1.06,13.57,13.72367273
10/06/2019,07:30:00 PM,x,1.06,13.63,13.78003636
10/06/2019,07:35:00 PM,x,1.06,13.69,13.86909773
10/06/2019,07:40:00 PM,x,1.06,13.79,13.99452273
10/06/2019,07:45:00 PM,x,1.06,14.26,14.14903864
10/06/2019,07:50:00 PM,x,1.07,14.32,14.30079773
10/06/2019,07:55:00 PM,x,1.07,14.39,14.26258636
10/06/2019,08:00:00 PM,x,1.07,14.6,14.17531364
10/06/2019,08:05:00 PM,x,1.07,14.95,14.14076818
10/06/2019,08:10:00 PM,x,1.07,15.26,14.14528409
10/06/2019,08:15:00 PM,x,1.08,15.23,14.07434545
10/06/2019,08:20:00 PM,x,1.07,13.15,14.03255682
10/06/2019,08:25:00 PM,x,1.06,12.67,14.02167727
10/06/2019,08:30:00 PM,x,1.06,13.31,14.00713182
10/06/2019,08:35:00 PM,x,1.07,13.84,13.96804091
10/06/2019,08:40:00 PM,x,1.07,13.48,13.90531364
10/06/2019,08:45:00 PM,x,1.06,13.86,13.84988864
10/06/2019,08:50:00 PM,x,1.06,14.27,13.98261591
10/06/2019,08:55:00 PM,x,1.07,14.44,14.15258636
10/06/2019,09:00:00 PM,x,1.07,14.52,14.27164773
10/06/2019,09:05:00 PM,x,1.07,14.57,14.334375
10/06/2019,09:10:00 PM,x,1.07,14.62,14.42346591
10/06/2019,09:15:00 PM,x,1.07,14.61,14.46710227
10/06/2019,09:20:00 PM,x,1.07,14.54,14.44616364
10/06/2019,09:25:00 PM,x,1.07,14.62,14.39528409
10/06/2019,09:30:00 PM,x,1.07,14.53,14.35531364
10/06/2019,09:35:00 PM,x,1.07,14.46,14.31534318
10/06/2019,09:40:00 PM,x,1.06,14.34,14.27355455
10/06/2019,09:45:00 PM,x,1.07,14.04,14.24449318
10/06/2019,09:50:00 PM,x,1.06,13.88,14.22997727
10/06/2019,09:55:00 PM,x,1.06,14.08,14.20997727
10/06/2019,10:00:00 PM,x,1.06,14.13,14.19637045
10/06/2019,10:05:00 PM,x,1.06,14.16,14.18549091
10/06/2019,10:10:00 PM,x,1.06,14.29,14.1864
10/06/2019,10:15:00 PM,x,1.06,14.38,14.20733864
10/06/2019,10:20:00 PM,x,1.07,14.4,14.230975
10/06/2019,10:25:00 PM,x,1.06,14.38,14.21464091
10/06/2019,10:30:00 PM,x,1.06,14.34,14.15103409
10/06/2019,10:35:00 PM,x,1.06,14.35,14.03833636
10/06/2019,10:40:00 PM,x,1.06,14.27,13.90472955
10/06/2019,10:45:00 PM,x,1.06,14.14,13.74475909
10/06/2019,10:50:00 PM,x,1.05,13.9,13.55845455
10/06/2019,10:55:00 PM,x,1.05,13.43,13.35033182
10/06/2019,11:00:00 PM,x,1.05,12.92,13.14675455
10/06/2019,11:05:00 PM,x,1.05,12.82,12.93863182
10/06/2019,11:10:00 PM,x,1.05,12.62,12.72596364
10/06/2019,11:15:00 PM,x,1.05,12.35,12.51420455
10/06/2019,11:20:00 PM,x,1.04,12.09,12.30787045
10/06/2019,11:25:00 PM,x,1.04,12.1,12.12792955
10/06/2019,11:30:00 PM,x,1.04,12.06,11.98795909
10/06/2019,11:35:00 PM,x,1.04,11.93,11.84071591
10/06/2019,11:40:00 PM,x,1.04,11.81,11.70986591
10/06/2019,11:45:00 PM,x,1.04,11.63,11.60898636
10/06/2019,11:50:00 PM,x,1.03,11.45,11.51171364
10/06/2019,11:55:00 PM,x,1.04,11.38,11.38989545
10/07/2019,12:00:00 AM,x,1.04,11.2,11.26171364
10/07/2019,12:05:00 AM,x,1.03,11.18,11.15171364
10/07/2019,12:10:00 AM,x,1.04,11.24,11.04898636
10/07/2019,12:15:00 AM,x,1.04,11.02,10.95444091
10/07/2019,12:20:00 AM,x,1.04,10.76,10.86895682
10/07/2019,12:25:00 AM,x,1.04,10.65,10.78259318
10/07/2019,12:30:00 AM,x,1.04,10.72,10.69532045
10/07/2019,12:35:00 AM,x,1.04,10.68,10.61256364
10/07/2019,12:40:00 AM,x,1.04,10.59,10.52710909
10/07/2019,12:45:00 AM,x,1.04,10.51,10.45801818
10/07/2019,12:50:00 AM,x,1.04,10.43,10.41256364
10/07/2019,12:55:00 AM,x,1.04,10.24,10.37256364
10/07/2019,01:00:00 AM,x,1.04,10.27,10.31347273
10/07/2019,01:05:00 AM,x,1.04,10.3,10.26259318
10/07/2019,01:10:00 AM,x,1.04,10.26,10.23625909
10/07/2019,01:15:00 AM,x,1.04,10.26,10.22356136
10/07/2019,01:20:00 AM,x,1.04,10.21,10.21722727
10/07/2019,01:25:00 AM,x,1.04,10.07,10.21183182
10/07/2019,01:30:00 AM,x,1.03,10.12,10.18916364
10/07/2019,01:35:00 AM,x,1.03,10.3,10.19195
10/07/2019,01:40:00 AM,x,1.03,10.37,10.2111
10/07/2019,01:45:00 AM,x,1.03,10.36,10.24661364
10/07/2019,01:50:00 AM,x,1.02,10.18,10.31118864
10/07/2019,01:55:00 AM,x,1.02,10.02,10.38488409
10/07/2019,02:00:00 AM,x,1.02,10.33,10.47124773
10/07/2019,02:05:00 AM,x,1.02,10.47,10.54124773
10/07/2019,02:10:00 AM,x,1.02,10.65,10.62212727
10/07/2019,02:15:00 AM,x,1.03,10.92,10.72030909
10/07/2019,02:20:00 AM,x,1.02,10.88,10.84755227
10/07/2019,02:25:00 AM,x,1.03,11.07,10.97025
10/07/2019,02:30:00 AM,x,1.03,11.07,11.06112955
10/07/2019,02:35:00 AM,x,1.04,11.26,11.15658409
10/07/2019,02:40:00 AM,x,1.03,11.44,11.22294773
10/07/2019,02:45:00 AM,x,1.03,11.58,11.24206818
10/07/2019,02:50:00 AM,x,1.03,11.37,11.23570455
10/07/2019,02:55:00 AM,x,1.03,11.33,11.19121818
10/07/2019,03:00:00 AM,x,1.02,11.52,11.13309545
10/07/2019,03:05:00 AM,x,1.02,11.38,11.05409318
10/07/2019,03:10:00 AM,x,1.02,11.13,10.95233409
10/07/2019,03:15:00 AM,x,1.02,10.81,10.84966591
10/07/2019,03:20:00 AM,x,1.01,10.58,10.779725
10/07/2019,03:25:00 AM,x,1.01,10.43,10.71160227
10/07/2019,03:30:00 AM,x,1.01,10.39,10.60705682
10/07/2019,03:35:00 AM,x,1.01,10.32,10.49072273
10/07/2019,03:40:00 AM,x,1.01,10.45,10.38893409
10/07/2019,03:45:00 AM,x,1.01,10.6,10.31987273
10/07/2019,03:50:00 AM,x,1.01,10.58,10.27805455
10/07/2019,03:55:00 AM,x,1.02,10.37,10.24805455
10/07/2019,04:00:00 AM,x,1.01,10.1,10.23169091
10/07/2019,04:05:00 AM,x,1.01,10.01,10.22078182
10/07/2019,04:10:00 AM,x,1.01,10.05,10.20169091
10/07/2019,04:15:00 AM,x,1.01,10.12,10.178025
10/07/2019,04:20:00 AM,x,1.01,10.1,10.15347955
10/07/2019,04:25:00 AM,x,1.01,10.21,10.13805455
10/07/2019,04:30:00 AM,x,1.01,10.2,10.13805455
10/07/2019,04:35:00 AM,x,1.01,10.24,10.13350909
10/07/2019,04:40:00 AM,x,1.02,10.34,10.12350909
10/07/2019,04:45:00 AM,x,1.01,10.31,10.10532727
10/07/2019,04:50:00 AM,x,1.01,10.2,10.08899318
10/07/2019,04:55:00 AM,x,1.01,10.1,10.03084091
10/07/2019,05:00:00 AM,x,1.01,9.96,9.967204545
10/07/2019,05:05:00 AM,x,1.01,9.94,9.889872727
10/07/2019,05:10:00 AM,x,1.01,9.92,9.806718182
10/07/2019,05:15:00 AM,x,1,9.92,9.746581818
10/07/2019,05:20:00 AM,x,1,9.57,9.700247727
10/07/2019,05:25:00 AM,x,1.01,9.5,9.674461364
10/07/2019,05:30:00 AM,x,1.03,9.39,9.652668182
10/07/2019,05:35:00 AM,0,1.78,9.45,9.660743182
10/07/2019,05:40:00 AM,0,3.21,9.72,9.655611364
10/07/2019,05:45:00 AM,0.28,9,9.95,9.647425
10/07/2019,05:50:00 AM,0.54,13.43,10.22,9.694845455
10/07/2019,05:55:00 AM,1.19,22.54,10.42,9.756959091
10/07/2019,06:00:00 AM,1.51,27.2,10.88,9.804577273
10/07/2019,06:05:00 AM,1.87,31.67,10.86,9.842290909
10/07/2019,06:10:00 AM,2.44,38.54,11.05,9.891295455
10/07/2019,06:15:00 AM,3,44.95,11.52,9.954859091
10/07/2019,06:20:00 AM,3.95,56.91,12,10.09886364
10/07/2019,06:25:00 AM,4.88,67.99,12.09,10.28117045
10/07/2019,06:30:00 AM,6.2,84.4,12.55,10.45098182
10/07/2019,06:35:00 AM,7.24,96.47,13.29,10.69823864
10/07/2019,06:40:00 AM,8.35,109.64,13.92,11.02200909
10/07/2019,06:45:00 AM,7.61,96.69,14.51,11.355525
10/07/2019,06:50:00 AM,8.2,102.99,15.04,11.671225
10/07/2019,06:55:00 AM,9.32,117.11,15.67,11.98870682
10/07/2019,07:00:00 AM,9.1,111.06,16.16,12.27364773
10/07/2019,07:05:00 AM,7.49,91.11,16.32,12.53597045
10/07/2019,07:10:00 AM,6.4,79.76,16.32,12.84294545
10/07/2019,07:15:00 AM,6.29,81.75,16.28,13.11798864
10/07/2019,07:20:00 AM,7.4,97.15,16.53,13.35243409
10/07/2019,07:25:00 AM,10.02,130.42,17.18,13.61681136
10/07/2019,07:30:00 AM,14.24,181.53,18.94,13.63316364
10/07/2019,07:35:00 AM,17.09,224.51,21.03,13.718375
10/07/2019,07:40:00 AM,19.4,254.06,22.65,13.83195227
10/07/2019,07:45:00 AM,21.46,288.87,23.66,14.14681364
10/07/2019,07:50:00 AM,22.19,306.09,24.72,14.69888182
10/07/2019,07:55:00 AM,24.01,340.91,23.81,15.24810909
10/07/2019,08:00:00 AM,23.02,323.5,24.81,15.73295455
10/07/2019,08:05:00 AM,22.4,311.78,25.11,15.99338409
10/07/2019,08:10:00 AM,21.58,300.72,26.86,16.14856818
10/07/2019,08:15:00 AM,15.47,208.45,26.22,16.27100682
10/07/2019,08:20:00 AM,14.87,196.22,25.36,16.31525682
10/07/2019,08:25:00 AM,14.04,183.89,24.35,16.66539091
10/07/2019,08:30:00 AM,17.22,236.98,24.3,16.84840227
10/07/2019,08:35:00 AM,21.14,283.69,25.32,16.99826136
10/07/2019,08:40:00 AM,27.16,364.66,27.47,17.10646364
10/07/2019,08:45:00 AM,33.7,454.19,30.02,17.03187727
10/07/2019,08:50:00 AM,35.34,481.48,32.23,16.94580909
10/07/2019,08:55:00 AM,39.6,545.25,34.03,17.63439318
10/07/2019,09:00:00 AM,46.96,651.52,37.8,16.78223182
10/07/2019,09:05:00 AM,48.8,691.79,40.76,17.64279318
10/07/2019,09:10:00 AM,53.56,758.31,43.27,18.43467727
10/07/2019,09:15:00 AM,60.32,848.12,45.6,18.46371136
10/07/2019,09:20:00 AM,38.08,505.6,42.38,18.09123636
10/07/2019,09:25:00 AM,67.25,975.25,38.92,18.03825
10/07/2019,09:30:00 AM,39.92,539.5,43.1,18.54402045
10/07/2019,09:35:00 AM,28.67,372.33,36.43,18.19641364
10/07/2019,09:40:00 AM,39.79,467.44,30.77,17.82270682
10/07/2019,09:45:00 AM,42.35,538.01,29.97,17.80986136
10/07/2019,09:50:00 AM,40.42,541.03,33.31,16.689425
10/07/2019,09:55:00 AM,24.12,298.49,31.89,17.42639545
10/07/2019,10:00:00 AM,39.52,542.98,32.1,16.88910455
10/07/2019,10:05:00 AM,33.95,456.18,29.34,16.41168636
