Fecha,Hora,Potencia [kW],Insolacion [W/m2],Temperatura de modulos [°C],Temperatura Ambiente [°C]
10/07/2019,10:10:00 AM,29.4,364.16,29.73,15.41647273
10/07/2019,10:15:00 AM,35.87,465.44,28.75,15.71430909
10/07/2019,10:20:00 AM,39.07,503.66,31.7,16.13291136
10/07/2019,10:25:00 AM,30.34,377.66,31.93,15.74960455
10/07/2019,10:30:00 AM,26.88,333.61,29.92,15.47392727
10/07/2019,10:35:00 AM,59.56,897.82,33.81,15.49816818
10/07/2019,10:40:00 AM,44.42,607.05,35.49,14.85721818
10/07/2019,10:45:00 AM,30.78,380.58,32.7,14.93704318
10/07/2019,10:50:00 AM,32.58,400.84,31,15.80365
10/07/2019,10:55:00 AM,43.01,550.44,29.31,15.82319091
10/07/2019,11:00:00 AM,45.89,583.36,33.74,15.77057273
10/07/2019,11:05:00 AM,58.08,818.02,37.43,17.35098864
10/07/2019,11:10:00 AM,57.6,846.73,42.02,17.75114318
10/07/2019,11:15:00 AM,31.18,383.27,37.32,17.80441364
10/07/2019,11:20:00 AM,32.06,393.2,32.65,17.87464773
10/07/2019,11:25:00 AM,37.84,472.65,33.86,17.67341818
10/07/2019,11:30:00 AM,28.2,338.91,33.03,18.05598182
10/07/2019,11:35:00 AM,27.65,338.69,31.17,19.32508636
10/07/2019,11:40:00 AM,26.45,318.55,31.27,18.41779773
10/07/2019,11:45:00 AM,32.4,395.53,31.6,17.19586364
10/07/2019,11:50:00 AM,65.75,945.01,39.92,16.95752727
10/07/2019,11:55:00 AM,54.7,778.8,44.3,16.58159773
10/07/2019,12:00:00 PM,40.22,549.4,42.66,16.23833409
10/07/2019,12:05:00 PM,79.68,1286.12,46.32,17.48491818
10/07/2019,12:10:00 PM,74.62,1140.54,48.49,17.780025
10/07/2019,12:15:00 PM,69,1021.56,50.45,18.06501364
10/07/2019,12:20:00 PM,73.03,1063.58,48.93,18.63560682
10/07/2019,12:25:00 PM,79.37,1152.63,55.7,17.72703864
10/07/2019,12:30:00 PM,35.74,474,49.28,16.87728182
10/07/2019,12:35:00 PM,27.67,366.36,36.07,18.18282045
10/07/2019,12:40:00 PM,25.01,267.38,30.57,19.99769318
10/07/2019,12:45:00 PM,30.02,374.04,27.64,20.55501591
10/07/2019,12:50:00 PM,71.42,945.7,39.73,20.8329
10/07/2019,12:55:00 PM,61.03,845.01,42.92,20.70967273
10/07/2019,01:00:00 PM,64.52,883.63,47.6,19.20881136
10/07/2019,01:05:00 PM,30.65,389.66,44.05,18.45504318
10/07/2019,01:10:00 PM,24.01,284.62,32.63,18.24635909
10/07/2019,01:15:00 PM,33.01,402.45,30.5,18.52930455
10/07/2019,01:20:00 PM,37.43,486.03,32.68,19.26309318
10/07/2019,01:25:00 PM,39.79,475.83,32.83,19.36617045
10/07/2019,01:30:00 PM,38.99,491.02,31.83,19.13876818
10/07/2019,01:35:00 PM,30.94,391.55,32.31,17.88700909
10/07/2019,01:40:00 PM,25.75,312.12,28.74,17.40002727
10/07/2019,01:45:00 PM,24.61,288.11,26.43,17.35516136
10/07/2019,01:50:00 PM,24.82,274.43,25.51,17.40344545
10/07/2019,01:55:00 PM,22.12,257.52,24.75,17.47415455
10/07/2019,02:00:00 PM,21.02,253.64,25.86,18.02659773
10/07/2019,02:05:00 PM,20.83,254.06,26.28,18.37937727
10/07/2019,02:10:00 PM,23.18,277.02,25.93,18.80398864
10/07/2019,02:15:00 PM,35.96,305.38,27.34,19.10807727
10/07/2019,02:20:00 PM,40.56,347.59,29.44,19.36268409
10/07/2019,02:25:00 PM,24.32,277.27,30.96,19.485575
10/07/2019,02:30:00 PM,17.5,203.84,30.09,19.42423409
10/07/2019,02:35:00 PM,9.74,107.79,26.77,19.22013409
10/07/2019,02:40:00 PM,7.13,84.88,23.17,19.12880227
10/07/2019,02:45:00 PM,5.87,75.64,21.85,19.05078409
10/07/2019,02:50:00 PM,6.86,90.08,20.66,19.10030455
10/07/2019,02:55:00 PM,8.42,111.94,20.58,18.88942955
10/07/2019,03:00:00 PM,13.86,179.14,21.6,18.45658636
10/07/2019,03:05:00 PM,17.71,220.24,23.08,17.96707273
10/07/2019,03:10:00 PM,20.9,229.94,24.03,17.78531364
10/07/2019,03:15:00 PM,17.71,192.06,24.93,17.67524545
10/07/2019,03:20:00 PM,14.02,143.72,24.3,17.80077727
10/07/2019,03:25:00 PM,11.02,121.11,22.64,18.02952273
10/07/2019,03:30:00 PM,10.8,123.01,21.88,18.25732045
10/07/2019,03:35:00 PM,10.7,124.86,22.47,18.43996591
10/07/2019,03:40:00 PM,16,138.74,22.69,18.50499773
10/07/2019,03:45:00 PM,25.55,127.9,23.27,18.35461364
10/07/2019,03:50:00 PM,7.14,52.98,21.18,18.09285455
10/07/2019,03:55:00 PM,2.65,35.27,19.43,17.94293636
10/07/2019,04:00:00 PM,1.82,27.96,18.84,17.9289
10/07/2019,04:05:00 PM,2.45,37.16,18.48,17.88177273
10/07/2019,04:10:00 PM,3.56,48.19,18.6,17.85518182
10/07/2019,04:15:00 PM,4.22,51.7,18.43,17.64015682
10/07/2019,04:20:00 PM,5.22,61.39,19.05,17.30367273
10/07/2019,04:25:00 PM,5.11,58.53,19.63,17.05477045
10/07/2019,04:30:00 PM,5.54,63.58,19.96,16.83102727
10/07/2019,04:35:00 PM,4.67,55.74,19.7,16.68786818
10/07/2019,04:40:00 PM,5.21,60.37,18.71,16.64634545
10/07/2019,04:45:00 PM,7.2,71.79,18.09,16.64045227
10/07/2019,04:50:00 PM,8.93,85.36,18.32,16.59098636
10/07/2019,04:55:00 PM,9.49,90.15,18.4,16.48033636
10/07/2019,05:00:00 PM,9.23,91.46,18.67,16.35750909
10/07/2019,05:05:00 PM,6.96,72.09,18.92,16.26476364
10/07/2019,05:10:00 PM,5.52,58.31,18.58,16.259625
10/07/2019,05:15:00 PM,4.61,50.44,18.15,16.31212955
10/07/2019,05:20:00 PM,4.04,46.75,18.03,16.35965
10/07/2019,05:25:00 PM,3.71,45.46,18.02,16.39296364
10/07/2019,05:30:00 PM,2.23,29.9,17.84,16.37432727
10/07/2019,05:35:00 PM,1.34,19.34,17.32,16.25412955
10/07/2019,05:40:00 PM,1.06,15.25,16.83,16.11145909
10/07/2019,05:45:00 PM,0.74,11.43,16.44,15.97547727
10/07/2019,05:50:00 PM,0.06,3.49,15.95,15.81859318
10/07/2019,05:55:00 PM,0,1.46,15.54,15.64429091
10/07/2019,06:00:00 PM,0,1.08,15.29,15.43219773
10/07/2019,06:05:00 PM,0,1.06,15.15,15.22163182
10/07/2019,06:10:00 PM,x,1.08,15.05,15.02989091
10/07/2019,06:15:00 PM,x,1.08,14.82,14.84504545
10/07/2019,06:20:00 PM,x,1.07,14.66,14.67401364
10/07/2019,06:25:00 PM,x,1.07,14.57,14.52425682
10/07/2019,06:30:00 PM,x,1.07,14.41,14.39883182
10/07/2019,06:35:00 PM,x,1.07,14.26,14.27880227
10/07/2019,06:40:00 PM,x,1.07,14.07,14.15701364
10/07/2019,06:45:00 PM,x,1.07,13.99,14.055225
10/07/2019,06:50:00 PM,x,1.07,13.88,13.95977045
10/07/2019,06:55:00 PM,x,1.07,13.91,13.85343636
10/07/2019,07:00:00 PM,x,1.07,13.83,13.75801136
10/07/2019,07:05:00 PM,x,1.07,13.71,13.67713182
10/07/2019,07:10:00 PM,x,1.07,13.7,13.62261591
10/07/2019,07:15:00 PM,x,1.07,13.61,13.59264545
10/07/2019,07:20:00 PM,x,1.06,13.4,13.57631136
10/07/2019,07:25:00 PM,x,1.06,13.36,13.56997727
10/07/2019,07:30:00 PM,x,1.06,13.37,13.58088636
10/07/2019,07:35:00 PM,x,1.06,13.47,13.60637045
10/07/2019,07:40:00 PM,x,1.06,13.66,13.63821818
10/07/2019,07:45:00 PM,x,1.06,13.7,13.68188409
10/07/2019,07:50:00 PM,x,1.06,13.84,13.740975
10/07/2019,07:55:00 PM,x,1.07,13.95,13.78824773
10/07/2019,08:00:00 PM,x,1.06,13.99,13.84279318
10/07/2019,08:05:00 PM,x,1.06,14.05,13.88824773
10/07/2019,08:10:00 PM,x,1.06,14.09,13.92461136
10/07/2019,08:15:00 PM,x,1.06,14.05,13.96006591
10/07/2019,08:20:00 PM,x,1.06,13.88,13.98006591
10/07/2019,08:25:00 PM,x,1.06,13.97,13.96736818
10/07/2019,08:30:00 PM,x,1.06,13.97,13.90464091
10/07/2019,08:35:00 PM,x,1.06,14.06,13.79921591
10/07/2019,08:40:00 PM,x,1.06,14.09,13.67742727
10/07/2019,08:45:00 PM,x,1.06,14.06,13.56382045
10/07/2019,08:50:00 PM,x,1.06,13.81,13.47203182
10/07/2019,08:55:00 PM,x,1.06,13.3,13.36206136
10/07/2019,09:00:00 PM,x,1.05,12.89,13.23754545
10/07/2019,09:05:00 PM,x,1.05,12.75,13.09939318
10/07/2019,09:10:00 PM,x,1.05,12.8,12.94942273
10/07/2019,09:15:00 PM,x,1.05,12.87,12.80945227
10/07/2019,09:20:00 PM,x,1.05,12.76,12.70857273
10/07/2019,09:25:00 PM,x,1.05,12.6,12.65678409
10/07/2019,09:30:00 PM,x,1.05,12.54,12.65223864
10/07/2019,09:35:00 PM,x,1.05,12.44,12.67951136
10/07/2019,09:40:00 PM,x,1.05,12.52,12.71132955
10/07/2019,09:45:00 PM,x,1.05,12.7,12.74223864
10/07/2019,09:50:00 PM,x,1.05,12.73,12.78769318
10/07/2019,09:55:00 PM,x,1.05,12.84,12.82314773
10/07/2019,10:00:00 PM,x,1.05,13.05,12.85314773
10/07/2019,10:05:00 PM,x,1.05,13.15,12.90314773
10/07/2019,10:10:00 PM,x,1.05,13.21,12.94132955
10/07/2019,10:15:00 PM,x,1.05,13.26,12.97678409
10/07/2019,10:20:00 PM,x,1.05,12.99,13.01223864
10/07/2019,10:25:00 PM,x,1.05,12.87,13.03496591
10/07/2019,10:30:00 PM,x,1.05,12.99,13.04860227
10/07/2019,10:35:00 PM,x,1.05,12.94,13.09132955
10/07/2019,10:40:00 PM,x,1.05,13.09,13.12314773
10/07/2019,10:45:00 PM,x,1.05,13.12,13.12678409
10/07/2019,10:50:00 PM,x,1.05,13.09,13.12678409
10/07/2019,10:55:00 PM,x,1.05,13.2,13.11951136
10/07/2019,11:00:00 PM,x,1.05,13.62,13.09314773
10/07/2019,11:05:00 PM,x,1.05,13.56,13.08317727
10/07/2019,11:10:00 PM,x,1.05,13.3,13.07957045
10/07/2019,11:15:00 PM,x,1.05,12.99,13.05414545
10/07/2019,11:20:00 PM,x,1.05,12.79,12.99781136
10/07/2019,11:25:00 PM,x,1.05,12.7,12.92693182
10/07/2019,11:30:00 PM,x,1.04,12.83,12.81423409
10/07/2019,11:35:00 PM,x,1.04,13.05,12.74307
10/07/2019,11:40:00 PM,x,1.04,12.84,12.68498056
10/07/2019,11:45:00 PM,x,1.04,12.47,12.65111875
10/07/2019,11:50:00 PM,x,1.04,12.42,12.63615357
10/07/2019,11:55:00 PM,x,1.04,12.38,12.6312
