Fecha,Hora,Potencia [kW],Insolacion [W/m2],Temperatura de modulos [C],Temperatura Ambiente [C],,,,
24/10/2019,10:40:00 AM,25,69,296,18,25,59,16,243825
24/10/2019,10:45:00 AM,24,22,277,75,24,86,16,6819773
24/10/2019,10:50:00 AM,24,88,292,11,24,6,15,95107727
24/10/2019,10:55:00 AM,22,72,273,24,24,86,15,91665909
24/10/2019,11:00:00 AM,20,45,248,73,24,1,16,2261818
24/10/2019,11:05:00 AM,19,21,229,8,24,14,16,21479091
24/10/2019,11:10:00 AM,18,79,222,86,23,64,16,44130909
24/10/2019,11:15:00 AM,19,33,231,28,23,16,16,73274091
24/10/2019,11:20:00 AM,20,6,244,49,23,95,17,7661364
24/10/2019,11:25:00 AM,21,8,253,36,25,28,17,35683409
24/10/2019,11:30:00 AM,23,58,275,76,26,64,17,69207727
24/10/2019,11:35:00 AM,25,67,303,82,28,33,17,92753182
24/10/2019,11:40:00 AM,28,12,336,65,29,98,18,13527045
24/10/2019,11:45:00 AM,30,89,376,3,31,11,18,36574545
24/10/2019,11:50:00 AM,32,89,400,55,32,8,18,37838182
24/10/2019,11:55:00 AM,30,89,374,34,31,87,18,38333409
24/10/2019,12:00:00 PM,31,22,373,8,31,41,18,32093636
24/10/2019,12:05:00 PM,31,63,379,1,31,18,3994773,
24/10/2019,12:10:00 PM,32,84,400,35,31,19,17,71696364
24/10/2019,12:15:00 PM,40,21,491,29,32,11,17,35123864
24/10/2019,12:20:00 PM,35,45,433,53,31,19,16,95723409
24/10/2019,12:25:00 PM,26,9,330,11,27,72,16,43346136
24/10/2019,12:30:00 PM,25,58,324,77,25,92,15,88106136
24/10/2019,12:35:00 PM,24,9,313,66,25,68,15,37712273
24/10/2019,12:40:00 PM,24,44,301,66,24,67,15,25905909
24/10/2019,12:45:00 PM,27,62,329,29,25,43,15,46217727
24/10/2019,12:50:00 PM,33,77,384,54,26,44,15,44530227
24/10/2019,12:55:00 PM,38,11,422,2,26,93,15,504725
24/10/2019,01:00:00 PM,45,48,479,42,28,72,15,79452727
24/10/2019,01:05:00 PM,31,87,344,31,28,7,16,10289545
24/10/2019,01:10:00 PM,22,39,254,85,26,66,16,73082273
24/10/2019,01:15:00 PM,25,98,304,78,26,82,17,28043636
24/10/2019,01:20:00 PM,31,7,353,69,29,14,17,97785909
24/10/2019,01:25:00 PM,39,95,393,76,31,35,18,88806591
24/10/2019,01:30:00 PM,72,89,470,52,34,17,19,78235682
24/10/2019,01:35:00 PM,50,86,407,9,35,3,20,30732727
24/10/2019,01:40:00 PM,67,13,420,19,34,43,20,60947727
24/10/2019,01:45:00 PM,55,32,413,72,35,6,20,87663636
24/10/2019,01:50:00 PM,36,25,314,13,33,43,21,16421818
24/10/2019,01:55:00 PM,30,92,273,66,31,87,21,21513636
24/10/2019,02:00:00 PM,44,16,250,32,30,79,21,24181818
24/10/2019,02:05:00 PM,70,2,258,43,30,1,21,7895682
24/10/2019,02:10:00 PM,59,27,295,28,29,45,21,248182
24/10/2019,02:15:00 PM,31,8,268,97,29,55,20,89084318
24/10/2019,02:20:00 PM,43,2,242,68,27,20,64135,
24/10/2019,02:25:00 PM,67,75,222,72,26,41,20,39668636
24/10/2019,02:30:00 PM,55,79,187,33,26,7,20,15405455
24/10/2019,02:35:00 PM,37,8,143,92,24,61,19,90110227
24/10/2019,02:40:00 PM,10,25,98,89,23,6,19,74200227
24/10/2019,02:45:00 PM,6,23,76,42,22,96,19,47676364
24/10/2019,02:50:00 PM,6,28,77,7,22,81,19,34545227
24/10/2019,02:55:00 PM,6,16,73,98,22,39,19,23243409
24/10/2019,03:00:00 PM,5,36,64,66,21,2,19,5089318
24/10/2019,03:05:00 PM,4,98,62,36,20,13,18,85069773
24/10/2019,03:10:00 PM,4,97,65,82,20,3,18,62477727
24/10/2019,03:15:00 PM,5,33,72,97,20,4,18,42156818
24/10/2019,03:20:00 PM,5,1,73,28,20,31,18,22843409
24/10/2019,03:25:00 PM,5,35,77,39,20,5,18,4317045
24/10/2019,03:30:00 PM,5,72,78,14,20,27,17,91748864
24/10/2019,03:35:00 PM,6,62,86,74,20,72,17,81574773
24/10/2019,03:40:00 PM,6,48,87,66,21,9,17,69217727
24/10/2019,03:45:00 PM,5,39,73,53,20,55,17,51484545
24/10/2019,03:50:00 PM,4,7,65,3,20,7,17,33065909
24/10/2019,03:55:00 PM,4,68,61,66,19,54,17,13575455
24/10/2019,04:00:00 PM,6,48,72,18,19,33,16,92640455
24/10/2019,04:05:00 PM,8,15,77,49,19,5,16,68305682
24/10/2019,04:10:00 PM,7,28,80,99,18,35,16,403575
24/10/2019,04:15:00 PM,4,76,59,62,17,84,16,137675
24/10/2019,04:20:00 PM,3,2,39,5,17,11,15,89821818
24/10/2019,04:25:00 PM,3,19,37,92,16,66,15,70865
24/10/2019,04:30:00 PM,2,9,34,95,16,36,15,57477045
24/10/2019,04:35:00 PM,1,97,28,1,16,8,15,47981364
24/10/2019,04:40:00 PM,1,56,24,45,16,3,15,44940909
24/10/2019,04:45:00 PM,1,1,19,27,15,94,15,39302727
24/10/2019,04:50:00 PM,0,73,15,36,15,95,15,34415455
24/10/2019,04:55:00 PM,0,53,12,57,15,92,15,34217727
24/10/2019,05:00:00 PM,0,42,10,86,15,84,15,364475
24/10/2019,05:05:00 PM,0,38,10,5,15,71,15,37705682
24/10/2019,05:10:00 PM,0,37,9,78,15,6,15,34157955
24/10/2019,05:15:00 PM,0,32,9,13,15,6,15,26554773
24/10/2019,05:20:00 PM,0,2,7,82,15,66,15,14778409
24/10/2019,05:25:00 PM,0,12,6,48,15,68,14,99876818
24/10/2019,05:30:00 PM,0,8,5,38,15,48,14,82141818
24/10/2019,05:35:00 PM,0,5,4,15,14,98,14,62258409
24/10/2019,05:40:00 PM,0,2,85,14,57,14,41110455,
24/10/2019,05:45:00 PM,0,1,68,14,21,14,17588636,
24/10/2019,05:50:00 PM,0,1,16,13,91,13,91134318,
24/10/2019,05:55:00 PM,0,1,4,13,57,13,63829545,
24/10/2019,06:00:00 PM,0,1,4,13,23,13,394725,
24/10/2019,06:05:00 PM,x,1,5,12,99,13,17479318,
24/10/2019,06:10:00 PM,x,1,5,12,75,12,98014091,
24/10/2019,06:15:00 PM,x,1,5,12,53,12,80203182,
24/10/2019,06:20:00 PM,x,1,5,12,5,12,63875,
24/10/2019,06:25:00 PM,x,1,5,12,66,12,51965909,
24/10/2019,06:30:00 PM,x,1,5,12,46,12,45511364,
24/10/2019,06:35:00 PM,x,1,4,12,37,12,45056818,
24/10/2019,06:40:00 PM,x,1,4,12,23,12,48602273,
24/10/2019,06:45:00 PM,x,1,4,12,11,12,55329545,
24/10/2019,06:50:00 PM,x,1,4,12,26,12,62965909,
24/10/2019,06:55:00 PM,x,1,4,12,52,12,69056818,
24/10/2019,07:00:00 PM,x,1,5,12,94,12,76693182,
24/10/2019,07:05:00 PM,x,1,5,13,14,12,854175,
24/10/2019,07:10:00 PM,x,1,5,13,27,12,95596364,
24/10/2019,07:15:00 PM,x,1,5,13,34,13,7141818,
24/10/2019,07:20:00 PM,x,1,5,13,33,13,17866136,
24/10/2019,07:25:00 PM,x,1,5,13,3,13,26317727,
24/10/2019,07:30:00 PM,x,1,5,13,33,13,31772273,
24/10/2019,07:35:00 PM,x,1,5,13,35,13,37499545,
24/10/2019,07:40:00 PM,x,1,4,13,38,13,42499545,
24/10/2019,07:45:00 PM,x,1,5,13,44,13,47772273,
24/10/2019,07:50:00 PM,x,1,5,13,45,13,54135909,
24/10/2019,07:55:00 PM,x,1,5,13,54,13,60772273,
24/10/2019,08:00:00 PM,x,1,5,13,77,13,66863182,
24/10/2019,08:05:00 PM,x,1,5,13,82,13,71317727,
24/10/2019,08:10:00 PM,x,1,5,13,92,13,73408636,
24/10/2019,08:15:00 PM,x,1,5,14,3,13,73138864,
24/10/2019,08:20:00 PM,x,1,5,14,3,13,74414545,
24/10/2019,08:25:00 PM,x,1,5,14,13,76053864,,
24/10/2019,08:30:00 PM,x,1,5,13,84,13,76965909,
24/10/2019,08:35:00 PM,x,1,4,13,61,13,78787045,
24/10/2019,08:40:00 PM,x,1,4,13,41,13,80517273,
24/10/2019,08:45:00 PM,x,1,4,13,59,13,79611136,
24/10/2019,08:50:00 PM,x,1,4,13,72,13,73523182,
24/10/2019,08:55:00 PM,x,1,4,13,87,13,62801818,
24/10/2019,09:00:00 PM,x,1,4,14,2,13,52625909,
24/10/2019,09:05:00 PM,x,1,4,14,11,13,44810682,
24/10/2019,09:10:00 PM,x,1,4,13,93,13,41268182,
24/10/2019,09:15:00 PM,x,1,4,13,36,13,38180227,
24/10/2019,09:20:00 PM,x,1,3,12,82,13,34819545,
24/10/2019,09:25:00 PM,x,1,3,12,72,13,27731591,
24/10/2019,09:30:00 PM,x,1,3,12,75,13,13916364,
24/10/2019,09:35:00 PM,x,1,3,13,2,12,90013182,
24/10/2019,09:40:00 PM,x,1,3,13,25,12,64655455,
24/10/2019,09:45:00 PM,x,1,3,13,35,12,42391591,
24/10/2019,09:50:00 PM,x,1,3,13,9,12,26033864,
24/10/2019,09:55:00 PM,x,1,3,12,5,12,10309545,
24/10/2019,10:00:00 PM,x,1,2,11,48,11,94221591,
24/10/2019,10:05:00 PM,x,1,2,11,14,11,75951818,
24/10/2019,10:10:00 PM,x,1,1,10,91,11,56136591,
24/10/2019,10:15:00 PM,x,1,1,11,2,11,35594091,
24/10/2019,10:20:00 PM,x,1,2,10,99,11,21230455,
24/10/2019,10:25:00 PM,x,1,2,10,98,11,10687955,
24/10/2019,10:30:00 PM,x,1,2,11,1,11,71425,
24/10/2019,10:35:00 PM,x,1,2,11,7,11,5869773,
24/10/2019,10:40:00 PM,x,1,2,11,9,11,6594091,
24/10/2019,10:45:00 PM,x,1,3,11,51,11,6318409,
24/10/2019,10:50:00 PM,x,1,2,11,34,11,6045682,
24/10/2019,10:55:00 PM,x,1,2,11,9,11,7682045,
24/10/2019,11:00:00 PM,x,1,2,11,11,11500227,,
24/10/2019,11:05:00 PM,x,1,2,10,99,11,13772955,
24/10/2019,11:10:00 PM,x,1,2,10,99,11,17772955,
24/10/2019,11:15:00 PM,x,1,2,10,96,11,17775909,
24/10/2019,11:20:00 PM,x,1,2,11,16,11,20048636,
24/10/2019,11:25:00 PM,x,1,2,11,43,11,25594091,
24/10/2019,11:30:00 PM,x,1,2,11,32,11,32685,
24/10/2019,11:35:00 PM,x,1,2,11,53,11,39866818,
24/10/2019,11:40:00 PM,x,1,2,11,51,11,451425,
24/10/2019,11:45:00 PM,x,1,2,11,59,11,51051591,
24/10/2019,11:50:00 PM,x,1,2,11,7,11,541425,
24/10/2019,11:55:00 PM,x,1,2,11,78,11,54597045,
25/10/2019,12:00:00 AM,x,1,2,11,78,11,56690909,
25/10/2019,12:05:00 AM,x,1,1,11,57,11,57512045,
25/10/2019,12:10:00 AM,x,1,2,11,61,11,56424091,
25/10/2019,12:15:00 AM,x,1,2,11,5,11,499725,
25/10/2019,12:20:00 AM,x,1,2,11,48,11,43248182,
25/10/2019,12:25:00 AM,x,1,1,11,55,11,38523864,
25/10/2019,12:30:00 AM,x,1,1,11,62,11,35163182,
25/10/2019,12:35:00 AM,x,1,1,11,39,11,30799545,
25/10/2019,12:40:00 AM,x,1,1,10,88,11,23257045,
25/10/2019,12:45:00 AM,x,1,1,10,96,11,15262955,
25/10/2019,12:50:00 AM,x,1,1,11,26,11,6538636,
25/10/2019,12:55:00 AM,x,1,1,11,41,10,96265909,
25/10/2019,01:00:00 AM,x,1,1,11,9,10,85720455,
25/10/2019,01:05:00 AM,x,1,1,10,78,10,76993182,
25/10/2019,01:10:00 AM,x,1,10,62,10,73902273,,
25/10/2019,01:15:00 AM,x,1,1,10,52,10,73538636,
25/10/2019,01:20:00 AM,x,1,1,10,42,10,72081136,
25/10/2019,01:25:00 AM,x,1,1,10,46,10,66987273,
25/10/2019,01:30:00 AM,x,1,1,10,43,10,64441818,
25/10/2019,01:35:00 AM,x,1,1,10,54,10,66169091,
25/10/2019,01:40:00 AM,x,1,1,10,92,10,67620682,
25/10/2019,01:45:00 AM,x,1,2,11,1,10,70166136,
25/10/2019,01:50:00 AM,x,1,2,10,85,10,76984318,
25/10/2019,01:55:00 AM,x,1,1,10,81,10,86345,
25/10/2019,02:00:00 AM,x,1,1,10,97,10,96523864,
25/10/2019,02:05:00 AM,x,1,1,10,78,11,5975455,
25/10/2019,02:10:00 AM,x,1,1,10,8,11,12608864,
25/10/2019,02:15:00 AM,x,1,1,11,17,11,17881591,
25/10/2019,02:20:00 AM,x,1,2,11,49,11,23520909,
25/10/2019,02:25:00 AM,x,1,2,11,55,11,28611818,
25/10/2019,02:30:00 AM,x,1,2,11,58,11,34884545,
25/10/2019,02:35:00 AM,x,1,2,11,65,11,42517955,
25/10/2019,02:40:00 AM,x,1,2,11,68,11,47427045,
25/10/2019,02:45:00 AM,x,1,1,11,47,11,49154318,
25/10/2019,02:50:00 AM,x,1,1,11,37,11,49881591,
25/10/2019,02:55:00 AM,x,1,1,11,66,11,48157273,
25/10/2019,03:00:00 AM,x,1,2,11,62,11,46342045,
25/10/2019,03:05:00 AM,x,1,1,11,34,11,42526818,
25/10/2019,03:10:00 AM,x,1,1,11,36,11,36984318,
25/10/2019,03:15:00 AM,x,1,2,11,57,11,34438864,
25/10/2019,03:20:00 AM,x,1,1,11,36,11,33620682,
25/10/2019,03:25:00 AM,x,1,1,11,38,11,27711591,
25/10/2019,03:30:00 AM,x,1,1,11,23,11,20441818,
25/10/2019,03:35:00 AM,x,1,1,11,7,11,15441818,
25/10/2019,03:40:00 AM,x,1,1,11,19,11,826,
25/10/2019,03:45:00 AM,x,1,1,11,28,11,172045,
25/10/2019,03:50:00 AM,x,1,1,11,1,10,96262955,
25/10/2019,03:55:00 AM,x,1,1,10,82,10,92444773,
25/10/2019,04:00:00 AM,x,1,1,10,79,10,88172045,
25/10/2019,04:05:00 AM,x,1,1,10,57,10,83899318,
25/10/2019,04:10:00 AM,x,1,1,10,68,10,77990227,
25/10/2019,04:15:00 AM,x,1,1,10,93,10,72172045,
25/10/2019,04:20:00 AM,x,1,1,10,96,10,67896364,
25/10/2019,04:25:00 AM,x,1,1,10,76,10,6526,
25/10/2019,04:30:00 AM,x,1,1,10,6,10,61987273,
25/10/2019,04:35:00 AM,x,1,1,10,54,10,62987273,
25/10/2019,04:40:00 AM,x,1,1,10,64,10,63987273,
25/10/2019,04:45:00 AM,x,1,2,10,54,10,62441818,
25/10/2019,04:50:00 AM,x,1,1,10,53,10,61529773,
25/10/2019,04:55:00 AM,x,1,1,10,43,10,62617727,
25/10/2019,05:00:00 AM,x,1,1,10,68,10,64432955,
25/10/2019,05:05:00 AM,x,1,1,10,79,10,649725,
25/10/2019,05:10:00 AM,x,1,1,10,76,10,62347273,
25/10/2019,05:15:00 AM,x,1,2,10,86,10,59450227,
25/10/2019,05:20:00 AM,x,1,2,10,88,10,57394773,
25/10/2019,05:25:00 AM,x,1,2,10,8,10,56035227,
25/10/2019,05:30:00 AM,x,1,3,10,6,10,51556818,
25/10/2019,05:35:00 AM,0,1,28,10,36,10,44131364,
25/10/2019,05:40:00 AM,0,2,21,10,26,10,36480227,
25/10/2019,05:45:00 AM,0,5,4,89,10,43,10,28420682
25/10/2019,05:50:00 AM,0,16,7,15,10,48,10,20218864
25/10/2019,05:55:00 AM,0,47,11,86,10,54,10,12228409
25/10/2019,06:00:00 AM,0,97,18,45,10,54,10,7213409
25/10/2019,06:05:00 AM,1,49,25,6,10,7,10,6291818
25/10/2019,06:10:00 AM,2,21,34,76,11,7,10,7651818
25/10/2019,06:15:00 AM,2,92,44,78,11,4,10,8892727
25/10/2019,06:20:00 AM,3,74,56,68,11,73,10,7297045
25/10/2019,06:25:00 AM,4,44,67,85,12,22,10,925227
25/10/2019,06:30:00 AM,4,63,69,63,12,48,10,12264545
25/10/2019,06:35:00 AM,5,18,74,53,12,76,10,365175
25/10/2019,06:40:00 AM,5,94,84,69,13,16,10,59081364
25/10/2019,06:45:00 AM,7,81,119,32,13,95,10,85877045
25/10/2019,06:50:00 AM,11,35,215,58,16,46,11,16968182
25/10/2019,06:55:00 AM,11,87,190,84,17,39,11,46304545
25/10/2019,07:00:00 AM,9,84,142,5,17,17,11,79612955
25/10/2019,07:05:00 AM,10,2,142,39,17,5,12,15524773
25/10/2019,07:10:00 AM,10,61,143,1,17,54,12,51108182
25/10/2019,07:15:00 AM,10,67,141,91,17,92,12,86944773
25/10/2019,07:20:00 AM,11,35,148,25,18,6,13,23791818
25/10/2019,07:25:00 AM,11,48,146,74,18,65,13,41705682
25/10/2019,07:30:00 AM,11,86,149,29,19,14,13,44558864
25/10/2019,07:35:00 AM,12,53,158,1,19,46,13,52054091
25/10/2019,07:40:00 AM,14,14,182,95,19,96,13,49916818
25/10/2019,07:45:00 AM,17,35,227,79,20,91,13,41384091
25/10/2019,07:50:00 AM,20,92,284,67,22,41,13,26935
25/10/2019,07:55:00 AM,23,33,319,47,23,25,13,62994545
25/10/2019,08:00:00 AM,22,73,310,56,23,34,14,311364
25/10/2019,08:05:00 AM,24,49,348,9,23,97,14,25293182
25/10/2019,08:10:00 AM,24,95,366,79,24,29,14,46508409
25/10/2019,08:15:00 AM,34,54,501,77,27,96,14,54136136
25/10/2019,08:20:00 AM,19,66,277,26,85,14,35249545,
25/10/2019,08:25:00 AM,11,96,171,91,23,98,13,74063864
25/10/2019,08:30:00 AM,11,11,159,7,22,26,14,85383636
25/10/2019,08:35:00 AM,12,16,175,76,22,6,15,71784091
25/10/2019,08:40:00 AM,17,18,245,5,22,31,15,86526818
25/10/2019,08:45:00 AM,28,74,406,44,24,29,16,53767273
25/10/2019,08:50:00 AM,62,14,894,56,35,21,16,40262955
25/10/2019,08:55:00 AM,25,69,353,17,36,97,15,96248182
25/10/2019,09:00:00 AM,21,96,311,35,32,28,15,13722955
25/10/2019,09:05:00 AM,35,76,538,43,31,49,15,27801364
25/10/2019,09:10:00 AM,42,2,583,11,38,16,26227727,
25/10/2019,09:15:00 AM,38,66,571,63,34,94,17,13619545
25/10/2019,09:20:00 AM,53,74,791,96,39,29,18,51923182
25/10/2019,09:25:00 AM,70,85,1073,17,42,87,18,12606591
25/10/2019,09:30:00 AM,62,11,924,11,47,93,17,38307727
25/10/2019,09:35:00 AM,51,8,744,53,49,37,17,92056818
25/10/2019,09:40:00 AM,56,83,806,96,46,92,17,81638864
25/10/2019,09:45:00 AM,47,48,685,84,43,64,18,58083636
25/10/2019,09:50:00 AM,50,35,667,78,42,87,19,80785682
25/10/2019,09:55:00 AM,66,68,993,9,46,29,20,21123864
25/10/2019,10:00:00 AM,67,9,976,51,51,64,20,40063409
25/10/2019,10:05:00 AM,71,26,1053,14,52,13,19,94791818
25/10/2019,10:10:00 AM,60,96,874,74,53,2,18,60812727
25/10/2019,10:15:00 AM,33,94,443,43,41,46,17,87107273
25/10/2019,10:20:00 AM,61,55,919,41,42,31,17,54065227
25/10/2019,10:25:00 AM,55,18,812,93,46,4,18,28767273
25/10/2019,10:30:00 AM,36,12,490,68,36,14,18,7320909
25/10/2019,10:35:00 AM,71,62,996,12,38,33,16,40189773
25/10/2019,10:40:00 AM,63,17,895,92,42,36,14,89542955
25/10/2019,10:45:00 AM,49,39,672,23,39,38,12,92582727
25/10/2019,10:50:00 AM,30,26,377,37,34,47,13,29654318
25/10/2019,10:55:00 AM,30,43,376,79,29,79,13,47505682
25/10/2019,11:00:00 AM,70,9,1139,43,36,55,12,68974545
25/10/2019,11:05:00 AM,76,94,1234,16,48,31,13,82172045
25/10/2019,11:10:00 AM,77,93,1274,68,46,81,14,23193864
25/10/2019,11:15:00 AM,68,95,1074,86,51,44,14,16268636
25/10/2019,11:20:00 AM,51,98,688,51,44,32,13,50298409
25/10/2019,11:25:00 AM,65,62,1020,17,44,71,13,3298
25/10/2019,11:30:00 AM,46,96,640,99,39,24,14,50916818
25/10/2019,11:35:00 AM,41,88,522,34,72,14,70760227,
25/10/2019,11:40:00 AM,34,33,424,9,30,58,15,36871364
25/10/2019,11:45:00 AM,36,83,446,5,29,46,15,67533864
25/10/2019,11:50:00 AM,33,74,401,56,28,69,14,19308636
25/10/2019,11:55:00 AM,40,9,485,49,28,27,14,12155909
25/10/2019,12:00:00 PM,56,8,702,69,33,22,13,91925682
25/10/2019,12:05:00 PM,63,17,812,15,39,5,14,4451591
25/10/2019,12:10:00 PM,44,32,548,31,37,7,14,6531136
25/10/2019,12:15:00 PM,69,13,1033,58,39,23,15,18559545
25/10/2019,12:20:00 PM,79,82,1193,61,49,56,15,70211136
25/10/2019,12:25:00 PM,79,46,1151,53,59,16,32561818,
25/10/2019,12:30:00 PM,79,2,1112,22,55,28,17,4726591
25/10/2019,12:35:00 PM,79,51,1159,4,54,68,18,62418636
25/10/2019,12:40:00 PM,55,4,844,25,54,71,19,38645455
25/10/2019,12:45:00 PM,75,36,1055,97,55,64,20,81629773
25/10/2019,12:50:00 PM,78,52,1087,38,54,69,21,48950909
25/10/2019,12:55:00 PM,78,23,1058,44,52,72,21,53153182
25/10/2019,01:00:00 PM,78,4,481,5,45,65,21,37427955
25/10/2019,01:05:00 PM,70,6,127,85,32,42,21,454725
25/10/2019,01:10:00 PM,64,52,128,71,25,55,20,48201591
25/10/2019,01:15:00 PM,76,15,199,6,24,66,19,896175
25/10/2019,01:20:00 PM,60,11,313,7,26,84,19,5077
25/10/2019,01:25:00 PM,54,46,323,29,27,91,19,3885909
25/10/2019,01:30:00 PM,32,8,236,48,25,57,17,68917045
25/10/2019,01:35:00 PM,58,9,246,9,24,57,16,56494091
25/10/2019,01:40:00 PM,73,78,318,87,25,24,15,99370909
25/10/2019,01:45:00 PM,66,11,296,71,24,72,15,64064318
25/10/2019,01:50:00 PM,66,14,369,74,25,18,15,38180909
25/10/2019,01:55:00 PM,32,45,322,1,25,62,15,15839773
25/10/2019,02:00:00 PM,26,44,278,82,24,96,14,92153182
25/10/2019,02:05:00 PM,36,28,278,5,24,12,14,90962273
25/10/2019,02:10:00 PM,49,2,312,33,24,44,15,12775455
25/10/2019,02:15:00 PM,63,95,316,69,24,9,15,35340682
25/10/2019,02:20:00 PM,54,76,321,6,25,38,15,61623864
25/10/2019,02:25:00 PM,45,22,316,65,25,57,15,65928409
25/10/2019,02:30:00 PM,38,9,292,89,25,96,15,73075227
25/10/2019,02:35:00 PM,28,75,275,81,26,24,15,98949545
25/10/2019,02:40:00 PM,29,9,255,72,25,87,16,27045
25/10/2019,02:45:00 PM,31,96,242,32,23,93,16,60240455
25/10/2019,02:50:00 PM,26,39,238,21,23,37,16,799825
25/10/2019,02:55:00 PM,39,29,201,4,23,23,16,9191
25/10/2019,03:00:00 PM,37,66,157,86,23,6,17,1275455
25/10/2019,03:05:00 PM,26,46,160,93,22,61,17,9733409
25/10/2019,03:10:00 PM,28,94,154,49,22,47,17,11233182
25/10/2019,03:15:00 PM,40,38,153,1,22,9,17,12338182
25/10/2019,03:20:00 PM,20,35,188,28,22,71,17,13047273
25/10/2019,03:25:00 PM,16,21,186,73,23,54,17,4560682
25/10/2019,03:30:00 PM,15,34,150,26,23,9,16,85029318
25/10/2019,03:35:00 PM,14,93,128,49,21,9,16,71529545
25/10/2019,03:40:00 PM,20,138,58,20,68,16,61196818,
25/10/2019,03:45:00 PM,33,82,151,81,20,64,16,56161364
25/10/2019,03:50:00 PM,31,1,167,97,21,21,16,52694091
25/10/2019,03:55:00 PM,26,95,166,12,21,18,16,33667955
25/10/2019,04:00:00 PM,15,6,152,16,20,84,16,5852045
25/10/2019,04:05:00 PM,18,54,137,77,20,79,15,81947045
25/10/2019,04:10:00 PM,13,8,117,13,20,37,15,73608409
25/10/2019,04:15:00 PM,14,47,87,4,19,5,15,70259773
25/10/2019,04:20:00 PM,13,19,77,28,17,89,15,65288636
25/10/2019,04:25:00 PM,13,7,78,56,17,7,15,59440682
25/10/2019,04:30:00 PM,14,71,82,63,17,78,15,57904545
25/10/2019,04:35:00 PM,12,3,69,88,17,53,15,49496136
25/10/2019,04:40:00 PM,10,86,60,99,17,32,15,37235227
25/10/2019,04:45:00 PM,9,58,56,18,17,3,15,28813636
25/10/2019,04:50:00 PM,7,6,60,99,17,12,15,28704318
25/10/2019,04:55:00 PM,5,47,38,59,16,98,15,33197273
25/10/2019,05:00:00 PM,5,3,39,46,16,67,15,40098409
25/10/2019,05:05:00 PM,3,59,41,9,16,55,15,47040455
25/10/2019,05:10:00 PM,2,94,37,75,16,51,15,51877273
25/10/2019,05:15:00 PM,2,9,37,65,16,59,15,554625
25/10/2019,05:20:00 PM,2,29,30,43,16,63,15,56767273
25/10/2019,05:25:00 PM,1,66,23,58,16,62,15,50245227
25/10/2019,05:30:00 PM,0,61,12,23,16,42,15,44590682
25/10/2019,05:35:00 PM,0,14,5,85,16,6,15,39420682
25/10/2019,05:40:00 PM,0,2,3,43,15,71,15,33439773
25/10/2019,05:45:00 PM,0,2,42,15,36,15,252475,
25/10/2019,05:50:00 PM,0,1,28,15,5,15,13012955,
25/10/2019,05:55:00 PM,0,1,6,14,8,14,98936364,
25/10/2019,06:00:00 PM,0,1,5,14,68,14,83051818,
25/10/2019,06:05:00 PM,x,1,7,14,66,14,66827727,
25/10/2019,06:10:00 PM,x,1,7,14,5,14,51618864,
25/10/2019,06:15:00 PM,x,1,7,14,33,14,37384318,
25/10/2019,06:20:00 PM,x,1,7,14,34,14,25449318,
25/10/2019,06:25:00 PM,x,1,7,14,31,14,16903864,
25/10/2019,06:30:00 PM,x,1,7,14,12,14,981,
25/10/2019,06:35:00 PM,x,1,6,13,96,14,3358409,
25/10/2019,06:40:00 PM,x,1,6,13,75,13,98179545,
25/10/2019,06:45:00 PM,x,1,6,13,73,13,94455227,
25/10/2019,06:50:00 PM,x,1,6,13,86,13,9064,
25/10/2019,06:55:00 PM,x,1,6,13,9,13,88276364,
25/10/2019,07:00:00 PM,x,1,6,13,95,13,87733864,
25/10/2019,07:05:00 PM,x,1,6,13,93,13,880975,
25/10/2019,07:10:00 PM,x,1,6,13,92,13,91461136,
25/10/2019,07:15:00 PM,x,1,6,13,92,13,94733864,
25/10/2019,07:20:00 PM,x,1,7,14,5,13,94733864,
25/10/2019,07:25:00 PM,x,1,6,14,6,13,92552045,
25/10/2019,07:30:00 PM,x,1,6,14,13,91279318,,
25/10/2019,07:35:00 PM,x,1,6,14,12,13,90733864,
25/10/2019,07:40:00 PM,x,1,6,14,9,13,90552045,
25/10/2019,07:45:00 PM,x,1,6,13,86,13,91370227,
25/10/2019,07:50:00 PM,x,1,6,13,66,13,92282273,
25/10/2019,07:55:00 PM,x,1,6,13,81,13,930125,
25/10/2019,08:00:00 PM,x,1,6,13,87,13,92560909,
25/10/2019,08:05:00 PM,x,1,6,13,9,13,88745682,
25/10/2019,08:10:00 PM,x,1,6,14,1,13,86748636,
25/10/2019,08:15:00 PM,x,1,6,14,15,13,89024318,
25/10/2019,08:20:00 PM,x,1,5,14,14,13,93118182,
25/10/2019,08:25:00 PM,x,1,5,13,95,13,96666591,
25/10/2019,08:30:00 PM,x,1,5,13,7,14,305909,
25/10/2019,08:35:00 PM,x,1,5,13,87,14,36725,
25/10/2019,08:40:00 PM,x,1,5,14,11,14,4675455,
25/10/2019,08:45:00 PM,x,1,5,14,11,14,2405682,
25/10/2019,08:50:00 PM,x,1,5,14,2,13,99951136,
25/10/2019,08:55:00 PM,x,1,5,14,27,14,5875,
25/10/2019,09:00:00 PM,x,1,5,14,27,14,3314773,
25/10/2019,09:05:00 PM,x,1,5,14,12,14,3951136,
25/10/2019,09:10:00 PM,x,1,5,13,9,14,3496591,
25/10/2019,09:15:00 PM,x,1,5,13,87,14,4678409,
