"Fecha","Hora","Potencia [kW]","Insolacion [W/m2]","Temperatura de modulos [øC]","Temperatura Ambiente [øC]"
"10/9/2019","14:15","32.42","207.23","28.38","20.17294773"
"10/9/2019","14:20","28.57","152.39","25.82","19.59049773"
"10/9/2019","14:25","20.99","161.26","22.87","19.27658409"
"10/9/2019","14:30","16.99","139.91","21.63","18.874025"
"10/9/2019","14:35","33.5","87.75","20.91","18.56099545"
"10/9/2019","14:40","44.66","78.14","19.85","18.13656364"
"10/9/2019","14:45","44.39","104.55","19.77","17.73676818"
"10/9/2019","14:50","42.3","64.98","19.39","17.38094545"
"10/9/2019","14:55","41.1","62.92","19.47","17.33441591"
"10/9/2019","15:00","39.55","54.58","19.83","17.34314545"
"10/9/2019","15:05","37.58","46.53","19.29","17.21893636"
"10/9/2019","15:10","36.65","49.93","18.87","17.17232727"
"10/9/2019","15:15","34.81","53.13","18.68","17.24223864"
"10/9/2019","15:20","33.98","51.47","18.79","17.20141591"
"10/9/2019","15:25","33.52","52.34","18.88","17.12705227"
"10/9/2019","15:30","32.83","61.79","18.7","16.94341364"
"10/9/2019","15:35","31.2","61.3","18.79","16.76992955"
"10/9/2019","15:40","29.2","48.58","18.72","16.62495455"
"10/9/2019","15:45","27.18","47.72","18.38","16.49831591"
"10/9/2019","15:50","24.37","41.32","17.95","16.36848636"
"10/9/2019","15:55","21.6","37.35","17.25","16.24552727"
"10/9/2019","16:00","20","32.94","16.94","16.14642955"
"10/9/2019","16:05","18.83","29.46","16.61","16.02341364"
"10/9/2019","16:10","17.4","28.3","16.48","15.85943636"
"10/9/2019","16:15","14.76","27.72","16.59","15.71486136"
"10/9/2019","16:20","11.5","26.88","16.7","15.58323182"
"10/9/2019","16:25","10.03","26.1","16.45","15.49816364"
"10/9/2019","16:30","9.14","25.09","16.26","15.40975455"
"10/9/2019","16:35","7.81","24.08","16.12","15.34053636"
"10/9/2019","16:40","6.64","23.73","16.01","15.26791818"
"10/9/2019","16:45","6.32","23.41","15.92","15.16557955"
"10/9/2019","16:50","5.2","22.45","15.83","15.03808864"
"10/9/2019","16:55","4.32","21.94","15.61","14.92630909"
"10/9/2019","17:00","3.6","20.58","15.56","14.82214091"
"10/9/2019","17:05","2.87","19.34","15.39","14.72574545"
"10/9/2019","17:10","2.3","18.05","15.15","14.6265"
"10/9/2019","17:15","1.81","16.8","14.97","14.52123409"
"10/9/2019","17:20","1.4","15.01","14.86","14.41362273"
"10/9/2019","17:25","1.01","13.27","14.73","14.31878864"
"10/9/2019","17:30","0.62","10.86","14.63","14.22895227"
"10/9/2019","17:35","0.34","8.09","14.41","14.14208182"
"10/9/2019","17:40","0.14","5.5","14.18","14.06770455"
"10/9/2019","17:45","0.02","3.18","14.02","14.00508864"
"10/9/2019","17:50","0","1.73","13.91","13.93900227"
"10/9/2019","17:55","0","1.14","13.94","13.866925"
"10/9/2019","18:00","0","1.05","13.84","13.79590909"
"10/9/2019","18:05","0","1.07","13.78","13.72755909"
"10/9/2019","18:10","x","1.07","13.77","13.66519318"
"10/9/2019","18:15","x","1.07","13.68","13.59051818"
"10/9/2019","18:20","x","1.05","13.54","13.51977045"
"10/9/2019","18:25","x","1.05","13.53","13.45546136"
"10/9/2019","18:30","x","1.07","13.43","13.41452273"
"10/9/2019","18:35","x","1.07","13.35","13.38364318"
"10/9/2019","18:40","x","1.07","13.13","13.34912727"
"10/9/2019","18:45","x","1.06","13.11","13.320975"
"10/9/2019","18:50","x","1.06","13.23","13.29821818"
"10/9/2019","18:55","x","1.06","13.39","13.25637045"
"10/9/2019","19:00","x","1.06","13.44","13.21006591"
"10/9/2019","19:05","x","1.06","13.39","13.14827727"
"10/9/2019","19:10","x","1.06","13.37","13.09379091"
"10/9/2019","19:15","x","1.06","13.29","13.03291136"
"10/9/2019","19:20","x","1.06","13.07","12.97021364"
"10/9/2019","19:25","x","1.05","12.92","12.90115227"
"10/9/2019","19:30","x","1.06","12.67","12.81481818"
"10/9/2019","19:35","x","1.05","12.53","12.71848409"
"10/9/2019","19:40","x","1.05","12.44","12.60854318"
"10/9/2019","19:45","x","1.05","12.54","12.50042045"
"10/9/2019","19:50","x","1.05","12.63","12.42775227"
"10/9/2019","19:55","x","1.05","12.49","12.37957045"
"10/9/2019","20:00","x","1.05","12.33","12.33962955"
"10/9/2019","20:05","x","1.04","12.16","12.32511364"
"10/9/2019","20:10","x","1.04","12.1","12.33787045"
"10/9/2019","20:15","x","1.04","12.27","12.36150682"
"10/9/2019","20:20","x","1.05","12.39","12.38150682"
"10/9/2019","20:25","x","1.04","12.23","12.41423409"
"10/9/2019","20:30","x","1.04","12.37","12.44968864"
"10/9/2019","20:35","x","1.04","12.58","12.48147727"
"10/9/2019","20:40","x","1.05","12.8","12.50511364"
"10/9/2019","20:45","x","1.05","12.85","12.49602273"
"10/9/2019","20:50","x","1.05","12.85","12.463325"
"10/9/2019","20:55","x","1.05","12.72","12.41787045"
"10/9/2019","21:00","x","1.05","12.51","12.32426364"
"10/9/2019","21:05","x","1.04","12.36","12.19520227"
"10/9/2019","21:10","x","1.04","12.17","12.03889773"
"10/9/2019","21:15","x","1.04","12.03","11.91713864"
"10/9/2019","21:20","x","1.04","11.73","11.82898636"
"10/9/2019","21:25","x","1.03","11.34","11.76265227"
"10/9/2019","21:30","x","1.03","11.16","11.71631818"
"10/9/2019","21:35","x","1.03","11.08","11.66904545"
"10/9/2019","21:40","x","1.03","11.51","11.62086364"
"10/9/2019","21:45","x","1.04","11.88","11.58086364"
"10/9/2019","21:50","x","1.04","11.99","11.58177273"
"10/9/2019","21:55","x","1.04","12","11.63719773"
"10/9/2019","22:00","x","1.04","11.84","11.72353182"
"10/9/2019","22:05","x","1.04","11.64","11.83256364"
"10/9/2019","22:10","x","1.04","11.59","11.91435227"
"10/9/2019","22:15","x","1.04","11.74","11.97250455"
"10/9/2019","22:20","x","1.04","11.95","12.032475"
"10/9/2019","22:25","x","1.04","12.11","12.09608182"
"10/9/2019","22:30","x","1.05","12.28","12.17517273"
"10/9/2019","22:35","x","1.04","12.41","12.26696136"
"10/9/2019","22:40","x","1.05","12.52","12.36605227"
"10/9/2019","22:45","x","1.05","12.65","12.45605227"
"10/9/2019","22:50","x","1.05","12.7","12.52787045"
"10/9/2019","22:55","x","1.04","12.71","12.57968864"
"10/9/2019","23:00","x","1.05","12.65","12.60880909"
"10/9/2019","23:05","x","1.04","12.68","12.62062727"
"10/9/2019","23:10","x","1.04","12.73","12.63520227"
"10/9/2019","23:15","x","1.04","12.74","12.65341364"
"10/9/2019","23:20","x","1.04","12.68","12.70071591"
"10/9/2019","23:25","x","1.04","12.6","12.77432273"
"10/9/2019","23:30","x","1.04","12.54","12.87432273"
"10/9/2019","23:35","x","1.04","12.68","12.95977727"
"10/9/2019","23:40","x","1.04","12.85","13.04614091"
"10/9/2019","23:45","x","1.04","13.22","13.12974773"
"10/9/2019","23:50","x","1.05","13.52","13.19429318"
"10/9/2019","23:55","x","1.05","13.75","13.252475"
"10/10/2019","0:00","x","1.04","13.62","13.32338409"
"10/10/2019","0:05","x","1.04","13.68","13.39429318"
"10/10/2019","0:10","x","1.05","13.66","13.46429318"
"10/10/2019","0:15","x","1.04","13.39","13.49611136"
"10/10/2019","0:20","x","1.04","13.24","13.48977727"
"10/10/2019","0:25","x","1.04","13.32","13.46344318"
"10/10/2019","0:30","x","1.04","13.46","13.45344318"
"10/10/2019","0:35","x","1.04","13.62","13.44526136"
"10/10/2019","0:40","x","1.04","13.57","13.43438182"
"10/10/2019","0:45","x","1.04","13.45","13.44895682"
"10/10/2019","0:50","x","1.04","13.46","13.47804773"
"10/10/2019","0:55","x","1.04","13.51","13.50713864"
"10/10/2019","1:00","x","1.04","13.59","13.51804773"
"10/10/2019","1:05","x","1.04","13.54","13.48804773"
"10/10/2019","1:10","x","1.03","13.55","13.43989545"
"10/10/2019","1:15","x","1.04","13.56","13.37083409"
"10/10/2019","1:20","x","1.04","13.64","13.27995455"
"10/10/2019","1:25","x","1.04","13.58","13.20274091"
"10/10/2019","1:30","x","1.04","13.29","13.16004318"
"10/10/2019","1:35","x","1.03","13.04","13.1228"
"10/10/2019","1:40","x","1.03","12.69","13.06825455"
"10/10/2019","1:45","x","1.03","12.46","12.96828409"
"10/10/2019","1:50","x","1.02","12.66","12.80379773"
"10/10/2019","1:55","x","1.03","13.12","12.59658409"
"10/10/2019","2:00","x","1.03","13.13","12.38755227"
"10/10/2019","2:05","x","1.03","12.95","12.18852045"
"10/10/2019","2:10","x","1.03","12.46","11.99588182"
"10/10/2019","2:15","x","1.02","11.83","11.79960682"
"10/10/2019","2:20","x","1.02","11.3","11.57418182"
"10/10/2019","2:25","x","1.02","10.99","11.330575"
"10/10/2019","2:30","x","1.01","10.85","11.14242273"
"10/10/2019","2:35","x","1","10.57","11.01063409"
"10/10/2019","2:40","x","1","10.3","10.95790682"
"10/10/2019","2:45","x","1.01","10.18","10.97969545"
"10/10/2019","2:50","x","1.02","10.44","11.05421136"
"10/10/2019","2:55","x","1.02","11.06","11.14327273"
"10/10/2019","3:00","x","1.02","11.5","11.25772955"
"10/10/2019","3:05","x","1.03","11.88","11.393975"
"10/10/2019","3:10","x","1.03","12.07","11.55385682"
"10/10/2019","3:15","x","1.03","12.12","11.72470682"
"10/10/2019","3:20","x","1.03","11.97","11.85831364"
"10/10/2019","3:25","x","1.04","12.11","11.92101136"
"10/10/2019","3:30","x","1.04","12.07","11.93007273"
"10/10/2019","3:35","x","1.04","12.06","11.8928"
"10/10/2019","3:40","x","1.03","12.06","11.83007273"
"10/10/2019","3:45","x","1.03","11.91","11.75916364"
"10/10/2019","3:50","x","1.03","11.75","11.71189091"
"10/10/2019","3:55","x","1.03","11.6","11.6628"
"10/10/2019","4:00","x","1.03","11.47","11.6328"
"10/10/2019","4:05","x","1.03","11.38","11.62461818"
"10/10/2019","4:10","x","1.03","11.34","11.64277045"
"10/10/2019","4:15","x","1.03","11.45","11.71274091"
"10/10/2019","4:20","x","1.04","11.57","11.819075"
"10/10/2019","4:25","x","1.04","11.74","11.95631818"
"10/10/2019","4:30","x","1.04","11.97","12.10537955"
"10/10/2019","4:35","x","1.04","12.26","12.24898636"
"10/10/2019","4:40","x","1.04","12.68","12.36804773"
"10/10/2019","4:45","x","1.04","12.92","12.40986591"
"10/10/2019","4:50","x","1.04","13.11","12.39719773"
"10/10/2019","4:55","x","1.04","13.11","12.35816591"
"10/10/2019","5:00","x","1.04","12.96","12.30458864"
"10/10/2019","5:05","x","1.04","12.65","12.22916364"
"10/10/2019","5:10","x","1.03","11.91","12.12827727"
"10/10/2019","5:15","x","1.02","11.43","12.03995"
"10/10/2019","5:20","x","1.02","11.31","11.95720455"
"10/10/2019","5:25","x","1.02","11.38","11.87539318"
"10/10/2019","5:30","x","1.03","11.43","11.77688409"
"10/10/2019","5:35","0","1.34","11.58","11.71157273"
"10/10/2019","5:40","0","2.32","11.99","11.69528409"
"10/10/2019","5:45","0","3.2","12.27","11.71219318"
"10/10/2019","5:50","0.05","4.73","12.33","11.7556"
"10/10/2019","5:55","0.23","7.92","12.1","11.85872955"
"10/10/2019","6:00","0.42","10.53","12.24","12.00140227"
"10/10/2019","6:05","0.67","13.62","12.14","12.12389773"
"10/10/2019","6:10","0.84","16.22","12.11","12.19170227"
"10/10/2019","6:15","0.85","16.79","12.3","12.22399318"
"10/10/2019","6:20","0.98","18.73","13.09","12.25674091"
"10/10/2019","6:25","1.03","19.51","13.6","12.30928182"
"10/10/2019","6:30","1.07","19.88","13.53","12.36755455"
"10/10/2019","6:35","1.25","22.14","13.38","12.44829545"
"10/10/2019","6:40","1.64","27.04","13.4","12.565"
"10/10/2019","6:45","2.35","35.8","13.7","12.68447727"
"10/10/2019","6:50","3.56","51.06","14.08","12.76438409"
"10/10/2019","6:55","4.27","59.73","14.48","12.84180227"
"10/10/2019","7:00","5.23","70.6","14.88","12.96313409"
"10/10/2019","7:05","5.74","76.72","15.36","13.10538409"
"10/10/2019","7:10","6.16","81.89","15.73","13.270925"
"10/10/2019","7:15","6.7","88.3","16.23","13.45124545"
"10/10/2019","7:20","6.96","90.23","16.75","13.63489318"
"10/10/2019","7:25","6.29","80.66","16.84","13.80858864"
"10/10/2019","7:30","6.54","83.84","16.95","13.99740682"
"10/10/2019","7:35","7.03","89.78","17.26","14.24089318"
"10/10/2019","7:40","7.92","101.23","17.81","14.51925909"
"10/10/2019","7:45","9.56","121.21","18.38","14.77007727"
"10/10/2019","7:50","11.23","139.71","18.99","14.95108864"
"10/10/2019","7:55","12.54","155","19.7","15.09988182"
"10/10/2019","8:00","12.25","151.54","20.47","15.26490909"
"10/10/2019","8:05","11.23","137.52","20.6","15.36034091"
"10/10/2019","8:10","11.06","135.1","20.51","15.33659091"
"10/10/2019","8:15","11.32","141.58","20.41","15.33113182"
"10/10/2019","8:20","11.69","147.53","20.65","15.48107045"
"10/10/2019","8:25","11.83","148.6","20.87","15.82401818"
"10/10/2019","8:30","12.35","153.48","20.38","16.01143864"
"10/10/2019","8:35","16.27","203.73","20.88","16.00117273"
"10/10/2019","8:40","22.56","286.75","23.7","16.23982045"
"10/10/2019","8:45","23.83","306.5","26.06","16.46377045"
"10/10/2019","8:50","18.07","222.31","25.66","16.620025"
"10/10/2019","8:55","16.88","207.49","24.35","16.80280909"
"10/10/2019","9:00","21.66","273.61","24.91","16.97778636"
"10/10/2019","9:05","17","211.25","25.61","17.18074773"
"10/10/2019","9:10","13.98","171.32","23.84","17.28407045"
"10/10/2019","9:15","16.16","196.49","23.96","17.29953636"
"10/10/2019","9:20","11.41","143.35","22.71","17.134875"
"10/10/2019","9:25","6.84","91.18","20.28","16.75675909"
"10/10/2019","9:30","6.96","94.42","19.56","16.58388409"
"10/10/2019","9:35","12.68","157.01","20.62","16.49280455"
"10/10/2019","9:40","16.37","192.65","22.53","16.21230682"
"10/10/2019","9:45","19.8","235.58","24.28","16.13185227"
"10/10/2019","9:50","33.13","411.16","26.81","16.31023636"
"10/10/2019","9:55","41.44","521.66","31.07","16.80095909"
"10/10/2019","10:00","34.87","447","32.27","17.45887045"
"10/10/2019","10:05","40.91","533.95","32.54","18.26698182"
"10/10/2019","10:10","43.3","566.49","35.1","18.90884545"
"10/10/2019","10:15","39.37","508.82","36.55","19.36384545"
"10/10/2019","10:20","36.36","466.32","37.87","19.68912955"
"10/10/2019","10:25","32.47","408.05","36.99","20.23819318"
"10/10/2019","10:30","25.55","318.88","34.77","20.41405455"
"10/10/2019","10:35","22.12","281.25","32.47","20.91899545"
"10/10/2019","10:40","23.58","301.58","31.43","21.43597955"
"10/10/2019","10:45","37.1","470.91","32.33","21.72688409"
"10/10/2019","10:50","34.73","438.9","34.42","21.24306818"
"10/10/2019","10:55","35.24","459.17","34.6","20.462325"
"10/10/2019","11:00","38.41","507.97","37.25","19.93145455"
"10/10/2019","11:05","36.43","486.28","38.18","19.67874545"
"10/10/2019","11:10","31.61","418.36","36.81","19.40848864"
"10/10/2019","11:15","46.8","605.15","37.06","19.61556136"
"10/10/2019","11:20","51.56","665.84","36.78","19.48973182"
"10/10/2019","11:25","35.16","463.79","33.64","19.47359091"
"10/10/2019","11:30","30.86","399.09","33.52","19.41345227"
"10/10/2019","11:35","34.5","438.59","32.91","19.31708182"
"10/10/2019","11:40","34.1","442.67","33.69","19.09585909"
"10/10/2019","11:45","32.44","423.95","32.55","19.81874318"
"10/10/2019","11:50","33.91","439.71","33.79","20.58497273"
"10/10/2019","11:55","37.14","468.94","35.32","21.15615"
"10/10/2019","12:00","38.95","490.59","37.26","21.68593864"
"10/10/2019","12:05","43.01","540.62","38.35","22.50585455"
"10/10/2019","12:10","32.38","410.02","38.67","22.98956364"
"10/10/2019","12:15","36.07","457.27","38.43","23.27513409"
"10/10/2019","12:20","34.13","432.93","38.92","23.42571364"
"10/10/2019","12:25","30.56","356.7","37.97","23.56758636"
"10/10/2019","12:30","17.93","205.08","34.34","23.62819091"
"10/10/2019","12:35","12.78","162.03","29.89","23.683525"
"10/10/2019","12:40","14.26","182.68","27.85","23.23867727"
"10/10/2019","12:45","17.6","201.36","27.7","22.84634545"
"10/10/2019","12:50","16.19","178.46","27.44","22.20390455"
"10/10/2019","12:55","11.66","137.77","26.46","21.33509773"
"10/10/2019","13:00","8.69","107.43","24.88","20.47322273"
"10/10/2019","13:05","9.48","114.43","24.17","20.04428182"
"10/10/2019","13:10","13.86","163.29","24.56","19.89617045"
"10/10/2019","13:15","21.92","263.91","26.36","19.73664091"
"10/10/2019","13:20","28.06","342.45","27.95","19.37648182"
"10/10/2019","13:25","27.22","334.33","29.06","18.93445909"
"10/10/2019","13:30","24.12","295.21","29.5","18.44693864"
"10/10/2019","13:35","21.96","268.81","29.02","17.95687727"
"10/10/2019","13:40","20.04","243.97","27.33","17.57702045"
"10/10/2019","13:45","19.5","236.36","25.36","17.53981591"
"10/10/2019","13:50","19.74","235.07","24.76","17.71642045"
"10/10/2019","13:55","22.28","265.36","24.65","17.88924545"
"10/10/2019","14:00","27.71","317.22","25.37","17.87528636"
"10/10/2019","14:05","30.73","364.78","26.93","17.79419773"
"10/10/2019","14:10","37.02","376.81","29.62","17.77604545"
"10/10/2019","14:15","65.64","372.83","30.88","17.68829091"
"10/10/2019","14:20","59.32","315.22","30.34","17.53166818"
"10/10/2019","14:25","47.74","296.55","29.39","17.53584091"
"10/10/2019","14:30","34.99","231.64","26.92","17.71290682"
"10/10/2019","14:35","14.59","159.96","24.4","17.97519318"
"10/10/2019","14:40","15.74","195.6","23.07","18.02076136"
"10/10/2019","14:45","22.08","266.85","24.07","17.9385"
"10/10/2019","14:50","24.72","283.64","25.29","17.68895909"
"10/10/2019","14:55","23.11","221.29","24.2","17.45954545"
"10/10/2019","15:00","14.45","142.16","22.58","17.26957045"
"10/10/2019","15:05","8.72","86.31","20.68","17.07703182"
"10/10/2019","15:10","4.32","44.98","19.32","17.08495227"
"10/10/2019","15:15","8.83","43.68","18.77","17.13617727"
"10/10/2019","15:20","3.01","33.89","18.33","17.02605227"
"10/10/2019","15:25","1.84","25.17","18.12","16.68606136"
"10/10/2019","15:30","1.86","26.05","17.93","16.1692"
"10/10/2019","15:35","2.54","30.15","17.78","15.68248182"
"10/10/2019","15:40","2.16","29.82","16.93","15.21661818"
"10/10/2019","15:45","2.1","31.99","15.9","14.78668409"
"10/10/2019","15:50","4.28","62.21","15.29","14.35061591"
"10/10/2019","15:55","5.02","72.79","14.64","13.94578409"
"10/10/2019","16:00","4.57","62.43","14.55","13.63551591"
"10/10/2019","16:05","6.5","67.58","14.93","13.35047045"
"10/10/2019","16:10","9.25","71.35","14.94","13.17301591"
"10/10/2019","16:15","10.85","81.79","15.09","13.10161136"
"10/10/2019","16:20","9","90.19","15.78","13.19947045"
"10/10/2019","16:25","6.8","76.91","16.17","13.34808864"
"10/10/2019","16:30","5.89","75.55","16.12","13.422175"
"10/10/2019","16:35","4.67","63.42","16.07","13.46769318"
"10/10/2019","16:40","3.67","51.85","15.76","13.51078864"
"10/10/2019","16:45","2.35","35.55","15.5","13.5745"
"10/10/2019","16:50","1.44","24.95","14.72","13.59425"
"10/10/2019","16:55","0.9","17.97","13.92","13.52947273"
"10/10/2019","17:00","0.64","14.02","13.69","13.45994318"
"10/10/2019","17:05","0.67","14.61","13.57","13.35139318"
"10/10/2019","17:10","0.65","14.38","13.6","13.22671136"
"10/10/2019","17:15","0.67","14.89","13.55","13.09288864"
"10/10/2019","17:20","0.72","15.45","13.46","13.02070455"
"10/10/2019","17:25","0.65","14.16","13.36","13.02816818"
"10/10/2019","17:30","0.53","12.16","13.21","13.07467045"
"10/10/2019","17:35","0.46","10.05","13.03","13.13567273"
"10/10/2019","17:40","0.23","6.69","13.09","13.18684545"
"10/10/2019","17:45","0.01","2.92","13.21","13.24316136"
"10/10/2019","17:50","0","1.29","13.46","13.30567727"
"10/10/2019","17:55","0","1.05","13.78","13.37259318"
"10/10/2019","18:00","0","1.04","13.8","13.44996364"
"10/10/2019","18:05","x","1.06","13.73","13.53834318"
"10/10/2019","18:10","x","1.06","13.72","13.60500682"
"10/10/2019","18:15","x","1.06","13.68","13.63871364"
"10/10/2019","18:20","x","1.05","13.67","13.62578636"
"10/10/2019","18:25","x","1.05","13.7","13.57760455"
"10/10/2019","18:30","x","1.06","13.71","13.51302955"
"10/10/2019","18:35","x","1.05","13.64","13.43490682"
"10/10/2019","18:40","x","1.05","13.52","13.34402727"
"10/10/2019","18:45","x","1.05","13.31","13.25226818"
"10/10/2019","18:50","x","1.05","13.25","13.17047955"
"10/10/2019","18:55","x","1.05","13.09","13.05596364"
"10/10/2019","19:00","x","1.04","12.87","12.88696136"
"10/10/2019","19:05","x","1.05","12.72","12.692475"
"10/10/2019","19:10","x","1.04","12.67","12.47526136"
"10/10/2019","19:15","x","1.04","12.77","12.27532045"
"10/10/2019","19:20","x","1.04","12.44","12.09174318"
"10/10/2019","19:25","x","1.03","11.85","11.91634773"
"10/10/2019","19:30","x","1.03","11.5","11.75455909"
"10/10/2019","19:35","x","1.03","11.13","11.60007273"
"10/10/2019","19:40","x","1.03","11.11","11.43646591"
"10/10/2019","19:45","x","1.03","11.23","11.24285909"
"10/10/2019","19:50","x","1.03","11.16","11.07379773"
"10/10/2019","19:55","x","1.03","11.09","10.96925227"
"10/10/2019","20:00","x","1.03","11.02","10.90922273"
"10/10/2019","20:05","x","1.03","10.87","10.85649545"
"10/10/2019","20:10","x","1.03","10.64","10.79192045"
"10/10/2019","20:15","x","1.03","10.58","10.69282955"
"10/10/2019","20:20","x","1.03","10.7","10.60646591"
"10/10/2019","20:25","x","1.04","10.84","10.52192045"
"10/10/2019","20:30","x","1.03","10.55","10.437375"
"10/10/2019","20:35","x","1.04","10.4","10.36555682"
"10/10/2019","20:40","x","1.03","10.14","10.32555682"
"10/10/2019","20:45","x","1.03","10.21","10.31282955"
"10/10/2019","20:50","x","1.03","10.16","10.30464773"
"10/10/2019","20:55","x","1.03","10.09","10.30373864"
"10/10/2019","21:00","x","1.03","10.08","10.34189091"
"10/10/2019","21:05","x","1.03","10.2","10.40370909"
"10/10/2019","21:10","x","1.03","10.44","10.49913409"
"10/10/2019","21:15","x","1.03","10.61","10.58728636"
"10/10/2019","21:20","x","1.04","10.83","10.68092273"
"10/10/2019","21:25","x","1.04","10.97","10.78452955"
"10/10/2019","21:30","x","1.04","11.08","10.89722727"
"10/10/2019","21:35","x","1.04","11.19","10.99719773"
"10/10/2019","21:40","x","1.04","11.18","11.05353182"
"10/10/2019","21:45","x","1.03","11.19","11.07259318"
"10/10/2019","21:50","x","1.04","11.23","11.07168409"
"10/10/2019","21:55","x","1.04","11.32","11.03353182"
"10/10/2019","22:00","x","1.04","11.3","10.97265227"
"10/10/2019","22:05","x","1.04","11.06","10.88177273"
"10/10/2019","22:10","x","1.04","10.82","10.769075"
"10/10/2019","22:15","x","1.04","10.82","10.64089318"
"10/10/2019","22:20","x","1.03","10.55","10.50092273"
"10/10/2019","22:25","x","1.03","10.41","10.35461818"
"10/10/2019","22:30","x","1.03","10.19","10.22919318"
"10/10/2019","22:35","x","1.03","9.94","10.126525"
"10/10/2019","22:40","x","1.03","9.78","10.0511"
"10/10/2019","22:45","x","1.03","9.69","9.983856818"
"10/10/2019","22:50","x","1.02","9.71","9.964765909"
"10/10/2019","22:55","x","1.03","9.92","9.961129545"
"10/10/2019","23:00","x","1.02","9.93","9.976584091"
"10/10/2019","23:05","x","1.03","9.99","10.00658409"
"10/10/2019","23:10","x","1.03","10.08","10.02840227"
"10/10/2019","23:15","x","1.03","10.34","10.04749318"
"10/10/2019","23:20","x","1.03","10.37","10.06112955"
"10/10/2019","23:25","x","1.03","10.36","10.06025"
"10/10/2019","23:30","x","1.03","10.27","10.09388636"
"10/10/2019","23:35","x","1.03","10.02","10.15297727"
"10/10/2019","23:40","x","1.03","9.9","10.23570455"
"10/10/2019","23:45","x","1.02","9.86","10.32479545"
"10/10/2019","23:50","x","1.02","9.91","10.41934091"
"10/10/2019","23:55","x","1.02","10.3","10.48843182"
"10/11/2019","0:00","x","1.03","10.64","10.55391591"
"10/11/2019","0:05","x","1.03","10.99","10.66121818"
"10/11/2019","0:10","x","1.03","11.32","10.81121818"
"10/11/2019","0:15","x","1.03","11.41","10.97937045"
"10/11/2019","0:20","x","1.03","11.12","11.17752273"
"10/11/2019","0:25","x","1.02","10.99","11.32931136"
"10/11/2019","0:30","x","1.02","11.2","11.43749318"
"10/11/2019","0:35","x","1.03","11.55","11.50476591"
"10/11/2019","0:40","x","1.03","11.71","11.55749318"
"10/11/2019","0:45","x","1.03","12.09","11.63658409"
"10/11/2019","0:50","x","1.03","11.97","11.77294773"
"10/11/2019","0:55","x","1.03","11.83","11.93743409"
"10/11/2019","1:00","x","1.03","11.73","12.09010227"
"10/11/2019","1:05","x","1.03","11.9","12.20916364"
"10/11/2019","1:10","x","1.03","12.28","12.318225"
"10/11/2019","1:15","x","1.03","12.62","12.37365"
"10/11/2019","1:20","x","1.04","12.8","12.42092273"
"10/11/2019","1:25","x","1.04","12.88","12.45637727"
"10/11/2019","1:30","x","1.04","12.86","12.51183182"
"10/11/2019","1:35","x","1.04","12.91","12.54365"
"10/11/2019","1:40","x","1.04","12.7","12.52637727"
"10/11/2019","1:45","x","1.03","12.49","12.47274091"
"10/11/2019","1:50","x","1.03","12.22","12.408225"
"10/11/2019","1:55","x","1.03","12.34","12.30916364"
"10/11/2019","2:00","x","1.03","12.25","12.17195"
"10/11/2019","2:05","x","1.03","12.09","11.99746364"
"10/11/2019","2:10","x","1.03","12.03","11.84479545"
"10/11/2019","2:15","x","1.03","12.09","11.70755227"
"10/11/2019","2:20","x","1.03","11.79","11.59394545"
"10/11/2019","2:25","x","1.02","11.35","11.45942955"
"10/11/2019","2:30","x","1.02","10.99","11.29309545"
"10/11/2019","2:35","x","1.02","11.02","11.12497273"
"10/11/2019","2:40","x","1.02","10.98","10.96321364"
"10/11/2019","2:45","x","1.02","10.97","10.79509091"
"10/11/2019","2:50","x","1.02","10.86","10.67424091"
"10/11/2019","2:55","x","1.02","10.42","10.61605909"
"10/11/2019","3:00","x","1.01","10.24","10.59333182"
"10/11/2019","3:05","x","1.01","10.25","10.57242273"
"10/11/2019","3:10","x","1.01","10.24","10.55605909"
"10/11/2019","3:15","x","1.01","10.46","10.55151364"
"10/11/2019","3:20","x","1.02","10.71","10.56242273"
"10/11/2019","3:25","x","1.02","10.74","10.61333182"
"10/11/2019","3:30","x","1.02","10.79","10.68875682"
"10/11/2019","3:35","x","1.02","10.8","10.78324318"
"10/11/2019","3:40","x","1.02","10.92","10.88230455"
"10/11/2019","3:45","x","1.02","10.98","10.97409318"
"10/11/2019","3:50","x","1.02","10.98","11.06951818"
"10/11/2019","3:55","x","1.02","11.07","11.18494318"
"10/11/2019","4:00","x","1.03","11.29","11.28673182"
"10/11/2019","4:05","x","1.02","11.33","11.34673182"
"10/11/2019","4:10","x","1.02","11.47","11.38582273"
"10/11/2019","4:15","x","1.03","11.76","11.42855"
"10/11/2019","4:20","x","1.03","12.01","11.46945909"
"10/11/2019","4:25","x","1.03","11.91","11.51127727"
"10/11/2019","4:30","x","1.02","11.46","11.53764091"
"10/11/2019","4:35","x","1.02","11.35","11.54764091"
"10/11/2019","4:40","x","1.02","11.45","11.54400455"
"10/11/2019","4:45","x","1.02","11.43","11.50585227"
"10/11/2019","4:50","x","1.02","11.53","11.43951818"
"10/11/2019","4:55","x","1.03","11.58","11.37954773"
"10/11/2019","5:00","x","1.02","11.44","11.36045682"
"10/11/2019","5:05","x","1.02","11.43","11.36764091"
"10/11/2019","5:10","x","1.02","11.34","11.40244545"
"10/11/2019","5:15","x","1.02","11.28","11.44833182"
