Fecha,Hora,Potencia [kW],Insolaci¢n [W/mý],Temperatura de modulos [øC],Temperatura ambiente [øC]
07/29/2020,12:00:00 AM,x,0.99,12.16,12.55438333
07/29/2020,12:05:00 AM,x,0.99,12.14,12.61482857
07/29/2020,12:10:00 AM,x,0.99,12.45,12.5501625
07/29/2020,12:15:00 AM,x,0.99,12.73,12.44323611
07/29/2020,12:20:00 AM,x,1,12.92,12.330695
07/29/2020,12:25:00 AM,x,1,13.12,12.24225227
07/29/2020,12:30:00 AM,x,1,13.01,12.21861591
07/29/2020,12:35:00 AM,x,1,12.13,12.24225227
07/29/2020,12:40:00 AM,x,0.99,11.62,12.26679773
07/29/2020,12:45:00 AM,x,0.99,11.35,12.27770682
07/29/2020,12:50:00 AM,x,0.99,11.39,12.28864545
07/29/2020,12:55:00 AM,x,0.99,11.9,12.28773636
07/29/2020,01:00:00 AM,x,0.99,12.4,12.30231136
07/29/2020,01:05:00 AM,x,0.99,12.72,12.40052273
07/29/2020,01:10:00 AM,x,0.99,12.85,12.55231136
07/29/2020,01:15:00 AM,x,0.99,13.04,12.708675
07/29/2020,01:20:00 AM,x,1,13.11,12.79594773
07/29/2020,01:25:00 AM,x,0.99,13.17,12.80143182
07/29/2020,01:30:00 AM,x,0.99,13.21,12.76146136
07/29/2020,01:35:00 AM,x,1,13.29,12.67058182
07/29/2020,01:40:00 AM,x,0.99,13.07,12.56788409
07/29/2020,01:45:00 AM,x,0.99,12.35,12.47064091
07/29/2020,01:50:00 AM,x,0.98,11.96,12.37251818
07/29/2020,01:55:00 AM,x,0.98,11.96,12.28436591
07/29/2020,02:00:00 AM,x,0.98,11.72,12.21163864
07/29/2020,02:05:00 AM,x,0.98,11.72,12.13712273
07/29/2020,02:10:00 AM,x,0.98,11.97,12.07985
07/29/2020,02:15:00 AM,x,0.98,12.03,12.08621364
07/29/2020,02:20:00 AM,x,0.98,12.2,12.105275
07/29/2020,02:25:00 AM,x,0.99,12.41,12.09888182
07/29/2020,02:30:00 AM,x,0.99,12.47,12.08615455
07/29/2020,02:35:00 AM,x,0.99,12.44,12.07979091
07/29/2020,02:40:00 AM,x,0.99,12.42,12.06888182
07/29/2020,02:45:00 AM,x,0.99,12.17,12.07615455
07/29/2020,02:50:00 AM,x,0.99,11.89,12.09067045
07/29/2020,02:55:00 AM,x,0.98,11.58,12.10157955
07/29/2020,03:00:00 AM,x,0.98,11.65,12.10067045
07/29/2020,03:05:00 AM,x,0.98,11.85,12.04248864
07/29/2020,03:10:00 AM,x,0.98,12.11,11.93160909
07/29/2020,03:15:00 AM,x,0.99,12.36,11.81254773
07/29/2020,03:20:00 AM,x,0.99,12.53,11.69985
07/29/2020,03:25:00 AM,x,0.99,12.46,11.60712273
07/29/2020,03:30:00 AM,x,0.99,11.8,11.52172727
07/29/2020,03:35:00 AM,x,0.98,11.2,11.42823864
07/29/2020,03:40:00 AM,x,0.98,10.86,11.29917727
07/29/2020,03:45:00 AM,x,0.98,10.65,11.13105455
07/29/2020,03:50:00 AM,x,0.98,10.56,10.91293182
07/29/2020,03:55:00 AM,x,0.96,10.71,10.68753636
07/29/2020,04:00:00 AM,x,0.93,10.82,10.54214091
07/29/2020,04:05:00 AM,x,0.97,10.69,10.44944318
07/29/2020,04:10:00 AM,x,0.97,10.51,10.37307955
07/29/2020,04:15:00 AM,x,0.97,10.13,10.30580682
07/29/2020,04:20:00 AM,x,0.97,9.98,10.24307955
07/29/2020,04:25:00 AM,x,0.97,10.2,10.16483864
07/29/2020,04:30:00 AM,x,0.97,10.18,10.08923636
07/29/2020,04:35:00 AM,x,0.98,10.02,10.02099545
07/29/2020,04:40:00 AM,x,0.98,9.91,9.955481818
07/29/2020,04:45:00 AM,x,0.98,9.87,9.917240909
07/29/2020,04:50:00 AM,x,0.98,9.85,9.923575
07/29/2020,04:55:00 AM,x,0.98,9.99,9.948970455
07/29/2020,05:00:00 AM,x,0.99,9.94,10.00436591
07/29/2020,05:05:00 AM,x,0.99,9.79,10.10885227
07/29/2020,05:10:00 AM,x,0.99,9.71,10.24970227
07/29/2020,05:15:00 AM,x,0.98,10.05,10.44049318
07/29/2020,05:20:00 AM,x,0.99,10.48,10.66277727
07/29/2020,05:25:00 AM,x,0.99,10.79,10.88528409
07/29/2020,05:30:00 AM,x,1,11.17,11.10923409
07/29/2020,05:35:00 AM,x,1,11.46,11.29925682
07/29/2020,05:40:00 AM,x,1.02,11.97,11.45842727
07/29/2020,05:45:00 AM,x,1.13,12.3,11.56128182
07/29/2020,05:50:00 AM,0,1.67,12.46,11.60354318
07/29/2020,05:55:00 AM,0,2.73,12.46,11.59934545
07/29/2020,06:00:00 AM,0.02,5.29,12.02,11.55311136
07/29/2020,06:05:00 AM,0.35,12.04,11.82,11.507225
07/29/2020,06:10:00 AM,0.47,13.86,11.6,11.42252273
07/29/2020,06:15:00 AM,0.42,12.84,11.33,11.29579091
07/29/2020,06:20:00 AM,0.4,13.18,11.14,11.15068864
07/29/2020,06:25:00 AM,0.47,15.11,11.12,11.01928182
07/29/2020,06:30:00 AM,0.5,15.3,11.42,10.92840455
07/29/2020,06:35:00 AM,0.55,16.15,11.53,10.86117955
07/29/2020,06:40:00 AM,0.62,17.87,11.45,10.83575455
07/29/2020,06:45:00 AM,0.73,20.32,11.47,10.85160227
07/29/2020,06:50:00 AM,0.79,21.36,11.62,10.85948864
07/29/2020,06:55:00 AM,1.06,26.51,11.71,10.88851818
07/29/2020,07:00:00 AM,1.67,37.87,11.92,10.89461818
07/29/2020,07:05:00 AM,2.06,45.85,12.36,10.91975227
07/29/2020,07:10:00 AM,1.39,33.63,12.18,10.74098409
07/29/2020,07:15:00 AM,1.74,41.28,12.14,10.57803182
07/29/2020,07:20:00 AM,2.18,49.9,12.57,10.84918864
07/29/2020,07:25:00 AM,2.74,60.62,12.96,11.28212955
07/29/2020,07:30:00 AM,2.5,54.72,13.06,11.52560227
07/29/2020,07:35:00 AM,6.41,152.53,13.86,11.56158636
07/29/2020,07:40:00 AM,13.66,326.55,19.63,11.61893864
07/29/2020,07:45:00 AM,9.01,195.43,20.26,11.88701136
07/29/2020,07:50:00 AM,8.28,174.13,21.27,12.31123636
07/29/2020,07:55:00 AM,9.34,193.31,19.65,13.36819091
07/29/2020,08:00:00 AM,18.19,376.44,23.5,14.161225
07/29/2020,08:05:00 AM,23.39,480.68,27.34,15.511775
07/29/2020,08:10:00 AM,25.96,530.24,30.98,16.58173182
07/29/2020,08:15:00 AM,27.31,556.47,33.7,17.06446818
07/29/2020,08:20:00 AM,20.47,420.42,36.28,17.92255227
07/29/2020,08:25:00 AM,20.78,408.77,33.29,18.72620682
07/29/2020,08:30:00 AM,17.59,322.19,34.23,19.71917273
07/29/2020,08:35:00 AM,20.28,371.18,32.85,20.366875
07/29/2020,08:40:00 AM,22.97,432.35,33.27,20.61943182
07/29/2020,08:45:00 AM,14.51,261.24,33.54,20.71795227
07/29/2020,08:50:00 AM,15.02,271.15,31.02,20.12013409
07/29/2020,08:55:00 AM,13.02,233.59,29.78,19.24735
07/29/2020,09:00:00 AM,13.32,233.15,26.42,18.60197727
07/29/2020,09:05:00 AM,13.16,225.99,23.87,18.43597273
07/29/2020,09:10:00 AM,13.69,231.74,24.23,18.53256136
